date,index_all_shortage,energy_shortage,food_shortage,industry_shortage,labor_shortage
1907m3,55.767773,4.0805688,5.894155,34.458138,11.334912
1907m4,43.594391,2.9723449,7.9262528,22.787975,9.9078159
1907m5,43.554714,3.4256516,14.681364,20.064529,5.3831663
1907m6,36.381981,2.8722618,18.19099,8.1380749,7.1806545
1907m7,38.816273,4.3668303,14.070899,15.526509,4.8520341
1907m8,49.239849,10.039192,15.775873,13.38559,10.039192
1907m9,72.593582,12.26243,19.129391,25.505852,15.69591
1907m10,70.782913,9.3394127,17.695728,31.459074,12.2887
1907m11,44.715691,2.5121174,12.560588,19.594515,10.04847
1907m12,28.79928,2.3999403,9.1197729,13.439664,3.8399043
1908m1,17.861998,1.9846665,3.9693329,8.9309988,2.9769998
1908m2,15.829328,1.5829327,3.1658654,8.4423084,2.6382213
1908m3,23.387812,1.4319068,10.50065,7.6368365,3.8184183
1908m4,24.925915,2.7093387,7.5861483,10.295487,4.3349419
1908m5,19.667286,.50428939,8.5729198,8.0686302,2.5214469
1908m6,29.880598,.54328358,13.582089,11.952238,3.802985
1908m7,25.807129,0,11.871279,9.2905664,4.6452832
1908m8,33.512875,3.6090786,10.311653,14.951898,4.6402435
1908m9,24.762566,1.0766333,13.457916,8.6130667,1.6149499
1908m10,29.914997,2.4929163,8.4759159,16.453247,2.4929163
1908m11,17.92001,.52705908,3.1623545,10.541182,3.6894138
1908m12,17.906635,.5116182,8.1858912,6.6510363,2.5580907
1909m1,17.995192,2.0565934,7.7122254,7.1980772,1.0282967
1909m2,20.778442,1.1231591,7.3005338,7.862113,4.4926362
1909m3,24.375938,2.074548,13.484562,5.7050071,3.1118219
1909m4,33.437771,1.5673954,27.690655,2.0898607,2.0898607
1909m5,21.281208,0,12.372796,3.4643826,5.4440303
1909m6,21.062342,.52655858,13.163964,4.739027,2.6327927
1909m7,26.195251,2.568162,10.272648,10.78628,2.568162
1909m8,56.012527,1.9827442,20.32313,22.801559,10.905093
1909m9,49.027626,3.8132598,17.976795,21.245306,5.9922652
1909m10,67.183258,5.3942761,18.634771,38.740711,4.4134989
1909m11,49.094479,5.6846242,12.9196,26.872766,3.6174879
1909m12,48.357628,8.8395662,9.8795156,19.759031,9.8795156
1910m1,55.18816,17.787918,16.875717,15.507417,5.0171056
1910m2,22.141743,6.0386572,8.0515432,5.5354357,2.5161071
1910m3,29.399384,3.7332551,7.933167,10.733109,6.9998536
1910m4,26.392677,6.8620963,8.4456568,5.8063893,5.2785354
1910m5,27.725233,1.3862616,14.786792,4.6208725,6.9313083
1910m6,28.408604,.99679315,14.951898,5.4823623,6.9775519
1910m7,39.86964,3.2452033,22.716423,7.8812079,6.0268064
1910m8,42.907097,2.4945989,21.453548,11.475154,7.4837961
1910m9,39.562458,3.550477,21.810074,8.6225872,5.5793209
1910m10,41.453861,4.994441,17.480545,15.482767,3.4961088
1910m11,37.196892,6.7161055,12.398964,12.915587,5.166235
1910m12,30.119949,7.2870851,12.630946,8.2586966,1.9432225
1911m1,16.12155,1.8424628,5.5273881,6.4486198,2.3030784
1911m2,16.481655,3.9955528,5.493885,4.9944406,1.9977764
1911m3,14.207289,.45829964,9.6242924,2.7497978,1.3748989
1911m4,12.109299,0,7.9176183,3.2601957,.93148452
1911m5,25.674589,.9688524,14.532786,4.3598361,5.8131146
1911m6,18.001095,.97303212,9.7303219,5.8381925,1.4595481
1911m7,44.457096,1.3609315,34.930573,4.9900823,3.1755068
1911m8,45.665363,4.0145373,27.599945,6.0218062,8.0290747
1911m9,28.85384,.5062077,18.729687,6.5807004,3.0372465
1911m10,33.749763,2.4456348,20.054205,7.8260322,3.4238889
1911m11,32.6255,4.0154462,14.054062,12.046339,2.5096538
1911m12,31.353024,1.9294169,11.094148,13.988273,4.3411884
1912m1,33.238205,3.9687409,14.386686,12.402315,2.4804633
1912m2,31.157078,5.7121305,7.2699847,14.539969,3.6349924
1912m3,62.37466,20.940065,10.6928,28.068596,2.6731999
1912m4,34.128716,6.5246081,10.539751,10.037858,7.0265007
1912m5,38.631382,1.5875909,14.288319,15.87591,6.8795609
1912m6,32.741043,0,7.1621037,12.277891,13.301049
1912m7,69.641869,4.5750132,20.333393,21.35006,23.3834
1912m8,108.00786,8.2685442,24.288849,49.094479,26.355984
1912m9,112.82245,9.279768,22.466808,59.097473,21.978399
1912m10,115.06624,9.8769302,9.3830843,64.693893,31.112331
1912m11,115.10396,16.095045,15.607317,67.306557,16.095045
1912m12,82.223427,7.8971648,12.542556,44.131218,17.652487
1913m1,32.093636,4.8626719,5.3489394,16.046818,5.835207
1913m2,34.928333,14.680023,9.6179466,5.0620766,5.568285
1913m3,37.197807,2.1881065,15.754366,12.253396,7.0019407
1913m4,33.582508,4.256938,10.405848,14.189793,4.7299309
1913m5,26.947033,4.6460404,3.7168322,10.221289,8.3628731
1913m6,28.897259,3.8529677,12.040525,7.7059355,5.2978306
1913m7,27.181734,.98842669,11.366907,10.872693,3.9537067
1913m8,60.830616,2.9434171,29.43417,21.094488,7.3585424
1913m9,56.55328,3.53458,27.26676,21.71242,4.0395198
1913m10,43.063801,3.7858288,15.616544,18.929144,4.732286
1913m11,35.4361,5.5951738,13.987934,13.055405,2.7975869
1913m12,27.43165,5.2025542,13.715825,5.6755137,2.8377569
1914m1,25.201273,2.7492297,6.8730745,9.1640997,6.4148693
1914m2,29.823145,8.0876322,12.131449,7.0766783,2.5273852
1914m3,20.315628,1.8058337,10.835002,4.966043,2.7087505
1914m4,16.526562,1.88875,8.4993753,4.7218752,1.4165624
1914m5,17.444424,1.453702,7.753077,7.2685094,.96913463
1914m6,23.822575,3.0411794,10.137266,8.1098118,2.5343165
1914m7,39.289906,2.0148668,13.096635,17.630085,6.5483174
1914m8,59.942287,5.7087893,32.349804,15.69917,6.1845217
1914m9,42.933254,5.3004017,22.791727,10.600803,4.2403212
1914m10,38.654873,5.9469037,13.876108,13.380533,5.4513288
1914m11,40.819595,6.0994797,15.483294,11.260577,7.9762425
1914m12,32.308228,3.3258469,11.878025,15.203872,1.900484
1915m1,47.371864,4.3065333,15.312118,21.532665,6.2205477
1915m2,82.240768,3.6902907,49.555332,20.033007,8.9621344
1915m3,63.055836,7.2201338,27.91785,17.809664,10.108188
1915m4,43.564327,1.9579471,19.579472,14.684604,7.3423018
1915m5,47.759789,7.4917316,18.261097,10.30113,11.70583
1915m6,60.868519,3.069001,24.552008,16.879505,16.368006
1915m7,75.978233,6.9979954,31.990835,19.994272,16.995131
1915m8,48.905506,6.8467708,15.160707,21.029367,5.8686604
1915m9,56.939762,7.8357468,12.014812,30.298222,6.7909808
1915m10,62.77853,7.9054441,12.555706,36.272038,6.0453396
1915m11,89.79689,4.0586166,21.307735,51.240032,13.190503
1915m12,83.236465,15.001922,15.001922,44.037899,9.194726
1916m1,90.929047,12.52594,18.556948,48.248066,11.598092
1916m2,94.508438,8.5007591,19.001698,55.004913,12.001072
1916m3,106.52132,7.9773679,22.055075,64.2882,12.20068
1916m4,81.412689,7.5732737,22.246492,34.553062,17.039865
1916m5,75.260178,3.961062,26.242037,28.222567,16.834515
1916m6,72.910553,5.5695558,28.354101,23.797192,15.189698
1916m7,82.068542,6.5453439,36.754623,23.160446,15.608128
1916m8,134.62173,13.009664,41.857174,52.60429,27.1506
1916m9,122.32552,9.145833,35.440105,50.302086,27.4375
1916m10,130.48335,16.376453,38.035629,54.412086,21.65918
1916m11,235.27249,47.27438,28.584507,122.03386,37.379742
1916m12,173.03108,27.18313,30.842398,88.345177,26.660378
1917m1,126.68969,21.733377,27.564283,61.489555,15.902471
1917m2,222.97795,44.255169,65.815376,88.510338,24.397079
1917m3,167.81212,12.507735,71.398323,58.890591,25.015471
1917m4,202.1595,15.071016,107.57587,41.575218,37.937389
1917m5,212.14671,24.415863,86.269379,60.225796,41.23568
1917m6,166.8364,28.941008,52.207306,49.937424,35.750656
1917m7,174.1971,24.660433,47.222103,66.110939,36.203613
1917m8,178.68596,41.635563,49.731365,56.670624,30.648399
1917m9,167.89891,31.447733,49.037144,53.834255,33.579781
1917m10,224.57784,67.427727,47.308163,64.708862,45.133076
1917m11,232.06384,64.736488,47.729443,75.708771,43.889141
1917m12,366.39529,146.97212,60.030869,96.256393,63.135914
1918m1,577.80109,260.68967,114.4109,121.20241,81.498169
1918m2,389.5751,138.96783,102.33614,82.566666,65.70446
1918m3,259.82269,53.806564,75.620033,79.497986,50.898106
1918m4,231.96786,49.332531,47.758087,86.069527,48.807716
