DAY,N10D,GPRD,GPRD_ACT,GPRD_THREAT
19930926,1150,48.018764,45.543617,81.780258
19930927,934,77.599915,49.845501,124.38552
19930928,947,156.71382,104.46764,181.09612
19930929,1016,81.527924,45.822536,92.566238
19930930,1179,79.038521,49.359306,164.22969
19931001,1112,161.394,78.499939,203.97478
19931002,848,101.74966,54.900589,137.00009
19931003,1148,54.115227,45.622963,77.103752
19931004,911,113.65582,108.59589,115.38055
19931005,969,128.22348,114.10711,125.60194
19931006,1020,87.975555,45.642845,124.74556
19931007,1195,83.756577,58.438118,106.47737
19931008,1155,101.59814,65.500443,105.37513
19931009,886,105.17654,72.250656,137.36826
19931010,1171,61.894386,74.544777,51.967667
19931011,975,60.177361,65.655472,79.43663
19931012,953,126.75468,79.384056,179.95595
19931013,967,135.62694,54.162525,194.51353
19931014,1144,111.62579,40.695541,154.74669
19931015,1129,100.88087,56.69981,117.60201
19931016,896,104.00269,12.989872,172.88107
19931017,1142,87.6437,30.575108,125.95187
19931018,960,107.85464,78.805222,138.30486
19931019,983,147.46353,82.881462,185.71965
19931020,975,134.5141,95.498863,136.17709
19931021,1223,84.661049,47.5835,108.56309
19931022,1125,125.78249,25.864277,186.86522
19931023,902,91.831894,109.67945,98.13205
19931024,1061,91.081779,60.333729,88.640251
19931025,893,150.73079,104.26808,204.43718
19931026,995,142.21637,87.730591,172.35982
19931027,1003,99.789742,116.04111,88.250359
19931028,1141,84.695671,56.103489,106.66807
19931029,1116,102.05601,41.716576,158.62923
19931030,858,76.428467,40.695541,90.268898
19931031,1307,58.094624,57.882946,55.02565
19931101,916,101.7319,63.531246,102.67172
19931102,921,74.947853,56.86771,78.087433
19931103,967,107.0739,66.198639,131.5827
19931104,1112,71.385803,52.333294,89.549904
19931105,1089,63.385651,58.782448,76.201019
19931106,879,113.86702,46.343842,176.22461
19931107,1269,97.910599,77.959702,122.06574
19931108,952,87.008789,48.903046,122.0337
19931109,968,82.00518,60.118412,108.58646
19931110,962,60.99057,66.542709,63.257938
19931111,1124,92.117851,62.12949,93.515739
19931112,1065,58.332657,65.571404,83.112778
19931113,887,70.038643,85.290878,49.895775
19931114,1384,49.874981,50.457764,51.964249
19931115,922,63.636578,75.741379,78.002739
19931116,1109,71.578918,57.722351,94.780609
19931117,950,116.25595,73.509003,139.7607
19931118,1166,88.799706,49.909622,99.636436
19931119,1028,114.14966,28.304777,150.68233
19931120,895,65.556343,32.51096,80.355896
19931121,1285,67.146858,40.758881,81.798981
19931122,896,69.335129,25.979744,98.789185
19931123,961,89.785347,30.27816,132.40424
19931124,1019,74.513901,17.132862,108.58085
19931125,1033,63.480762,33.801331,80.331955
19931126,976,70.724358,59.625637,68.018784
19931127,829,112.40822,91.258156,126.79335
19931128,1156,50.755127,55.375504,62.213253
19931129,844,81.785515,55.160782,91.766258
19931130,996,110.8867,81.799675,166.63235
19931201,901,99.594963,77.506714,104.38103
19931202,1230,47.701565,33.118893,62.968067
19931203,1273,84.046982,36.57164,126.02798
19931204,909,94.921585,64.020485,97.376358
19931205,1056,52.293163,38.575981,47.149384
19931206,1026,63.913864,45.375923,70.096031
19931207,1065,64.814064,60.107121,62.334579
19931208,915,124.47488,38.160408,126.96838
19931209,1153,77.827461,30.283411,100.75982
19931210,1096,103.91834,63.71674,111.04769
19931211,807,72.704987,64.90107,68.552589
19931212,1236,47.470005,28.249817,53.710625
19931213,956,61.373356,54.785732,86.802216
19931214,922,108.55653,37.870689,162.00568
19931215,937,77.351463,37.264431,106.27481
19931216,1169,85.619431,69.69416,85.183487
19931217,1103,100.12979,58.036343,115.35854
19931218,618,72.601189,28.249817,116.37302
19931219,1198,40.332954,19.430592,60.032154
19931220,862,84.081581,74.262283,89.850021
19931221,847,105.94459,41.224052,111.03577
19931222,864,51.930016,33.677444,64.030022
19931223,1069,74.257263,54.438377,82.801781
19931224,853,97.107117,34.111736,116.74032
19931225,339,101.80969,68.666222,146.87241
19931226,979,84.609161,83.220093,84.762932
19931227,715,111.02241,65.112869,123.79736
19931228,748,115.35256,124.48048,66.563828
19931229,786,70.256462,51.827271,63.345737
19931230,1023,26.990019,22.754496,32.446888
19931231,874,114.51843,73.242661,107.60561
19940101,666,88.097488,61.16552,107.98577
19940102,1089,53.877804,58.782448,50.800682
19940103,795,82.485062,87.840942,55.669876
19940104,839,115.18207,131.78758,131.8759
19940105,870,95.209618,86.957481,76.306129
19940106,1035,116.71227,112.45338,85.521843
19940107,1038,106.39996,100.91553,79.945
19940108,867,115.44304,80.546196,121.23608
19940109,1184,64.129791,63.896122,46.724609
19940110,890,81.436317,104.61954,55.943535
19940111,897,123.12504,103.80312,104.84649
19940112,956,108.30592,60.873035,81.015396
19940113,1134,85.218483,41.054405,97.569565
19940114,1044,92.564911,89.187157,79.48555
19940115,873,102.78931,53.328407,120.40285
19940116,1183,67.101456,44.27317,60.793343
19940117,857,68.463158,61.114544,83.91893
19940118,858,96.541222,54.260723,122.5078
19940119,920,78.780785,69.580528,66.145798
19940120,1104,37.51466,47.441269,40.088364
19940121,1015,61.206181,34.400764,81.756569
19940122,853,72.830338,27.289389,97.283607
19940123,1199,46.056362,19.414387,64.5961
19940124,887,101.16693,78.730042,106.02852
19940125,942,102.58785,67.955505,111.58354
19940126,970,85.394196,11.998892,108.36256
19940127,1094,88.334335,31.916613,141.59181
19940128,1028,94.005608,90.575287,107.63023
19940129,875,51.27718,66.508141,63.225075
19940130,1223,47.974594,38.066799,45.234619
19940131,860,88.290314,67.668167,90.058975
19940201,880,74.517754,79.3563,62.865845
19940202,900,88.201126,90.524971,92.203239
19940203,1105,81.208206,57.931301,90.117195
19940204,1074,96.406387,75.858917,113.32242
19940205,822,88.173141,49.557465,100.95245
19940206,1243,97.181984,79.590393,102.36562
19940207,875,114.38756,79.809769,145.41768
19940208,897,180.83989,110.29081,197.35811
19940209,930,141.02284,143.9222,160.61209
19940210,1093,126.30736,95.83744,161.96725
19940211,1084,124.17213,69.790604,178.6225
19940212,860,96.316704,54.134533,128.65569
19940213,1273,78.624596,64.000374,95.607437
19940214,898,157.57828,51.843765,197.13832
19940215,910,147.91495,44.765095,200.61804
19940216,1011,194.58643,109.36674,235.2961
19940217,1152,146.80217,60.6194,206.49683
19940218,1041,109.40874,27.951309,164.74353
19940219,896,165.63391,77.939224,222.27565
19940220,1247,143.92151,102.66894,168.5833
19940221,821,147.13423,70.882607,188.6741
19940222,933,136.87019,87.32312,136.37778
19940223,954,104.91521,97.601044,98.582077
19940224,1143,111.72345,40.731144,154.88208
19940225,1091,82.25029,69.342812,86.202843
19940226,875,110.44316,79.809769,120.12764
19940227,1234,78.312614,51.875275,71.730232
19940228,900,84.366302,64.66069,86.056358
19940301,953,101.40374,116.02286,121.90565
19940302,968,110.52872,60.118412,125.73169
19940303,1114,89.846596,88.806877,89.38913
19940304,1062,129.99429,120.55383,109.39366
19940305,867,107.48145,100.68274,89.331856
19940306,1235,47.508442,42.409035,44.795097
19940307,939,102.91561,92.962662,94.265289
19940308,953,101.40374,91.596992,98.685524
19940309,998,110.66449,128.28474,83.149208
19940310,1098,122.58889,106.00113,110.84541
19940311,1054,108.05931,99.383598,104.97522
19940312,862,48.046616,40.506699,44.925011
19940313,1246,55.398857,56.046188,39.959667
19940314,943,73.199341,86.39711,64.532486
19940315,1005,65.249374,52.114586,55.046707
19940316,968,96.266953,84.165779,97.156303
19940317,1197,83.616638,58.340473,87.812614
19940318,1085,111.33382,69.726273,132.56871
19940319,880,78.439743,72.743279,81.725594
19940320,1018,118.6613,108.61472,130.42502
19940321,928,107.85464,50.167778,113.26691
19940322,965,132.3315,108.54955,137.58826
19940323,959,111.56602,78.887398,103.8368
19940324,1122,95.358116,67.426926,93.682434
19940325,1094,78.869942,69.152657,70.795906
19940326,811,68.090721,28.70265,75.035927
19940327,1072,61.171291,65.143234,72.24881
19940328,877,110.19129,99.534706,113.5456
19940329,926,59.634533,25.138065,59.742916
19940330,1064,61.631229,54.694191,57.193733
19940331,1004,96.252754,57.962772,99.18277
19940401,1091,91.740707,48.006565,121.69814
19940402,771,76.099777,60.383526,78.928841
19940403,1139,63.633293,30.65564,92.28418
19940404,869,63.54612,53.573875,89.126259
19940405,917,90.329735,57.115768,84.460983
19940406,885,62.397266,26.302654,68.761734
19940407,1122,61.521362,67.426926,54.237198
19940408,1045,95.779053,77.964088,63.527592
19940409,837,53.605179,62.574863,52.876408
19940410,1237,61.382114,37.635971,62.611736
19940411,903,99.374382,83.779633,91.896912
19940412,919,105.15534,113.98294,90.296967
19940413,984,87.686707,82.797234,73.087936
19940414,1118,74.089775,67.668167,79.172722
19940415,1007,137.09428,109.80118,142.83719
19940416,849,81.303856,47.981434,97.741951
19940417,988,55.892288,29.45072,61.593254
19940418,867,119.42383,67.121826,114.85524
19940419,958,115.28513,60.745953,167.46725
19940420,922,160.96312,75.741379,240.00842
19940421,1161,104.04582,55.13702,133.4207
19940422,1070,158.05241,70.703743,232.66238
19940423,874,118.46735,59.925812,164.57327
19940424,1215,88.059105,57.476173,118.38441
19940425,924,126.99767,107.06802,155.6678
19940426,960,104.25949,54.557461,149.83026
19940427,993,100.79468,82.046799,133.70862
19940428,1179,93.675285,83.91082,103.23008
19940429,1099,100.49422,63.542812,151.0153
19940430,852,76.96669,27.321419,103.89097
19940501,1204,60.197945,53.167847,78.112373
19940502,874,98.722786,86.559509,101.27586
19940503,940,124.83602,68.10009,188.33
19940504,949,134.56259,42.925434,198.20296
19940505,1110,83.951721,31.456554,129.58293
19940506,1079,163.13141,167.19493,158.94162
19940507,874,90.824966,73.242661,88.616386
19940508,1018,108.49033,85.748459,97.818756
19940509,903,133.77321,77.335045,177.66737
19940510,946,127.6926,86.123123,134.50366
19940511,935,81.208206,49.792191,88.751778
19940512,1136,97.221085,61.47319,107.13757
19940513,1074,144.60959,81.277405,185.43669
19940514,853,84.968727,40.934086,123.2259
19940515,1227,81.57222,71.14257,94.683029
19940516,910,98.609962,83.135178,103.34869
19940517,935,95.973335,62.240238,118.33571
19940518,1032,93.641243,84.585213,69.688492
19940519,1153,68.847366,60.566822,67.173218
19940520,1116,83.500366,67.789436,94.186096
19940521,846,93.830994,82.545563,85.010078
19940522,1195,83.756577,58.438118,83.330124
19940523,878,98.273026,46.396626,107.11538
19940524,965,128.75497,66.335838,149.05394
19940525,908,125.43448,70.500099,152.31812
19940526,1146,120.46592,81.249039,115.85747
19940527,1062,139.74388,93.155235,145.85823
19940528,868,87.476578,46.931145,108.34943
19940529,1224,64.853775,52.299091,63.276733
19940530,735,93.914246,71.25872,97.848335
19940531,848,109.88964,68.625732,130.47627
19940601,902,149.22682,51.613857,190.13084
19940602,1085,76.343201,69.726273,71.383148
19940603,1080,131.02342,107.76782,143.42725
19940604,856,149.18213,115.57343,161.57109
19940605,1190,98.609962,83.135178,92.978058
19940606,851,89.224052,95.737335,104.01305
19940607,920,93.786644,44.278515,132.2916
19940608,972,95.870796,47.896809,136.59738
19940609,1115,114.52906,46.973236,138.92505
19940610,1077,150.61597,86.454407,200.33015
19940611,847,130.39334,61.836079,156.75639
19940612,1241,91.776398,84.407997,89.157043
19940613,823,201.29373,84.852425,275.60141
19940614,972,131.37849,143.69043,165.05518
19940615,964,161.11067,102.62537,195.1189
19940616,1137,115.34851,40.946083,141.10257
19940617,1073,115.79548,32.54126,154.67458
19940618,869,154.89368,93.754288,146.42171
19940619,1216,76.63356,38.285934,81.891037
19940620,866,159.41563,73.919266,159.70537
19940621,909,144.28079,89.628685,152.15056
19940622,945,94.957741,80.056099,93.666779
19940623,1157,107.38855,65.387215,114.75597
19940624,1057,153.46584,126.62975,157.01591
19940625,861,104.22192,60.830616,128.50626
19940626,1156,65.683105,75.512054,66.998894
19940627,830,145.53879,91.148209,139.97118
19940628,983,115.8642,94.721664,129.44096
19940629,1002,103.33379,29.039232,132.50764
19940630,1133,73.108887,35.954311,83.007324
19940701,1028,53.717487,39.62669,59.196629
19940702,785,101.12232,51.893295,119.80548
19940703,1161,71.345711,80.19931,66.71035
19940704,688,105.3464,126.87781,88.450783
19940705,830,120.58929,140.228,106.64471
19940706,905,152.54581,96.455177,195.61348
19940707,1100,116.09082,58.194622,155.90729
19940708,977,130.70615,113.17276,130.2359
19940709,850,101.51025,75.310684,84.610031
19940710,1134,97.392555,61.581608,97.569565
19940711,803,133.24011,79.718658,144.67757
19940712,931,70.435684,37.504593,71.30648
19940713,886,120.75825,52.545937,143.61227
19940714,1134,100.43607,82.10881,97.569565
19940715,1005,78.986092,57.905094,77.065392
19940716,851,125.72481,116.25248,117.01468
19940717,1158,41.726151,15.076326,57.328434
19940718,824,113.09031,49.43718,134.27655
19940719,908,98.827164,83.318298,121.85449
19940720,908,83.622986,57.681892,121.85449
19940721,1106,74.893646,31.57032,85.033722
19940722,962,114.80578,84.69072,126.51588
19940723,835,103.33379,62.724743,106.00612
19940724,1116,61.852131,57.360294,69.400291
19940725,784,70.435684,37.113918,84.676445
19940726,787,100.86533,96.128349,119.50101
19940727,897,126.97269,84.340034,154.186
19940728,1062,123.49458,93.155235,119.81212
19940729,974,138.19568,119.49614,181.75587
19940730,828,137.55376,91.36837,173.71625
19940731,1128,110.14942,82.545563,127.51511
19940801,771,179.0583,98.12323,236.78651
19940802,865,123.68995,67.277016,179.0768
19940803,901,91.933815,83.965599,128.94127
19940804,992,107.85464,129.06065,100.38255
19940805,1007,140.52164,98.243156,153.82466
19940806,845,130.70197,130.85182,124.39253
19940807,1122,83.053841,77.800293,98.613083
19940808,792,135.09067,146.95612,146.68697
19940809,856,120.95849,95.178123,129.25688
19940810,899,103.65563,64.73262,135.38184
19940811,1057,84.895996,104.60718,94.209549
19940812,998,103.74796,81.635742,149.66858
19940813,821,121.91122,85.059135,114.55214
19940814,1078,73.637306,53.983879,97.506203
19940815,776,102.29513,44.995842,128.3241
19940816,859,88.393097,94.845711,96.604095
19940817,858,76.428467,61.043308,77.373344
19940818,1050,65.739975,27.711727,79.031349
19940819,995,90.185997,76.03318,100.0799
19940820,806,111.33382,72.201767,137.27528
19940821,1096,85.024101,47.787556,126.19056
19940822,750,92.035965,77.592834,110.64388
19940823,849,60.977894,27.417963,91.225815
19940824,906,91.426453,38.539486,140.44202
19940825,1086,98.519157,48.227589,96.787926
19940826,995,93.654686,17.546118,138.99985
19940827,821,71.465202,70.882607,80.860329
19940828,1118,64.828552,46.847195,64.327843
19940829,836,123.85222,69.610794,145.58406
19940830,918,82.712059,6.3392835,108.4744
19940831,600,115.04496,9.6991043,202.84711
19940901,1151,86.958397,50.560051,120.16061
19940902,1044,125.6238,39.019382,153.67206
19940903,848,56.979813,48.038013,65.238136
19940904,1121,76.970314,31.147881,103.63611
19940905,703,88.370232,91.058449,94.432899
19940906,802,90.371971,50.793308,110.36797
19940907,844,73.606964,48.265686,98.320992
19940908,1270,86.963112,18.329016,126.32569
19940909,1068,61.400394,43.591476,72.519394
19940910,894,73.350807,26.037863,92.822044
19940911,1205,42.962849,28.976576,64.27446
19940912,892,100.59985,26.096245,148.84827
19940913,1016,122.29189,97.372887,119.79161
19940914,986,84.008492,53.118824,95.38266
19940915,1163,118.70503,75.057556,137.94809
19940916,1070,96.766785,48.948746,124.08659
19940917,858,112.63142,81.391083,122.5078
19940918,1162,77.22467,45.073288,109.50127
19940919,889,147.5267,104.73724,186.68822
19940920,981,161.83694,59.321732,231.21301
19940921,949,98.194328,73.586456,104.93098
19940922,1124,107.47083,41.419659,142.73456
19940923,1101,100.31168,47.570538,160.79039
19940924,869,79.432648,40.180408,120.95706
19940925,1217,73.734642,19.127239,104.55257
19940926,872,87.07531,26.69478,133.22945
19940927,983,168.52974,65.12114,225.11472
19940928,956,122.74671,12.174607,173.60443
19940929,1138,100.08305,71.592682,126.3946
19940930,1096,100.7693,42.477825,111.04769
19941001,880,50.985832,13.22605,75.439011
19941002,1248,44.248062,27.978186,53.194176
19941003,896,92.446838,51.959488,117.31215
19941004,946,69.318848,49.213211,70.175827
19941005,974,77.956543,35.848843,107.91754
19941006,1175,67.558319,29.716404,75.332001
19941007,1085,60.438362,42.908478,76.481949
19941008,859,120.53605,60.972244,167.44708
19941009,1237,66.962303,47.044968,84.973076
19941010,854,153.57289,61.329227,233.20724
19941011,915,241.40582,146.28157,344.62851
19941012,1003,151.40514,75.426727,209.59459
19941013,1140,99.907463,45.943123,145.58406
19941014,1098,132.0188,68.900734,171.30656
19941015,914,132.16324,114.60648,133.16003
19941016,1265,73.665154,32.20256,109.3319
19941017,896,115.55855,90.9291,142.00946
19941018,994,145.83163,70.255081,183.6644
19941019,964,118.14783,42.257507,149.20856
19941020,1169,118.09576,109.51939,99.380737
19941021,1091,113.88502,90.67907,106.48586
19941022,889,93.174767,72.006844,118.23586
19941023,1154,89.723106,70.600067,76.702866
19941024,863,87.983398,67.432938,83.335487
19941025,999,79.46048,69.90345,94.141441
19941026,1018,47.46452,45.732513,86.950012
19941027,1161,101.07309,120.29897,85.770454
19941028,1107,81.061485,94.625397,84.956909
19941029,901,68.950363,58.130035,73.680725
19941030,1228,64.642525,66.345657,81.090797
19941031,878,74.6875,86.165154,88.212662
19941101,965,67.95401,54.274776,80.259811
19941102,965,71.53054,72.366371,80.259811
19941103,1168,41.368904,44.841747,66.310547
19941104,1096,81.875061,79.645927,75.71434
19941105,887,54.474503,52.486691,37.421833
19941106,1235,58.686901,65.969612,58.233627
19941107,885,77.996582,98.634956,68.761734
19941108,965,50.071381,30.152653,80.259811
19941109,1221,62.186462,52.427589,67.963074
19941110,1149,48.060555,65.842484,48.147907
19941111,1038,129.67494,78.489861,181.20868
19941112,869,142.97878,100.45102,190.98485
19941113,1173,94.154442,49.611782,122.62323
19941114,806,89.923477,36.100883,123.54776
19941115,497,124.99854,35.127541,211.49232
19941116,977,105.97795,125.08568,79.274025
19941117,1096,107.06739,69.026466,111.04769
19941118,1101,87.77272,73.998611,100.49399
19941119,918,93.990982,38.035702,120.52711
19941120,1187,43.614349,29.415983,55.927826
19941121,851,113.55789,116.25248,136.51712
19941122,953,90.539055,97.703453,92.880486
19941123,1012,85.26059,57.504566,81.998924
19941124,809,89.590019,71.934021,102.57468
19941125,999,89.82489,69.90345,116.29237
19941126,846,101.99021,55.030376,124.2455
19941127,1124,70.623688,93.194237,44.296928
19941128,877,94.449677,86.263405,94.621338
19941129,902,160.70581,58.065586,226.93037
19941130,894,96.514229,78.113586,111.38645
19941201,1076,96.227196,75.717911,133.67755
19941202,976,148.52115,95.401016,187.05165
19941203,734,122.25486,79.284225,158.27803
19941204,1140,93.852463,76.571869,131.02565
19941205,866,107.60556,73.919266,127.7643
19941206,990,122.01737,47.025959,156.46609
19941207,1010,88.846596,63.380283,98.593552
19941208,1216,70.957001,62.214645,86.440536
19941209,1153,77.827461,65.614059,100.75982
19941210,964,64.444275,90.551796,68.865486
19941211,1189,63.860107,44.049759,74.445
19941212,847,105.94459,109.93081,78.378197
19941213,939,139.67119,123.9502,123.7232
19941214,1017,57.692158,57.221848,65.276627
19941215,1193,89.682991,97.560143,92.744247
19941216,1064,107.04371,92.980133,129.98576
19941217,880,113.73762,99.195381,106.87193
19941218,1122,49.217091,36.306805,83.821129
19941219,850,105.57066,82.157112,130.16928
19941220,955,130.1032,134.06091,144.82184
19941221,956,97.475327,60.873035,104.16265
19941222,1019,71.126915,57.109539,81.435638
19941223,942,58.621635,55.59996,46.982544
19941224,738,93.532486,78.8545,74.961983
19941225,862,60.05827,74.262283,19.253576
19941226,413,133.70844,169.0885,80.370857
19941227,707,141.56876,205.78014,109.5484
19941228,780,128.31938,96.991043,92.203239
19941229,915,60.351456,69.960747,36.276684
19941230,883,89.899231,59.315018,100.24361
19941231,738,130.94548,134.05266,82.458176
19950101,1000,72.478317,58.194622,71.918526
19950102,642,69.887123,81.581245,77.554123
19950103,780,115.04496,89.53019,148.9437
19950104,774,84.72303,52.630795,92.917992
19950105,976,95.477882,95.401016,79.35524
19950106,938,88.307426,80.653526,94.365791
19950107,856,116.92654,54.387497,161.57109
19950108,1039,36.539783,33.606133,31.947224
19950109,840,123.26246,96.991043,111.96107
19950110,894,88.793083,97.641983,92.822044
19950111,919,97.644249,88.653397,84.277168
19950112,1098,81.725922,90.100967,55.422707
19950113,1040,73.0093,39.169456,101.06894
19950114,878,74.6875,59.652802,69.309952
19950115,1042,43.059052,11.169793,58.401279
19950116,868,99.405205,100.56674,76.481949
19950117,869,67.517754,53.573875,82.760094
19950118,885,101.39555,85.483627,112.5192
19950119,1045,75.9627,50.11977,95.291382
19950120,998,69.165306,87.466866,38.802967
19950121,898,96.08432,45.363293,104.72974
19950122,991,34.826931,41.106194,16.747309
19950123,859,84.375229,115.1698,96.604095
19950124,881,90.10331,118.89935,106.75063
19950125,938,99.345856,117.87823,112.05937
19950126,1026,43.730537,56.719906,37.744015
19950127,1032,56.853615,50.751125,80.409798
19950128,874,59.233673,53.267387,63.297417
19950129,1051,39.406452,55.370716,52.637436
19950130,870,130.91324,140.46977,120.81803
19950131,890,124.09344,104.61954,118.10302
19950201,855,72.659973,95.289444,64.704025
19950202,1028,50.360146,50.948597,43.052094
19950203,994,48.610542,76.109665,44.5247
19950204,889,42.705101,39.276463,56.006466
19950205,1022,67.541069,56.941902,75.783478
19950206,850,85.268616,130.08209,65.084641
19950207,859,80.357361,81.296333,83.723541
19950208,923,59.828362,88.269203,35.962257
19950209,1035,80.031273,106.8307,53.451149
19950210,1011,105.82771,120.87904,82.080032
19950211,895,88.693878,123.54166,49.44978
19950212,1043,66.181183,94.852219,42.432938
19950213,851,73.001495,75.222191,52.006523
19950214,878,78.618423,112.67752,56.708141
19950215,933,99.878258,87.32312,94.87149
19950216,1054,78.588585,77.298355,94.477692
19950217,1011,88.75872,92.098312,93.02404
19950218,864,79.892326,60.6194,96.045044
19950219,1040,82.965111,89.53019,63.833012
19950220,746,87.902985,140.41599,59.326481
19950221,846,122.38825,123.81834,117.70625
19950222,918,93.990982,120.44638,66.289909
19950223,1032,70.230934,78.94619,69.688492
19950224,972,95.870796,65.858109,68.298691
19950225,871,71.325226,80.176285,76.218521
19950226,1056,32.683228,22.043419,41.910564
19950227,929,59.441956,56.377998,77.414993
19950228,943,62.219437,24.684889,87.998848
19950301,1013,78.362312,80.426918,70.995583
19950302,1050,49.304981,38.796417,31.612537
19950303,993,52.135178,58.604858,61.283119
19950304,888,66.073112,65.534485,68.529434
19950305,1043,49.635887,27.897709,53.041172
19950306,818,101.26206,78.256828,101.44611
19950307,880,66.673782,52.904202,88.012177
19950308,1012,78.439743,86.256851,65.599136
19950309,1051,88.664528,94.130211,47.373688
19950310,1005,72.117729,86.857643,60.55138
19950311,880,70.595764,59.517227,69.152428
19950312,1065,45.369843,54.642838,36.361839
19950313,887,85.602783,78.730042,81.080635
19950314,931,77.849968,81.259949,83.190895
19950315,954,94.061913,42.700459,104.38103
19950316,1084,47.758514,53.685074,45.931503
19950317,999,55.276855,58.252872,49.839588
19950318,907,72.299477,38.496994,91.491631
19950319,1073,32.165413,48.81189,20.623278
19950320,834,103.4577,118.62213,72.966591
19950321,886,140.23538,177.34253,93.660179
19950322,899,122.85111,155.35829,104.61324
19950323,1070,141.92461,119.65249,134.42714
19950324,987,129.38187,112.02612,106.49614
19950325,865,51.86998,74.004723,31.978001
19950326,1116,71.129944,93.862289,69.400291
19950327,819,84.282021,78.161278,108.07706
19950328,901,114.91727,77.506714,153.5015
19950329,956,104.69572,97.396858,92.58902
19950330,1062,77.996582,49.317478,88.556786
19950331,1047,89.003265,72.256935,89.825508
19950401,864,71.903099,80.825867,76.836029
19950402,1131,51.877033,51.454128,53.805599
19950403,842,69.682808,76.02623,65.703018
19950404,876,98.497391,79.718658,75.783478
19950405,960,118.64011,96.991043,97.965935
19950406,1058,107.65076,71.505676,88.891586
19950407,996,103.95629,99.328171,88.870583
19950408,850,85.268616,82.157112,78.101563
19950409,1075,57.79002,70.374893,66.900955
19950410,914,86.850136,133.70755,54.47456
19950411,853,64.738075,61.401123,90.798027
19950412,953,97.782181,73.277596,92.880486
19950413,1046,85.78878,50.071854,79.333565
19950414,937,95.768478,93.161079,82.658188
19950415,810,89.479408,57.476173,88.788307
19950416,970,85.394196,41.99612,108.36256
19950417,724,138.24463,112.53104,114.61728
19950418,877,102.32048,86.263405,88.313248
19950419,922,108.55653,50.494251,144.00505
19950420,1018,166.12582,200.07974,130.42502
19950421,1039,202.62971,252.04602,143.76251
19950422,849,93.499435,89.108368,58.645168
19950423,1125,110.44316,155.18567,73.762589
19950424,868,91.452789,147.49789,44.614468
19950425,1001,93.093323,98.832031,88.426682
19950426,1023,91.091316,125.14973,54.078144
19950427,1054,65.490486,66.255737,62.985134
19950428,1048,79.038521,83.293831,68.62455
19950429,844,130.85683,151.69214,91.766258
19950430,1060,68.375778,87.840942,57.409565
19950501,912,158.94368,159.52473,157.71606
19950502,925,126.86039,119.5349,119.61501
19950503,963,146.94215,126.90416,155.10825
19950504,1028,80.576233,79.25338,75.341164
19950505,954,86.826378,103.70111,69.587349
19950506,826,66.854218,112.72567,53.580574
19950507,1085,63.619331,75.089836,66.284355
19950508,775,102.42712,97.616791,57.106522
19950509,906,83.807587,77.078972,73.274094
19950510,986,80.508133,88.531372,72.939674
19950511,1051,95.232269,60.907787,78.956146
19950512,894,81.071953,71.604118,74.257637
19950513,867,51.750324,73.834007,51.046772
19950514,1029,57.019363,45.243633,48.386539
19950515,802,64.551414,58.0495,75.877975
19950516,918,60.154224,38.035702,78.342621
19950517,961,71.828278,78.723221,34.540234
19950518,1010,82.012245,51.85659,82.161301
19950519,1049,88.833565,61.023914,94.928024
19950520,867,63.692707,53.69746,76.570168
19950521,1051,45.974197,44.296574,31.582458
19950522,831,74.758453,42.017776,99.8591
19950523,937,84.718269,93.161079,88.56234
19950524,978,84.695671,53.553337,96.162888
19950525,1037,69.892303,61.730076,69.352478
19950526,1036,76.622604,73.024139,74.759384
19950527,795,78.143745,51.240551,83.504822
19950528,1037,59.907692,78.565544,64.017677
19950529,684,95.870796,102.09583,121.32005
19950530,808,145.23001,122.43918,191.7097
19950531,911,136.38699,108.59589,163.96185
19950601,956,151.62828,73.047646,173.60443
19950602,987,125.88506,70.753342,156.94168
19950603,822,96.57058,70.796379,127.8731
19950604,1003,82.584618,58.020557,99.281647
19950605,805,132.90907,130.12462,144.3181
19950606,939,80.862267,80.567635,94.265289
19950607,1016,108.7039,57.278172,141.5719
19950608,1016,84.924919,63.005993,81.676094
19950609,1032,127.08454,67.668167,171.54091
19950610,864,99.86541,53.883911,121.65705
19950611,1058,68.505028,49.503933,94.120506
19950612,847,81.495834,54.965405,97.97274
19950613,902,99.48455,77.420784,128.79831
19950614,960,150.99651,72.743279,149.83026
19950615,1012,146.64821,166.76324,136.66487
19950616,980,140.87137,184.08504,107.25683
19950617,829,145.71436,147.41701,153.48669
19950618,1055,107.95687,104.80548,125.85086
19950619,783,132.23558,133.78075,141.30765
19950620,925,123.12919,94.369659,125.59576
19950621,960,115.04496,115.17686,97.965935
19950622,946,131.34097,104.57807,157.8956
19950623,1006,82.338341,57.847538,115.48318
19950624,833,62.149132,62.875343,86.336761
19950625,1001,79.301712,63.950138,82.900009
19950626,785,79.139206,66.719948,77.521194
19950627,902,65.047592,70.969048,49.066025
19950628,1006,58.322987,34.708523,87.987183
19950629,975,123.89457,107.43623,119.15495
19950630,997,79.619881,58.369728,88.781448
19950701,794,99.976089,73.292976,104.51249
19950702,949,76.37336,91.983078,64.124481
19950703,673,35.898129,34.588184,41.100998
19950704,732,117.87393,159.00169,143.5952
19950705,771,58.193947,52.835587,64.57814
19950706,869,79.432648,73.664078,63.66161
19950707,956,83.034538,85.222252,81.015396
19950708,805,77.173012,65.062309,61.850616
19950709,960,46.737015,24.247761,57.627026
