DAY,N10D,GPRD,GPRD_ACT,GPRD_THREAT
20050818,1211,79.799965,115.33204,50.251144
20050819,1100,128.64119,148.13176,95.556084
20050820,1072,74.049461,119.42926,46.445663
20050821,924,67.234062,81.875549,53.885006
20050822,801,94.793594,138.03969,75.972702
20050823,920,108.7925,145.48656,78.17231
20050824,1017,105.20335,143.05463,59.83691
20050825,1177,117.29307,182.93977,75.203995
20050826,1183,113.78073,108.2233,107.55745
20050827,1112,93.111923,104.66659,69.649925
20050828,954,68.737556,79.30085,34.793674
20050829,848,113.95963,164.70177,84.809586
20050830,896,96.29879,136.39365,74.091888
20050831,1074,93.192841,108.36987,66.963242
20050901,1278,86.418747,132.05353,34.630322
20050902,1240,136.38394,168.95213,124.92052
20050903,1165,118.50124,164.84314,85.47596
20050904,991,97.515404,164.42477,39.077053
20050905,808,59.800598,108.03457,47.927425
20050906,953,108.64686,170.98105,69.66037
20050907,1237,122.76423,178.77087,102.86214
20050908,1381,74.974991,92.706856,80.118668
20050909,1247,99.63797,158.67018,66.546043
20050910,1271,65.171021,128.20215,65.289467
20050911,1015,88.408928,120.40266,59.954815
20050912,946,116.74752,178.39789,64.327843
20050913,1143,99.645233,122.19344,72.600975
20050914,1196,129.85843,170.30199,124.89068
20050915,1343,107.93495,177.66042,74.147057
20050916,1279,94.446602,131.95029,73.531898
20050917,1294,85.350197,89.94532,68.404251
20050918,998,58.790512,110.79136,22.173122
20050919,919,161.48857,164.64203,114.37615
20050920,1127,146.99622,118.76453,98.175583
20050921,1147,144.43307,162.3564,106.11009
20050922,1322,107.0388,105.64833,75.324883
20050923,1253,115.68767,130.04384,75.057701
20050924,1293,85.416206,94.515625,55.621441
20050925,1032,93.641243,140.97534,37.524574
20050926,959,122.36273,182.04782,57.687115
20050927,1118,108.04758,166.56779,98.965912
20050928,1195,101.08553,160.70482,69.441772
20050929,1361,86.220322,119.72443,65.036812
20050930,1220,107.50102,124.02132,77.087952
20051001,1274,46.054104,73.085869,39.081436
20051002,986,66.506721,100.33556,39.275211
20051003,898,122.98793,174.97269,86.248016
20051004,1108,102.79288,141.81,84.880234
20051005,1151,131.93687,156.73618,86.515633
20051006,1276,86.554199,91.214149,69.369202
20051007,1298,138.26666,170.36946,136.38692
20051008,1191,113.01646,122.15496,69.674988
20051009,1029,100.62241,130.07544,75.267944
20051010,898,92.240944,103.68753,80.087448
20051011,1031,87.036926,112.88967,75.121933
20051012,1200,66.150848,101.84059,32.271133
20051013,1324,101.66359,131.86093,66.854309
20051014,1204,63.064514,101.50225,45.948456
20051015,1271,73.317398,82.41568,52.231575
20051016,997,69.234673,52.532761,72.134933
20051017,934,107.16179,137.07513,77.000565
20051018,1107,121.59223,141.9381,104.94677
20051019,1224,62.034046,76.071404,49.717434
20051020,1344,74.471062,121.2388,49.394592
20051021,1318,91.651901,88.307472,92.343147
20051022,1301,76.932449,62.622959,102.05431
20051023,1003,41.292309,58.020557,44.125179
20051024,945,84.001076,104.68874,99.52095
20051025,1058,75.02932,82.506554,78.433754
20051026,1235,92.222275,117.80288,103.02872
20051027,1329,85.699402,109.4707,87.416168
20051028,1246,77.558395,65.387215,48.839596
20051029,1242,47.240681,51.541134,35.634102
20051030,970,67.603737,71.993347,74.142807
20051031,898,176.79514,181.45317,123.21146
20051101,1034,110.14942,140.70267,80.254265
20051102,1246,77.558395,98.080826,79.919334
20051103,1229,78.631218,99.437515,85.526192
20051104,1216,96.501526,119.64355,86.440536
20051105,1222,70.608604,66.671417,36.217312
20051106,1062,64.997147,87.675514,36.464558
20051107,929,100.3083,119.02022,65.50499
20051108,1105,99.948563,121.12908,65.084641
20051109,1177,79.172821,98.88636,56.402996
20051110,1272,116.67295,141.82652,73.936554
20051111,1175,143.92859,133.72382,145.95576
20051112,1270,78.810326,59.569298,74.052994
20051113,978,45.876823,71.404442,28.283201
20051114,862,96.093231,128.27121,96.267876
20051115,1089,117.26346,144.28419,101.60136
20051116,1176,79.24015,84.124878,61.155209
20051117,1331,85.570625,104.93395,49.877029
20051118,1219,76.444962,114.57514,54.459663
20051119,1312,57.873226,62.097919,46.382729
20051120,958,61.245228,91.118935,28.873665
20051121,923,86.003265,88.269203,89.905647
20051122,1069,83.943001,103.43291,67.276451
20051123,1111,86.982681,115.23688,89.630516
20051124,1117,71.066261,88.568359,59.432705
20051125,1079,89.56234,80.900772,82.034393
20051126,1173,55.904202,54.57296,47.162781
20051127,886,62.326839,72.250656,49.952091
20051128,892,54.169147,78.288727,43.414078
20051129,1083,60.549976,80.601967,71.514977
20051130,1128,79.552361,103.18196,88.279694
20051201,1259,120.61902,161.78012,96.670586
20051202,1207,65.767212,67.499977,41.250828
20051203,1227,78.759384,109.08527,63.122021
20051204,966,57.165195,90.364326,45.815273
20051205,939,91.888947,136.34523,58.915806
20051206,1128,140.74649,206.36392,98.088554
20051207,1192,83.967377,107.40618,60.334335
20051208,1295,95.944832,121.33242,93.983223
20051209,1288,109.86436,144.58292,64.427727
20051210,1264,49.148952,69.060074,26.260414
20051211,988,76.851891,147.2536,39.195709
20051212,917,86.566002,88.846756,66.362198
20051213,1049,144.76581,205.26224,100.2018
20051214,1142,132.97665,188.54651,101.73036
20051215,1267,128.02951,156.16553,87.327454
20051216,1287,83.132721,144.69525,47.283714
20051217,1211,88.349968,120.13754,73.092575
20051218,941,77.022659,117.50243,64.669647
20051219,881,144.94881,231.19318,94.191727
20051220,1035,110.04301,168.68007,74.831612
20051221,1028,110.79231,164.16771,64.57814
20051222,1109,108.92444,146.92961,79.815247
20051223,1070,83.864548,135.96875,67.21357
20051224,909,83.530991,96.030731,79.118294
20051225,803,85.961357,115.95441,55.115257
20051226,478,137.1875,158.2699,92.58902
20051227,735,98.609962,95.011627,75.267944
20051228,830,103.95629,154.25081,53.322353
20051229,975,116.81488,185.02905,119.15495
20051230,946,80.263924,123.03303,52.63187
20051231,947,65.601135,86.032173,35.050861
20060101,828,62.524429,126.51006,53.451149
20060102,679,81.327805,111.41828,65.180489
20060103,848,65.119789,54.900589,65.238136
20060104,998,110.66449,116.62249,88.69249
20060105,1247,58.12215,102.66894,44.364025
20060106,1098,100.58575,106.00113,75.576424
20060107,1209,68.513123,101.08247,27.455057
20060108,927,81.909027,119.27701,35.807083
20060109,846,85.671776,123.81834,52.313892
20060110,1076,99.434769,146.0274,71.980225
20060111,1084,124.17213,91.264626,153.10501
20060112,1280,91.676453,86.382645,77.796478
20060113,1178,125.98302,98.802414,136.19153
20060114,1208,68.569847,72.261536,73.274094
20060115,964,82.345459,78.478226,80.343071
20060116,927,104.24786,100.44379,95.48555
20060117,938,114.06376,86.857643,135.65082
20060118,1092,145.38649,154.54616,106.38835
20060119,1272,94.966354,91.500984,100.03181
20060120,1237,153.45528,159.95288,152.05708
20060121,1194,115.62308,112.10019,115.83321
20060122,931,74.14283,87.510712,53.479858
20060123,899,115.17293,129.46524,98.459511
20060124,1084,66.861923,75.159103,61.242004
20060125,1214,110.87528,105.45978,100.25393
20060126,1314,120.82347,132.86444,88.414063
20060127,1234,131.45331,103.75055,138.97733
20060128,1309,55.369228,62.240238,54.941574
20060129,922,67.379913,82.053154,96.003372
20060130,899,111.33382,110.04545,92.305801
20060131,1006,109.78445,92.556053,120.98238
20060201,1093,167.35725,165.05338,136.65988
20060202,1238,89.210953,89.313232,89.373085
20060203,1294,130.6925,89.94532,175.28592
20060204,1264,90.106407,78.268082,91.911461
20060205,941,77.022659,74.212059,64.669647
20060206,910,140.32956,140.69029,145.90402
20060207,1037,149.76923,134.68379,128.03535
20060208,1091,88.57724,144.01968,65.919823
20060209,1291,69.508179,103.67749,29.996407
20060210,1218,93.509445,138.55862,36.33625
20060211,1222,64.959923,76.195908,49.798801
20060212,1007,27.418858,46.232075,10.987476
20060213,968,92.701508,90.17762,62.865845
20060214,1086,88.985054,101.8138,101.88203
20060215,1130,67.194397,97.849365,68.540459
20060216,1321,114.95786,149.78177,71.194023
20060217,1207,108.65887,115.71425,91.668495
20060218,1277,67.56752,63.7999,51.986164
20060219,1012,61.387623,74.755936,54.665951
20060220,899,69.103752,135.93849,86.152077
20060221,1005,116.76205,104.22917,110.09341
20060222,1216,93.663246,90.9291,95.539536
20060223,1330,140.12994,140.01714,116.46725
20060224,1294,106.68775,125.92345,81.230049
20060225,1310,115.92316,128.82779,114.02232
20060226,989,90.733131,88.262825,67.124702
20060227,977,109.51054,65.521072,130.2359
20060228,1054,140.80455,138.03279,136.46779
20060301,1133,118.80193,143.81725,107.42125
20060302,1260,73.957474,96.991043,74.640717
20060303,1266,128.13063,119.51502,104.87572
20060304,1232,67.234062,61.406666,53.885006
20060305,977,81.249763,89.346916,56.624302
20060306,917,127.96712,126.92393,114.62562
20060307,1103,134.54941,147.72887,105.32736
20060308,1083,140.22099,107.4693,153.24637
20060309,1264,128.33337,110.49612,100.66492
20060310,1251,126.9081,120.94806,145.93318
20060311,1222,70.608604,95.244881,63.380291
20060312,954,68.737556,79.30085,52.190514
20060313,998,93.373161,110.79136,77.605934
20060314,1087,142.88011,144.54967,142.50363
20060315,1111,80.769638,104.7608,84.651039
20060316,1287,104.58633,103.99972,124.65705
20060317,1255,126.50362,115.92554,105.79494
20060318,1239,52.92625,70.453537,44.650478
20060319,1004,44.688778,75.351608,16.53046
20060320,949,94.557495,91.983078,81.612984
20060321,1083,111.53943,85.975433,132.81352
20060322,1151,113.94549,146.62416,105.74133
20060323,1338,74.805016,130.48122,53.750763
20060324,1214,93.817551,115.04703,77.468941
20060325,1213,56.905994,71.963676,59.289799
20060326,939,33.080017,43.382572,35.349483
20060327,923,82.264,119.79391,89.905647
20060328,1056,75.171417,104.70623,41.910564
20060329,1217,70.898705,100.418,63.640686
20060330,1310,81.673134,106.6161,76.014877
20060331,1243,83.298843,56.181454,93.464264
20060401,1303,58.272961,93.79026,38.211628
20060402,975,46.017982,59.686794,39.718315
20060403,973,120.6021,101.67611,119.39987
20060404,1086,82.628975,112.53104,91.693825
20060405,993,62.56221,58.604858,50.140732
20060406,1167,62.106529,69.813606,37.92421
20060407,1292,96.16761,153.14374,89.919563
20060408,1174,73.495499,104.09601,65.971649
20060409,974,63.782623,59.74807,56.798706
20060410,899,103.65563,97.09893,86.152077
20060411,1000,110.44316,93.111404,105.11169
20060412,1140,99.907463,102.09583,97.056038
20060413,1208,102.85476,77.078972,119.07041
20060414,862,60.05827,94.515625,44.925011
20060415,1200,112.16883,126.08835,92.203239
20060416,867,63.692707,80.546196,31.904232
20060417,815,139.74786,121.38755,81.45562
20060418,944,135.27531,197.26991,87.905632
20060419,1110,99.498344,99.612411,84.727303
20060420,1226,90.084145,104.42754,108.29744
20060421,1216,73.795288,57.428902,68.242531
20060422,1148,81.172836,65.899834,62.646797
20060423,968,32.088985,54.106571,51.435692
20060424,864,103.86003,127.97429,89.642036
20060425,1082,130.78123,166.73135,112.48454
20060426,1176,135.00172,188.04385,127.01466
20060427,1210,131.2083,144.28419,132.58978
20060428,1278,91.819916,86.51783,95.233383
20060429,1258,87.792656,97.145233,87.952217
20060430,946,62.022121,67.668167,40.935898
20060501,907,102.74136,96.242485,115.8894
20060502,984,105.22404,141.9381,50.599335
20060503,1145,96.456909,76.237495,106.29544
20060504,1281,86.216362,104.48682,90.691704
20060505,1212,91.124718,96.030731,104.98388
20060506,1224,67.673508,109.35265,49.717434
20060507,954,65.119789,85.400917,63.788403
20060508,888,128.25958,117.96207,105.90912
20060509,1063,110.3912,49.271084,119.69941
20060510,1085,120.87672,96.544075,122.37112
20060511,1254,115.59541,97.455109,110.29095
20060512,1211,94.049965,86.499023,105.07057
20060513,1269,65.273735,68.787971,52.313892
20060514,948,76.453926,98.218765,46.685181
20060515,880,70.595764,79.3563,50.292671
20060516,1053,111.43956,116.05765,110.32866
20060517,1146,87.337799,106.63937,86.893097
20060518,1236,78.18589,98.874359,80.565933
20060519,1189,78.373772,88.099518,83.750626
20060520,1281,70.050789,59.057774,82.054405
20060521,964,68.024506,84.515015,57.387909
20060522,940,91.791191,68.10009,94.165001
20060523,1042,89.430336,89.358345,69.019699
20060524,1175,99.868813,84.196472,108.28976
20060525,1212,62.648247,105.63381,63.903233
20060526,1203,97.54435,106.42408,87.374641
20060527,1183,64.183998,59.030895,84.175392
20060528,953,43.458744,54.958195,40.635216
20060529,750,87.434166,46.555702,110.64388
20060530,909,75.937263,51.216389,85.204315
20060531,1225,53.531124,61.757557,40.644691
20060601,1205,126.02435,67.612015,151.50407
20060602,1216,99.339806,52.643162,136.48506
20060603,1231,112.1478,113.45824,112.35163
20060604,935,88.590767,124.48048,76.918213
20060605,927,85.632172,75.332848,59.678467
20060606,1072,122.34258,135.71507,113.53384
20060607,1124,116.6826,103.54915,132.89078
20060608,1285,88.633858,117.74788,116.24065
20060609,1208,114.28307,154.15794,91.592613
20060610,1168,103.42226,119.57799,71.04702
20060611,955,61.437618,103.59252,40.550114
20060612,895,84.837624,71.524117,98.899559
20060613,1114,96.042915,104.47868,74.490944
20060614,1125,131.91821,170.70422,78.680099
20060615,1247,127.31519,182.00403,88.72805
20060616,1225,98.609962,128.2657,94.837608
20060617,1169,76.762245,99.56308,56.78899
20060618,966,103.61192,150.60721,45.815273
20060619,927,111.69414,131.83247,59.678467
20060620,1102,144.06718,137.30128,125.50349
20060621,1186,110.58285,161.92433,69.968735
20060622,1263,120.23701,82.937706,122.64563
20060623,1256,134.64656,176.06654,83.687653
20060624,1233,61.581242,94.395164,71.788406
20060625,903,61.153465,77.335045,49.011688
20060626,913,113.40685,121.106,66.652939
20060627,1050,134.76694,166.27036,84.300102
20060628,1132,97.564629,87.394753,83.080658
20060629,1275,97.449844,146.05708,69.423615
20060630,1148,135.28806,182.49185,163.84547
20060701,1196,51.943375,58.389252,55.506962
20060702,884,62.467854,85.58033,43.806969
20060703,825,83.669052,148.13176,40.234138
20060704,819,147.49353,149.21698,195.88966
20060705,946,116.74752,110.72973,128.65569
20060706,1183,172.12981,68.869377,238.49696
20060707,1163,151.34891,130.09976,156.97542
20060708,1242,108.37569,93.711143,111.35656
20060709,887,73.929672,104.97338,56.132748
20060710,824,163.35266,155.37399,167.84569
20060711,972,149.13235,179.61304,170.74673
20060712,1087,158.75569,160.61073,162.86128
20060713,1217,181.50067,176.92696,150.01019
20060714,1111,173.96536,104.7608,224.07626
20060715,1212,111.05826,76.824585,136.9355
20060716,876,122.13676,93.005104,145.25168
20060717,839,230.36414,215.02185,263.7518
20060718,980,207.78528,249.40553,129.83722
20060719,1042,178.86067,201.05629,127.42098
20060720,1190,130.51318,166.27036,111.57367
20060721,1102,144.06718,153.14374,120.48335
20060722,1205,140.34531,188.34775,114.77582
20060723,895,111.83141,149.55043,98.899559
20060724,842,155.76158,145.14098,137.97633
20060725,979,141.01527,184.27306,90.413803
20060726,1006,164.67668,161.9731,159.47678
20060727,1192,121.60792,141.58089,111.38645
20060728,1159,181.64993,195.82315,157.51718
20060729,1128,125.44795,144.45474,107.89741
20060730,917,97.857216,120.57774,72.395126
20060731,817,152.07901,149.58226,162.51244
20060801,957,151.46985,170.2664,156.0807
20060802,994,152.776,222.47441,111.31176
20060803,1120,138.67026,171.46629,93.849724
20060804,1077,134.59299,156.69861,138.69009
20060805,1144,111.62579,111.91274,82.209183
20060806,871,87.175278,100.22037,69.866974
20060807,794,173.87148,139.25665,174.18747
20060808,898,149.89154,129.60941,166.33545
20060809,1009,157.34593,213.39951,109.65697
20060810,1109,143.15784,146.92961,119.72287
20060811,1124,257.92996,289.93762,280.54721
20060812,1134,237.39435,256.59003,204.89609
20060813,840,135.5887,180.12622,72.445404
20060814,852,214.69658,286.87491,220.76831
20060815,947,244.18201,270.38684,227.8306
20060816,1000,138.05394,145.48656,149.36925
20060817,1145,135.64252,162.64,115.95865
20060818,1091,158.17365,181.35814,131.83965
20060819,1144,102.57505,91.564972,101.55252
20060820,903,114.66274,141.78091,104.14983
20060821,849,162.60771,143.94431,188.96776
20060822,929,182.041,156.60556,220.33496
20060823,992,160.04237,146.65984,172.88107
20060824,1142,129.95447,96.821175,125.95187
20060825,1150,147.05746,156.87245,134.6969
20060826,1128,137.68678,87.704659,176.55939
20060827,862,76.073814,54.00893,83.432159
20060828,721,129.24606,169.4989,92.075356
20060829,900,164.89778,135.78746,178.2596
20060830,1060,110.70364,93.331001,140.91438
20060831,1209,99.914978,101.08247,118.97192
20060901,1133,164.495,123.27193,170.89745
20060902,1152,119.8385,116.18718,120.05629
20060903,904,91.628723,102.99933,85.675575
20060904,750,156.46114,186.22281,140.14893
20060905,901,180.03705,187.30789,165.78163
20060906,1133,130.98676,154.0899,112.30403
20060907,1292,74.797028,117.10992,72.79203
20060908,1177,143.68402,153.27385,150.40799
20060909,1243,119.395,102.99933,137.97105
20060910,1007,95.965996,86.685135,104.38103
20060911,908,140.63866,134.59109,109.66904
20060912,1048,121.85105,155.48181,110.85503
20060913,1155,107.57451,105.8084,119.74447
20060914,1251,118.63148,97.68882,119.39987
20060915,1193,92.575989,102.43814,92.744247
20060916,1294,74.681419,94.442589,81.230049
20060917,968,92.701508,90.17762,85.726151
20060918,950,116.25595,128.64075,69.880348
20060919,1107,155.88747,168.22295,164.91635
20060920,1194,127.18538,82.856667,171.43315
20060921,1299,111.59094,138.87862,93.693817
20060922,1185,107.76363,108.04066,158.72961
20060923,1273,103.02533,118.85783,86.915848
20060924,949,72.736534,91.983078,40.806492
20060925,948,76.453926,61.386734,70.027779
20060926,1076,115.47263,86.534752,138.819
20060927,1142,84.621513,91.725319,92.041756
20060928,1267,117.13338,91.862076,148.45667
20060929,1182,113.87698,172.31911,102.96808
20060930,1241,86.214195,89.097328,57.952076
20061001,959,57.582458,91.023911,40.380978
20061002,920,108.7925,132.83556,120.26509
20061003,1072,109.46442,114.00066,98.051949
20061004,1149,135.17032,96.231316,173.33244
20061005,1302,119.28624,80.453392,140.2169
20061006,1161,112.96404,105.26159,128.65569
20061007,1257,71.388275,74.074303,88.022186
20061008,960,50.332169,66.681343,51.864323
20061009,867,99.519859,67.121826,127.61693
20061010,1028,258.51541,84.91433,382.08731
20061011,1116,238.13068,93.862289,297.42981
20061012,1302,111.33382,120.6801,148.7149
20061013,1177,123.15772,123.60795,136.30725
20061014,1189,101.59563,78.310677,134.93156
20061015,928,66.94426,87.79361,65.575577
20061016,899,161.2421,122.99197,172.30415
20061017,1069,158.20027,141.53978,191.47913
20061018,1142,111.82128,152.87553,145.32909
20061019,1261,123.1647,138.44875,122.84016
20061020,1213,99.585495,100.74914,91.215073
20061021,1266,117.22591,101.12809,117.98519
20061022,917,63.983562,50.769569,66.362198
20061023,913,109.62663,152.976,72.712296
20061024,1072,125.56213,135.71507,108.37321
20061025,1146,129.50087,111.71742,135.16705
20061026,1280,99.765549,86.382645,125.33878
20061027,1190,92.80938,92.915787,102.27586
20061028,1257,85.116791,101.85217,88.022186
20061029,954,68.737556,73.200783,69.587349
20061030,904,80.175133,83.686958,73.436203
20061031,1041,145.87833,134.16628,138.172
20061101,1090,142.48688,112.11809,152.26222
20061102,1306,116.27821,102.48671,135.55147
20061103,1229,115.13857,66.291679,139.54274
20061104,1237,61.382114,70.567451,58.139469
20061105,978,49.405807,35.702221,62.223045
20061106,937,55.251045,80.739601,76.754028
20061107,1050,52.59198,66.508141,73.762589
20061108,1169,76.762245,99.56308,80.451073
20061109,1354,94.313072,133.23732,73.544678
20061110,1236,117.27884,136.54079,80.565933
20061111,1297,77.169708,94.224136,68.246033
20061112,937,51.567642,31.053694,76.754028
20061113,951,123.39207,122.38617,127.97926
20061114,1102,140.93529,121.45883,125.50349
20061115,1140,105.96246,86.781456,116.46725
20061116,1253,115.68767,83.599617,132.45477
20061117,1236,53.054714,70.624542,62.662392
20061118,1232,70.035484,51.959488,67.356262
20061119,952,68.881958,67.241684,81.355797
20061120,934,118.24749,105.92168,118.4624
20061121,1029,70.435684,50.899086,86.020515
20061122,1109,71.578918,68.217323,69.838341
20061123,1055,117.77114,154.45018,78.656784
20061124,1095,81.949829,95.662392,80.835716
20061125,1152,83.886948,80.825867,81.638283
20061126,907,72.299477,96.242485,48.79554
20061127,923,104.69964,157.62358,95.899361
20061128,1023,77.596306,91.017982,81.117218
20061129,1129,97.823875,87.626976,68.601166
20061130,1224,81.772148,95.089256,49.717434
20061201,1211,96.899963,76.888023,95.933998
20061202,1234,69.921974,47.159336,76.213371
20061203,982,42.175339,53.335194,22.534397
20061204,948,91.016579,73.664078,81.699074
20061205,1056,150.34283,126.74965,136.20934
20061206,1124,89.047256,62.12949,93.515739
20061207,1278,72.915817,63.749977,64.931862
20061208,1198,103.71332,111.7259,96.975021
20061209,1193,101.25499,73.170105,106.65588
20061210,966,78.602142,96.388611,62.996002
20061211,892,81.253723,78.288727,68.22213
20061212,1077,92.93325,54.034008,97.596741
20061213,1174,129.35208,74.354286,127.23104
20061214,1263,71.049141,69.114754,61.322815
20061215,1148,78.166428,86.176704,72.284767
20061216,1217,90.750336,81.290764,86.369507
20061217,959,71.978073,66.75087,86.53067
20061218,901,88.103241,71.047821,92.100906
20061219,961,136.47372,96.890114,178.45787
20061220,1090,88.658493,80.084343,106.58356
20061221,1116,92.778191,73.004013,114.01476
20061222,1033,80.186226,73.236214,101.75381
20061223,1040,96.239532,83.934555,90.430099
20061224,836,57.797703,55.688633,52.939655
20061225,361,133.84731,96.722359,122.5971
20061226,517,126.83874,112.56213,128.40683
20061227,788,74.458023,103.39146,105.30827
20061228,906,106.6642,128.46495,103.80497
20061229,895,92.550133,91.030701,98.899559
20061230,993,121.64874,128.93068,105.85266
20061231,843,36.847137,62.12949,32.812538
20070101,629,87.792656,92.519279,70.361771
20070102,812,123.26246,114.6692,122.63484
20070103,961,82.602516,109.00138,63.323761
20070104,1158,95.374054,145.73784,47.773697
20070105,1066,87.416901,81.887367,62.276108
20070106,1246,102.48788,112.09238,88.799271
20070107,965,71.53054,78.396904,63.061279
20070108,856,104.83069,135.96875,90.479813
20070109,1089,104.58633,106.87717,127.0017
20070110,1071,151.45975,184.74484,113.63985
20070111,1282,99.609901,104.40533,81.990395
20070112,1204,157.66127,178.8373,110.2763
20070113,1252,104.7534,97.610786,101.62977
20070114,1000,58.672932,81.472473,94.04731
20070115,821,109.29971,92.147392,121.2905
20070116,985,80.589867,88.621254,95.479492
20070117,1070,125.79682,179.47874,98.235229
20070118,1305,124.30145,111.48395,118.69842
20070119,1162,65.343956,45.073288,109.50127
20070120,1233,58.782097,61.356861,62.814857
20070121,997,79.619881,93.391571,77.683769
20070122,929,126.31416,106.49178,184.60497
20070123,1055,111.22829,104.80548,94.388145
20070124,1198,109.47517,106.86826,143.15361
20070125,1289,107.10159,85.779503,120.17178
20070126,1216,79.47184,81.357613,77.34153
20070127,1313,84.115128,75.347191,63.201
20070128,1000,62.124271,69.833549,55.321941
20070129,982,59.748398,65.187462,56.335987
20070130,1056,107.85464,88.173676,125.73169
20070131,1138,100.08305,76.706444,121.53326
20070201,1330,80.444969,78.759636,91.509972
20070202,1203,134.84071,96.749168,160.95328
20070203,1263,106.57372,96.760658,96.364433
20070204,1032,60.197945,78.94619,53.606533
20070205,934,84.990387,93.46032,94.76992
20070206,1037,86.533333,44.894596,144.03978
20070207,1150,126.04926,91.087234,125.07569
20070208,1317,73.37719,83.955795,67.209648
20070209,1185,99.026039,68.753136,107.37592
20070210,1226,73.193367,80.694016,67.685898
20070211,1005,78.986092,81.067139,66.056053
20070212,953,101.40374,91.596992,75.465393
20070213,1065,97.221085,49.178558,114.28007
20070214,1086,120.76542,123.24828,132.44664
20070215,1265,109.13356,138.01096,113.70518
20070216,1166,100.63967,124.77406,85.402657
20070217,1227,70.320877,66.399734,76.64817
20070218,982,49.204563,71.113586,22.534397
20070219,847,77.421043,61.836079,71.84668
20070220,1021,128.45372,131.09465,119.20496
20070221,1143,99.645233,112.01064,77.44104
20070222,1299,82.364746,67.199333,127.7643
20070223,1223,121.3475,80.891953,135.70386
20070224,1252,82.70005,69.721992,106.04845
20070225,1005,89.288628,104.22917,93.579407
20070226,926,100.63327,106.83678,107.53725
20070227,1108,84.103256,131.30556,74.894325
20070228,1195,127.07895,170.4445,92.58902
20070301,1329,96.087212,100.71304,74.928139
20070302,1200,123.67332,111.5397,92.203239
20070303,1342,69.438461,60.709743,61.835255
20070304,1000,37.964836,64.014084,16.596582
20070305,921,123.66396,107.41678,108.12106
20070306,1102,103.35255,110.89719,80.322235
20070307,1129,131.45084,144.32678,78.401337
20070308,1287,61.679115,85.912804,55.880749
20070309,1212,88.277069,91.229195,73.032272
20070310,1308,60.688854,53.389561,54.983582
20070311,1035,60.023453,73.094696,53.451149
20070312,1021,57.466141,28.498835,70.439301
20070313,1070,83.864548,87.019997,67.21357
20070314,1153,101.77438,80.755768,115.15408
20070315,1309,105.46519,102.25182,122.56198
20070316,1203,120.49596,106.42408,114.96662
20070317,1282,56.535351,72.629791,43.15284
20070318,1033,40.093113,45.068439,26.777319
20070319,1054,65.490486,66.255737,31.492567
20070320,1087,98.428528,42.829529,137.4142
20070321,1099,62.808891,42.361874,80.541496
20070322,1355,86.602112,107.37015,77.573204
20070323,1235,78.249199,103.66653,44.795097
20070324,1259,82.240242,69.334343,87.882355
20070325,1012,51.156357,46.003654,60.132545
20070326,966,103.61192,84.340034,125.992
20070327,1110,124.37292,115.3407,134.56688
20070328,1217,107.76602,105.19981,90.915268
20070329,1180,99.445641,73.976212,117.2075
20070330,1204,91.730194,72.501602,105.68145
20070331,1294,64.01265,44.97266,81.230049
20070401,970,67.603737,77.99279,39.92305
20070402,969,81.920555,84.078918,108.4744
20070403,1080,102.26218,102.37943,102.44804
20070404,1046,62.691799,38.944775,84.622475
20070405,1190,92.80938,73.354568,97.626961
20070406,1040,102.87674,128.69965,69.152428
20070407,1156,44.783936,40.273098,47.85635
20070408,911,41.673801,44.715958,48.581287
20070409,860,64.211136,47.367718,64.327843
20070410,1013,78.362312,57.4478,76.456779
20070411,1132,94.515732,87.394753,92.854851
20070412,1285,83.262108,81.517761,81.798981
20070413,1199,83.477158,67.950356,96.894142
20070414,1280,59.320057,50.011005,51.864323
20070415,1022,70.918121,62.636089,59.544163
20070416,946,113.09917,123.03303,87.71978
20070417,1074,83.5522,102.95138,66.963242
20070418,1164,62.266598,49.99538,66.538422
20070419,1317,60.274124,75.11834,37.805428
20070420,1219,96.26403,76.383423,99.84272
20070421,1221,65.013115,66.726021,58.901333
20070422,841,28.727039,34.598465,32.890572
20070423,878,47.171051,72.908981,31.504524
20070424,1122,67.673508,57.053555,78.890465
20070425,1089,117.26346,165.65962,91.441223
20070426,1228,67.453064,99.518486,45.050442
20070427,1155,86.657242,95.731415,67.0569
20070428,1266,54.523674,96.531372,39.328392
20070429,804,42.927223,36.190685,48.165867
20070430,867,111.46224,167.80457,31.904232
20070501,1016,142.67386,246.29613,103.45639
20070502,1027,70.572853,79.330551,70.027779
20070503,1225,61.983402,95.011627,81.289383
20070504,1118,86.438072,93.694389,64.327843
20070505,1201,43.105934,43.609627,46.063232
20070506,895,38.562553,45.51535,49.44978
20070507,834,74.48954,83.733269,53.066612
20070508,938,73.589523,68.245293,88.467926
20070509,1040,109.51395,83.934555,117.02719
20070510,1140,115.04496,102.09583,111.61444
20070511,1109,102.70018,110.19721,104.75751
20070512,1240,69.583641,56.317379,71.383148
20070513,815,59.286968,85.685333,61.091717
20070514,863,99.981133,128.12257,57.693798
20070515,915,98.071106,108.12116,90.691704
20070516,1083,101.97891,96.722359,81.7314
20070517,1171,100.20995,79.514427,103.93533
20070518,1165,118.50124,124.88116,109.21928
20070519,1241,47.278748,51.582664,49.036373
20070520,800,81.969528,116.38924,62.237186
20070521,875,86.776772,113.06384,44.257557
20070522,982,91.379906,136.30106,50.702389
20070523,1032,113.70723,135.33633,64.327843
