date,deregulation_index,regulation_index,foreign_deregulation_index,deregulation_proposed,deregulation_enacted
1973-10-09,86.59,99.85,68.16,88.31,83.15
1973-10-10,86.8,100.09,68.16,88.62,83.15
1973-10-11,86.91,99.8,68.16,88.95,82.82
1973-10-12,87.27,99.74,67.16,89.29,83.21
1973-10-13,87.83,100.19,67.16,90.13,83.21
1973-10-14,87.5,99.93,67.32,89.61,83.28
1973-10-15,87.72,99.84,67.15,89.93,83.28
1973-10-16,87.7,100.17,66.46,89.9,83.28
1973-10-17,87.7,100.07,66.46,89.9,83.28
1973-10-18,87.73,100.08,66.76,89.94,83.28
1973-10-19,87.38,100.02,65.98,89.43,83.28
1973-10-20,87.71,100.11,66.81,89.7,83.73
1973-10-21,87.84,100.25,66.41,89.88,83.74
1973-10-22,87.66,100.23,66.41,89.67,83.6
1973-10-23,87.74,99.89,65.99,89.8,83.6
1973-10-24,87.42,99.98,65.92,89.56,83.11
1973-10-25,87.45,99.9,65.92,89.61,83.11
1973-10-26,87.05,99.83,65.92,89.03,83.06
1973-10-27,87.03,99.66,66.33,89.31,82.47
1973-10-28,86.85,99.74,66.16,89.04,82.47
1973-10-29,86.74,99.69,66.0,88.93,82.33
1973-10-30,86.74,99.79,65.58,88.93,82.33
1973-10-31,86.72,99.85,65.18,88.91,82.33
1973-11-01,86.72,99.86,65.18,88.91,82.33
1973-11-02,86.6,99.99,64.85,88.69,82.4
1973-11-03,86.3,100.08,64.49,88.87,81.13
1973-11-04,86.3,100.22,64.1,88.87,81.13
1973-11-05,86.35,100.44,64.48,89.0,81.01
1973-11-06,86.45,100.45,64.81,89.0,81.31
1973-11-07,86.59,100.46,64.81,89.21,81.31
1973-11-08,86.83,100.59,64.16,89.32,81.83
1973-11-09,87.08,100.72,63.86,90.09,81.04
1973-11-10,86.82,100.67,63.8,89.7,81.04
1973-11-11,86.58,100.86,63.38,89.23,81.24
1973-11-12,86.44,101.0,63.38,89.02,81.24
1973-11-13,86.7,101.0,63.7,89.14,81.8
1973-11-14,87.02,101.13,63.63,89.05,82.94
1973-11-15,86.92,101.04,63.62,88.9,82.94
1973-11-16,86.86,101.15,63.62,88.81,82.94
1973-11-17,86.97,101.13,63.98,88.59,83.74
1973-11-18,86.98,101.18,63.6,88.44,84.08
1973-11-19,87.29,101.35,63.6,88.5,84.88
1973-11-20,87.5,101.49,63.94,88.8,84.88
1973-11-21,87.79,101.67,64.28,89.1,85.18
1973-11-22,87.03,101.35,63.88,88.23,84.65
1973-11-23,86.86,101.3,63.56,88.47,83.64
1973-11-24,86.83,101.31,63.56,88.43,83.64
1973-11-25,86.92,101.29,63.56,88.46,83.85
1973-11-26,86.85,101.49,63.39,88.35,83.85
1973-11-27,86.79,101.7,63.39,88.26,83.85
1973-11-28,86.95,101.57,63.39,88.4,84.04
1973-11-29,86.79,101.31,63.58,88.17,84.04
1973-11-30,87.22,101.22,63.9,88.17,85.31
1973-12-01,86.96,101.28,63.9,88.02,84.85
1973-12-02,87.01,101.41,64.05,88.09,84.85
1973-12-03,87.21,101.43,64.05,88.39,84.85
1973-12-04,87.1,101.43,63.95,88.42,84.45
1973-12-05,87.41,101.5,63.95,88.68,84.86
1973-12-06,87.31,101.7,63.6,88.53,84.86
1973-12-07,87.5,101.69,63.24,88.75,85.0
1973-12-08,88.06,101.69,63.64,88.75,86.69
1973-12-09,87.95,101.75,63.78,88.75,86.37
1973-12-10,88.2,101.79,63.78,89.11,86.37
1973-12-11,89.02,102.1,63.72,89.3,88.48
1973-12-12,89.77,102.26,63.72,89.7,89.96
1973-12-13,89.71,102.44,63.72,89.41,90.35
1973-12-14,89.35,102.37,63.41,89.29,89.5
1973-12-15,89.69,102.55,63.5,89.74,89.62
1973-12-16,89.84,102.12,63.81,89.86,89.83
1973-12-17,89.89,102.42,63.69,89.75,90.22
1973-12-18,89.81,102.55,63.69,89.38,90.7
1973-12-19,89.83,102.65,63.37,89.41,90.7
1973-12-20,89.86,102.98,63.37,89.68,90.26
1973-12-21,90.11,102.78,64.07,90.29,89.77
1973-12-22,90.02,103.02,64.44,90.39,89.3
1973-12-23,89.9,103.05,64.44,90.48,88.76
1973-12-24,89.8,103.0,64.0,90.33,88.76
1973-12-25,89.99,102.91,64.42,90.61,88.76
1973-12-26,89.99,102.83,64.06,90.61,88.76
1973-12-27,89.87,102.93,64.25,90.42,88.79
1973-12-28,89.81,103.17,64.62,90.08,89.28
1973-12-29,89.81,103.43,64.62,90.08,89.28
1973-12-30,89.33,103.39,64.62,89.84,88.31
1973-12-31,89.22,103.32,64.37,89.84,87.99
1974-01-01,88.51,103.03,63.05,89.55,86.42
1974-01-02,88.34,103.03,62.66,89.3,86.42
1974-01-03,87.82,103.02,62.66,88.83,85.79
1974-01-04,87.86,103.09,62.66,88.9,85.79
1974-01-05,87.31,102.99,63.17,88.68,84.57
1974-01-06,87.84,103.26,63.51,89.17,85.17
1974-01-07,87.85,102.93,64.36,89.19,85.17
1974-01-08,87.71,102.84,64.36,88.98,85.17
1974-01-09,87.77,102.82,64.36,89.28,84.74
1974-01-10,87.47,102.48,64.36,88.84,84.74
1974-01-11,87.05,102.31,64.36,88.36,84.42
1974-01-12,85.44,102.24,64.74,87.95,80.4
1974-01-13,84.91,102.14,64.68,88.2,78.3
1974-01-14,84.56,102.12,64.68,88.03,77.57
1974-01-15,84.24,101.99,64.68,87.75,77.19
1974-01-16,84.24,101.74,64.35,87.75,77.19
1974-01-17,83.93,101.58,64.35,87.18,77.38
1974-01-18,83.49,101.54,63.61,87.25,75.92
1974-01-19,83.49,101.44,63.97,87.24,75.92
1974-01-20,82.99,101.45,63.58,87.1,74.69
1974-01-21,82.61,101.19,63.18,87.04,73.67
1974-01-22,82.61,101.33,63.51,87.04,73.67
1974-01-23,82.71,101.38,63.51,87.2,73.67
1974-01-24,82.77,101.75,63.51,87.28,73.67
1974-01-25,83.32,101.94,63.51,88.11,73.67
1974-01-26,83.34,101.92,63.88,87.66,74.64
1974-01-27,83.35,101.79,64.7,87.91,74.15
1974-01-28,83.35,101.82,64.57,87.91,74.15
1974-01-29,83.4,101.73,64.57,87.98,74.15
1974-01-30,84.04,101.76,66.09,87.94,76.18
1974-01-31,84.8,101.91,66.53,88.22,77.91
1974-02-01,84.72,101.93,66.53,88.37,77.37
1974-02-02,85.35,101.9,66.53,88.61,78.79
1974-02-03,85.38,102.05,66.89,88.54,79.01
1974-02-04,85.12,102.18,66.75,88.35,78.63
1974-02-05,84.87,102.14,67.05,88.35,77.86
1974-02-06,84.7,102.07,67.05,88.13,77.81
1974-02-07,85.15,102.18,66.71,88.8,77.81
1974-02-08,85.28,102.3,66.74,88.99,77.81
1974-02-09,84.98,102.19,66.4,88.77,77.36
1974-02-10,85.4,102.26,66.59,89.27,77.61
1974-02-11,85.64,102.36,67.0,89.62,77.61
1974-02-12,85.46,102.35,66.62,89.13,78.05
1974-02-13,84.36,102.09,65.27,87.79,77.45
1974-02-14,84.17,102.18,64.7,87.28,77.9
1974-02-15,83.96,102.19,64.34,86.97,77.9
1974-02-16,83.69,102.2,64.36,86.41,78.22
1974-02-17,83.52,102.26,63.66,86.38,77.75
1974-02-18,83.35,102.48,63.37,86.13,77.75
1974-02-19,83.66,102.83,63.37,86.6,77.75
1974-02-20,83.42,102.85,63.37,86.57,77.09
1974-02-21,83.39,102.99,63.06,86.09,77.96
1974-02-22,83.49,103.17,63.07,86.24,77.96
1974-02-23,83.11,103.19,63.44,85.51,78.29
1974-02-24,83.34,103.22,63.62,85.74,78.53
1974-02-25,83.17,103.36,63.18,85.49,78.53
1974-02-26,83.29,103.35,62.66,85.66,78.53
1974-02-27,83.12,103.29,62.66,85.41,78.53
1974-02-28,83.03,103.54,62.0,85.12,78.82
1974-03-01,82.33,103.56,62.0,84.6,77.76
1974-03-02,82.14,103.39,62.0,84.3,77.78
1974-03-03,82.03,103.5,62.0,84.15,77.78
1974-03-04,82.12,103.7,62.27,84.33,77.68
1974-03-05,81.77,103.75,61.9,83.58,78.15
1974-03-06,81.87,103.71,62.01,83.37,78.87
1974-03-07,81.67,103.47,62.01,83.07,78.87
1974-03-08,81.67,103.42,62.32,83.07,78.87
1974-03-09,81.66,103.55,62.0,82.64,79.71
1974-03-10,81.73,103.39,61.81,82.64,79.9
1974-03-11,81.4,103.57,61.16,81.89,80.45
1974-03-12,82.03,103.79,61.48,82.02,82.08
1974-03-13,81.88,103.66,60.82,81.66,82.35
1974-03-14,82.02,103.81,60.82,81.58,82.96
1974-03-15,81.92,103.64,60.82,81.22,83.37
1974-03-16,81.37,103.1,60.85,79.85,84.49
1974-03-17,81.39,103.06,61.03,79.72,84.8
1974-03-18,81.18,103.15,61.03,79.5,84.59
1974-03-19,81.85,103.54,61.99,79.65,86.34
1974-03-20,82.57,103.67,62.33,80.1,87.59
1974-03-21,83.14,103.68,62.33,80.04,89.43
1974-03-22,82.94,103.48,62.05,79.29,90.35
1974-03-23,82.94,103.1,61.69,79.29,90.35
1974-03-24,82.52,102.76,61.69,78.99,89.69
1974-03-25,82.45,102.6,61.69,78.99,89.5
1974-03-26,82.42,102.82,61.28,78.5,90.37
1974-03-27,82.59,102.9,60.92,78.33,91.22
1974-03-28,83.05,102.96,60.92,78.72,91.84
1974-03-29,83.39,103.06,60.92,78.82,92.65
1974-03-30,83.42,102.62,60.92,78.55,93.28
1974-03-31,83.58,102.43,60.26,78.64,93.61
1974-04-01,83.52,102.39,60.26,78.54,93.61
1974-04-02,83.7,102.43,60.26,78.54,94.17
1974-04-03,83.79,102.75,60.23,78.53,94.46
1974-04-04,83.69,102.87,59.89,78.38,94.46
1974-04-05,83.94,103.1,59.89,78.53,94.93
1974-04-06,84.55,102.82,60.26,78.39,97.03
1974-04-07,84.41,102.76,59.89,77.91,97.61
1974-04-08,84.36,102.76,59.75,77.82,97.61
1974-04-09,84.79,102.96,59.75,78.47,97.61
1974-04-10,85.09,102.97,60.1,78.92,97.61
1974-04-11,83.9,102.65,58.54,77.13,97.61
1974-04-12,83.13,102.47,57.92,76.32,96.93
1974-04-13,82.76,102.19,57.56,75.77,96.93
1974-04-14,82.49,102.02,56.53,75.36,96.94
1974-04-15,82.81,102.11,56.2,75.35,97.93
1974-04-16,83.29,102.06,56.89,75.41,99.27
1974-04-17,83.55,101.81,56.89,75.8,99.27
1974-04-18,84.06,101.5,57.23,76.17,100.04
1974-04-19,84.16,101.45,57.23,75.88,100.95
1974-04-20,84.18,101.47,57.23,75.91,100.95
1974-04-21,84.12,101.53,57.23,75.71,101.17
1974-04-22,83.87,101.52,57.23,75.09,101.67
1974-04-23,83.62,101.51,57.23,75.09,100.89
1974-04-24,83.42,101.65,57.23,74.94,100.59
1974-04-25,83.52,101.75,57.23,75.09,100.59
1974-04-26,83.41,101.82,56.9,75.14,100.14
1974-04-27,83.05,101.6,56.55,74.84,99.68
1974-04-28,83.05,101.55,56.23,74.6,100.18
1974-04-29,83.2,101.64,56.23,74.88,100.04
1974-04-30,83.61,101.55,56.23,75.29,100.46
1974-05-01,83.99,101.51,55.93,75.3,101.58
1974-05-02,84.5,101.43,55.93,75.5,102.75
1974-05-03,84.83,101.46,55.58,75.5,103.72
1974-05-04,84.63,101.54,55.58,75.21,103.72
1974-05-05,84.85,101.68,55.58,75.4,103.98
1974-05-06,84.78,101.67,55.44,75.31,103.98
1974-05-07,85.19,101.91,55.02,75.18,105.46
1974-05-08,84.77,101.75,54.66,74.59,105.39
1974-05-09,84.94,101.73,54.31,74.59,105.91
1974-05-10,84.81,101.61,54.01,74.38,105.91
1974-05-11,84.96,101.66,54.01,74.62,105.91
1974-05-12,84.48,101.43,53.63,74.14,105.42
1974-05-13,84.54,101.37,53.61,74.24,105.42
1974-05-14,84.83,101.48,53.61,74.42,105.92
1974-05-15,84.93,101.42,53.61,74.57,105.92
1974-05-16,84.78,101.42,53.27,74.34,105.92
1974-05-17,84.4,101.34,53.27,73.98,105.48
1974-05-18,84.35,101.21,53.27,73.92,105.48
1974-05-19,83.92,101.25,53.27,73.92,104.16
1974-05-20,83.83,101.24,53.12,73.78,104.16
1974-05-21,83.97,101.21,53.12,73.99,104.16
1974-05-22,83.81,101.11,52.74,73.76,104.16
1974-05-23,83.94,101.18,52.74,73.96,104.16
1974-05-24,83.87,101.08,53.05,73.86,104.16
1974-05-25,84.16,100.97,53.81,74.28,104.16
1974-05-26,84.02,100.8,53.81,73.91,104.49
1974-05-27,84.13,100.8,53.47,74.19,104.26
1974-05-28,84.29,100.99,53.01,74.19,104.76
1974-05-29,84.5,101.13,52.62,74.17,105.42
1974-05-30,84.65,101.33,52.95,74.39,105.42
1974-05-31,84.67,101.45,53.31,74.42,105.42
1974-06-01,84.98,101.67,53.31,74.89,105.42
1974-06-02,84.83,101.64,53.31,74.82,105.1
1974-06-03,84.71,101.72,53.31,74.82,104.75
1974-06-04,85.03,101.95,53.0,75.29,104.75
1974-06-05,85.06,102.19,53.33,75.27,104.87
1974-06-06,85.08,102.11,53.33,75.27,104.95
1974-06-07,85.24,102.01,53.33,75.5,104.95
1974-06-08,85.34,102.01,53.23,75.66,104.95
1974-06-09,85.42,101.79,53.23,75.86,104.79
1974-06-10,85.28,101.89,53.23,75.86,104.36
1974-06-11,84.84,102.0,52.8,75.49,103.77
1974-06-12,84.27,101.77,52.11,74.66,103.74
1974-06-13,84.21,101.74,51.74,74.56,103.74
1974-06-14,84.6,101.44,51.74,74.86,104.32
1974-06-15,84.39,101.14,51.74,74.96,103.5
1974-06-16,84.01,101.17,51.38,74.63,103.01
1974-06-17,84.55,101.24,51.83,74.84,104.21
1974-06-18,84.77,101.35,51.4,75.16,104.21
1974-06-19,84.42,101.16,51.06,74.87,103.76
1974-06-20,84.69,101.14,50.39,74.65,105.02
1974-06-21,84.45,101.1,50.08,74.44,104.73
1974-06-22,84.45,101.13,50.48,74.44,104.73
1974-06-23,84.43,100.92,49.8,74.64,104.28
1974-06-24,84.38,100.92,50.4,74.63,104.12
1974-06-25,83.98,100.86,49.98,73.72,104.76
1974-06-26,84.05,100.78,49.98,73.58,105.27
1974-06-27,83.89,100.75,49.98,73.62,104.67
1974-06-28,83.87,100.79,50.34,73.81,104.26
1974-06-29,83.72,100.64,50.71,73.81,103.79
1974-06-30,83.77,100.7,51.09,73.75,104.05
1974-07-01,83.91,100.87,51.09,73.97,104.05
1974-07-02,84.05,101.0,51.09,74.17,104.05
1974-07-03,83.9,100.96,50.75,73.95,104.05
1974-07-04,84.0,100.96,50.75,74.1,104.05
1974-07-05,83.96,100.94,50.41,74.04,104.05
1974-07-06,84.0,100.89,50.41,74.34,103.56
1974-07-07,83.34,100.79,50.41,73.93,102.4
1974-07-08,83.4,100.75,50.85,73.81,102.82
1974-07-09,83.64,100.72,50.85,73.96,103.26
1974-07-10,84.05,100.98,50.5,74.42,103.57
1974-07-11,83.42,100.99,50.5,73.78,102.93
1974-07-12,83.22,100.61,50.16,73.48,102.93
1974-07-13,83.22,100.6,50.16,73.48,102.93
1974-07-14,82.56,100.49,49.74,73.25,101.44
1974-07-15,82.4,100.36,50.63,72.99,101.44
1974-07-16,82.8,100.11,50.63,73.37,101.9
1974-07-17,82.64,99.92,50.63,73.37,101.41
1974-07-18,82.53,99.89,50.63,73.2,101.41
1974-07-19,82.67,99.66,50.95,73.2,101.84
1974-07-20,82.34,99.41,51.34,73.11,101.04
1974-07-21,82.34,99.46,51.34,73.11,101.04
1974-07-22,81.92,99.47,50.95,73.11,99.76
1974-07-23,81.61,99.14,50.81,72.92,99.2
1974-07-24,81.64,99.11,51.19,72.98,99.2
1974-07-25,81.48,98.87,51.19,72.73,99.2
1974-07-26,81.65,99.08,51.19,72.99,99.2
1974-07-27,81.97,98.9,51.19,73.46,99.2
1974-07-28,81.88,98.77,51.05,73.33,99.2
1974-07-29,82.28,98.89,51.05,73.63,99.81
1974-07-30,82.38,98.95,51.05,73.78,99.81
1974-07-31,82.38,98.9,51.05,73.78,99.81
1974-08-01,82.39,98.98,51.05,73.78,99.81
1974-08-02,82.25,98.89,51.05,73.34,100.31
1974-08-03,81.86,99.01,51.05,73.37,99.07
1974-08-04,81.19,98.89,50.87,72.36,99.07
1974-08-05,80.97,98.73,50.87,72.03,99.07
1974-08-06,81.08,98.89,50.87,72.03,99.39
1974-08-07,81.2,99.01,50.53,72.37,99.09
1974-08-08,81.2,98.92,50.53,72.37,99.09
1974-08-09,81.18,98.96,50.87,72.65,98.45
1974-08-10,81.18,98.71,50.87,72.65,98.45
1974-08-11,80.99,98.73,50.46,72.65,97.89
1974-08-12,80.76,98.69,50.46,72.65,97.19
1974-08-13,80.71,98.64,50.35,72.58,97.19
1974-08-14,80.99,98.73,50.35,72.58,98.03
1974-08-15,81.11,98.57,50.35,72.99,97.57
1974-08-16,81.28,98.81,50.72,73.48,97.08
1974-08-17,81.86,98.84,50.72,74.34,97.08
1974-08-18,81.62,98.89,50.72,73.86,97.36
1974-08-19,81.47,98.73,50.53,73.79,97.04
1974-08-20,81.38,98.79,50.53,73.43,97.49
1974-08-21,81.42,98.94,50.53,73.42,97.64
1974-08-22,81.53,99.05,50.13,73.58,97.64
1974-08-23,81.22,99.01,49.48,73.11,97.64
1974-08-24,80.94,98.91,49.85,73.11,96.82
1974-08-25,80.99,98.83,49.85,73.19,96.82
1974-08-26,81.26,98.73,49.85,73.59,96.82
1974-08-27,81.18,98.75,49.85,73.47,96.82
1974-08-28,81.29,98.63,49.85,73.63,96.82
1974-08-29,80.96,98.71,49.85,73.14,96.82
1974-08-30,81.33,98.89,49.52,73.41,97.36
1974-08-31,81.5,98.73,49.52,73.67,97.36
1974-09-01,81.59,98.66,48.92,73.54,97.9
1974-09-02,81.82,98.67,49.42,73.46,98.75
1974-09-03,81.82,98.69,49.42,73.46,98.75
1974-09-04,81.3,98.63,48.97,72.94,98.23
1974-09-05,81.14,98.56,48.6,72.94,97.74
1974-09-06,80.67,98.36,48.6,72.24,97.74
1974-09-07,80.49,98.21,48.96,72.23,97.23
1974-09-08,80.51,98.06,48.96,72.51,96.73
1974-09-09,80.47,98.06,49.16,72.15,97.31
1974-09-10,80.43,98.22,49.48,72.57,96.35
1974-09-11,80.05,98.16,49.48,72.4,95.56
1974-09-12,79.84,98.04,49.14,72.18,95.36
1974-09-13,79.52,98.15,48.83,71.97,94.82
1974-09-14,79.13,98.13,48.17,71.6,94.38
1974-09-15,78.78,97.97,48.17,71.08,94.38
1974-09-16,78.77,98.08,47.41,71.07,94.38
1974-09-17,78.88,98.06,47.41,70.94,94.97
1974-09-18,78.84,97.89,47.41,70.88,94.97
1974-09-19,79.35,97.95,47.41,71.64,94.97
1974-09-20,79.16,97.88,46.76,71.36,94.97
1974-09-21,79.3,98.02,47.1,71.57,94.97
1974-09-22,79.48,98.22,46.84,71.83,94.97
1974-09-23,79.46,98.08,46.68,71.8,94.97
1974-09-24,79.16,98.28,45.98,71.81,94.04
1974-09-25,79.28,98.37,45.98,72.0,94.04
1974-09-26,79.02,98.19,45.64,71.71,93.85
1974-09-27,78.76,98.1,44.93,71.71,93.06
1974-09-28,78.46,98.14,45.23,71.45,92.66
1974-09-29,78.71,98.06,45.23,71.72,92.89
1974-09-30,78.57,97.97,45.23,71.59,92.72
1974-10-01,78.57,97.87,45.23,71.59,92.72
1974-10-02,78.57,97.89,44.9,71.59,92.72
1974-10-03,78.76,97.85,44.56,71.87,92.72
1974-10-04,78.85,97.98,44.56,71.8,93.14
1974-10-05,79.01,97.97,44.56,72.04,93.14
1974-10-06,79.12,98.06,44.56,72.25,93.04
1974-10-07,79.19,98.18,44.25,72.36,93.04
1974-10-08,80.2,98.38,45.2,73.87,93.04
1974-10-09,80.22,98.59,45.2,73.67,93.5
1974-10-10,80.15,98.24,45.2,73.57,93.5
1974-10-11,80.23,98.51,45.2,73.68,93.5
1974-10-12,79.78,98.52,45.2,73.21,93.1
1974-10-13,79.51,97.99,45.2,72.81,93.1
1974-10-14,79.57,98.07,45.31,73.09,92.69
1974-10-15,79.3,97.99,45.31,72.7,92.69
1974-10-16,79.46,98.14,45.31,72.73,93.1
1974-10-17,79.64,98.03,45.31,73.0,93.1
1974-10-18,79.64,98.08,45.3,73.0,93.1
1974-10-19,79.99,97.97,46.1,73.26,93.63
1974-10-20,79.65,97.91,45.53,73.09,92.94
1974-10-21,79.58,97.87,45.53,73.17,92.58
1974-10-22,80.1,97.87,45.85,73.73,93.0
1974-10-23,79.85,98.0,45.85,73.37,93.0
1974-10-24,79.95,98.23,45.88,73.51,93.0
1974-10-25,79.95,98.2,46.2,73.22,93.58
1974-10-26,79.8,98.03,46.2,73.22,93.13
1974-10-27,79.92,98.14,46.13,73.28,93.36
1974-10-28,79.94,98.05,45.95,73.33,93.36
1974-10-29,80.27,98.29,45.95,73.81,93.36
1974-10-30,80.65,98.35,45.95,74.38,93.36
1974-10-31,80.51,98.24,45.94,74.17,93.36
1974-11-01,80.64,98.52,45.94,74.37,93.36
1974-11-02,80.67,98.51,45.94,74.66,92.85
1974-11-03,80.46,98.26,45.94,74.25,92.85
1974-11-04,80.46,98.09,45.94,74.24,92.85
1974-11-05,80.49,97.83,45.56,74.3,92.85
1974-11-06,80.57,97.91,45.23,74.3,93.08
1974-11-07,80.43,97.78,45.23,74.09,93.08
1974-11-08,80.57,97.91,45.55,74.26,93.13
1974-11-09,80.03,97.61,45.55,73.67,92.72
1974-11-10,79.88,97.49,45.21,73.44,92.72
1974-11-11,79.98,97.44,45.6,73.7,92.51
1974-11-12,79.98,97.28,45.6,73.7,92.51
1974-11-13,79.49,97.43,45.29,73.24,91.95
1974-11-14,78.97,97.25,44.96,73.03,90.81
1974-11-15,78.97,97.36,44.63,73.03,90.81
1974-11-16,79.13,97.37,44.63,73.03,91.28
1974-11-17,78.93,97.21,44.27,73.13,90.48
1974-11-18,79.02,97.26,44.27,73.43,90.15
1974-11-19,78.94,97.12,44.27,73.81,89.14
1974-11-20,79.1,97.33,44.55,73.84,89.55
1974-11-21,78.93,97.53,44.21,73.55,89.64
1974-11-22,79.18,97.64,44.21,73.7,90.08
1974-11-23,79.11,97.66,44.21,73.6,90.08
1974-11-24,78.95,97.48,44.38,73.36,90.08
1974-11-25,78.74,97.69,44.38,73.15,89.87
1974-11-26,79.04,97.63,44.38,73.6,89.87
1974-11-27,78.9,97.36,44.38,73.39,89.87
1974-11-28,78.74,97.47,44.38,73.41,89.34
1974-11-29,78.74,97.4,44.19,73.41,89.34
1974-11-30,78.32,97.3,43.87,73.41,88.07
1974-12-01,78.39,97.3,43.87,73.51,88.07
1974-12-02,78.34,97.32,43.72,73.44,88.07
1974-12-03,78.09,97.31,43.72,73.08,88.07
1974-12-04,78.62,97.39,44.04,73.29,89.24
1974-12-05,78.76,97.6,44.04,73.7,88.84
1974-12-06,78.91,97.43,44.04,73.91,88.84
1974-12-07,78.67,97.52,44.04,73.45,89.05
1974-12-08,77.81,97.6,43.79,73.45,86.43
1974-12-09,77.99,97.64,44.04,73.82,86.24
1974-12-10,78.24,97.91,44.04,74.2,86.24
1974-12-11,77.8,97.94,44.04,74.35,84.59
1974-12-12,77.4,97.93,44.35,74.49,83.11
1974-12-13,77.59,97.84,44.35,74.69,83.26
1974-12-14,78.14,97.87,45.81,74.64,85.04
1974-12-15,77.64,97.67,45.35,74.19,84.44
1974-12-16,77.19,97.47,45.05,73.88,83.68
1974-12-17,77.24,97.31,45.05,74.17,83.29
1974-12-18,77.24,97.32,45.05,74.17,83.26
1974-12-19,77.21,97.24,45.35,74.13,83.26
1974-12-20,76.83,96.76,45.68,73.57,83.26
1974-12-21,77.61,96.89,46.74,73.34,86.05
1974-12-22,77.86,96.62,46.97,73.45,86.6
1974-12-23,77.9,96.52,47.41,73.36,86.91
1974-12-24,77.86,96.64,48.14,73.3,86.91
1974-12-25,78.19,96.8,47.72,73.79,86.91
1974-12-26,78.51,96.97,48.08,73.79,87.88
1974-12-27,77.91,97.02,47.52,73.49,86.68
1974-12-28,77.75,96.86,47.15,73.49,86.19
1974-12-29,77.68,96.71,47.15,73.49,85.99
1974-12-30,77.68,96.64,47.15,73.49,85.99
1974-12-31,77.94,96.72,47.15,73.87,85.99
1975-01-01,78.25,96.59,47.15,73.87,86.95
1975-01-02,78.5,96.81,47.15,74.24,86.95
1975-01-03,78.79,96.77,47.55,74.5,87.3
1975-01-04,78.74,96.95,48.36,74.15,87.84
1975-01-05,79.17,96.96,48.59,74.28,88.89
1975-01-06,78.67,96.69,48.25,73.83,88.29
1975-01-07,78.68,96.97,47.72,73.56,88.86
1975-01-08,78.83,97.12,47.72,73.79,88.86
1975-01-09,78.53,97.09,47.72,73.34,88.86
1975-01-10,78.44,97.2,47.72,73.19,88.86
1975-01-11,78.29,97.2,47.72,72.97,88.86
1975-01-12,78.41,97.18,47.51,73.04,89.08
1975-01-13,78.56,97.39,47.2,73.28,89.08
1975-01-14,78.53,97.42,47.2,73.28,88.96
1975-01-15,78.53,97.33,47.2,73.28,88.96
1975-01-16,78.53,97.53,47.2,73.28,88.96
1975-01-17,78.06,97.57,47.2,72.93,88.26
1975-01-18,78.66,97.45,47.2,73.05,89.82
1975-01-19,78.68,97.63,46.85,73.09,89.82
1975-01-20,79.05,97.82,46.85,73.36,90.4
1975-01-21,79.07,97.92,46.42,73.38,90.4
1975-01-22,79.47,97.81,46.09,73.53,91.32
1975-01-23,79.63,97.86,46.09,73.56,91.74
1975-01-24,79.89,98.1,46.09,73.52,92.59
1975-01-25,79.34,98.13,46.09,72.7,92.59
1975-01-26,79.21,98.08,46.15,72.9,91.81
1975-01-27,79.65,98.03,45.74,73.65,91.61
1975-01-28,79.65,98.12,45.74,73.65,91.61
1975-01-29,79.6,98.22,45.74,73.58,91.61
1975-01-30,79.25,98.23,44.54,73.56,90.59
1975-01-31,78.85,98.27,44.1,73.61,89.27
1975-02-01,78.94,98.57,44.1,73.46,89.84
1975-02-02,78.34,98.6,44.1,73.43,88.1
1975-02-03,77.86,98.68,43.74,72.99,87.54
1975-02-04,78.35,98.75,43.74,73.72,87.54
1975-02-05,78.62,98.76,43.43,74.12,87.54
1975-02-06,78.63,98.63,43.43,74.33,87.14
1975-02-07,78.67,98.55,43.83,73.95,88.03
1975-02-08,78.3,98.18,43.48,73.41,88.03
1975-02-09,78.3,98.22,43.48,73.41,88.03
1975-02-10,78.06,98.38,43.29,72.9,88.32
1975-02-11,78.14,98.34,43.24,72.78,88.8
1975-02-12,78.47,98.33,43.24,73.18,89.0
1975-02-13,78.47,98.51,43.24,73.18,89.0
1975-02-14,78.36,98.19,43.22,73.23,88.55
1975-02-15,78.5,98.27,43.56,73.44,88.55
1975-02-16,78.25,98.02,43.21,73.22,88.23
1975-02-17,78.29,97.93,43.63,73.29,88.23
1975-02-18,78.82,97.73,44.02,74.07,88.23
1975-02-19,79.13,97.59,44.38,74.54,88.23
1975-02-20,79.62,97.99,44.74,74.8,89.18
1975-02-21,79.23,98.13,44.74,74.66,88.31
1975-02-22,79.09,97.92,44.41,74.45,88.31
1975-02-23,79.23,97.9,43.66,74.82,87.98
1975-02-24,79.11,98.17,43.48,74.76,87.74
1975-02-25,79.21,98.13,43.7,74.76,88.02
1975-02-26,78.65,98.16,43.35,73.92,88.02
1975-02-27,78.46,98.49,43.35,73.65,88.02
1975-02-28,78.66,98.53,43.68,74.08,87.74
1975-03-01,78.66,98.36,43.68,74.08,87.74
1975-03-02,78.55,98.45,43.68,74.15,87.26
1975-03-03,78.78,98.65,43.68,74.49,87.26
1975-03-04,78.61,98.86,43.25,74.43,86.88
1975-03-05,79.02,98.87,43.57,75.28,86.41
1975-03-06,79.24,98.83,43.24,75.96,85.68
1975-03-07,79.39,98.92,42.91,76.18,85.68
1975-03-08,79.53,98.9,42.59,76.15,86.19
