date,deregulation_index,regulation_index,foreign_deregulation_index,deregulation_proposed,deregulation_enacted
1960-01-01,,,,,
1960-01-02,,,,,
1960-01-03,,,,,
1960-01-04,,,,,
1960-01-05,,,,,
1960-01-06,,,,,
1960-01-07,,,,,
1960-01-08,,,,,
1960-01-09,,,,,
1960-01-10,,,,,
1960-01-11,,,,,
1960-01-12,,,,,
1960-01-13,,,,,
1960-01-14,,,,,
1960-01-15,,,,,
1960-01-16,,,,,
1960-01-17,,,,,
1960-01-18,,,,,
1960-01-19,,,,,
1960-01-20,,,,,
1960-01-21,,,,,
1960-01-22,,,,,
1960-01-23,,,,,
1960-01-24,,,,,
1960-01-25,,,,,
1960-01-26,,,,,
1960-01-27,,,,,
1960-01-28,,,,,
1960-01-29,,,,,
1960-01-30,,,,,
1960-01-31,,,,,
1960-02-01,,,,,
1960-02-02,,,,,
1960-02-03,,,,,
1960-02-04,,,,,
1960-02-05,,,,,
1960-02-06,,,,,
1960-02-07,,,,,
1960-02-08,,,,,
1960-02-09,,,,,
1960-02-10,,,,,
1960-02-11,,,,,
1960-02-12,,,,,
1960-02-13,,,,,
1960-02-14,,,,,
1960-02-15,,,,,
1960-02-16,,,,,
1960-02-17,,,,,
1960-02-18,,,,,
1960-02-19,,,,,
1960-02-20,,,,,
1960-02-21,,,,,
1960-02-22,,,,,
1960-02-23,,,,,
1960-02-24,,,,,
1960-02-25,,,,,
1960-02-26,,,,,
1960-02-27,,,,,
1960-02-28,,,,,
1960-02-29,,,,,
1960-03-01,,,,,
1960-03-02,,,,,
1960-03-03,,,,,
1960-03-04,,,,,
1960-03-05,,,,,
1960-03-06,,,,,
1960-03-07,,,,,
1960-03-08,,,,,
1960-03-09,,,,,
1960-03-10,,,,,
1960-03-11,,,,,
1960-03-12,,,,,
1960-03-13,,,,,
1960-03-14,,,,,
1960-03-15,,,,,
1960-03-16,,,,,
1960-03-17,,,,,
1960-03-18,,,,,
1960-03-19,,,,,
1960-03-20,,,,,
1960-03-21,,,,,
1960-03-22,,,,,
1960-03-23,,,,,
1960-03-24,,,,,
1960-03-25,,,,,
1960-03-26,,,,,
1960-03-27,,,,,
1960-03-28,,,,,
1960-03-29,,,,,
1960-03-30,,,,,
1960-03-31,,,,,
1960-04-01,,,,,
1960-04-02,,,,,
1960-04-03,,,,,
1960-04-04,,,,,
1960-04-05,,,,,
1960-04-06,,,,,
1960-04-07,,,,,
1960-04-08,,,,,
1960-04-09,,,,,
1960-04-10,,,,,
1960-04-11,,,,,
1960-04-12,,,,,
1960-04-13,,,,,
1960-04-14,,,,,
1960-04-15,,,,,
1960-04-16,,,,,
1960-04-17,,,,,
1960-04-18,,,,,
1960-04-19,,,,,
1960-04-20,,,,,
1960-04-21,,,,,
1960-04-22,,,,,
1960-04-23,,,,,
1960-04-24,,,,,
1960-04-25,,,,,
1960-04-26,,,,,
1960-04-27,,,,,
1960-04-28,,,,,
1960-04-29,,,,,
1960-04-30,,,,,
1960-05-01,,,,,
1960-05-02,,,,,
1960-05-03,,,,,
1960-05-04,,,,,
1960-05-05,,,,,
1960-05-06,,,,,
1960-05-07,,,,,
1960-05-08,,,,,
1960-05-09,,,,,
1960-05-10,,,,,
1960-05-11,,,,,
1960-05-12,,,,,
1960-05-13,,,,,
1960-05-14,,,,,
1960-05-15,,,,,
1960-05-16,,,,,
1960-05-17,,,,,
1960-05-18,,,,,
1960-05-19,,,,,
1960-05-20,,,,,
1960-05-21,,,,,
1960-05-22,,,,,
1960-05-23,,,,,
1960-05-24,,,,,
1960-05-25,,,,,
1960-05-26,,,,,
1960-05-27,,,,,
1960-05-28,,,,,
1960-05-29,,,,,
1960-05-30,,,,,
1960-05-31,,,,,
1960-06-01,,,,,
1960-06-02,,,,,
1960-06-03,,,,,
1960-06-04,,,,,
1960-06-05,,,,,
1960-06-06,,,,,
1960-06-07,,,,,
1960-06-08,,,,,
1960-06-09,,,,,
1960-06-10,,,,,
1960-06-11,,,,,
1960-06-12,,,,,
1960-06-13,,,,,
1960-06-14,,,,,
1960-06-15,,,,,
1960-06-16,,,,,
1960-06-17,,,,,
1960-06-18,,,,,
1960-06-19,,,,,
1960-06-20,,,,,
1960-06-21,,,,,
1960-06-22,,,,,
1960-06-23,,,,,
1960-06-24,,,,,
1960-06-25,,,,,
1960-06-26,,,,,
1960-06-27,,,,,
1960-06-28,,,,,
1960-06-29,,,,,
1960-06-30,,,,,
1960-07-01,,,,,
1960-07-02,,,,,
1960-07-03,,,,,
1960-07-04,,,,,
1960-07-05,,,,,
1960-07-06,,,,,
1960-07-07,,,,,
1960-07-08,,,,,
1960-07-09,,,,,
1960-07-10,,,,,
1960-07-11,,,,,
1960-07-12,,,,,
1960-07-13,,,,,
1960-07-14,,,,,
1960-07-15,,,,,
1960-07-16,,,,,
1960-07-17,,,,,
1960-07-18,,,,,
1960-07-19,,,,,
1960-07-20,,,,,
1960-07-21,,,,,
1960-07-22,,,,,
1960-07-23,,,,,
1960-07-24,,,,,
1960-07-25,,,,,
1960-07-26,,,,,
1960-07-27,,,,,
1960-07-28,,,,,
1960-07-29,,,,,
1960-07-30,,,,,
1960-07-31,,,,,
1960-08-01,,,,,
1960-08-02,,,,,
1960-08-03,,,,,
1960-08-04,,,,,
1960-08-05,,,,,
1960-08-06,,,,,
1960-08-07,,,,,
1960-08-08,,,,,
1960-08-09,,,,,
1960-08-10,,,,,
1960-08-11,,,,,
1960-08-12,,,,,
1960-08-13,,,,,
1960-08-14,,,,,
1960-08-15,,,,,
1960-08-16,,,,,
1960-08-17,,,,,
1960-08-18,,,,,
1960-08-19,,,,,
1960-08-20,,,,,
1960-08-21,,,,,
1960-08-22,,,,,
1960-08-23,,,,,
1960-08-24,,,,,
1960-08-25,,,,,
1960-08-26,,,,,
1960-08-27,,,,,
1960-08-28,,,,,
1960-08-29,,,,,
1960-08-30,,,,,
1960-08-31,,,,,
1960-09-01,,,,,
1960-09-02,,,,,
1960-09-03,,,,,
1960-09-04,,,,,
1960-09-05,,,,,
1960-09-06,,,,,
1960-09-07,,,,,
1960-09-08,,,,,
1960-09-09,,,,,
1960-09-10,,,,,
1960-09-11,,,,,
1960-09-12,,,,,
1960-09-13,,,,,
1960-09-14,,,,,
1960-09-15,,,,,
1960-09-16,,,,,
1960-09-17,,,,,
1960-09-18,,,,,
1960-09-19,,,,,
1960-09-20,,,,,
1960-09-21,,,,,
1960-09-22,,,,,
1960-09-23,,,,,
1960-09-24,,,,,
1960-09-25,,,,,
1960-09-26,,,,,
1960-09-27,,,,,
1960-09-28,,,,,
1960-09-29,60.71,67.64,72.01,61.57,58.99
1960-09-30,60.49,67.56,71.74,61.34,58.78
1960-10-01,60.27,67.39,72.5,61.12,58.56
1960-10-02,60.2,67.23,72.65,61.12,58.35
1960-10-03,59.98,67.08,72.38,60.9,58.14
1960-10-04,59.9,67.07,72.58,60.88,57.93
1960-10-05,59.82,67.04,72.32,60.87,57.72
1960-10-06,59.61,66.98,72.58,60.65,57.52
1960-10-07,59.62,66.9,73.36,60.78,57.31
1960-10-08,59.41,67.21,73.1,60.56,57.11
1960-10-09,59.36,67.08,72.84,60.47,57.15
1960-10-10,59.16,67.02,73.15,60.26,56.95
1960-10-11,59.14,66.89,73.33,60.33,56.75
1960-10-12,59.81,66.88,73.54,60.52,58.38
1960-10-13,59.8,66.79,73.28,60.61,58.17
1960-10-14,59.78,66.74,73.45,60.68,57.97
1960-10-15,59.78,66.64,73.68,60.79,57.77
1960-10-16,59.78,66.54,73.43,60.77,57.81
1960-10-17,59.58,66.43,73.74,60.56,57.61
1960-10-18,59.72,66.24,73.96,60.88,57.41
1960-10-19,59.89,66.26,74.12,60.67,58.32
1960-10-20,60.31,66.57,73.87,61.12,58.7
1960-10-21,60.3,66.45,73.62,60.92,59.06
1960-10-22,60.98,66.46,73.84,61.32,60.31
1960-10-23,60.93,66.37,73.59,61.24,60.35
1960-10-24,61.21,66.33,73.34,61.39,60.86
1960-10-25,61.14,66.2,73.1,61.38,60.66
1960-10-26,61.15,66.12,72.85,61.51,60.46
1960-10-27,61.16,66.05,73.24,61.3,60.89
1960-10-28,60.96,66.03,73.0,61.1,60.69
1960-10-29,60.76,65.87,72.76,60.9,60.49
1960-10-30,60.95,65.82,72.87,61.09,60.68
1960-10-31,60.96,65.86,73.12,60.89,61.13
1960-11-01,60.76,65.73,72.88,60.69,60.93
1960-11-02,60.56,65.63,73.07,60.49,60.73
1960-11-03,60.66,65.57,72.83,60.74,60.53
1960-11-04,60.65,65.43,72.59,60.82,60.34
1960-11-05,60.84,65.36,72.8,60.91,60.73
1960-11-06,60.76,65.23,72.67,60.89,60.54
1960-11-07,60.57,65.15,72.44,60.69,60.34
1960-11-08,60.5,64.97,72.21,60.5,60.53
1960-11-09,60.31,64.92,71.98,60.3,60.34
1960-11-10,60.36,64.84,72.17,60.2,60.71
1960-11-11,60.44,64.79,72.84,60.21,60.92
1960-11-12,60.25,64.72,72.61,60.02,60.73
1960-11-13,60.16,64.56,72.52,59.98,60.53
1960-11-14,60.39,64.47,72.77,60.11,60.98
1960-11-15,60.2,64.49,72.98,59.92,60.79
1960-11-16,60.19,64.37,72.76,59.73,61.14
1960-11-17,60.37,64.27,72.53,59.91,61.31
1960-11-18,60.18,64.1,72.74,59.72,61.12
1960-11-19,60.21,64.1,73.01,59.54,61.59
1960-11-20,60.24,64.04,73.27,59.67,61.4
1960-11-21,60.05,64.09,73.05,59.49,61.22
1960-11-22,60.34,64.32,72.82,59.71,61.64
1960-11-23,60.29,64.34,72.6,59.72,61.45
1960-11-24,60.1,64.49,72.38,59.54,61.27
1960-11-25,60.65,64.54,72.87,60.14,61.71
1960-11-26,60.47,64.58,73.18,59.95,61.52
1960-11-27,60.33,64.52,72.96,59.84,61.34
1960-11-28,60.22,64.47,72.74,59.77,61.16
1960-11-29,60.22,64.5,73.21,59.86,60.97
1960-11-30,60.3,64.43,72.99,60.07,60.79
1960-12-01,60.32,64.5,73.22,59.89,61.21
1960-12-02,60.33,64.37,73.0,59.99,61.02
1960-12-03,60.34,64.41,73.65,60.1,60.84
1960-12-04,60.36,64.3,73.74,60.22,60.66
1960-12-05,60.37,64.15,73.94,60.32,60.49
1960-12-06,60.3,64.07,74.1,60.31,60.31
1960-12-07,60.32,64.1,73.88,60.13,60.72
1960-12-08,60.14,63.96,73.91,59.96,60.54
1960-12-09,60.08,64.07,74.36,59.96,60.36
1960-12-10,60.24,64.19,74.15,59.98,60.79
1960-12-11,60.07,64.1,74.08,59.81,60.61
1960-12-12,59.89,64.14,74.35,59.63,60.44
1960-12-13,59.89,64.1,74.13,59.46,60.78
1960-12-14,59.72,64.15,74.07,59.29,60.6
1960-12-15,59.55,64.21,73.86,59.12,60.43
1960-12-16,59.5,64.32,73.65,59.14,60.26
1960-12-17,59.33,64.22,73.44,58.97,60.08
1960-12-18,59.25,64.2,73.42,58.93,59.91
1960-12-19,59.08,64.2,73.21,58.76,59.75
1960-12-20,59.03,64.25,73.76,58.76,59.58
1960-12-21,58.98,64.23,73.55,58.78,59.41
1960-12-22,59.01,64.12,73.35,58.9,59.24
1960-12-23,59.21,64.2,73.14,58.92,59.82
1960-12-24,59.3,64.18,72.94,59.13,59.66
1960-12-25,59.33,64.17,72.73,58.96,60.11
1960-12-26,59.17,64.08,72.53,58.8,59.94
1960-12-27,59.26,64.05,72.33,58.64,60.55
1960-12-28,59.22,63.98,72.95,58.66,60.38
1960-12-29,59.29,64.05,72.75,58.84,60.21
1960-12-30,59.13,64.09,72.99,58.68,60.05
1960-12-31,59.45,63.82,72.39,58.86,60.69
1961-01-01,59.15,63.86,72.39,58.41,60.69
1961-01-02,58.98,63.8,72.68,58.14,60.69
1961-01-03,58.98,63.55,72.68,58.14,60.69
1961-01-04,59.15,63.53,72.68,58.14,61.22
1961-01-05,58.87,63.41,72.31,57.6,61.46
1961-01-06,58.78,63.45,72.6,57.72,60.94
1961-01-07,58.78,63.23,72.17,57.72,60.94
1961-01-08,58.4,63.13,72.33,57.44,60.37
1961-01-09,58.9,63.13,72.42,58.18,60.37
1961-01-10,58.4,63.08,72.88,57.73,59.77
1961-01-11,58.22,63.14,72.13,57.93,58.84
1961-01-12,58.01,63.19,71.16,57.93,58.2
1961-01-13,57.71,63.08,70.48,57.48,58.2
1961-01-14,57.91,63.08,70.48,57.77,58.2
1961-01-15,57.49,63.02,70.61,57.15,58.2
1961-01-16,57.77,63.04,70.05,57.66,58.01
1961-01-17,57.72,63.2,69.47,57.59,58.01
1961-01-18,58.22,63.15,69.85,58.33,58.01
1961-01-19,58.26,63.11,69.85,58.4,58.01
1961-01-20,58.08,63.07,69.47,58.13,58.01
1961-01-21,57.89,62.95,69.47,57.84,58.01
1961-01-22,57.98,62.85,69.52,57.78,58.4
1961-01-23,58.11,63.0,69.36,58.05,58.26
1961-01-24,57.89,63.15,68.33,57.72,58.26
1961-01-25,57.28,63.0,68.33,56.81,58.26
1961-01-26,57.15,63.0,68.65,56.61,58.26
1961-01-27,56.77,62.94,68.99,56.04,58.26
1961-01-28,56.94,63.06,68.99,56.3,58.26
1961-01-29,57.09,63.06,69.15,56.52,58.26
1961-01-30,56.87,63.02,69.15,56.31,58.04
1961-01-31,56.66,62.88,68.16,55.98,58.04
1961-02-01,56.65,62.91,68.04,55.67,58.65
1961-02-02,56.64,62.75,68.03,55.35,59.27
1961-02-03,57.12,62.61,67.65,56.06,59.27
1961-02-04,57.06,62.65,68.04,56.32,58.58
1961-02-05,57.06,62.58,68.04,56.32,58.58
1961-02-06,57.33,62.59,68.04,56.52,59.0
1961-02-07,57.72,62.6,68.43,56.84,59.52
1961-02-08,57.72,62.78,68.71,56.84,59.52
1961-02-09,57.49,62.69,68.31,56.23,60.06
1961-02-10,57.54,62.63,68.31,56.12,60.41
1961-02-11,57.36,62.64,68.31,55.86,60.41
1961-02-12,57.49,62.73,68.75,56.15,60.23
1961-02-13,57.84,62.72,69.65,56.37,60.82
1961-02-14,57.91,62.7,70.04,56.48,60.82
1961-02-15,58.21,62.65,70.04,56.66,61.36
1961-02-16,58.38,62.7,70.42,56.66,61.86
1961-02-17,58.0,62.69,69.67,56.11,61.86
1961-02-18,57.45,62.66,69.29,55.28,61.86
1961-02-19,57.54,62.68,69.45,55.28,62.13
1961-02-20,57.68,62.66,69.92,55.49,62.13
1961-02-21,58.02,62.91,69.81,56.0,62.13
1961-02-22,57.99,63.02,69.81,55.95,62.13
1961-02-23,57.86,63.14,70.42,55.76,62.13
1961-02-24,57.55,63.21,70.07,55.53,61.66
1961-02-25,57.43,63.41,70.07,55.53,61.31
1961-02-26,57.13,63.37,70.21,55.08,61.31
1961-02-27,57.08,63.5,69.96,55.0,61.31
1961-02-28,57.47,63.78,69.91,55.33,61.81
1961-03-01,57.86,64.2,69.91,56.15,61.33
1961-03-02,57.93,64.54,69.53,56.25,61.33
1961-03-03,58.34,64.76,69.79,56.61,61.87
1961-03-04,58.22,64.61,69.79,56.43,61.87
1961-03-05,58.39,64.54,70.22,56.43,62.38
1961-03-06,58.31,64.48,70.06,56.32,62.38
1961-03-07,58.31,64.61,70.06,56.32,62.38
1961-03-08,57.96,64.7,70.42,56.05,61.86
1961-03-09,57.91,64.66,70.78,55.73,62.33
1961-03-10,58.28,64.82,70.78,56.05,62.81
1961-03-11,58.28,64.74,70.78,56.05,62.81
1961-03-12,58.31,64.63,70.57,55.97,63.07
1961-03-13,58.45,64.63,70.43,56.17,63.07
1961-03-14,58.31,64.53,69.67,55.97,63.07
1961-03-15,58.31,64.65,69.67,55.96,63.07
1961-03-16,58.17,64.58,70.1,55.99,62.61
1961-03-17,57.71,64.52,70.14,55.29,62.61
1961-03-18,57.77,64.73,69.75,55.39,62.61
1961-03-19,57.65,64.66,69.48,55.36,62.31
1961-03-20,57.59,64.75,69.34,55.42,62.0
1961-03-21,57.4,64.89,69.34,55.14,62.0
1961-03-22,56.84,65.07,70.08,54.29,62.0
1961-03-23,56.5,65.17,70.49,54.47,60.61
1961-03-24,56.86,65.14,70.1,54.74,61.16
1961-03-25,56.79,65.27,69.7,55.0,60.44
1961-03-26,56.93,65.29,69.7,55.1,60.65
1961-03-27,56.71,65.26,70.04,55.1,59.99
1961-03-28,56.53,65.45,70.75,54.81,60.04
1961-03-29,56.22,65.43,70.4,54.35,60.04
1961-03-30,56.08,65.53,70.07,54.37,59.55
1961-03-31,55.93,65.5,70.07,54.39,59.07
1961-04-01,55.77,65.58,70.28,54.39,58.59
1961-04-02,55.77,65.4,69.97,54.7,57.97
1961-04-03,55.58,65.59,69.71,54.52,57.74
1961-04-04,55.7,65.64,70.12,54.7,57.74
1961-04-05,55.4,65.59,70.12,54.22,57.8
1961-04-06,55.16,65.45,70.12,53.87,57.8
1961-04-07,55.16,65.51,69.71,53.87,57.8
1961-04-08,55.16,65.68,70.17,53.87,57.8
1961-04-09,55.22,65.72,70.17,53.87,57.99
1961-04-10,55.17,65.84,70.04,53.78,57.99
1961-04-11,55.17,65.87,70.39,53.78,57.99
1961-04-12,55.05,66.1,70.78,53.86,57.47
1961-04-13,54.95,66.2,71.07,53.71,57.47
1961-04-14,54.95,66.12,70.69,53.71,57.47
1961-04-15,54.65,66.17,70.69,53.27,57.47
1961-04-16,54.53,66.11,70.69,52.99,57.68
1961-04-17,54.6,66.07,70.69,52.86,58.12
1961-04-18,54.42,66.15,70.69,52.59,58.12
1961-04-19,54.25,66.23,70.69,52.35,58.12
1961-04-20,54.25,66.35,70.69,52.35,58.12
1961-04-21,54.4,66.29,71.03,52.35,58.58
1961-04-22,54.4,66.26,71.03,52.35,58.58
1961-04-23,54.09,66.02,71.03,52.35,57.63
1961-04-24,54.61,66.02,71.36,53.13,57.63
1961-04-25,54.93,66.28,71.36,53.13,58.61
1961-04-26,54.78,66.48,71.01,52.9,58.61
1961-04-27,54.66,66.47,71.01,52.72,58.61
1961-04-28,54.15,66.74,71.01,51.95,58.61
1961-04-29,54.13,67.04,70.61,51.93,58.61
1961-04-30,54.18,66.91,70.61,52.0,58.61
1961-05-01,53.97,67.14,70.32,51.84,58.29
1961-05-02,54.18,67.23,70.02,52.28,58.05
1961-05-03,53.92,67.28,70.02,51.88,58.05
1961-05-04,53.75,67.38,69.63,51.46,58.41
1961-05-05,53.62,67.64,69.63,51.27,58.41
1961-05-06,53.57,67.44,69.26,51.43,57.91
1961-05-07,53.32,67.29,69.65,51.19,57.63
1961-05-08,53.12,67.34,69.53,50.95,57.52
1961-05-09,52.91,67.27,69.06,50.64,57.52
1961-05-10,53.57,67.26,69.06,51.63,57.52
1961-05-11,53.65,67.18,69.43,52.02,56.99
1961-05-12,53.57,67.28,69.43,52.04,56.68
1961-05-13,53.39,67.26,69.03,52.04,56.14
1961-05-14,53.49,67.29,69.17,52.1,56.33
1961-05-15,53.43,67.29,69.55,52.01,56.33
1961-05-16,53.6,67.43,69.55,52.26,56.33
1961-05-17,53.77,67.49,69.76,52.32,56.73
1961-05-18,53.72,67.63,69.77,52.24,56.73
1961-05-19,53.23,67.68,69.77,51.97,55.82
1961-05-20,53.08,67.57,69.08,51.74,55.82
1961-05-21,53.17,67.69,69.38,51.87,55.82
1961-05-22,53.26,67.69,69.45,52.01,55.82
1961-05-23,53.51,67.65,69.45,52.37,55.82
1961-05-24,53.73,67.6,69.45,52.54,56.15
1961-05-25,53.89,67.61,69.07,52.62,56.48
1961-05-26,54.38,67.83,68.65,53.07,57.03
1961-05-27,54.34,67.77,68.65,52.88,57.3
1961-05-28,54.29,67.74,68.37,52.7,57.53
1961-05-29,54.06,67.69,68.65,52.35,57.53
1961-05-30,54.39,67.84,68.65,52.84,57.53
1961-05-31,54.39,67.71,68.65,52.84,57.53
1961-06-01,54.55,67.63,68.6,52.84,58.01
1961-06-02,54.7,67.66,68.6,53.01,58.13
1961-06-03,54.73,67.79,68.6,52.76,58.72
1961-06-04,54.73,67.78,68.74,52.76,58.72
1961-06-05,54.73,67.85,69.0,52.76,58.72
1961-06-06,55.1,68.01,69.42,53.04,59.28
1961-06-07,55.33,67.98,69.42,53.38,59.28
1961-06-08,55.15,67.89,69.42,53.38,58.76
1961-06-09,55.32,67.86,69.42,53.38,59.25
1961-06-10,55.91,67.79,69.01,53.88,60.04
1961-06-11,56.11,67.71,69.18,54.07,60.26
1961-06-12,56.0,67.62,68.92,53.97,60.12
1961-06-13,56.44,67.72,69.67,54.63,60.12
1961-06-14,56.27,67.47,69.28,54.37,60.12
1961-06-15,56.27,67.37,69.28,54.37,60.12
1961-06-16,55.87,67.57,69.65,54.06,59.56
1961-06-17,55.84,67.73,69.65,54.01,59.56
1961-06-18,56.03,67.67,70.09,54.01,60.14
1961-06-19,56.13,67.8,70.59,54.25,59.95
1961-06-20,56.24,67.93,70.5,54.42,59.95
1961-06-21,56.46,68.13,70.79,54.75,59.95
1961-06-22,56.74,68.21,71.16,55.16,59.95
1961-06-23,57.05,68.0,71.59,55.16,60.9
1961-06-24,57.05,68.06,72.0,55.16,60.9
1961-06-25,56.79,68.17,71.92,54.77,60.9
1961-06-26,56.61,68.19,71.68,54.62,60.66
1961-06-27,56.76,68.37,71.21,54.83,60.66
1961-06-28,56.48,68.23,71.21,54.7,60.1
1961-06-29,56.3,68.47,70.81,54.44,60.09
1961-06-30,56.71,68.57,70.81,54.79,60.6
1961-07-01,56.71,68.83,71.09,55.05,60.1
1961-07-02,56.59,68.72,71.29,54.85,60.14
1961-07-03,56.85,68.75,72.26,55.24,60.14
1961-07-04,56.86,68.78,72.29,55.25,60.14
1961-07-05,57.0,68.89,72.29,55.46,60.14
1961-07-06,57.13,69.32,72.29,55.65,60.14
1961-07-07,57.13,69.46,72.29,55.65,60.14
1961-07-08,57.13,69.58,72.34,55.65,60.14
1961-07-09,56.69,69.55,71.91,55.47,59.19
1961-07-10,56.79,69.54,72.55,55.83,58.74
1961-07-11,56.69,69.6,72.46,56.0,58.09
1961-07-12,56.3,69.75,72.33,55.59,57.76
1961-07-13,56.19,69.77,72.33,55.59,57.41
1961-07-14,56.02,70.01,71.95,55.35,57.41
1961-07-15,56.32,70.14,71.95,55.79,57.41
1961-07-16,56.3,70.26,71.73,55.91,57.11
1961-07-17,56.22,70.27,71.54,55.91,56.86
1961-07-18,56.22,70.35,71.54,55.91,56.86
1961-07-19,55.86,70.64,71.06,55.38,56.86
1961-07-20,55.85,70.77,70.6,55.36,56.86
1961-07-21,56.02,71.24,71.0,55.62,56.86
1961-07-22,55.9,71.64,72.26,55.44,56.86
1961-07-23,55.9,71.57,72.26,55.44,56.86
1961-07-24,55.9,71.48,71.74,55.57,56.6
1961-07-25,55.82,71.67,71.25,55.44,56.6
1961-07-26,56.37,71.89,70.86,55.99,57.16
1961-07-27,56.17,72.13,71.65,55.7,57.16
1961-07-28,56.44,72.52,71.65,56.09,57.16
1961-07-29,56.2,72.66,71.89,56.48,55.63
1961-07-30,55.95,72.61,71.55,55.99,55.89
1961-07-31,56.0,72.66,72.5,56.25,55.5
1961-08-01,56.0,72.66,72.96,56.25,55.5
1961-08-02,55.8,72.7,72.94,56.25,54.91
1961-08-03,56.24,72.84,73.37,56.91,54.91
1961-08-04,56.44,73.18,73.37,57.21,54.91
1961-08-05,56.99,73.28,73.37,57.66,55.65
1961-08-06,56.68,73.26,73.3,57.48,55.09
1961-08-07,56.76,73.25,73.41,57.72,54.84
1961-08-08,57.27,73.51,74.29,58.29,55.23
1961-08-09,57.25,73.83,74.76,58.61,54.52
1961-08-10,57.44,74.19,74.76,58.89,54.52
1961-08-11,57.44,74.2,74.76,58.89,54.51
1961-08-12,57.3,74.31,75.6,58.89,54.1
1961-08-13,57.45,74.2,75.6,59.0,54.33
1961-08-14,57.38,74.32,75.96,59.0,54.11
1961-08-15,57.07,74.26,75.46,58.68,53.83
1961-08-16,56.94,74.51,75.46,58.68,53.46
1961-08-17,56.95,74.57,75.46,58.97,52.89
1961-08-18,57.14,74.52,76.18,59.25,52.89
1961-08-19,57.14,74.47,76.18,59.25,52.89
1961-08-20,57.19,74.65,76.35,59.33,52.89
1961-08-21,57.41,74.63,76.35,59.33,53.56
1961-08-22,57.6,74.46,75.93,59.61,53.56
1961-08-23,57.54,74.62,75.93,59.99,52.6
1961-08-24,57.65,74.62,75.93,60.16,52.6
1961-08-25,57.83,74.76,75.93,60.42,52.6
1961-08-26,57.7,74.58,75.93,60.23,52.6
1961-08-27,57.46,74.6,75.93,60.1,52.15
1961-08-28,57.07,74.62,75.43,59.62,51.93
1961-08-29,57.07,74.54,74.17,59.62,51.93
1961-08-30,56.91,74.63,74.17,59.39,51.93
1961-08-31,56.91,74.66,74.17,59.39,51.93
1961-09-01,56.88,74.77,73.69,59.07,52.46
1961-09-02,56.98,74.81,73.45,59.22,52.46
1961-09-03,56.93,74.72,73.45,59.22,52.33
1961-09-04,56.88,74.71,73.45,59.22,52.16
1961-09-05,57.09,74.81,72.97,59.53,52.16
1961-09-06,57.19,74.87,71.74,59.35,52.83
1961-09-07,57.17,74.88,71.0,59.94,51.59
1961-09-08,57.28,74.72,71.0,59.94,51.93
1961-09-09,57.0,74.77,70.9,59.67,51.62
1961-09-10,56.98,74.83,70.02,59.48,51.95
1961-09-11,57.0,74.84,70.39,59.19,52.59
1961-09-12,57.0,74.8,70.11,59.19,52.59
1961-09-13,56.98,74.83,70.11,58.92,53.09
1961-09-14,57.01,74.81,69.78,58.7,53.6
1961-09-15,57.19,75.14,69.78,59.16,53.23
1961-09-16,57.43,75.34,69.39,59.46,53.33
1961-09-17,56.94,75.28,69.39,59.24,52.32
1961-09-18,56.88,75.24,69.3,59.24,52.13
1961-09-19,57.13,75.17,69.03,59.61,52.13
1961-09-20,57.13,75.24,69.03,59.61,52.13
1961-09-21,57.13,75.29,69.03,59.61,52.13
1961-09-22,57.29,75.31,68.68,59.85,52.13
1961-09-23,57.29,75.5,68.44,59.85,52.13
1961-09-24,57.13,75.43,68.44,59.61,52.13
1961-09-25,56.95,75.31,68.29,59.41,52.0
1961-09-26,57.29,75.32,67.89,59.41,53.03
1961-09-27,57.19,75.3,67.54,59.26,53.03
1961-09-28,57.18,75.28,67.54,59.01,53.5
1961-09-29,56.96,75.18,67.54,59.01,52.82
1961-09-30,57.23,75.37,67.92,59.43,52.82
1961-10-01,57.44,75.49,67.3,59.63,53.02
1961-10-02,57.32,75.62,66.99,59.46,53.02
1961-10-03,57.53,75.8,66.99,59.77,53.02
1961-10-04,57.43,75.8,67.0,59.62,53.02
1961-10-05,57.51,75.82,67.0,59.46,53.56
1961-10-06,57.51,75.9,66.6,59.46,53.56
1961-10-07,57.44,75.89,65.8,59.2,53.91
1961-10-08,57.54,75.56,65.93,59.35,53.91
1961-10-09,57.75,75.77,65.93,59.55,54.12
1961-10-10,57.85,75.9,65.49,59.71,54.12
1961-10-11,57.86,75.93,65.15,59.71,54.12
1961-10-12,57.36,75.83,64.79,59.54,52.97
1961-10-13,57.2,75.81,65.17,59.31,52.97
1961-10-14,57.36,75.99,64.83,59.54,52.97
1961-10-15,57.3,75.96,64.74,59.35,53.17
1961-10-16,57.14,76.01,64.74,59.2,52.98
1961-10-17,57.4,76.19,64.29,59.6,52.98
1961-10-18,57.12,76.28,63.91,59.18,52.98
1961-10-19,56.83,76.31,63.58,59.18,52.09
1961-10-20,56.32,75.94,63.58,58.65,51.63
1961-10-21,56.17,76.05,63.58,58.65,51.17
1961-10-22,55.57,75.97,63.62,58.24,50.19
1961-10-23,55.44,76.13,63.62,58.15,49.99
1961-10-24,55.37,76.22,64.34,58.33,49.4
1961-10-25,55.26,76.43,64.7,58.17,49.4
1961-10-26,55.36,76.58,65.47,58.32,49.4
1961-10-27,55.41,76.56,64.95,58.65,48.88
1961-10-28,55.41,76.55,65.36,58.65,48.88
1961-10-29,55.57,76.62,65.56,58.78,49.08
