date,finance,energy,telecom,transport,trade,health,housing,agriculture,finance_regulation,energy_regulation,telecom_regulation,transport_regulation,trade_regulation,health_regulation,housing_regulation,agriculture_regulation
1980-06-12,0.0,0.0,537.09,0.0,0.0,0.0,0.0,0.0,0.0,399.02,254.03,0.0,0.0,0.0,0.0,332.59
1980-06-13,0.0,0.0,0.0,0.0,0.0,0.0,1126.45,0.0,77.68,230.53,234.81,0.0,225.88,0.0,0.0,307.44
1980-06-14,0.0,0.0,738.5,1001.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980-06-15,0.0,141.45,0.0,224.32,212.61,0.0,0.0,0.0,68.98,102.36,104.26,91.98,75.22,112.38,365.77,364.03
1980-06-16,0.0,0.0,393.86,0.0,569.8,0.0,0.0,0.0,92.44,0.0,0.0,184.88,268.8,0.0,267.35,0.0
1980-06-17,338.78,0.0,0.0,0.0,403.16,0.0,0.0,0.0,87.21,258.8,0.0,0.0,0.0,0.0,252.22,460.19
1980-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1791.94,0.0,190.84,0.0,0.0,0.0,0.0,0.0,0.0
1980-06-19,299.26,473.86,656.44,667.99,0.0,0.0,0.0,0.0,77.03,137.16,310.48,359.5,0.0,0.0,0.0,0.0
1980-06-20,0.0,0.0,0.0,1502.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616.28,168.0,0.0,0.0,0.0
1980-06-21,0.0,676.94,0.0,2862.81,0.0,0.0,1595.8,0.0,0.0,0.0,0.0,220.1,0.0,0.0,318.27,0.0
1980-06-22,129.18,0.0,0.0,360.43,102.48,458.14,642.91,0.0,66.5,276.3,0.0,155.18,72.52,0.0,192.34,0.0
1980-06-23,0.0,563.0,779.93,0.0,423.12,0.0,0.0,0.0,0.0,0.0,0.0,183.05,399.2,149.09,264.7,362.23
1980-06-24,0.0,386.82,0.0,613.46,0.0,0.0,0.0,0.0,94.32,559.85,0.0,188.66,205.71,153.66,0.0,0.0
1980-06-25,0.0,0.0,0.0,518.27,0.0,0.0,0.0,0.0,106.25,141.89,963.55,371.89,0.0,0.0,0.0,420.52
1980-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.08,0.0,348.84,0.0,0.0,0.0,0.0
1980-06-27,185.59,0.0,0.0,621.38,0.0,0.0,0.0,0.0,95.54,0.0,0.0,334.42,156.28,0.0,0.0,283.6
1980-06-28,563.31,0.0,0.0,707.28,0.0,998.93,0.0,0.0,108.75,322.74,0.0,217.51,0.0,0.0,0.0,573.88
1980-06-29,182.75,0.0,0.0,382.44,0.0,0.0,0.0,0.0,105.85,125.65,0.0,94.09,0.0,210.74,238.1,139.64
1980-06-30,378.01,0.0,0.0,1687.55,0.0,0.0,0.0,0.0,129.74,0.0,0.0,0.0,0.0,528.37,0.0,0.0
1980-07-01,474.07,0.0,0.0,793.65,846.24,0.0,0.0,0.0,335.59,869.16,0.0,366.11,199.6,0.0,0.0,0.0
1980-07-02,0.0,0.0,0.0,2412.18,0.0,0.0,0.0,0.0,0.0,254.01,0.0,171.19,0.0,0.0,0.0,0.0
1980-07-03,0.0,0.0,0.0,3125.45,0.0,1557.96,0.0,0.0,0.0,251.68,0.0,0.0,369.9,0.0,0.0,0.0
1980-07-04,1890.04,0.0,0.0,843.77,0.0,0.0,940.68,3796.09,259.48,0.0,0.0,0.0,0.0,0.0,375.23,0.0
1980-07-05,1147.83,0.0,0.0,1098.06,0.0,0.0,0.0,0.0,253.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980-07-06,0.0,0.0,0.0,0.0,0.0,471.72,827.45,572.43,0.0,0.0,0.0,91.3,0.0,0.0,198.04,180.67
1980-07-07,532.01,631.81,656.44,0.0,0.0,1886.86,0.0,0.0,0.0,243.85,310.48,0.0,224.0,167.32,0.0,0.0
1980-07-08,636.72,0.0,0.0,0.0,454.63,0.0,0.0,0.0,196.68,175.1,0.0,590.05,214.47,0.0,0.0,0.0
1980-07-09,0.0,0.0,0.0,2888.6,0.0,1529.89,0.0,0.0,111.04,0.0,0.0,444.17,605.4,406.99,0.0,0.0
1980-07-10,0.0,1531.67,596.77,1012.1,0.0,0.0,0.0,0.0,93.37,886.72,0.0,0.0,0.0,456.32,270.05,0.0
1980-07-11,0.0,0.0,0.0,1145.12,0.0,0.0,0.0,0.0,0.0,0.0,266.12,176.08,192.0,191.22,339.49,0.0
1980-07-12,460.4,972.02,0.0,0.0,0.0,0.0,0.0,0.0,118.51,281.36,0.0,237.03,0.0,0.0,0.0,625.38
1980-07-13,0.0,150.43,0.0,1113.31,0.0,0.0,531.93,0.0,36.68,65.32,0.0,244.56,0.0,0.0,247.54,241.96
1980-07-14,821.49,0.0,0.0,0.0,418.97,0.0,0.0,0.0,211.46,322.74,0.0,181.26,0.0,0.0,0.0,0.0
1980-07-15,266.01,0.0,0.0,0.0,474.84,0.0,0.0,0.0,376.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980-07-16,728.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.14,190.84,0.0,0.0,0.0,0.0,0.0,0.0
1980-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.96,285.13,0.0,274.28,0.0,1273.09,0.0
1980-07-18,635.59,0.0,0.0,0.0,252.13,0.0,0.0,0.0,163.61,0.0,0.0,0.0,178.41,0.0,1025.23,0.0
1980-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980-07-20,136.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.15,0.0,0.0,164.03,153.31,76.34,813.23,278.21
1980-07-21,394.62,0.0,0.0,880.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.17,0.0,0.0,0.0,0.0
1980-07-22,0.0,586.22,0.0,0.0,0.0,0.0,1842.58,0.0,0.0,395.94,0.0,0.0,0.0,0.0,367.49,0.0
1980-07-23,0.0,0.0,1790.3,0.0,0.0,2572.99,0.0,0.0,0.0,221.68,0.0,249.0,203.63,0.0,0.0,0.0
1980-07-24,0.0,0.0,779.93,396.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427.12,0.0,0.0,0.0,0.0
1980-07-25,469.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.3,0.0,0.0,241.68,0.0,0.0,0.0,0.0
1980-07-26,327.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980-07-27,0.0,220.4,152.66,233.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.32,78.14,0.0,345.41,141.8
1980-07-28,891.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.84,0.0,0.0,214.47,0.0,0.0,0.0
1980-07-29,342.01,0.0,0.0,381.71,0.0,0.0,0.0,0.0,234.76,156.76,0.0,0.0,0.0,0.0,0.0,464.57
1980-07-30,0.0,0.0,0.0,518.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980-07-31,0.0,498.8,0.0,0.0,0.0,0.0,0.0,1807.66,81.09,529.4,0.0,0.0,176.84,264.19,0.0,0.0
1980-08-01,0.0,0.0,722.69,0.0,0.0,0.0,3279.45,0.0,113.07,0.0,341.81,0.0,184.95,0.0,327.03,0.0
1980-08-02,0.0,0.0,1186.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.66,222.75,0.0,0.0,429.48,440.78
1980-08-03,0.0,227.45,0.0,320.63,0.0,0.0,357.46,0.0,0.0,153.62,149.03,0.0,0.0,0.0,249.53,195.12
1980-08-04,532.01,421.21,0.0,890.65,0.0,0.0,0.0,0.0,136.95,182.89,0.0,205.43,0.0,0.0,0.0,542.0
1980-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1132.27,0.0,0.0,409.42,0.0,0.0,165.48,0.0,536.04
1980-08-06,332.51,526.51,0.0,0.0,0.0,0.0,0.0,0.0,171.18,0.0,0.0,228.25,373.33,0.0,0.0,0.0
1980-08-07,0.0,313.3,0.0,331.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.73,0.0,124.45,0.0,0.0
1980-08-08,306.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980-08-09,0.0,0.0,0.0,1366.34,0.0,0.0,0.0,0.0,105.04,623.47,0.0,280.13,0.0,0.0,303.8,0.0
1980-08-10,0.0,279.77,0.0,221.84,0.0,0.0,494.64,570.31,0.0,60.74,0.0,136.45,0.0,148.18,295.96,0.0
1980-08-11,342.01,541.55,0.0,381.71,0.0,0.0,0.0,0.0,88.04,156.76,0.0,0.0,0.0,0.0,0.0,0.0
1980-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.38,0.0,0.0,172.79,188.41,0.0,0.0,0.0
1980-08-13,0.0,0.0,0.0,770.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.29,0.0,0.0,0.0,351.78
1980-08-14,0.0,0.0,620.26,1420.13,0.0,0.0,0.0,0.0,194.1,0.0,293.36,388.21,0.0,0.0,0.0,0.0
1980-08-15,0.0,503.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.61,0.0,0.0,0.0,0.0
1980-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.25,0.0,0.0,0.0,0.0,230.78,0.0,0.0
1980-08-17,135.51,0.0,0.0,0.0,0.0,480.62,0.0,0.0,34.88,269.15,140.59,441.86,0.0,75.77,0.0,0.0
1980-08-18,0.0,1041.45,0.0,1321.3,0.0,0.0,0.0,0.0,0.0,361.75,409.42,0.0,0.0,0.0,0.0,0.0
1980-08-19,0.0,806.57,0.0,852.75,0.0,0.0,0.0,0.0,0.0,817.15,0.0,721.18,214.47,640.79,0.0,0.0
1980-08-20,0.0,0.0,736.2,0.0,0.0,0.0,0.0,962.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.91
1980-08-21,210.0,0.0,2072.97,0.0,0.0,0.0,0.0,0.0,108.12,0.0,490.23,216.24,0.0,0.0,0.0,0.0
1980-08-22,0.0,341.52,709.67,0.0,385.0,0.0,0.0,0.0,83.28,148.29,0.0,0.0,181.62,135.66,0.0,0.0
1980-08-23,0.0,947.72,0.0,2504.96,0.0,0.0,2792.66,0.0,115.55,617.24,931.43,0.0,0.0,0.0,445.58,0.0
1980-08-24,0.0,0.0,268.85,205.18,0.0,0.0,457.5,527.49,0.0,168.53,0.0,63.1,0.0,51.39,212.91,0.0
1980-08-25,0.0,0.0,0.0,1252.48,0.0,0.0,0.0,0.0,0.0,400.06,291.07,0.0,210.0,0.0,0.0,0.0
1980-08-26,0.0,781.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.69,0.0,190.6,0.0,206.99,367.49,0.0
1980-08-27,0.0,0.0,0.0,2312.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,651.83,387.69,0.0,0.0,351.78
1980-08-28,0.0,1160.47,602.85,0.0,0.0,0.0,0.0,0.0,0.0,167.96,285.13,0.0,205.71,0.0,0.0,0.0
1980-08-29,299.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.03,320.05,0.0,205.43,0.0,0.0,0.0,0.0
1980-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,0.0,0.0,0.0
1980-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.92,107.47,142.22,77.54,0.0,171.38,140.71
1980-09-01,448.89,0.0,0.0,1001.98,0.0,0.0,0.0,0.0,231.1,480.07,0.0,231.1,0.0,0.0,0.0,457.31
1980-09-02,0.0,598.56,0.0,0.0,0.0,0.0,0.0,0.0,97.3,0.0,0.0,0.0,212.21,264.19,0.0,0.0
1980-09-03,199.5,0.0,0.0,0.0,0.0,0.0,0.0,858.64,0.0,0.0,232.86,410.85,336.0,0.0,0.0,304.87
1980-09-04,317.79,0.0,0.0,886.71,504.25,0.0,0.0,0.0,0.0,0.0,329.71,327.23,237.87,0.0,0.0,0.0
1980-09-05,0.0,0.0,488.26,496.85,0.0,0.0,0.0,0.0,0.0,0.0,230.93,0.0,0.0,0.0,294.6,0.0
1980-09-06,0.0,0.0,0.0,715.7,0.0,0.0,0.0,0.0,0.0,0.0,887.08,220.1,0.0,0.0,0.0,0.0
1980-09-07,0.0,127.64,0.0,404.84,0.0,0.0,451.34,0.0,0.0,166.26,0.0,0.0,67.88,67.6,0.0,0.0
1980-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.07,0.0,0.0,0.0,0.0,0.0
1980-09-09,0.0,0.0,579.21,589.4,0.0,0.0,0.0,0.0,90.63,322.74,273.95,0.0,0.0,147.63,0.0,0.0
1980-09-10,0.0,0.0,0.0,1358.62,0.0,0.0,1136.0,0.0,208.9,0.0,236.8,261.14,170.85,212.69,302.09,0.0
1980-09-11,225.85,0.0,0.0,0.0,403.16,0.0,0.0,0.0,0.0,362.32,0.0,174.42,190.19,0.0,336.29,0.0
1980-09-12,534.39,0.0,0.0,357.85,381.57,0.0,0.0,0.0,165.07,0.0,0.0,0.0,420.0,0.0,0.0,0.0
1980-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.63,216.57,0.0,324.36,0.0,0.0,0.0,0.0
1980-09-14,0.0,0.0,0.0,1137.0,0.0,0.0,316.9,0.0,43.71,58.37,132.12,0.0,0.0,0.0,316.01,129.73
1980-09-15,0.0,0.0,0.0,0.0,0.0,1787.55,0.0,0.0,0.0,173.26,392.18,0.0,495.15,0.0,0.0,385.1
1980-09-16,332.51,1053.02,0.0,371.1,0.0,0.0,0.0,1908.09,114.12,558.82,258.73,0.0,186.66,0.0,0.0,0.0
1980-09-17,0.0,0.0,0.0,0.0,499.83,0.0,0.0,0.0,0.0,144.38,0.0,0.0,0.0,440.31,0.0,0.0
1980-09-18,208.18,0.0,513.74,522.77,0.0,1476.67,0.0,0.0,80.38,143.13,242.98,321.54,350.6,305.54,0.0,0.0
1980-09-19,0.0,0.0,518.24,0.0,374.87,0.0,0.0,0.0,0.0,144.38,326.82,0.0,176.84,0.0,234.52,0.0
1980-09-20,0.0,0.0,0.0,707.28,837.95,0.0,0.0,1818.29,145.0,322.74,0.0,290.01,0.0,0.0,0.0,0.0
1980-09-21,124.69,0.0,0.0,0.0,197.85,0.0,0.0,0.0,0.0,190.51,0.0,0.0,0.0,174.29,185.66,127.03
1980-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.3,0.0,0.0,190.6,0.0,206.99,0.0,0.0
1980-09-23,483.65,0.0,0.0,607.26,575.56,0.0,1354.02,0.0,93.37,277.1,0.0,0.0,203.63,253.51,0.0,492.73
1980-09-24,312.27,0.0,0.0,522.77,495.48,0.0,0.0,0.0,80.38,0.0,242.98,0.0,0.0,0.0,0.0,0.0
1980-09-25,0.0,0.0,601.32,1223.79,0.0,0.0,0.0,0.0,0.0,125.65,0.0,0.0,153.89,0.0,204.08,0.0
1980-09-26,0.0,310.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.92,0.0,0.0,0.0,164.57,0.0,0.0
1980-09-27,0.0,0.0,0.0,0.0,0.0,1572.38,0.0,0.0,0.0,270.94,0.0,228.25,0.0,185.91,0.0,0.0
1980-09-28,0.0,0.0,305.8,248.94,0.0,0.0,0.0,0.0,0.0,119.27,0.0,0.0,62.61,93.53,83.03,378.73
1980-09-29,504.01,0.0,0.0,1054.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980-09-30,329.46,0.0,542.02,0.0,0.0,0.0,0.0,0.0,169.61,402.68,341.81,0.0,616.51,138.15,0.0,0.0
1980-10-01,0.0,0.0,0.0,1045.55,495.48,0.0,0.0,0.0,80.38,0.0,0.0,214.36,409.04,130.94,309.97,0.0
1980-10-02,431.36,0.0,0.0,2166.45,0.0,0.0,0.0,0.0,0.0,0.0,335.65,0.0,423.78,0.0,0.0,0.0
1980-10-03,196.23,0.0,1291.36,0.0,0.0,0.0,0.0,0.0,0.0,314.8,0.0,0.0,0.0,123.43,0.0,399.83
1980-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.42,0.0,0.0,0.0
1980-10-05,0.0,0.0,0.0,254.47,90.45,0.0,851.1,0.0,0.0,174.18,88.71,117.39,64.0,0.0,169.74,154.86
1980-10-06,0.0,375.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.97,0.0,305.09,0.0,0.0,352.93,0.0
1980-10-07,0.0,0.0,0.0,793.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.49,264.7,0.0
1980-10-08,671.23,354.29,0.0,0.0,532.53,0.0,0.0,0.0,259.17,205.1,0.0,0.0,0.0,187.65,0.0,0.0
1980-10-09,0.0,0.0,0.0,144.17,0.0,0.0,0.0,0.0,0.0,0.0,201.03,221.68,145.03,144.45,0.0,0.0
1980-10-10,270.01,0.0,444.21,0.0,0.0,0.0,0.0,0.0,69.5,165.01,0.0,0.0,151.58,0.0,0.0,0.0
1980-10-11,0.0,0.0,0.0,675.49,0.0,0.0,0.0,0.0,0.0,184.94,0.0,0.0,226.51,225.6,300.39,0.0
1980-10-12,0.0,114.53,0.0,121.09,0.0,0.0,404.98,0.0,27.93,116.03,84.42,0.0,81.21,60.66,188.46,0.0
1980-10-13,0.0,386.82,0.0,0.0,0.0,0.0,0.0,0.0,125.77,223.94,0.0,0.0,0.0,0.0,272.8,373.31
1980-10-14,0.0,0.0,621.89,0.0,0.0,0.0,1411.03,0.0,97.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980-10-15,0.0,310.73,322.84,1478.33,0.0,0.0,0.0,0.0,126.28,134.92,0.0,0.0,0.0,123.43,0.0,0.0
1980-10-16,467.59,0.0,0.0,0.0,0.0,0.0,0.0,1207.46,72.22,257.18,218.3,0.0,210.0,0.0,0.0,0.0
1980-10-17,0.0,0.0,0.0,0.0,365.26,0.0,0.0,0.0,0.0,187.57,0.0,0.0,172.31,0.0,0.0,0.0
1980-10-18,0.0,0.0,0.0,0.0,464.51,0.0,0.0,0.0,133.97,178.91,0.0,0.0,0.0,0.0,0.0,0.0
1980-10-19,204.97,194.74,0.0,0.0,146.35,0.0,0.0,0.0,42.21,112.74,0.0,147.74,69.04,0.0,518.83,0.0
1980-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0
1980-10-21,230.2,0.0,568.07,0.0,0.0,0.0,0.0,0.0,0.0,158.27,358.24,0.0,0.0,193.06,257.07,351.78
1980-10-22,301.77,477.84,1323.92,505.2,0.0,0.0,1126.45,0.0,0.0,138.32,626.17,0.0,0.0,0.0,0.0,0.0
1980-10-23,608.66,0.0,667.57,509.48,0.0,0.0,0.0,1309.79,182.79,0.0,0.0,0.0,170.85,0.0,604.18,0.0
1980-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.02,214.95,0.0,155.08,154.45,0.0,0.0
1980-10-25,0.0,435.73,0.0,0.0,491.21,0.0,0.0,1776.49,0.0,189.19,0.0,0.0,231.72,0.0,0.0,0.0
1980-10-26,0.0,0.0,56.92,637.1,0.0,0.0,1033.12,0.0,0.0,47.57,0.0,427.48,0.0,43.52,180.29,0.0
1980-10-27,586.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.25,0.0,0.0,0.0,0.0,0.0,0.0,358.68
1980-10-28,0.0,521.68,0.0,735.4,0.0,0.0,0.0,0.0,0.0,855.7,0.0,0.0,184.95,0.0,0.0,0.0
1980-10-29,0.0,0.0,684.98,0.0,495.48,0.0,0.0,0.0,107.17,667.93,0.0,0.0,175.3,0.0,0.0,0.0
1980-10-30,0.0,462.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.67,0.0,0.0,0.0,0.0,0.0,0.0
1980-10-31,0.0,0.0,0.0,348.52,0.0,0.0,0.0,1791.94,0.0,0.0,0.0,160.77,175.3,0.0,387.46,0.0
1980-11-01,0.0,624.87,0.0,0.0,469.62,0.0,0.0,0.0,0.0,241.17,0.0,0.0,0.0,0.0,0.0,0.0
1980-11-02,0.0,548.52,0.0,322.18,0.0,0.0,718.37,0.0,39.63,299.91,0.0,0.0,0.0,129.12,200.58,156.85
1980-11-03,0.0,351.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.4,0.0,0.0,186.66,0.0,0.0,0.0
1980-11-04,0.0,0.0,0.0,1202.38,0.0,0.0,0.0,0.0,0.0,384.06,0.0,0.0,0.0,0.0,0.0,0.0
1980-11-05,210.0,498.8,0.0,0.0,0.0,1117.22,0.0,0.0,189.2,0.0,0.0,0.0,0.0,176.12,0.0,0.0
1980-11-06,0.0,447.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.41,0.0,0.0,158.74,158.09,0.0,0.0
1980-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.49,0.0,0.0,170.85,0.0,0.0,0.0
1980-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.25,189.19,0.0,0.0,0.0,0.0,0.0,420.52
1980-11-09,0.0,0.0,0.0,245.89,0.0,390.68,411.19,0.0,0.0,185.13,0.0,0.0,61.84,61.59,0.0,149.63
1980-11-10,0.0,743.31,0.0,392.93,0.0,0.0,0.0,0.0,90.63,0.0,0.0,0.0,0.0,196.84,262.11,358.68
1980-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980-11-12,368.32,0.0,0.0,0.0,328.73,0.0,0.0,0.0,94.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980-11-13,760.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.18,0.0,0.0,0.0,159.35,0.0,0.0
1980-11-14,213.75,846.18,0.0,0.0,0.0,0.0,0.0,0.0,82.53,146.96,0.0,0.0,0.0,134.45,0.0,0.0
1980-11-15,0.0,0.0,0.0,440.43,0.0,0.0,0.0,0.0,0.0,180.88,0.0,0.0,221.54,0.0,0.0,0.0
1980-11-16,167.65,106.19,165.49,0.0,119.71,356.76,0.0,432.93,0.0,107.58,0.0,0.0,56.47,98.42,149.77,102.48
1980-11-17,772.28,0.0,0.0,0.0,0.0,0.0,0.0,1107.92,0.0,176.99,0.0,198.8,0.0,161.92,383.29,0.0
1980-11-18,0.0,1093.52,0.0,0.0,0.0,0.0,1288.92,0.0,118.51,0.0,0.0,0.0,0.0,193.06,257.07,0.0
1980-11-19,299.26,473.86,0.0,500.99,0.0,0.0,0.0,0.0,0.0,137.16,0.0,154.07,168.0,0.0,0.0,0.0
1980-11-20,395.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980-11-21,287.29,0.0,630.18,0.0,227.92,0.0,0.0,0.0,73.95,131.68,223.54,0.0,161.28,0.0,0.0,0.0
1980-11-22,684.02,0.0,844.0,858.84,610.5,3032.46,0.0,0.0,220.09,235.14,0.0,0.0,288.0,286.83,0.0,0.0
1980-11-23,717.46,0.0,0.0,189.65,134.81,0.0,1409.54,0.0,106.92,225.0,88.15,0.0,0.0,0.0,449.8,0.0
1980-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.53,0.0,0.0,0.0,0.0,0.0,238.7,435.53
1980-11-25,997.52,0.0,729.38,556.66,527.6,0.0,1241.18,0.0,114.12,152.4,0.0,0.0,0.0,185.91,247.54,0.0
1980-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.9,0.0,0.0,0.0,0.0,0.0,0.0
1980-11-27,0.0,0.0,0.0,0.0,0.0,0.0,354.62,0.0,73.36,130.63,0.0,0.0,0.0,159.35,0.0,0.0
1980-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.45,0.0,0.0,156.68,0.0,0.0,0.0,0.0
1980-11-29,0.0,0.0,0.0,1027.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.06,344.61,0.0,0.0,0.0
1980-11-30,205.67,0.0,0.0,137.73,0.0,0.0,307.1,0.0,52.94,0.0,0.0,0.0,0.0,0.0,0.0,125.72
1980-12-01,604.56,574.37,0.0,404.84,431.67,0.0,0.0,0.0,93.37,387.94,0.0,186.75,203.63,0.0,270.05,369.54
1980-12-02,805.69,546.76,0.0,385.38,0.0,0.0,859.28,0.0,0.0,0.0,0.0,0.0,0.0,144.79,257.07,0.0
1980-12-03,0.0,0.0,0.0,0.0,0.0,0.0,884.8,0.0,91.52,271.61,0.0,0.0,199.6,0.0,0.0,0.0
1980-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.37,230.93,0.0,0.0,0.0,0.0,0.0
1980-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.45,0.0,0.0,0.0,0.0,0.0,0.0
1980-12-06,606.09,0.0,0.0,0.0,540.95,0.0,0.0,1956.39,117.01,0.0,0.0,312.04,255.19,254.15,0.0,0.0
1980-12-07,0.0,113.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.33,0.0,0.0,60.54,60.29,0.0,0.0
1980-12-08,234.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.26,197.64,0.0,0.0,0.0
1980-12-09,0.0,498.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.09,0.0,0.0
1980-12-10,0.0,152.86,317.63,0.0,0.0,0.0,0.0,2908.29,0.0,265.48,0.0,0.0,162.58,121.44,0.0,393.39
1980-12-11,0.0,0.0,0.0,871.29,0.0,0.0,0.0,0.0,187.56,0.0,0.0,160.77,0.0,0.0,232.48,0.0
1980-12-12,0.0,0.0,945.28,480.95,0.0,0.0,0.0,1236.44,172.55,175.57,223.54,0.0,0.0,160.62,285.17,0.0
1980-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.2,0.0,0.0
1980-12-14,69.8,0.0,114.83,175.27,0.0,0.0,0.0,0.0,26.95,175.95,0.0,53.9,0.0,73.17,285.8,213.32
1980-12-15,225.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.28,0.0,0.0,190.19,0.0,0.0,0.0
1980-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,936.7,0.0,0.0,0.0,504.23,183.27,0.0,0.0,332.59
1980-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.77,0.0,154.07,224.0,0.0,0.0,0.0
1980-12-18,399.01,473.86,492.33,0.0,356.13,0.0,0.0,0.0,231.1,0.0,0.0,0.0,168.0,167.32,0.0,0.0
1980-12-19,692.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980-12-20,0.0,0.0,0.0,0.0,423.12,0.0,0.0,0.0,0.0,380.26,276.66,0.0,199.6,0.0,617.64,0.0
1980-12-21,0.0,0.0,0.0,138.2,0.0,0.0,0.0,532.95,0.0,0.0,0.0,0.0,0.0,69.23,92.19,0.0
1980-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.25,0.0,0.0,207.83,0.0,0.0,0.0
