n_month,year,GPRC_ARG,GPRC_AUS,GPRC_BEL,GPRC_BRA,GPRC_CAN,GPRC_CHE,GPRC_CHL,GPRC_CHN,GPRC_COL,GPRC_DEU,GPRC_DNK,GPRC_ESP,GPRC_FIN,GPRC_FRA,GPRC_GBR,GPRC_HKG,GPRC_IDN,GPRC_IND,GPRC_ISR,GPRC_ITA,GPRC_JPN,GPRC_KOR,GPRC_MEX,GPRC_MYS,GPRC_NLD,GPRC_NOR,GPRC_PER,GPRC_PHL,GPRC_PRT,GPRC_RUS,GPRC_SAU,GPRC_SWE,GPRC_THA,GPRC_TUR,GPRC_TWN,GPRC_UKR,GPRC_USA,GPRC_VEN,GPRC_ZAF
7,1975,.13426681,.019180972,.095904864,.038361944,.13426681,.0095904861,.057542916,.23017167,.057542916,.58501965,.019180972,.086314373,.39320993,.45075285,.46034333,.0095904861,.057542916,.27812409,1.0549535,.15344778,.29730508,.16303827,.057542916,0,.028771458,.0095904861,.028771458,.038361944,.46034333,1.400211,.16303827,.0095904861,.067133404,.76723891,.038361944,0,3.0497746,.11508583,.057542916
8,1975,.29839611,.12122343,.065274149,.083923906,.10257366,.037299514,.11189855,.41961953,.037299514,.30772099,.0093248785,.12122343,.3916449,.51286834,.52219319,.027974637,.065274149,.19582245,.76464003,.10257366,.33569562,.19582245,.10257366,.17717269,.037299514,.046624392,.19582245,.046624392,.86721373,1.2868333,.13987318,.037299514,.12122343,.43826932,.0093248785,.0093248785,3.1331592,.046624392,.2144722
9,1975,.10350993,.02822998,.11291992,.047049966,.094099931,.02822998,.018819986,.22583984,.009409993,.21642984,.047049966,.15055989,.05645996,.37639973,.43285969,0,.065869957,.037639972,.91276938,.15996988,.13173991,.11291992,.047049966,.009409993,.11291992,.018819986,.047049966,.075279944,.37639973,.93158937,.12232991,.02822998,.075279944,.31052977,.037639972,0,2.3054483,.009409993,.018819986
10,1975,.17136125,.053550392,.042840313,.074970551,.096390702,.064260468,.032130234,.26775196,0,.28917211,.042840313,.2998822,.096390702,.2998822,.38556281,.021420157,.085680626,.1927814,.49266359,.18207133,.17136125,.12852094,.042840313,.021420157,.20349148,.064260468,0,.042840313,.41769305,.85680628,.053550392,.074970551,.085680626,.50337368,.1499411,0,2.3669274,.010710078,.085680626
11,1975,.079294279,.03964714,.069382496,.069382496,.079294279,.03964714,.15858856,.38655961,.01982357,.10902964,.0099117849,.36673605,.069382496,.40638319,.56497175,0,.049558926,.18832392,.43611854,.099117853,.19823571,.11894142,.049558926,0,.069382496,.08920607,.029735355,.079294279,.50550103,.99117851,.10902964,.03964714,.01982357,.08920607,.03964714,0,2.349093,.0099117849,.15858856
12,1975,.31426775,.1361827,.28284097,.073329143,.073329143,.052377958,.10475592,.40854809,0,.48187724,.020951184,.18856065,.10475592,.53425521,.45045045,.031426776,.36664572,.14665829,.47140163,.17808506,.20951183,.094280325,.062853552,0,.30379218,.020951184,.020951184,.031426776,.41902366,1.1313639,.1257071,.052377958,.073329143,.083804734,.094280325,0,2.4722397,.15713388,.25141421
1,1976,.087779187,.048766214,.21457134,.1365454,.1365454,.058519457,.078025945,.32185701,0,.33161026,.029259728,.28284404,.068272702,.46815565,.70223349,.048766214,.039012972,.21457134,.54618162,.23407783,.21457134,.1365454,.019506486,.019506486,.039012972,.058519457,.0097532431,.0097532431,.39988297,1.3459475,.11703891,.029259728,.068272702,.11703891,.029259728,.0097532431,2.6528821,.058519457,.41938946
2,1976,.090534151,.03017805,.060356099,.080474801,.1408309,.03017805,.070415452,.2414244,.040237401,.19112766,.01005935,.17100896,.05029675,.48284879,.57338297,.03017805,.0201187,.23136505,.1810683,.1609496,.1810683,.1207122,.060356099,.01005935,.03017805,.01005935,.060356099,.0201187,.2213057,.88522279,.090534151,.040237401,.080474801,.1207122,.01005935,0,1.810683,.090534151,.28166181
3,1976,.18394187,.027591281,.027591281,.036788374,.11956222,.0091970935,.055182561,.20233606,.0091970935,.21153316,0,.082773842,.055182561,.35868666,.67138785,.0091970935,.0091970935,.18394187,.47824886,.11956222,.1563506,.064379655,.018394187,0,.018394187,.0091970935,0,0,.16554768,1.278396,.10116803,.073576748,.045985468,.16554768,.0091970935,.018394187,2.2808793,.018394187,.47824886
4,1976,.074108385,.0092635481,.018527096,.027790643,.046317741,.037054192,.027790643,.28716999,.046317741,.1760074,0,.10189903,.074108385,.33348772,.37054193,.0092635481,.027790643,.29643354,.4817045,.24085225,.074108385,.046317741,.046317741,.037054192,.11116257,0,0,.11116257,.12968968,.94488192,.046317741,.037054192,.15748031,.12042613,.0092635481,.018527096,2.028717,.046317741,.23158869
5,1976,.070113935,.0087642418,.087642416,.087642416,.043821208,.052585453,.035056967,.25416303,0,.28045574,.017528484,.096406661,.061349694,.42068362,.4382121,0,.026292726,.24539877,.35056967,.17528483,.1665206,.10517091,.043821208,.0087642418,.087642416,.10517091,.0087642418,.078878179,.15775636,1.0166521,.1665206,.052585453,.070113935,.087642416,.0087642418,.0087642418,2.2699387,.0087642418,.41191936
6,1976,.15856729,.046637442,.093274884,.08394739,.13991232,.037309952,.093274884,.25184217,.018654976,.41973695,.009327488,.13991232,.018654976,.52233934,.49435687,.009327488,.009327488,.16789478,.54099429,.2331872,.13991232,.074619904,.12125734,.009327488,.065292418,.027982464,.018654976,.055964928,.08394739,.84880143,.21453223,.093274884,.046637442,.074619904,.009327488,0,2.331872,.037309952,.22385971
7,1976,.14363688,.047878962,.076606341,.057454754,.18194005,.1340611,.03830317,.20109165,.0095757926,.4979412,.019151585,.1244853,0,.97673082,.65115386,.019151585,.028727377,.20109165,1.196974,.16278847,.2681222,.067030549,.10533372,.0095757926,.057454754,.019151585,.019151585,.047878962,.086182132,.56497175,.047878962,.095757924,.076606341,.11490951,.0095757926,0,2.4514029,.03830317,.18194005
8,1976,.10599345,.057814609,.04817884,.12526499,.19271536,.057814609,.057814609,.2987088,.019271536,.28907305,.0096357679,.14453653,.0096357679,.62632489,.61668915,.0096357679,.04817884,.41433802,.8768549,.2408942,.33725187,.47215262,.077086143,.0096357679,.10599345,.0096357679,.057814609,.057814609,.18307959,.76122564,.18307959,.04817884,.04817884,.2408942,.13490075,.019271536,3.0256312,.019271536,.44324532
9,1976,.11555128,.019258546,.048146363,.077034183,.11555128,.17332691,.086663455,.29850745,.028887819,.39480019,.019258546,.13480982,.12518054,.41405874,.7125662,.019258546,.0096292729,.13480982,.39480019,.13480982,.16369765,.16369765,.038517091,0,.13480982,.038517091,.028887819,.038517091,.086663455,.82811749,.10592201,.077034183,.019258546,.067404911,.057775639,.028887819,2.3688011,.028887819,.53923929
10,1976,.080400214,0,.035733428,.10720029,.14293371,.026800072,.10720029,.39306772,.071466856,.27693406,.026800072,.11613365,.098266929,.45560122,.55386811,.026800072,.035733428,.17866714,.70573521,.16080043,.18760049,.28586742,.125067,.008933357,.044666786,.035733428,.044666786,.053600144,.071466856,.90226907,.32160085,.089333571,.098266929,.089333571,.071466856,.017866714,2.2065392,.035733428,.20546721
11,1976,.086889364,.057926241,.067580611,.077234991,.17377873,.028963121,.019308748,.27032244,.0096543739,.29928559,.0096543739,.086889364,.096543737,.37652057,.58891678,.019308748,.0096543739,.17377873,.49237305,.086889364,.14481561,.13516122,.057926241,.019308748,.096543737,0,.019308748,.028963121,.10619811,.70476925,.15446998,.038617495,.019308748,.11585248,.038617495,0,1.9501834,.048271868,.23170497
12,1976,.084491178,.037551634,.21592189,.093879081,.13143072,.093879081,.12204281,.24408562,0,.3567405,.018775817,.093879081,.15959445,.43184379,.46000752,.037551634,.065715358,.26286143,.41306797,.15959445,.30980098,.14081863,.1126549,.0093879085,.056327451,.0093879085,.037551634,.084491178,.028163726,.8824634,.21592189,.037551634,.093879081,.093879081,.046939541,.0093879085,2.1028914,.056327451,.21592189
1,1977,.074976571,.037488285,.0656045,.056232426,.046860356,.018744143,.093720712,.22492971,.037488285,.32802248,.0093720714,.14995314,.093720712,.37488285,.47797564,.0093720714,.046860356,.084348641,.31865042,.093720712,.14995314,.074976571,.093720712,0,.056232426,.018744143,.028116213,.028116213,.056232426,.9840675,.10309278,.0093720714,.0093720714,.074976571,.0656045,.028116213,1.8931584,.037488285,.20618556
2,1977,.07187596,.010267994,.030803984,.12321594,.07187596,.030803984,.082143955,.23616388,.010267994,.31830785,0,.10267995,.051339973,.27723587,.47232777,.010267994,.020535989,.14375192,.41071978,.10267995,.15401992,.12321594,.041071977,0,.020535989,0,.010267994,.020535989,.051339973,1.0781394,.15401992,.020535989,.041071977,.1848239,.051339973,.010267994,2.1665468,.020535989,.1848239
3,1977,.098310843,.026812047,.16980964,.16087228,.044686746,.017874699,.044686746,.22343373,0,.32174456,0,.16087228,.044686746,.43793011,.38430601,.017874699,.044686746,.22343373,.36643133,.13406023,.20555903,.17874698,.044686746,.017874699,.044686746,.017874699,.017874699,.035749398,.16087228,1.0188578,.044686746,.0089373495,.12512289,.098310843,.062561445,0,2.1360264,.0089373495,.18768433
4,1977,.09161704,.027485112,.21988089,.17407238,.12826386,.04580852,.082455337,.28401282,.027485112,.4764086,.027485112,.17407238,.0091617042,.65048099,.55886394,.027485112,.018323408,.20155749,.32065964,.11910215,.25652772,.10994045,.027485112,.018323408,.036646817,.0091617042,.0091617042,.054970223,.082455337,1.3834174,.082455337,.036646817,.04580852,.09161704,.04580852,0,2.6294091,.018323408,.2107192
5,1977,.034094784,.05966587,.11933174,.13637914,.22161609,.068189569,.017047392,.29832935,.017047392,.5796113,.025571087,.2045687,.085236959,.68189567,.90351176,.017047392,.18752131,.14490283,.51142174,.15342653,.4176611,.2130924,.11933174,0,.26423457,.04261848,.017047392,.025571087,.076713264,1.1421752,.29832935,.068189569,.034094784,.16195022,.0085236961,0,2.5059667,.034094784,.32390043
6,1977,.10147601,.018450184,.083025828,.12915128,.15682657,.04612546,.10147601,.20295203,.036900368,.28597787,.018450184,.11070111,.092250921,.49815497,.60885608,0,.15682657,.18450184,.37822878,.13837638,.20295203,.18450184,.073800735,0,.32287824,.027675277,.036900368,.036900368,.027675277,.92250925,.083025828,.036900368,.04612546,.036900368,.0092250919,0,2.2601476,.04612546,.15682657
7,1977,.08372093,.018604651,.12093023,.046511628,.08372093,.074418604,.018604651,.30697674,.018604651,.39069769,.0093023255,.17674419,.065116279,.39069769,.74418604,.037209302,.0093023255,.22325581,.56744188,.26976743,.16744186,.2139535,.074418604,.018604651,.065116279,.027906977,.046511628,.046511628,.055813953,1.2372093,.24186046,.093023255,.10232558,.08372093,.11162791,.027906977,2.6883721,.046511628,.14883721
8,1977,.04626631,.05551957,.05551957,.064772829,.12954566,.05551957,.037013046,.38863701,.037013046,.48116961,.0092532616,.1943185,.027759785,.46266308,.8420468,.0092532616,.04626631,.17581198,.41639677,.1202924,.29610437,.1943185,.12954566,.018506523,.064772829,.0092532616,.04626631,.05551957,.037013046,.99009901,.10178588,.018506523,.10178588,.1202924,.11103914,0,2.3965948,.04626631,.57370222
9,1977,.063205421,.0090293456,.072234765,.099322796,.081264108,.054176074,.054176074,.23476298,.054176074,.44243792,0,.054176074,.0090293456,.40632054,.4153499,.045146726,.027088037,.19864559,.38826185,.12641084,.25282168,.12641084,.072234765,.054176074,.045146726,.0090293456,.027088037,.045146726,.036117382,.77652371,.072234765,.045146726,.11738149,.11738149,.018058691,0,2.1218963,.045146726,.17155756
10,1977,.068728521,.077319585,.11168385,.051546391,.17182131,.077319585,.042955328,.12027492,0,.88487971,.01718213,.18041237,.068728521,.68728524,.61855668,.025773196,.01718213,.36082473,.54982817,.35223368,.36082473,.12027492,.060137458,.0085910652,.12027492,.042955328,0,.060137458,.042955328,.9879725,.17182131,.11168385,.14604811,.18900344,.025773196,.0085910652,2.6975944,.042955328,.53264606
11,1977,.11661284,.026910657,.07176175,.062791534,.16146395,.026910657,.035880875,.19734481,.017940437,.60100466,.0089702187,.16146395,.053821314,.50233227,.67276639,.0089702187,.0089702187,.26910657,.69967705,.17940438,.089702189,.044851094,.035880875,0,.035880875,0,0,.044851094,.098672405,.84320056,.12558307,.026910657,.044851094,.098672405,.035880875,0,2.3322568,.07176175,.52924293
12,1977,.027203482,.036271308,.17228872,.036271308,.045339137,.027203482,0,.21762785,0,.3627131,.0090678269,.054406963,.0090678269,.3355096,.37178093,.063474789,.0090678269,.13601741,.6982227,.054406963,.13601741,.054406963,0,.036271308,.072542615,.027203482,.018135654,.081610449,.090678275,.71635836,.34457743,.018135654,.045339137,.11788175,.018135654,.018135654,1.8951759,.054406963,.1994922
1,1978,.14972861,.028074116,.1216545,.14037058,.14972861,.037432153,.10293842,.2900992,.037432153,.51469213,.018716076,.1216545,.046790194,.4398278,.39303762,.074864306,.046790194,.2900992,.57084036,.21523489,.18716078,.13101254,.065506272,0,.046790194,.0093580382,.084222347,.037432153,.037432153,1.1884708,.26202509,.10293842,.32753134,.1216545,.046790194,.018716076,2.2459292,.084222347,.10293842
2,1978,.070415452,.01005935,.080474801,.05029675,.11065285,.05029675,.060356099,.23136505,.03017805,.43255207,0,.13077155,.01005935,.41243336,.69409513,.0201187,0,.1609496,.81480736,.17100896,.1408309,.11065285,.01005935,0,.040237401,0,.040237401,.03017805,.080474801,1.2574188,.38225532,.03017805,.1207122,.080474801,.0201187,0,2.7562621,.040237401,.21124636
3,1978,.017777778,.017777778,.062222224,.044444446,.097777776,.079999998,.062222224,.19555555,.017777778,.35555556,.0088888891,.10666667,.017777778,.29333332,.59555554,.026666667,.062222224,.15111111,1.4933333,.23999999,.22222222,.11555555,.079999998,.0088888891,.21333334,.0088888891,.0088888891,.035555556,.035555556,1.3777778,.34666666,.088888891,.12444445,.15111111,.053333335,0,3.3866668,.035555556,.25777778
4,1978,.052511815,.035007875,.14878348,.096271664,.061263785,.026255907,.0087519689,.18379135,.0087519689,.42884648,.061263785,.08751969,.0087519689,.26255909,.48135832,.0087519689,.026255907,.21879923,.568878,.23630317,.08751969,.10502363,.035007875,0,.078767724,.08751969,0,.026255907,.017503938,1.1115001,.10502363,.026255907,.052511815,.37633467,.052511815,.0087519689,2.6080868,.052511815,.21004726
5,1978,.027357286,.036476381,.75688493,.018238191,.23709647,.17326282,.063833669,.49243116,.0091190953,.81159949,.036476381,.10942914,.082071856,1.4225789,.74776584,.045595478,.0091190953,.32828742,.72040856,.49243116,.20973919,.16414371,.082071856,0,.072952762,.091190957,.054714572,.018238191,.15502462,2.0426774,.31004924,.10031005,.11854824,.48331204,.027357286,0,3.7753055,.082071856,.36476383
6,1978,.064832821,.046309158,.58349544,.064832821,.16671297,.055570994,.027785497,.7038992,.083356485,.7224229,.0092618316,.14818931,.046309158,1.0373251,.77799386,.064832821,.0092618316,.20376031,.6390664,.25006947,.15745114,.12040382,.055570994,.037047327,.1759748,.027785497,.027785497,.083356485,.055570994,1.9912939,.22228397,.074094653,.092618316,.25933129,.074094653,0,3.3342595,.018523663,.2871168
7,1978,.074640788,.018660197,.065310694,.074640788,.13062139,.018660197,.074640788,.23325247,.0093300985,.55047584,0,.15861169,.055980593,.53181565,1.0169808,.027990296,.10263108,.16794178,.7837283,.17727187,.27057287,.13062139,.046650495,.0093300985,.074640788,.0093300985,.055980593,.027990296,.055980593,.9703303,.19593208,.0093300985,.074640788,.26124278,.018660197,0,2.7803695,.027990296,.25191268
8,1978,.11945845,.026546324,.053092647,.013273162,.14600478,.026546324,.10618529,.26546323,0,.33182904,0,.11945845,.026546324,.411468,.47783381,.026546324,.013273162,.1725511,.54419965,.15927795,.15927795,.13273162,.039819486,.026546324,.026546324,.053092647,.013273162,.039819486,.026546324,.69020438,.10618529,.026546324,.079638973,.26546323,.066365808,0,2.0971596,.013273162,.2389169
9,1978,.063562691,.047672015,.079453364,.015890673,.079453364,.031781346,.031781346,.1747974,0,.50850153,0,.14301606,.015890673,.28603211,.60384554,.015890673,0,.12712538,.66740823,.12712538,.15890673,.047672015,.031781346,0,.047672015,0,0,.015890673,.079453364,.74686158,.23836008,0,.031781346,.1112347,0,0,2.1452408,.1112347,.2224694
10,1978,.091199271,.060799513,.045599636,.045599636,.16719866,.015199878,.030399757,.22799818,0,.4863961,.015199878,.10639915,.015199878,.34959722,.77519381,.045599636,.075999394,.045599636,.51679587,.091199271,.16719866,.091199271,.075999394,.060799513,.030399757,.045599636,.015199878,.045599636,.045599636,.85119319,.22799818,.030399757,.18239854,.12159903,.045599636,0,2.0975833,.030399757,.33439732
11,1978,.060957026,.020319009,.020319009,.030478513,.12191405,.081276037,.091435537,.39622065,.020319009,.2641471,.020319009,.15239257,.020319009,.38606116,.59941077,.081276037,.040638018,.20319009,.44701818,.15239257,.2438281,.14223306,.091435537,.10159504,.060957026,0,.040638018,.040638018,.040638018,.95499337,.15239257,.060957026,.14223306,.060957026,.060957026,.010159505,2.4687595,.081276037,.33526364
12,1978,.23052098,.046104196,.15675427,.046104196,.092208393,.082987554,.22130014,.69156295,.0092208395,.3042877,.0092208395,.073766716,0,.44260028,.5348087,.092208393,.018441679,.24896266,.7284463,.18441679,.22130014,.11987091,.092208393,.064545877,.055325035,.073766716,.0092208395,.073766716,.027662518,1.1249424,.15675427,.027662518,.23052098,.082987554,.23052098,.0092208395,2.6371601,.064545877,.3042877
1,1979,.058145169,.029072585,.038763445,.058145169,.048454307,.048454307,.058145169,.87217754,.058145169,.38763446,.029072585,.18412636,.0096908612,.73650545,.6492877,.096908614,.048454307,.22288981,.60083342,.13567206,.28103498,.18412636,.087217756,.067836031,.048454307,.0096908612,.019381722,.067836031,.048454307,1.4342475,.10659948,.029072585,.31010756,.21319896,.17443551,0,2.8006589,0,.14536293
2,1979,.030841986,.030841986,.10280662,.010280662,.030841986,.061683971,.041122649,1.367328,.010280662,.24673589,.010280662,.10280662,0,.52431375,.50375247,.28785855,.030841986,.25701654,.37010384,.15420993,.4831911,.12336794,.12336794,.030841986,.061683971,.030841986,.010280662,.061683971,.05140331,1.7374319,.24673589,.020561324,.44206846,.1336486,.28785855,.010280662,3.2589698,0,.20561324
3,1979,.054283906,.018094635,.045236588,.072378539,.09952049,.0090473173,.036189269,.7237854,.0090473173,.35284537,.018094635,.13570976,.045236588,.49760246,.56998098,.09952049,.036189269,.21713562,1.1037728,.12666245,.34379807,.063331224,.063331224,.027141953,.10856781,.036189269,.036189269,.11761513,.054283906,1.2485298,.50664979,.045236588,.29856148,.11761513,.09952049,0,3.0489459,.09952049,.21713562
4,1979,.045599636,.018239854,.072959416,.063839488,.082079343,.027359782,.027359782,.41039672,0,.34655723,.009119927,.11855906,.018239854,.41039672,.52895576,.009119927,.027359782,.28271773,1.0123119,.1367989,.17327861,.1003192,.054719564,.018239854,.091199271,.045599636,0,.027359782,0,1.2220702,.31919745,.027359782,.1003192,.17327861,.045599636,0,3.119015,.036479708,.23711811
5,1979,.027117418,.072313115,.063273974,.045195699,.14462623,.063273974,.045195699,.32540902,.0090391394,.28021333,.018078279,.1355871,.063273974,.52427012,.57850492,.018078279,.018078279,.11750881,.59658319,.23501763,.12654795,.099430531,.17174365,.027117418,.054234836,.036156558,.045195699,.054234836,.018078279,1.102775,.15366536,.027117418,.12654795,.14462623,.081352256,.027117418,2.6575069,.090391397,.29829159
6,1979,.04626631,.064772829,.13879892,.074026093,.13879892,.05551957,.05551957,.42565003,.064772829,.35162395,.0092532616,.10178588,.027759785,.46266308,.61996853,.083279356,.04626631,.18506524,.49967614,.26834458,.33311743,.16655871,.25909132,.09253262,.064772829,.018506523,.074026093,.13879892,.037013046,1.4712687,.21282502,.037013046,.21282502,.18506524,.037013046,.037013046,3.4052002,.18506524,.20357175
7,1979,.065469511,.084175088,.065469511,.056116723,.11223345,.03741115,.0093527874,.30864197,.074822299,.27123082,0,.2151141,.018705575,.3554059,.46763936,.03741115,.074822299,.12158623,.63598955,.13093902,.17770295,.12158623,.10288066,.10288066,.074822299,.065469511,.028058361,.084175088,.03741115,1.0849233,.12158623,.018705575,.11223345,.1496446,.03741115,.0093527874,2.7777777,.093527868,.13093902
8,1979,.05789829,.048248578,.067548007,.048248578,.10614687,.019299431,.067548007,.33774003,0,.30879089,.019299431,.23159316,.0096497154,.38598862,.48248577,.038598862,.028949145,.29914117,.65618062,.086847439,.15439545,.096497156,.048248578,.019299431,.067548007,.0096497154,.038598862,.048248578,.15439545,.9360224,.15439545,.028949145,.077197723,.096497156,.038598862,0,2.4027791,.0096497154,.19299431
9,1979,.080056928,.071161717,.097847357,.0088952146,.124533,.017790429,.0088952146,.26685643,.017790429,.27575165,.0088952146,.062266499,0,.249066,.64045542,.062266499,.035580859,.16900907,.43586549,.10674258,.15121864,.080056928,.088952146,.044476073,.080056928,.044476073,.035580859,.062266499,.026685644,1.2186444,.088952146,.017790429,.062266499,.071161717,.017790429,.017790429,2.5173457,.053371288,.16011386
10,1979,.079596713,.026532236,.23879012,.044220395,.044220395,.026532236,.070752628,.37145132,.017688157,.66330594,.0088440785,.15919343,.0088440785,.36260724,.77827895,.0088440785,.017688157,.30954278,.36260724,.2476342,.19456974,.15919343,.11497302,.017688157,.21225789,.017688157,.0088440785,.044220395,.0088440785,1.574246,.11497302,0,.1680375,.079596713,.053064473,.017688157,2.8920138,.017688157,.28301051
11,1979,.054215234,.10843047,.15360983,.036143489,.13553809,.063251108,0,.2981838,.018071745,.54215235,.0090358723,.11746634,0,.40661424,.81322849,.0090358723,.036143489,.21686094,.52408057,.23493268,.36143491,.12650222,.081322849,.0090358723,.12650222,.027107617,.0090358723,.063251108,.054215234,1.0481611,.31625554,.018071745,.19878919,.13553809,.0090358723,0,3.0089455,.045179363,.21686094
12,1979,.026728438,.15146115,.26728439,.017818959,.16928011,.053456876,.044547398,.34746972,.044547398,.5167498,.062366359,.062366359,.053456876,.55238771,1.2295082,.017818959,.0089094797,.28510335,.50784034,.36528867,.42765501,.17818959,.12473272,.0089094797,.14255168,.14255168,0,.098004274,.053456876,1.5947969,.29401281,.080185317,.19600855,.23164648,.044547398,.026728438,3.2965076,.071275838,.30292231
1,1980,.14129616,.17897514,.1507159,.075357951,.26375282,.08477769,.0094197439,1.2434062,.11303692,.81951773,.018839488,.12245667,.037678976,.66880178,1.0173323,.075357951,.056518462,1.1492088,.63112283,.31085154,.68764132,.32969102,.17897514,.018839488,.10361718,.075357951,.0094197439,.13187641,.047098719,4.2012057,.52750564,.018839488,.18839487,.31085154,.037678976,.018839488,5.3598342,.056518462,.22607385
2,1980,.094795719,.037918285,.085316144,.056877431,.14219357,.075836569,.047397859,.42658073,.037918285,.49293771,.056877431,.18959144,.066357002,.75836575,.729927,0,.047397859,.58773345,.34126458,.24646886,.48345816,.26542801,.199071,.047397859,.10427529,.037918285,.047397859,.066357002,.085316144,2.2940564,.25594842,.037918285,.14219357,.26542801,.037918285,.037918285,3.6780736,.10427529,.15167314
3,1980,.10463899,.052319497,.061039414,.052319497,.12207883,.16567841,.0087199165,.20927799,.19183816,.38367632,.034879666,.043599583,.026159748,.53191489,.41855597,.026159748,.0087199165,.40983605,.58423442,.13079874,.29647714,.087199166,.13079874,.0087199165,.026159748,.017439833,.017439833,.052319497,.0087199165,1.4736658,.14823857,.017439833,.10463899,.069759332,.0087199165,0,2.9996512,.09591908,.11335891
4,1980,.12017009,.13865779,.24034017,.027731558,.19412091,.24034017,.03697541,.23109633,.092438526,.7857275,.11092623,.24958402,.027731558,.73026437,.80421519,.018487705,.03697541,.39748567,.77648365,.43446109,.85043448,.083194673,.14790164,0,.23109633,.083194673,.1571455,.03697541,.20336476,1.7840636,.1571455,.064706966,.12017009,.16638935,.046219263,.0092438525,4.3261232,.07395082,.11092623
5,1980,.062122826,.053248137,.22186723,.044373445,.053248137,.10649627,.0088746892,.23074192,.053248137,.37273696,.0088746892,.12424565,.017749378,.36386228,.70110047,0,.053248137,.2484913,.71884984,.18636848,.27511537,.21299255,.097621582,.0088746892,.053248137,.044373445,.053248137,.035498757,.044373445,1.3755769,.1686191,.10649627,.035498757,.1686191,.0088746892,.017749378,2.9286475,.0088746892,.053248137
6,1980,.037495311,.065616801,.14060742,.074990623,.14998125,.074990623,.0093738278,.38432696,.0093738278,.64679414,0,.19685039,.056242969,.6936633,.65616798,.0093738278,.09373828,.42182228,.52493441,.36557931,.32808399,.15935507,.09373828,.074990623,.1312336,.056242969,.018747656,.04686914,.10311211,1.8466442,.14998125,.018747656,.27184102,.25309336,.04686914,0,2.9527559,.018747656,.18747656
7,1980,.079609908,.029853716,.029853716,.059707433,.089561149,.099512391,.079609908,.20897602,.069658674,.41795203,.049756195,.1293661,.0099512385,.4378545,.4378545,.0099512385,0,.37814707,.3283909,.099512391,.19902478,.11941487,.14926858,.0099512385,.029853716,.029853716,.079609908,.049756195,.019902477,1.1841974,.10946362,.059707433,.16917107,.13931735,.019902477,0,2.3683949,.039804954,.14926858
8,1980,.056359194,.018786399,.075145595,.065752394,.065752394,.075145595,.037572797,.33815518,0,.30997556,.0093931993,.084538795,.028179597,.32876197,.35694158,.046965998,.037572797,.28179598,.48844635,.13150479,.25361639,.084538795,.15968439,.028179597,.075145595,.056359194,.056359194,.018786399,.037572797,1.2868683,.11271839,.028179597,.11271839,.084538795,.075145595,.028179597,2.404659,.046965998,.084538795
9,1980,.11904762,.069444448,.049603175,.069444448,.12896825,.2281746,.039682541,.27777779,.019841271,.54563493,.019841271,.1388889,.049603175,.52579367,.69444442,0,.019841271,.56547618,.61507934,.25793651,.41666666,.11904762,.079365082,.019841271,.069444448,.05952381,.019841271,.14880952,0,1.9047619,.32738096,.049603175,.21825397,.29761904,.049603175,.0099206353,3.7599206,.019841271,.12896825
10,1980,.064385578,.11037528,.10117733,.064385578,.10117733,.10117733,.01839588,.4874908,0,.56107432,.03679176,.15636498,.027593819,.73583519,.6898455,.01839588,.027593819,.38631347,.6714496,.17476085,.31272995,.26674026,.11957321,.0091979401,.091979399,.03679176,.03679176,.12877116,.027593819,2.0879323,.96578366,.03679176,.082781456,.29433408,.027593819,0,4.3690214,.064385578,.055187639
11,1980,.11012205,.073414698,.12847573,.10094521,.1468294,.055061027,.036707349,.28448197,0,.48637238,.073414698,.2661283,.036707349,.55978709,.5139029,0,.073414698,.28448197,.43131137,.21106726,.36707351,.091768377,.11929889,.027530514,.13765256,.027530514,.018353675,.10094521,.0091768373,1.3122878,.36707351,.10094521,.073414698,.091768377,.036707349,0,3.2577775,.045884188,.082591541
12,1980,.068587102,.029394474,.26455027,.009798158,.088183418,.078385264,.029394474,.2547521,.039192632,.73486185,.019596316,.17636684,.10777973,.4409171,.46051341,0,.12737605,.29394475,.60748577,.1371742,.27434841,.068587102,.078385264,.019596316,.04899079,.039192632,.039192632,.039192632,.019596316,1.8224574,.35273367,.039192632,.019596316,.12737605,.009798158,.009798158,3.4881442,.1175779,.04899079
1,1981,.028912876,.009637625,.057825752,.086738631,.24094063,.13492675,.057825752,.25057825,.0385505,.72282189,.01927525,.067463376,.009637625,.53970701,.62644565,.009637625,.01927525,.13492675,.35659215,.21202776,.28912875,.096376255,.20239013,0,.20239013,.0385505,.048188128,.0385505,.086738631,1.3299923,.19275251,.096376255,.028912876,.16383962,.048188128,0,3.8454125,.057825752,.24094063
2,1981,.14739946,.042114131,.09475679,.11581386,.15792799,.021057066,.11581386,.28427038,.021057066,.50536954,.042114131,.18951358,.063171193,.61065489,.41061276,.021057066,.063171193,.38955569,.51589811,.18951358,.22109918,.073699728,.17898504,.063171193,.11581386,.021057066,.18951358,.12634239,.052642662,1.7898505,.24215624,.063171193,.09475679,.21057065,.031585597,.042114131,3.3480732,.042114131,.10528532
