n_month,year,GPRC_ARG,GPRC_AUS,GPRC_BEL,GPRC_BRA,GPRC_CAN,GPRC_CHE,GPRC_CHL,GPRC_CHN,GPRC_COL,GPRC_DEU,GPRC_DNK,GPRC_ESP,GPRC_FIN,GPRC_FRA,GPRC_GBR,GPRC_HKG,GPRC_IDN,GPRC_IND,GPRC_ISR,GPRC_ITA,GPRC_JPN,GPRC_KOR,GPRC_MEX,GPRC_MYS,GPRC_NLD,GPRC_NOR,GPRC_PER,GPRC_PHL,GPRC_PRT,GPRC_RUS,GPRC_SAU,GPRC_SWE,GPRC_THA,GPRC_TUR,GPRC_TWN,GPRC_UKR,GPRC_USA,GPRC_VEN,GPRC_ZAF
1,1900,.025893319,.077679962,.09062662,.01294666,.09062662,.038839981,.01294666,.23303987,.025893319,.53081304,.01294666,.55670637,.025893319,.6732263,1.5406525,0,0,.27187985,0,.051786639,.09062662,.01294666,.064733297,0,.24598654,.01294666,.01294666,.88037288,.24598654,.25893319,0,.01294666,.077679962,.038839981,0,0,2.7187986,.051786639,1.1522527
2,1900,.013941168,.15335286,.15335286,.027882336,.097588181,.083647013,.013941168,.097588181,0,.64129376,.027882336,.39035273,0,.96194059,1.8820577,0,0,.39035273,.013941168,.19517636,.041823506,0,.097588181,0,.30670571,.013941168,.013941168,.47399971,.13941169,.33458805,0,0,.083647013,.12547052,0,0,2.7324691,.027882336,1.1431758
3,1900,.012883278,.12883277,.10306622,.012883278,.18036589,.025766555,0,.14171605,.012883278,.46379799,0,.38649833,0,.54109764,1.3527441,0,0,.2834321,.038649831,.18036589,.10306622,.064416386,.05153311,0,.20613244,.025766555,.012883278,.3478485,.05153311,.38649833,0,.012883278,.1159495,.18036589,0,0,2.1515074,.025766555,.86317956
4,1900,0,.080128208,.026709402,0,.080128208,.013354701,0,.10683761,.053418804,.21367522,.040064104,.29380342,.026709402,.38728634,1.1217948,0,0,.1201923,0,.093482904,.14690171,.026709402,.053418804,0,.040064104,.013354701,.026709402,.33386752,.080128208,.26709402,0,0,.040064104,.066773504,0,0,1.7761753,0,.64102566
5,1900,0,.12228261,.027173912,.054347824,.25815219,.013586956,.027173912,.10869565,.054347824,.40760869,.027173912,.25815219,0,.48913044,1.1141304,0,0,.2173913,0,.12228261,.067934781,0,.067934781,0,.19021739,.027173912,0,.48913044,.081521742,.17663044,0,0,.16304348,.081521742,0,0,1.9701087,.013586956,.7880435
6,1900,0,.068549491,.12338909,0,.054839592,.027419796,.013709898,1.4943789,.054839592,.6854949,.054839592,.13709898,0,.9871127,1.6040581,0,0,.30161777,0,.20564848,.72662461,.041129697,.054839592,0,.13709898,.027419796,.027419796,.53468603,.068549491,.94598299,0,.013709898,.082259394,.10967918,.027419796,0,2.7282698,.027419796,.67178506
7,1900,.026553372,.066383429,.092936806,.039830059,.079660118,.066383429,.053106744,2.8013809,.053106744,1.101965,.039830059,.47796071,.013276686,1.2081784,1.8189059,.013276686,.013276686,.62400424,.013276686,.27881041,1.0355815,.066383429,.11949018,0,.092936806,.013276686,0,.62400424,.039830059,1.0355815,0,.013276686,.25225705,.14604355,.039830059,0,3.5448751,.026553372,.29208711
8,1900,0,.080982588,.13497098,0,.10797679,0,0,2.6454313,0,1.0662707,.013497098,.37791875,.013497098,1.0797678,1.9030908,.013497098,0,.25644487,.026994197,.44540423,1.2687272,.067485489,.080982588,0,.094479688,0,0,.53988391,.026994197,1.1067621,0,.040491294,.24294777,.080982588,.040491294,0,3.5497367,.026994197,.24294777
9,1900,.054274086,.027137043,.040705562,.054274086,.040705562,.027137043,.067842603,.90909094,.054274086,.71913159,0,.46132973,.013568521,.54274082,.77340567,0,0,.12211669,.027137043,.24423338,.29850745,.013568521,.12211669,0,.027137043,.013568521,.027137043,.40705562,.094979644,.78697419,0,0,.13568521,.040705562,.013568521,0,2.008141,.013568521,.17639077
10,1900,0,.054892275,.10978455,0,.041169204,0,0,.4391382,.013723069,.31563058,0,.27446136,.027446138,.27446136,.45286125,.027446138,0,.12350762,0,.054892275,.06861534,.013723069,.041169204,0,.054892275,.013723069,.041169204,.41169205,.013723069,.17839989,0,.013723069,.06861534,.027446138,0,0,1.2625223,0,.20584603
11,1900,.027326137,.013663068,.027326137,.027326137,.040989205,.027326137,.040989205,.45088127,.040989205,.46454433,0,.32791364,.013663068,.42355514,.60117501,0,0,.08197841,0,.16395682,.08197841,0,.027326137,0,.08197841,0,.040989205,.34157673,.027326137,.20494603,0,.013663068,.068315342,.040989205,0,0,1.598579,0,.28692445
12,1900,.026164312,.065410778,.039246466,.026164312,.065410778,.039246466,.039246466,.3270539,.078492932,.36630037,.013082156,.24856097,.013082156,.39246467,.91575092,0,0,.15698586,0,.10465725,.1177394,.026164312,.026164312,0,.17006803,.013082156,.026164312,.19623233,.065410778,.14390372,0,.026164312,.091575094,.091575094,0,0,1.6091052,.078492932,.40554684
1,1901,.014594279,0,.072971396,0,.058377117,0,0,.32107413,.043782838,.13134851,.087565675,.2772913,0,.36485699,.52539402,0,0,.24810274,.014594279,.058377117,.10215995,0,.029188558,0,.087565675,0,.043782838,.24810274,.029188558,.14594279,0,.014594279,.13134851,.014594279,0,0,1.4448336,.16053706,.23350847
2,1901,0,.10822511,.061842918,.030921459,.10822511,0,.01546073,.32467532,.01546073,.35559678,.046382189,.40197897,.01546073,.44836116,.72665429,0,0,.17006803,0,.13914657,.092764378,.01546073,.061842918,0,.17006803,.01546073,0,.37105751,.030921459,.24737167,0,.01546073,.092764378,.092764378,.01546073,0,1.6542981,.061842918,.27829313
3,1901,0,.01429184,.042875517,0,.042875517,.042875517,0,.58596539,.01429184,.34300414,0,.27154493,0,.31442046,.78605115,0,0,.15721023,0,.042875517,.38587967,.14291839,.028583679,0,.028583679,0,0,.38587967,0,.6145491,0,.01429184,.01429184,.11433472,0,0,1.686437,0,.28583679
4,1901,.0145624,.072811998,.0291248,.0145624,.087374397,0,0,.34949759,.0291248,.29124799,.0291248,.2621232,.0291248,.2475608,.4951216,0,0,.2766856,0,.1019368,.145624,.043687198,.0145624,0,.0582496,0,0,.2475608,.043687198,.2329984,0,.0145624,.0145624,.043687198,0,0,1.2960536,.0145624,.1601864
5,1901,.014345144,.028690288,.014345144,.014345144,.043035433,.014345144,.014345144,.15779659,.028690288,.20083202,.014345144,.17214173,0,.15779659,.41600919,0,0,.071725719,.014345144,.11476115,.10041601,.028690288,.057380576,0,.028690288,.028690288,.014345144,.24386746,0,.15779659,0,.014345144,.028690288,.057380576,0,0,1.2336824,.014345144,.10041601
6,1901,0,.041276831,0,.013758943,.041276831,0,0,.19262521,0,.27517888,.013758943,.096312605,0,.26141992,.37149146,0,0,.23390204,0,.096312605,.096312605,.013758943,.041276831,0,.055035774,0,0,.06879472,0,.22014309,0,.013758943,.027517887,.013758943,0,0,1.0731976,.027517887,.20638415
7,1901,.029218407,.014609204,.043827612,.014609204,.043827612,0,.029218407,.11687363,.029218407,.32140249,.058436815,.29218408,0,.20452885,.42366692,0,0,.087655224,.014609204,.10226443,.043827612,.014609204,.073046021,0,.11687363,.014609204,0,.16070125,.014609204,.073046021,0,.014609204,.014609204,.029218407,0,0,1.2125639,.029218407,.27757487
8,1901,.014985763,.014985763,.10490035,.059943054,.19481492,.044957291,.014985763,.35965833,.77925968,.3746441,.059943054,.26974374,.014985763,.46455866,.71931666,0,0,.07492882,0,.25475797,.014985763,0,.10490035,0,.089914583,.014985763,.044957291,.13487187,.059943054,.23977222,0,.014985763,.044957291,.17982917,0,0,2.023078,.62940204,.26974374
9,1901,0,0,.062412232,.07801529,.10922141,.015603058,0,.20283976,.32766423,.24964893,.015603058,.26525199,0,.32766423,.48369479,0,0,.093618348,0,.10922141,.062412232,0,.046809174,0,.062412232,.015603058,.015603058,.14042753,0,.12482446,0,0,.031206116,.093618348,0,0,1.4354813,.24964893,.1872367
10,1901,.015060241,.060240965,.030120483,.015060241,.030120483,0,.030120483,.15060242,.16566265,.30120483,.015060241,.24096386,0,.33132529,.48192772,0,0,.18072289,0,.15060242,.060240965,.015060241,.045180723,0,.045180723,.030120483,.030120483,.34638554,.045180723,.21084337,0,.045180723,.030120483,.090361446,0,0,1.2650602,.18072289,.18072289
11,1901,.028304556,.014152278,.042456836,.056609113,.056609113,.014152278,.028304556,.099065952,.18397962,.39626381,.042456836,.21228418,0,.41041607,.52363431,0,0,.15567507,.014152278,.12737051,.084913671,0,.056609113,0,.028304556,.014152278,.014152278,.36795923,.056609113,.15567507,0,0,.07076139,.15567507,0,0,1.4859892,.084913671,.21228418
12,1901,.32330614,.01405679,.028113579,.070283949,.098397523,.01405679,.35141975,.12651111,.1405679,.47793084,0,.33736295,0,.30924937,.82935059,.01405679,0,.18273826,0,.12651111,.028113579,.01405679,.098397523,0,.098397523,0,.042170368,.1405679,.01405679,.070283949,0,0,.01405679,.1405679,0,0,1.7711555,.32330614,.25302222
1,1902,.066006601,.03960396,.066006601,0,.013201321,0,.1320132,.10561056,.14521453,.34323433,.03960396,.31683168,0,.31683168,.46204621,0,0,.14521453,.013201321,.092409238,.026402641,.026402641,.03960396,0,.03960396,.013201321,0,.14521453,.013201321,.1320132,0,.013201321,.026402641,.026402641,0,0,1.2013202,.07920792,.18481848
2,1902,.014716703,.029433407,.029433407,0,.088300221,.029433407,.014716703,.17660044,.058866814,.4267844,.029433407,.54451805,0,.32376748,.63281822,0,0,.13245033,0,.16188374,.17660044,.04415011,.058866814,0,.088300221,.014716703,0,.14716704,.014716703,.26490065,0,.014716703,.14716704,.04415011,0,0,1.4275203,.058866814,.14716704
3,1902,0,.026202017,0,0,.026202017,.013101009,0,.1441111,.10480807,.28822219,.039303027,.26202017,0,.23581816,.48473734,0,0,.13101009,0,.091707058,.091707058,0,.013101009,0,.026202017,0,.026202017,.24891917,.013101009,.19651513,0,0,.052404035,.091707058,0,0,1.2707978,.078606054,.1441111
4,1902,.014234875,.028469751,.15658364,.056939501,.113879,.028469751,0,.12811388,.099644125,.22775801,.113879,.29893237,.056939501,.18505338,.45551601,0,0,.12811388,.014234875,.15658364,.028469751,.014234875,.028469751,0,.042704627,.014234875,.014234875,.22775801,.014234875,.14234875,0,.014234875,.085409254,.042704627,0,0,1.480427,.071174376,.17081851
5,1902,0,0,0,.013529968,.054119874,.013529968,0,.094709784,.040589906,.1758896,.040589906,.23000947,.013529968,.28412935,.36530915,0,0,.10823975,0,.10823975,.013529968,0,.067649841,0,.027059937,.013529968,.013529968,.41942903,.040589906,.16235963,0,.013529968,.067649841,.054119874,0,0,1.298877,0,.10823975
6,1902,.013213531,.066067651,.026427062,.026427062,.079281181,.026427062,.013213531,.11892178,.066067651,.17177589,.026427062,.23784356,0,.2642706,.34355178,.013213531,.013213531,.19820295,.013213531,.079281181,.052854124,0,.092494711,0,.039640591,.013213531,.026427062,.422833,.039640591,.052854124,0,0,.039640591,.026427062,0,0,1.2420719,.14534883,.18498942
7,1902,0,.039205436,.039205436,0,.039205436,.013068479,0,.078410871,.065342396,.18295871,.052273914,.19602719,0,.2483011,.30057502,0,0,.15682174,0,.065342396,.013068479,0,0,0,.078410871,.039205436,0,.20909566,0,.15682174,0,.026136957,.026136957,.10454783,0,0,1.2937794,.23523262,.16989022
8,1902,0,.026420079,.066050202,.01321004,.079260238,.01321004,0,.11889036,.23778072,.34346104,0,.18494056,0,.30383092,.48877147,0,0,.092470281,.01321004,.079260238,.092470281,0,.039630119,0,.14531043,.01321004,.01321004,.31704095,.01321004,.052840158,0,.01321004,.079260238,.026420079,0,0,1.8758256,.33025098,.092470281
9,1902,0,.014054813,.056219254,.028109627,.098383695,.028109627,0,.098383695,.39353478,.37947997,.014054813,.16865776,0,.30920589,.66057622,0,0,.22487701,0,.16865776,.042164441,0,.084328882,0,.07027407,.028109627,0,.15460294,.028109627,.14054814,0,.014054813,.014054813,.07027407,.014054813,0,1.7287421,.29515108,.16865776
10,1902,0,.03946849,.026312327,.026312327,.078936979,.078936979,.013156164,.065780818,.092093147,.34206027,.065780818,.24996711,0,.30259177,.44730955,0,0,.23681095,.013156164,.092093147,.026312327,.013156164,.092093147,0,.03946849,.013156164,0,.18418629,.026312327,.11840548,0,0,.092093147,.092093147,0,0,1.6971451,.19734246,.013156164
11,1902,.013575889,.013575889,.027151778,.040727668,0,0,0,.14933479,.14933479,.17648657,.013575889,.13575889,.013575889,.13575889,.29866958,0,0,.067879446,.013575889,.013575889,.040727668,0,.095031224,0,0,0,0,.17648657,.013575889,.095031224,0,.027151778,.013575889,.054303557,0,0,.88243282,.13575889,.054303557
12,1902,.013612851,.013612851,.06806425,.054451402,.027225701,0,0,.1089028,.081677102,1.0345767,.027225701,.51728833,0,.47644976,1.1298666,0,0,.19057991,0,.44922405,.027225701,.013612851,.14974135,.027225701,.20419276,.027225701,.013612851,.081677102,0,.1361285,0,.013612851,.081677102,.06806425,0,0,1.824122,1.1707052,.027225701
1,1903,.027401013,.068502538,.095903546,.095903546,.041101519,.027401013,.013700507,.13700508,.095903546,.94533497,.054802027,.31511167,0,.43841621,.90423346,0,0,.12330456,.013700507,.50691873,.041101519,.013700507,.054802027,0,.17810659,.054802027,.027401013,.15070558,.027401013,.19180709,0,.054802027,.19180709,.041101519,0,0,1.7947664,.7946294,.027401013
2,1903,0,0,.11827321,.088704906,.073920757,.029568303,.029568303,.17740981,.044352453,.54701358,.014784152,.22176227,.029568303,.41395622,.69485509,0,0,.11827321,0,.34003547,.044352453,.014784152,.088704906,0,.029568303,.014784152,.029568303,.10348906,0,.35481963,0,.014784152,.14784151,.38438794,0,0,1.7593141,.48787698,.044352453
3,1903,.050479557,.025239779,0,.088339224,.025239779,.012619889,.025239779,.037859667,.063099444,.18929833,.012619889,.13881879,.025239779,.16405855,.26501766,0,0,.113579,0,.050479557,0,0,.037859667,0,.012619889,.012619889,.025239779,.15143867,.025239779,.113579,0,.037859667,.12619889,.075719334,0,0,1.0095911,.10095911,.025239779
4,1903,0,.014380213,.057520851,0,.014380213,.028760426,.014380213,.14380212,.014380213,.24446362,.028760426,.10066149,.014380213,.24446362,.33074489,0,0,.057520851,0,.20132297,.086281277,.014380213,.014380213,0,.14380212,0,0,.12942192,.014380213,.25884384,0,0,.043140639,.14380212,0,0,1.0928962,.043140639,.014380213
5,1903,0,0,.026730821,0,.026730821,.026730821,.01336541,.21384656,.053461641,.21384656,0,.12028869,0,.25394279,.45442396,0,0,.053461641,.026730821,.24057738,.12028869,.01336541,.040096231,0,.040096231,0,0,.14701952,.01336541,.28067362,0,.01336541,.17375034,.32076985,0,0,1.2028869,.026730821,.040096231
6,1903,0,.013873474,.013873474,.013873474,.041620422,.055493895,0,.083240844,.12486126,.097114317,.013873474,.15260822,.013873474,.22197558,.31908989,0,0,.055493895,0,.16648169,.055493895,.041620422,.041620422,0,.055493895,.041620422,.027746947,.041620422,.013873474,.19422863,0,.013873474,.069367371,.18035516,0,0,.9988901,.055493895,.027746947
7,1903,.028117532,0,.028117532,.014058766,.028117532,0,.014058766,.19682272,.042176295,.12652889,.056235064,.08435259,.014058766,.11247013,.4077042,0,0,.12652889,0,.056235064,.26711655,.08435259,.070293829,0,.014058766,.056235064,.014058766,.08435259,.014058766,.37958667,0,.028117532,.070293829,.08435259,0,0,1.13876,.08435259,.014058766
8,1903,0,.013395848,.040187541,.013395848,.093770929,.013395848,0,.093770929,.30810449,.28131279,.013395848,.10716678,0,.24112526,.66979235,0,0,.080375083,0,.18754186,.080375083,.013395848,.093770929,0,.013395848,0,.013395848,.066979237,.013395848,.6831882,0,.013395848,.093770929,.8707301,0,0,1.9691895,.013395848,.040187541
9,1903,.014394702,.028789405,.05757881,.014394702,.15834174,.014394702,0,.028789405,.20152584,.64776164,.014394702,.10076292,.014394702,.51820928,.96444505,0,0,.12955232,.014394702,.18713114,.043184109,0,.014394702,0,.014394702,.014394702,0,.07197351,.014394702,.63336694,0,.014394702,.15834174,1.1659709,0,0,2.1304159,.014394702,.10076292
10,1903,0,.042259473,.028172983,0,.028172983,.028172983,.028172983,.38033527,.14086491,.36624876,0,.12677842,0,.40850824,.746584,0,0,.098605439,0,.16903789,.6479786,.3239893,.014086491,0,.014086491,.014086491,.014086491,.056345966,.014086491,.78884351,0,0,.098605439,.23947035,.028172983,0,1.5636005,.070432454,.042259473
11,1903,.054682162,0,.054682162,.054682162,.068352699,0,.04101162,.23239918,.71086806,.45112783,.027341081,.23239918,.04101162,.51948053,.58783323,0,0,.16404648,0,.2734108,.28708133,.10936432,.10936432,0,.01367054,0,.054682162,.17771702,.01367054,.51948053,0,0,.17771702,.15037593,0,0,2.2146275,.1367054,.027341081
12,1903,.056899004,.014224751,0,.028449502,.014224751,.014224751,.042674255,.36984354,.6116643,.4694168,.014224751,.18492177,.014224751,.68278807,.78236133,0,.014224751,.18492177,.014224751,.24182077,.68278807,.28449503,.11379801,0,.042674255,0,.014224751,.085348509,0,.79658604,0,.014224751,.15647227,.085348509,.028449502,0,2.1906116,.056899004,.085348509
1,1904,.20109165,.071818441,.028727377,0,.14363688,.014363688,.057454754,.74691182,.47400174,.43091065,.028727377,.11490951,0,.73254812,1.4076415,.014363688,0,.31600115,.014363688,.28727376,1.5943694,.56018388,.14363688,0,.10054582,0,0,.18672796,.014363688,1.5800058,0,0,.24418271,.14363688,.043091066,0,3.0307384,.014363688,.043091066
2,1904,.077663869,.031065548,0,0,.18639329,.015532774,.046598323,1.4134824,.10872942,1.0406959,.13979496,.27958992,.046598323,1.5222119,2.1901212,0,.015532774,.18639329,.015532774,.34172103,3.3861449,1.1183597,.046598323,0,.093196645,.031065548,.031065548,.23299161,.015532774,3.510407,0,.077663869,.35725382,.49704877,.015532774,0,4.4268408,.062131096,.10872942
3,1904,.014898689,.044696067,.029797377,.014898689,.044696067,.014898689,.029797377,1.0280095,.014898689,.62574494,.074493445,.029797377,.029797377,1.0131109,1.4153755,0,0,.16388558,.014898689,.20858164,2.249702,.68533969,.074493445,0,.059594754,.074493445,.029797377,.16388558,0,2.3837903,0,.074493445,.19368295,.16388558,0,0,2.7860548,.044696067,.10429082
4,1904,.075677313,.015135462,.045406386,0,.030270925,.015135462,.015135462,.5146057,.045406386,.45406386,.045406386,.10594824,.015135462,.66596037,.84758592,0,0,.2421674,0,.22703193,1.2713789,.4389284,.030270925,0,.045406386,.030270925,.030270925,.075677313,.030270925,1.2865143,0,.015135462,.10594824,.045406386,0,0,1.8465264,.015135462,.015135462
5,1904,.044332791,.014777597,.014777597,.073887989,.014777597,0,.014777597,.96054381,0,.36943993,.029555194,.11822078,.044332791,.60588151,.87187821,.014777597,0,.14777598,0,.23644155,1.8619772,.35466233,.029555194,0,.088665582,.014777597,.073887989,.029555194,.029555194,1.9506428,0,.014777597,.14777598,.088665582,.044332791,0,2.5713019,.029555194,.014777597
6,1904,0,0,0,0,.030783439,.01539172,0,.50792676,0,.21548407,.030783439,.092350319,.030783439,.56949359,.95428658,0,0,.092350319,0,.23087579,1.4314299,.16930892,.076958597,0,.01539172,.030783439,.030783439,.092350319,.030783439,1.5391719,0,.030783439,.061566878,.092350319,.030783439,0,2.0778821,.01539172,.01539172
7,1904,.014039028,.070195146,0,0,.042117085,0,.028078057,.491366,.014039028,.40713182,.042117085,.084234171,.056156114,.33693668,1.1371613,0,.028078057,.22462445,0,.070195146,1.5723712,.15442932,.056156114,0,.084234171,.028078057,.014039028,.084234171,.014039028,1.6004492,0,.014039028,.12635125,.14039029,.042117085,0,2.1339324,.014039028,.070195146
8,1904,.13848284,0,.030773966,.061547931,.030773966,.030773966,.030773966,.72318816,.030773966,.73857516,.061547931,.061547931,.015386983,.56931835,1.3078935,0,0,.12309586,.015386983,.12309586,1.800277,.16925681,.015386983,0,.061547931,0,0,.061547931,.046160948,1.9695338,0,0,.10770888,.21541776,.030773966,0,2.6927218,.030773966,.015386983
9,1904,.047900368,.01596679,.047900368,.01596679,.047900368,.01596679,0,.54287082,.079833947,.38320294,.01596679,.17563468,.047900368,.46303689,.76640588,0,0,.095800735,0,.17563468,1.1975092,.047900368,.063867159,0,.047900368,.01596679,.01596679,.079833947,0,1.3731439,0,.047900368,.095800735,.12773432,.03193358,0,2.2193837,.01596679,.047900368
10,1904,0,.029953571,.044930357,0,.044930357,.029953571,.014976786,.32948929,.1048375,.29953572,.014976786,.13479108,0,.34446609,.76381606,0,0,.044930357,0,.13479108,1.2131196,.059907142,.044930357,0,.044930357,.029953571,0,.07488393,.029953571,1.3329339,0,.014976786,.07488393,.059907142,0,0,1.9170285,.044930357,.014976786
11,1904,.016826518,.033653036,.016826518,0,.016826518,.016826518,0,.21874474,.016826518,.37018341,.050479557,.10095911,0,.3533569,.72354031,0,0,.084132589,0,.067306072,.7067138,.016826518,.11778563,0,.033653036,0,.016826518,.10095911,.016826518,.90863198,0,.016826518,.15143867,.050479557,.033653036,0,1.4470806,0,0
12,1904,0,0,0,.015790304,.047370914,.015790304,0,.20527396,.015790304,.20527396,.031580608,.015790304,.063161217,.18948366,.56845099,0,0,.015790304,0,.11053213,.96320862,.031580608,0,0,.015790304,0,.015790304,.031580608,0,1.0737407,0,.015790304,.12632243,0,.031580608,0,1.4053371,0,.047370914
1,1905,0,0,.030079711,.030079711,.060159422,.075199276,.030079711,.43615583,.015039856,.64671379,.075199276,.045119569,.12031884,.57151449,1.0076703,0,.015039856,.18047827,.015039856,.16543841,1.0678297,.045119569,.075199276,0,.060159422,.030079711,.015039856,.075199276,0,1.5791849,0,.045119569,.090239137,.090239137,.015039856,0,2.0905399,.030079711,.075199276
2,1905,.083361119,.016672224,.016672224,.050016671,.016672224,.033344448,.033344448,.21673891,.066688895,.6335445,.033344448,.10003334,.050016671,.45015004,.78359455,0,0,.11670557,0,.18339446,.58352786,.066688895,.15005001,0,.033344448,.050016671,.033344448,.10003334,.016672224,1.1503835,0,.083361119,.050016671,.10003334,0,0,2.0006669,.083361119,.016672224
3,1905,0,.015181418,.015181418,.015181418,.015181418,0,.030362835,.31880978,.091088511,.34917262,.06072567,.13663276,.045544256,.60725671,.89570367,0,0,.1669956,0,.21253985,1.2600577,.06072567,.030362835,0,.045544256,.06072567,.030362835,.075907089,0,1.5181417,0,.091088511,.10626993,.10626993,0,0,2.2772126,.21253985,0
4,1905,.028793551,.028793551,.043190327,0,.028793551,.043190327,.028793551,.24474518,0,.35991937,0,.14396775,.028793551,.43190324,.34552261,0,.028793551,.1151742,.014396776,.15836452,.48949036,.043190327,.014396776,0,0,0,.043190327,.1151742,.014396776,.69104522,0,0,.014396776,.071983874,.043190327,0,1.3245033,.028793551,0
5,1905,.015627442,0,0,.015627442,.062509768,0,.015627442,.46882325,0,.31254885,.015627442,.093764648,.031254884,.60947025,.62509769,0,0,.12501954,.031254884,.078137212,.76574463,.1875293,0,0,.062509768,.046882324,.031254884,.14064698,0,.92201906,0,.062509768,.046882324,.062509768,.078137212,0,1.5627441,.062509768,.046882324
6,1905,.015532774,.015532774,.031065548,0,.046598323,.015532774,.031065548,.35725382,.015532774,.79217148,.13979496,.17086051,0,.88536811,1.0096303,0,.031065548,.18639329,0,.10872942,1.3047531,.15532774,.015532774,0,.031065548,.23299161,.015532774,.18639329,0,1.5532774,0,.23299161,.046598323,.062131096,.015532774,0,2.2988505,.077663869,0
7,1905,.029529013,.029529013,.014764506,.014764506,.059058025,.044293519,0,.19193858,.029529013,.50199318,.044293519,.17717408,.029529013,.45769969,.5462867,0,0,.044293519,.014764506,.28052562,.75298983,.088587038,.029529013,0,.029529013,.2362321,0,.088587038,0,1.1811604,0,.2362321,.029529013,.17717408,0,0,1.9489148,.073822528,.029529013
8,1905,0,.046082951,.015360983,0,.046082951,0,.030721966,.36866361,.015360983,.24577573,0,.10752688,0,.43010753,.41474655,0,.015360983,.13824885,.015360983,.16897081,.84485406,.10752688,.015360983,0,.030721966,0,0,.030721966,0,.96774191,0,0,.092165902,0,0,0,1.7665131,.046082951,.046082951
9,1905,0,0,.015908368,0,.031816736,0,.031816736,.28635061,.031816736,.50906777,0,.1431753,.095450208,.46134266,.55679286,.015908368,0,.11135858,0,.1431753,.66815144,.07954184,.015908368,0,.031816736,.19090042,.015908368,.07954184,0,.84314352,0,.19090042,.063633472,.095450208,.047725104,0,1.686287,.047725104,.063633472
10,1905,.042378869,.014126289,.028252577,0,.042378869,.042378869,.028252577,.16951548,.014126289,.36728352,.056505155,.14126289,.098884024,.33903095,.46616754,0,0,.15538917,0,.18364176,.31077835,.056505155,.028252577,0,.042378869,.042378869,0,.1271366,0,.6639356,0,.084757738,.042378869,.056505155,0,0,1.3985026,.056505155,0
11,1905,.015688736,.047066208,0,.031377472,.047066208,.015688736,.015688736,.14119862,.015688736,.17257608,.078443676,0,.17257608,.18826483,.39221838,0,0,.078443676,0,.062754944,.29808599,.031377472,0,0,.031377472,.047066208,.031377472,.047066208,0,.59617198,0,0,.078443676,.15688735,0,0,1.3178538,0,0
12,1905,0,0,0,.014723204,.014723204,.029446408,.014723204,.10306243,.014723204,.26501766,.029446408,.088339224,.11778563,.29446408,.33863369,0,0,.058892816,0,.088339224,.10306243,.044169612,.029446408,0,.014723204,0,0,.058892816,0,.67726737,0,0,.07361602,.07361602,0,0,1.5017668,.088339224,.014723204
1,1906,.02937289,0,.073432222,0,.014686445,0,0,.11749156,0,.33778822,.014686445,.13217799,.058745779,.32310179,.29372889,0,0,.13217799,0,.16155089,.16155089,0,.10280511,0,.073432222,.014686445,0,.088118665,.02937289,.38184756,0,.02937289,.044059332,.014686445,0,0,1.3070935,.088118665,.014686445
2,1906,.031142946,0,.015571473,0,.062285893,0,.015571473,.28028652,0,.57614452,.031142946,.18685767,0,.42042977,.37371534,0,0,.046714418,0,.077857368,.24914357,.031142946,.031142946,0,.015571473,0,.015571473,.17128621,.015571473,.34257242,0,.015571473,.015571473,.046714418,0,0,1.3391467,.062285893,0
3,1906,.013772207,.013772207,.027544415,.013772207,.096405454,.027544415,0,.22035532,0,.24789974,.013772207,.15149428,0,.31676078,.330533,0,0,.082633249,0,.068861037,.19281091,0,.027544415,0,.027544415,.013772207,0,.1652665,0,.23412754,0,.013772207,.013772207,0,.013772207,0,1.1155488,.027544415,.055088829
4,1906,0,.015055706,.045167118,.015055706,.045167118,0,0,.12044565,0,.27100271,.015055706,.12044565,0,.45167118,.25594699,0,0,.10538995,0,.12044565,.12044565,0,.090334237,0,.045167118,.015055706,0,.015055706,.015055706,.22583559,0,.015055706,.015055706,.015055706,.015055706,0,.9334538,0,.015055706
5,1906,.015491867,.030983733,.015491867,.030983733,.0464756,.030983733,.015491867,.12393493,0,.24786986,.015491867,.0464756,0,.34082106,.54221535,0,0,.12393493,.015491867,.24786986,.10844307,.030983733,.092951201,0,0,0,.015491867,.0464756,0,.5112316,0,0,.0464756,.30983734,0,0,1.2393494,.030983733,.030983733
6,1906,0,.03265306,.01632653,.03265306,.081632651,0,.03265306,.03265306,0,.26122448,0,.1632653,.081632651,.17959183,.58775508,0,0,.06530612,.01632653,.081632651,.14693877,.06530612,.06530612,0,.03265306,.01632653,.01632653,.01632653,0,.50612247,0,0,.048979592,.081632651,0,0,1.4367347,0,.03265306
7,1906,.015042118,.015042118,0,.045126352,.075210586,.015042118,0,.045126352,0,.22563177,.030084236,.090252705,.060168471,.27075812,.46630564,0,0,.15042117,0,.015042118,.15042117,.015042118,.28580025,0,.015042118,.030084236,.030084236,.10529482,.015042118,.60168469,0,.030084236,.045126352,.075210586,.015042118,0,1.6095066,.015042118,.060168471
8,1906,0,.016097875,0,.048293624,.064391501,.032195751,.032195751,.032195751,.016097875,.1931745,0,.17707662,.1931745,.1931745,.28976175,0,0,.080489375,0,.064391501,.096587248,.016097875,.080489375,0,.016097875,.048293624,.032195751,.064391501,0,.49903414,0,.032195751,.032195751,.048293624,0,.016097875,1.6580812,.016097875,.048293624
