Date,GPR_AI,GPR_AER,GPR_OIL,GPR_NONOIL,GPR_OIL_MiddleEast,GPR_OIL_Russia,GPR_OIL_USA,GPR_OIL_Venezuela,GPR_OIL_Africa,GPR_OIL_Americas,GPR_OIL_Asia,GPR_OIL_NorthSea,THREATS_GPR_AI,ACTS_GPR_AI
1976-01-16,86.51,92.85,60.42,88.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.97,74.65
1976-01-17,77.75,97.36,84.47,77.31,42.23,0.00,0.00,0.00,42.23,0.00,0.00,0.00,98.52,76.83
1976-01-18,66.32,88.97,33.08,68.49,0.00,0.00,0.00,0.00,33.08,0.00,0.00,0.00,61.04,72.66
1976-01-19,136.66,164.15,77.68,140.51,77.68,0.00,0.00,0.00,77.68,0.00,0.00,0.00,167.68,101.31
1976-01-20,135.15,125.67,130.83,135.43,130.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,154.87,101.03
1976-01-21,139.92,103.74,60.00,145.15,0.00,0.00,0.00,0.00,60.00,0.00,0.00,0.00,142.05,127.68
1976-01-22,84.70,71.50,46.52,87.20,46.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.47,71.86
1976-01-23,116.44,161.54,258.74,107.14,64.68,0.00,0.00,0.00,194.05,0.00,0.00,0.00,103.59,115.45
1976-01-24,86.75,100.79,131.16,83.85,131.16,0.00,0.00,131.16,0.00,0.00,0.00,0.00,94.37,82.53
1976-01-25,89.75,80.27,119.38,87.81,59.69,0.00,0.00,29.85,0.00,29.85,29.85,0.00,107.03,76.83
1976-01-26,133.48,187.31,75.00,137.30,75.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,169.73,102.97
1976-01-27,129.19,49.52,257.78,120.79,128.89,0.00,0.00,0.00,193.33,0.00,0.00,0.00,141.35,115.02
1976-01-28,146.56,135.18,127.94,147.78,63.97,0.00,0.00,0.00,63.97,0.00,0.00,0.00,138.09,147.11
1976-01-29,95.76,63.58,47.28,98.92,0.00,0.00,0.00,0.00,47.28,0.00,0.00,0.00,103.71,71.41
1976-01-30,118.24,150.37,0.00,125.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,150.93,101.26
1976-01-31,82.27,122.00,169.34,76.58,42.34,0.00,0.00,0.00,127.01,0.00,0.00,0.00,78.12,74.11
1976-02-01,70.91,52.23,203.91,62.21,101.95,0.00,0.00,0.00,101.95,33.98,0.00,0.00,63.89,74.65
1976-02-02,124.58,136.75,237.27,117.21,237.27,79.09,0.00,0.00,0.00,0.00,79.09,0.00,123.91,116.73
1976-02-03,75.46,118.12,61.48,76.38,0.00,0.00,61.48,0.00,61.48,0.00,0.00,0.00,92.05,61.20
1976-02-04,127.21,96.54,125.63,127.32,125.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120.29,127.20
1976-02-05,85.88,77.74,67.44,87.09,67.44,0.00,0.00,0.00,67.44,67.44,0.00,0.00,84.53,92.01
1976-02-06,73.82,86.66,128.89,70.22,128.89,0.00,0.00,64.44,64.44,64.44,0.00,0.00,83.02,90.69
1976-02-07,54.07,33.85,88.10,51.84,0.00,0.00,0.00,0.00,88.10,0.00,0.00,0.00,59.81,60.48
1976-02-08,45.08,50.55,32.89,45.88,32.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.68,38.38
1976-02-09,96.79,29.32,76.32,98.13,76.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.34,89.06
1976-02-10,98.29,97.90,72.80,99.96,0.00,0.00,0.00,0.00,72.80,0.00,0.00,0.00,65.90,114.95
1976-02-11,108.91,74.84,0.00,116.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,113.02,82.45
1976-02-12,67.52,18.12,47.15,68.85,0.00,0.00,0.00,0.00,47.15,0.00,0.00,0.00,64.03,74.45
1976-02-13,104.08,48.27,0.00,110.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,133.41,116.42
1976-02-14,65.45,42.10,0.00,69.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.19,58.67
1976-02-15,84.66,52.23,90.63,84.27,30.21,0.00,0.00,0.00,60.42,0.00,0.00,0.00,91.50,77.76
1976-02-16,109.88,87.20,75.65,112.11,0.00,0.00,0.00,0.00,75.65,0.00,0.00,0.00,110.63,119.44
1976-02-17,92.39,99.57,0.00,98.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.38,81.32
1976-02-18,90.68,63.55,66.16,92.28,0.00,0.00,0.00,0.00,66.16,0.00,0.00,66.16,96.74,106.73
1976-02-19,77.73,48.03,150.00,73.01,50.00,50.00,0.00,0.00,100.00,0.00,0.00,0.00,92.26,73.79
1976-02-20,82.84,109.40,0.00,88.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,92.52,62.98
1976-02-21,67.64,15.13,0.00,72.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.46,40.53
1976-02-22,64.77,30.11,31.35,66.96,0.00,0.00,0.00,0.00,31.35,0.00,0.00,0.00,58.94,64.56
1976-02-23,114.25,68.78,71.61,117.04,71.61,0.00,0.00,0.00,71.61,0.00,0.00,0.00,144.60,76.19
1976-02-24,104.60,54.58,0.00,111.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,138.47,95.07
1976-02-25,89.31,60.78,0.00,95.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,132.18,32.58
1976-02-26,75.24,99.65,47.15,77.08,0.00,0.00,0.00,0.00,47.15,0.00,0.00,0.00,83.73,71.21
1976-02-27,75.12,75.97,112.99,72.64,0.00,0.00,0.00,0.00,112.99,0.00,0.00,0.00,108.18,62.05
1976-02-28,79.19,122.59,127.63,76.03,85.09,42.54,0.00,0.00,42.54,0.00,0.00,0.00,105.16,58.41
1976-02-29,64.47,56.76,0.00,68.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78.87,42.82
1976-03-01,113.38,53.92,0.00,120.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,144.12,89.10
1976-03-02,81.25,60.56,63.04,82.44,63.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.77,51.93
1976-03-03,90.96,123.80,64.44,92.70,0.00,64.44,0.00,0.00,0.00,0.00,0.00,0.00,114.43,44.24
1976-03-04,77.83,136.44,0.00,82.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.67,62.68
1976-03-05,132.56,92.21,60.00,137.30,0.00,0.00,0.00,0.00,60.00,0.00,0.00,0.00,127.43,119.44
1976-03-06,75.56,102.59,44.50,77.59,44.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82.12,61.10
1976-03-07,60.67,37.99,56.49,60.94,0.00,0.00,0.00,0.00,56.49,28.25,0.00,0.00,76.71,45.57
1976-03-08,150.71,135.52,0.00,160.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,180.10,96.85
1976-03-09,109.14,128.12,0.00,116.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,105.54,95.72
1976-03-10,101.01,79.05,0.00,107.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,118.71,86.76
1976-03-11,64.56,24.58,0.00,68.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.79,58.55
1976-03-12,125.63,65.54,56.86,130.12,0.00,0.00,0.00,0.00,56.86,0.00,0.00,0.00,112.85,113.20
1976-03-13,70.32,89.68,0.00,74.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.06,69.92
1976-03-14,62.13,72.93,31.64,64.12,31.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.09,58.64
1976-03-15,133.12,108.71,141.46,132.57,141.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,177.31,92.25
1976-03-16,128.33,68.22,59.18,132.85,0.00,0.00,0.00,0.00,59.18,0.00,0.00,0.00,156.60,97.50
1976-03-17,62.01,34.94,0.00,66.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73.88,52.02
1976-03-18,76.03,94.16,0.00,81.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82.48,58.88
1976-03-19,105.46,90.04,0.00,112.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,114.23,74.40
1976-03-20,55.79,44.27,0.00,59.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.53,39.55
1976-03-21,52.54,44.35,0.00,55.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73.34,25.75
1976-03-22,148.82,86.45,175.00,147.11,175.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,133.17,146.73
1976-03-23,128.53,81.25,60.42,132.99,60.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,138.83,124.42
1976-03-24,123.64,129.02,61.05,127.73,61.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,133.91,102.68
1976-03-25,97.25,91.33,0.00,103.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.73,86.48
1976-03-26,162.68,241.23,59.79,169.41,59.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,162.38,137.50
1976-03-27,79.18,108.30,0.00,84.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.28,90.29
1976-03-28,60.34,57.24,0.00,64.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.17,60.34
1976-03-29,108.21,66.85,0.00,115.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,106.62,97.94
1976-03-30,97.66,120.68,62.82,99.94,0.00,0.00,62.82,0.00,0.00,0.00,0.00,0.00,113.73,101.33
1976-03-31,132.88,89.14,0.00,141.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,169.63,97.55
1976-04-01,84.66,34.20,44.50,87.29,0.00,0.00,0.00,0.00,44.50,0.00,0.00,0.00,120.85,71.79
1976-04-02,88.10,77.22,0.00,93.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,89.97,102.49
1976-04-03,53.21,60.78,70.30,52.09,70.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.85,47.05
1976-04-04,73.28,32.77,94.77,71.88,66.34,28.43,0.00,0.00,66.34,0.00,0.00,0.00,91.07,68.31
1976-04-05,129.56,133.71,371.20,113.76,371.20,0.00,0.00,0.00,92.80,0.00,0.00,0.00,176.90,100.33
1976-04-06,113.20,70.87,122.97,112.56,61.48,0.00,0.00,0.00,0.00,61.48,0.00,0.00,130.58,82.30
1976-04-07,109.79,54.27,169.48,105.88,56.49,0.00,0.00,112.99,0.00,0.00,0.00,0.00,106.21,110.52
1976-04-08,66.12,42.53,88.55,64.65,44.28,0.00,0.00,44.28,0.00,0.00,0.00,0.00,63.20,62.30
1976-04-09,91.66,111.80,58.19,93.85,58.19,0.00,0.00,0.00,58.19,0.00,0.00,0.00,83.07,109.86
1976-04-10,78.26,94.83,0.00,83.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,88.79,63.53
1976-04-11,61.57,49.56,57.33,61.85,57.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75.85,56.08
1976-04-12,111.73,59.96,0.00,119.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,130.40,112.48
1976-04-13,106.65,150.24,65.17,109.36,0.00,65.17,0.00,0.00,0.00,0.00,65.17,0.00,83.95,118.55
1976-04-14,106.91,48.98,127.47,105.57,127.47,0.00,63.74,0.00,0.00,0.00,0.00,0.00,122.05,89.69
1976-04-15,80.94,69.10,0.00,86.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,109.58,55.55
1976-04-16,95.83,135.33,352.23,79.07,281.78,0.00,0.00,0.00,70.45,0.00,0.00,0.00,104.24,90.67
1976-04-17,66.09,79.80,0.00,70.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.85,74.45
1976-04-18,59.75,54.30,31.41,61.60,31.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73.27,43.12
1976-04-19,137.99,132.53,153.31,136.98,153.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,162.79,115.76
1976-04-20,121.84,218.56,133.85,121.06,0.00,0.00,0.00,0.00,66.92,0.00,0.00,0.00,116.50,133.22
1976-04-21,88.98,62.36,0.00,94.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.42,102.51
1976-04-22,91.53,71.63,124.29,89.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.99,86.74
1976-04-23,111.31,45.95,59.79,114.68,0.00,0.00,59.79,0.00,59.79,0.00,0.00,0.00,135.32,86.20
1976-04-24,52.59,55.32,0.00,56.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.40,55.06
1976-04-25,35.71,54.09,28.16,36.20,28.16,0.00,0.00,0.00,28.16,0.00,0.00,0.00,48.03,21.26
1976-04-26,95.31,125.88,0.00,101.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,131.81,62.47
1976-04-27,76.96,101.64,0.00,81.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,96.19,56.49
1976-04-28,87.47,91.27,0.00,93.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,124.06,36.69
1976-04-29,39.74,81.13,0.00,42.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.88,23.19
1976-04-30,76.35,60.59,0.00,81.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78.70,70.37
1976-05-01,66.88,43.32,75.16,66.34,37.58,0.00,0.00,0.00,0.00,0.00,0.00,37.58,80.47,49.66
1976-05-02,60.74,42.93,31.93,62.62,31.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.02,59.17
1976-05-03,88.98,44.77,0.00,94.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78.43,95.98
1976-05-04,70.66,61.45,63.97,71.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.36,87.83
1976-05-05,92.91,79.32,58.98,95.12,58.98,58.98,0.00,0.00,0.00,0.00,0.00,0.00,115.00,64.78
1976-05-06,82.50,95.76,0.00,87.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85.19,76.21
1976-05-07,74.33,176.97,0.00,79.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,96.22,40.40
1976-05-08,51.23,66.36,0.00,54.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.65,34.08
1976-05-09,44.57,45.87,29.85,45.53,29.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.11,33.80
1976-05-10,103.34,67.39,0.00,110.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,122.14,84.28
1976-05-11,81.01,69.16,0.00,86.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.18,78.26
1976-05-12,75.13,46.27,0.00,80.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85.94,66.13
1976-05-13,55.73,67.53,87.88,53.63,87.88,0.00,0.00,0.00,43.94,0.00,0.00,0.00,56.60,48.26
1976-05-14,107.49,180.95,115.67,106.96,0.00,0.00,115.67,0.00,49.57,0.00,0.00,0.00,144.98,57.85
1976-05-15,75.45,130.94,40.09,77.76,0.00,0.00,0.00,0.00,40.09,40.09,0.00,0.00,99.11,74.31
1976-05-16,67.11,49.43,0.00,71.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82.86,48.57
1976-05-17,129.30,81.86,165.72,126.92,94.69,71.02,71.02,0.00,0.00,0.00,0.00,0.00,108.80,146.26
1976-05-18,95.63,112.26,0.00,101.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74.60,102.51
1976-05-19,98.10,70.87,61.48,100.50,61.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,107.03,88.63
1976-05-20,80.78,110.63,0.00,86.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.66,73.42
1976-05-21,80.14,117.29,50.88,82.05,50.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,124.00,50.64
1976-05-22,65.14,116.52,151.64,59.48,151.64,75.82,0.00,0.00,0.00,0.00,0.00,0.00,76.55,57.25
1976-05-23,66.24,81.39,0.00,70.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75.86,48.82
1976-05-24,100.78,93.97,69.88,102.80,69.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.53,91.14
1976-05-25,80.73,103.38,119.59,78.19,119.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,81.19,69.78
1976-05-26,94.76,79.86,59.39,97.07,59.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,88.91,85.61
1976-05-27,68.05,40.96,42.65,69.71,0.00,0.00,0.00,0.00,0.00,42.65,0.00,0.00,84.63,43.91
1976-05-28,79.93,70.06,104.19,78.34,104.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.06,67.95
1976-05-29,82.90,118.48,205.57,74.88,88.10,44.05,0.00,0.00,44.05,0.00,0.00,0.00,99.69,55.94
1976-05-30,63.22,45.17,0.00,67.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.31,50.73
1976-05-31,100.62,42.31,146.84,97.60,73.42,0.00,0.00,0.00,73.42,73.42,0.00,0.00,71.57,95.76
1976-06-01,94.05,135.88,0.00,100.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76.34,109.25
1976-06-02,117.83,115.27,120.00,117.69,120.00,120.00,0.00,0.00,60.00,0.00,0.00,0.00,116.98,111.21
1976-06-03,83.30,118.54,123.41,80.68,123.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83.07,88.95
1976-06-04,105.63,75.48,56.13,108.87,56.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,101.62,105.96
1976-06-05,78.17,101.53,40.65,80.63,40.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79.26,80.93
1976-06-06,74.04,58.83,27.84,77.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.11,74.53
1976-06-07,88.59,118.85,154.67,84.27,154.67,0.00,0.00,0.00,77.33,0.00,0.00,0.00,80.77,98.21
1976-06-08,92.64,160.27,59.59,94.80,59.59,0.00,0.00,0.00,59.59,0.00,0.00,0.00,68.46,122.72
1976-06-09,122.28,113.70,59.18,126.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78.30,152.35
1976-06-10,75.73,55.32,41.14,77.99,41.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.99,103.07
1976-06-11,92.32,96.33,100.29,91.80,100.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108.24,89.50
1976-06-12,98.40,56.25,334.62,82.95,334.62,167.31,0.00,0.00,0.00,125.48,0.00,0.00,99.03,116.28
1976-06-13,51.82,52.14,0.00,55.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.90,60.03
1976-06-14,105.23,87.20,75.65,107.17,75.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79.02,111.65
1976-06-15,131.14,117.29,0.00,139.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,110.53,134.11
1976-06-16,119.07,108.22,0.00,126.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,132.93,107.41
1976-06-17,94.97,48.21,237.02,85.69,153.37,0.00,41.83,0.00,0.00,0.00,41.83,0.00,72.81,96.19
1976-06-18,120.25,124.22,117.57,120.43,117.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,102.33,137.20
1976-06-19,99.33,101.06,0.00,105.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.81,122.22
1976-06-20,72.42,69.16,70.00,72.57,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.76,73.11
1976-06-21,139.42,123.23,0.00,148.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,111.67,140.36
1976-06-22,104.99,72.15,62.59,107.76,62.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.63,120.30
1976-06-23,79.23,34.34,0.00,84.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.39,87.95
1976-06-24,77.66,69.46,90.39,76.83,0.00,0.00,0.00,0.00,90.39,0.00,0.00,0.00,89.69,52.74
1976-06-25,85.73,61.15,123.78,83.24,70.73,0.00,0.00,0.00,70.73,70.73,0.00,0.00,70.18,80.11
1976-06-26,71.35,53.30,39.64,73.42,39.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84.18,59.86
1976-06-27,51.69,43.01,0.00,55.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.68,48.30
1976-06-28,105.41,57.39,0.00,112.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,104.00,120.47
1976-06-29,104.08,48.27,0.00,110.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.85,118.58
1976-06-30,129.77,116.07,60.42,134.30,60.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,149.35,132.71
1976-07-01,74.74,61.42,137.01,70.67,137.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.01,94.05
1976-07-02,98.27,78.78,195.29,91.93,136.70,0.00,0.00,0.00,58.59,0.00,0.00,0.00,99.95,102.55
1976-07-03,100.52,144.50,0.00,107.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.83,132.52
1976-07-04,65.60,39.33,79.61,64.69,79.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.45,92.51
1976-07-05,191.53,270.60,165.72,193.22,165.72,0.00,0.00,0.00,82.86,0.00,0.00,0.00,77.89,287.23
1976-07-06,149.26,154.04,0.00,159.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.58,209.16
1976-07-07,109.52,159.18,0.00,116.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.86,159.69
1976-07-08,83.32,68.05,0.00,88.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78.62,97.26
1976-07-09,102.25,133.71,168.73,97.91,168.73,0.00,84.36,0.00,0.00,0.00,0.00,0.00,101.33,106.41
1976-07-10,82.70,157.31,68.24,83.65,68.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.58,103.63
1976-07-11,88.67,101.84,135.13,85.63,135.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.57,110.24
1976-07-12,128.14,120.34,69.60,131.97,0.00,0.00,0.00,0.00,69.60,0.00,0.00,0.00,99.35,172.00
1976-07-13,111.72,158.60,63.50,114.87,63.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,97.28,124.24
1976-07-14,99.81,67.76,0.00,106.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,77.77,112.99
1976-07-15,45.42,95.76,45.31,45.43,45.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.55,51.32
1976-07-16,86.32,70.06,191.02,79.48,138.92,0.00,0.00,0.00,138.92,0.00,0.00,0.00,97.94,84.04
1976-07-17,78.03,107.03,42.86,80.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,77.59,83.85
1976-07-18,77.05,64.04,133.33,73.37,66.67,0.00,33.33,0.00,33.33,0.00,33.33,0.00,92.84,69.79
1976-07-19,147.75,94.61,0.00,157.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120.02,188.74
1976-07-20,121.37,64.04,133.33,120.59,66.67,66.67,0.00,0.00,0.00,0.00,66.67,0.00,83.56,151.02
1976-07-21,96.84,98.32,63.97,98.99,63.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86.86,98.80
1976-07-22,92.18,68.57,44.62,95.29,0.00,0.00,0.00,0.00,0.00,0.00,44.62,0.00,66.79,116.38
1976-07-23,107.22,114.19,270.19,96.57,162.11,0.00,0.00,0.00,54.04,54.04,0.00,0.00,101.59,122.41
1976-07-24,75.40,41.17,342.86,57.91,214.29,0.00,85.71,0.00,0.00,42.86,0.00,0.00,83.56,63.25
1976-07-25,73.99,62.60,130.34,70.30,32.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.53,88.35
1976-07-26,116.57,102.18,329.26,102.67,151.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82.01,122.57
1976-07-27,112.56,71.43,0.00,119.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,113.91,114.85
1976-07-28,85.54,90.69,202.33,77.90,67.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79.83,92.59
1976-07-29,75.24,63.41,94.31,73.99,47.15,0.00,47.15,0.00,0.00,0.00,0.00,0.00,62.39,87.40
1976-07-30,102.21,112.93,176.35,97.36,117.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,118.71,68.60
1976-07-31,58.82,112.36,48.74,59.48,48.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79.76,45.17
1976-08-01,81.98,46.06,0.00,87.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85.86,69.36
1976-08-02,109.76,161.98,0.00,116.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,101.41,144.70
1976-08-03,104.52,132.65,0.00,111.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,117.80,94.80
1976-08-04,83.19,102.46,0.00,88.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78.92,80.09
1976-08-05,82.68,40.86,212.72,74.17,127.63,42.54,0.00,0.00,0.00,0.00,0.00,0.00,78.50,81.77
1976-08-06,105.92,69.40,301.04,93.16,240.83,60.21,60.21,0.00,60.21,0.00,0.00,0.00,88.04,101.26
1976-08-07,94.71,87.97,254.39,84.27,203.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.34,106.52
1976-08-08,67.64,76.99,33.40,69.87,33.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74.42,53.88
1976-08-09,138.17,183.36,146.84,137.60,0.00,0.00,0.00,0.00,73.42,0.00,0.00,0.00,120.14,158.75
1976-08-10,128.08,139.28,131.82,127.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,123.91,113.11
1976-08-11,132.32,186.40,517.48,107.14,323.42,0.00,0.00,0.00,64.68,0.00,0.00,0.00,155.39,99.91
1976-08-12,109.30,149.15,137.01,107.49,137.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79.50,123.83
1976-08-13,108.23,136.22,109.09,108.18,54.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.77,136.67
1976-08-14,83.22,197.74,98.03,82.25,49.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.44,85.80
1976-08-15,85.50,87.15,162.01,80.50,64.80,32.40,0.00,0.00,32.40,0.00,0.00,32.40,85.74,90.08
1976-08-16,108.57,167.78,0.00,115.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,105.26,129.13
1976-08-17,90.07,95.51,71.02,91.32,71.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.23,104.82
1976-08-18,73.08,114.39,0.00,77.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76.01,54.50
1976-08-19,81.61,129.28,64.09,82.76,64.09,0.00,0.00,0.00,64.09,0.00,0.00,0.00,45.18,107.23
1976-08-20,137.99,133.71,374.77,122.51,267.69,160.62,0.00,0.00,53.54,53.54,0.00,0.00,117.43,169.06
1976-08-21,65.24,144.16,0.00,69.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.99,77.27
