Date,GPR_AI,GPR_AER,GPR_OIL,GPR_NONOIL,GPR_OIL_MiddleEast,GPR_OIL_Russia,GPR_OIL_USA,GPR_OIL_Venezuela,GPR_OIL_Africa,GPR_OIL_Americas,GPR_OIL_Asia,GPR_OIL_NorthSea,THREATS_GPR_AI,ACTS_GPR_AI
2000-10-04,58.83,41.96,0.00,62.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.50,59.97
2000-10-05,56.48,22.86,0.00,60.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.78,69.44
2000-10-06,67.32,58.54,0.00,71.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.17,78.44
2000-10-07,92.05,76.84,50.00,94.80,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,69.63,109.83
2000-10-08,69.52,45.70,101.95,67.40,101.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.24,97.98
2000-10-09,104.76,100.62,58.19,107.80,58.19,0.00,0.00,0.00,58.19,0.00,0.00,0.00,139.80,121.84
2000-10-10,115.33,65.36,307.82,102.75,307.82,0.00,0.00,0.00,48.60,0.00,0.00,0.00,113.38,136.79
2000-10-11,80.70,60.90,35.22,83.67,35.22,0.00,35.22,0.00,0.00,0.00,0.00,0.00,95.65,83.42
2000-10-12,59.32,28.09,89.36,57.36,89.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71.27,56.88
2000-10-13,136.80,110.46,453.92,116.07,363.13,0.00,60.52,0.00,0.00,151.31,0.00,0.00,120.11,180.72
2000-10-14,168.82,171.91,248.57,163.60,198.86,0.00,49.71,0.00,0.00,49.71,0.00,0.00,164.43,206.47
2000-10-15,85.55,84.78,196.14,78.32,133.09,0.00,21.01,0.00,21.01,63.04,21.01,0.00,88.53,111.08
2000-10-16,125.03,56.82,49.29,129.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.54,145.50
2000-10-17,138.67,132.71,172.71,136.44,86.35,0.00,0.00,0.00,43.18,0.00,43.18,0.00,103.72,173.38
2000-10-18,84.38,33.29,103.98,83.09,103.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.41,97.55
2000-10-19,70.65,41.99,43.72,72.41,43.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.99,86.28
2000-10-20,71.19,64.70,196.45,63.00,168.39,0.00,28.06,0.00,0.00,0.00,0.00,0.00,66.44,87.66
2000-10-21,103.01,118.09,94.57,103.56,94.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.21,137.13
2000-10-22,55.08,47.02,111.25,51.40,111.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.45,68.73
2000-10-23,99.84,132.49,106.10,99.43,106.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,107.12,103.78
2000-10-24,95.79,88.20,45.91,99.06,45.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,110.29,92.97
2000-10-25,63.92,52.97,30.63,66.09,30.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.66,77.81
2000-10-26,56.38,58.33,0.00,60.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.36,60.12
2000-10-27,60.26,29.48,0.00,64.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.94,65.30
2000-10-28,76.48,36.83,143.80,72.08,95.87,0.00,0.00,0.00,0.00,47.93,0.00,0.00,48.40,113.52
2000-10-29,61.86,48.92,70.73,61.27,70.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.30,70.28
2000-10-30,97.28,75.24,111.90,96.33,55.95,0.00,0.00,0.00,0.00,0.00,55.95,0.00,85.71,113.30
2000-10-31,76.94,47.64,137.77,72.96,41.33,0.00,0.00,41.33,55.11,41.33,0.00,0.00,61.88,93.63
2000-11-01,48.80,47.18,35.08,49.69,35.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.75,52.98
2000-11-02,40.64,17.55,45.67,40.31,0.00,0.00,0.00,22.83,0.00,22.83,22.83,0.00,30.21,44.67
2000-11-03,41.33,52.14,0.00,44.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.10,59.00
2000-11-04,47.33,37.04,48.20,47.27,48.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.95,61.21
2000-11-05,43.04,24.25,63.12,41.73,42.08,0.00,0.00,0.00,0.00,0.00,21.04,0.00,53.47,42.61
2000-11-06,63.18,49.45,0.00,67.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.32,74.21
2000-11-07,40.08,26.89,0.00,42.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.10,36.83
2000-11-08,42.71,46.80,34.80,43.23,34.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.46,40.61
2000-11-09,26.20,16.97,0.00,27.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.68,34.86
2000-11-10,51.02,23.09,60.10,50.43,60.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.69,57.76
2000-11-11,68.20,40.03,69.46,68.12,0.00,0.00,0.00,0.00,0.00,0.00,69.46,0.00,87.06,76.89
2000-11-12,40.17,24.34,42.23,40.04,42.23,21.12,0.00,0.00,21.12,0.00,21.12,0.00,36.02,49.28
2000-11-13,54.41,31.94,0.00,57.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.02,62.76
2000-11-14,66.14,40.86,42.54,67.68,42.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.25,74.47
2000-11-15,53.49,31.01,43.04,54.17,0.00,0.00,0.00,0.00,0.00,0.00,43.04,0.00,57.32,48.75
2000-11-16,27.53,68.03,0.00,29.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.37,29.98
2000-11-17,36.28,29.37,61.16,34.66,30.58,0.00,0.00,0.00,30.58,0.00,0.00,0.00,41.52,30.44
2000-11-18,62.75,40.64,105.78,59.94,105.78,0.00,52.89,0.00,0.00,0.00,0.00,0.00,62.61,54.46
2000-11-19,40.87,51.98,41.63,40.82,41.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.58,41.43
2000-11-20,54.14,56.50,0.00,57.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.90,63.93
2000-11-21,59.02,34.11,44.39,59.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.45,60.94
2000-11-22,63.16,32.06,0.00,67.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.37,68.74
2000-11-23,30.51,47.75,49.71,29.25,24.86,24.86,0.00,0.00,0.00,24.86,0.00,0.00,34.62,33.27
2000-11-24,77.63,68.78,0.00,82.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84.76,83.56
2000-11-25,91.01,75.97,131.82,88.34,0.00,0.00,0.00,0.00,0.00,0.00,65.91,0.00,125.06,89.36
2000-11-26,38.17,21.59,0.00,40.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.83,40.12
2000-11-27,64.27,23.21,0.00,68.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.45,74.65
2000-11-28,56.15,71.50,0.00,59.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.41,54.29
2000-11-29,44.77,62.03,0.00,47.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.47,46.79
2000-11-30,46.47,41.78,0.00,49.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.44,52.26
2000-12-01,50.75,6.27,0.00,54.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.46,52.66
2000-12-02,51.45,98.61,102.66,48.10,51.33,0.00,0.00,0.00,0.00,51.33,0.00,0.00,35.74,63.42
2000-12-03,35.19,33.47,21.78,36.07,21.78,0.00,0.00,0.00,21.78,0.00,0.00,0.00,41.70,33.64
2000-12-04,56.43,30.57,53.05,56.65,53.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.56,50.98
2000-12-05,51.85,24.76,85.93,49.63,42.96,0.00,0.00,0.00,0.00,42.96,0.00,0.00,52.35,57.51
2000-12-06,62.72,56.78,36.94,64.41,36.94,36.94,0.00,0.00,0.00,36.94,0.00,0.00,56.59,68.47
2000-12-07,40.54,17.71,46.09,40.18,23.05,23.05,0.00,0.00,23.05,0.00,0.00,0.00,35.31,49.83
2000-12-08,60.18,36.07,31.30,62.07,31.30,31.30,0.00,0.00,0.00,31.30,0.00,0.00,42.49,61.23
2000-12-09,70.17,38.20,0.00,74.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.46,76.78
2000-12-10,51.10,56.93,21.17,53.05,21.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.85,50.13
2000-12-11,62.88,52.72,54.89,63.40,54.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.95,69.71
2000-12-12,65.12,50.27,43.61,66.53,43.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.77,71.85
2000-12-13,58.84,47.75,0.00,62.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.58,57.28
2000-12-14,32.00,32.36,48.13,30.95,24.07,0.00,0.00,0.00,0.00,24.07,0.00,0.00,23.46,40.48
2000-12-15,52.47,26.64,69.32,51.37,34.66,34.66,0.00,0.00,0.00,69.32,0.00,0.00,67.58,41.64
2000-12-16,61.26,9.92,0.00,65.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.74,69.11
2000-12-17,39.40,38.72,44.79,39.04,0.00,22.39,0.00,22.39,0.00,22.39,0.00,0.00,42.10,31.51
2000-12-18,68.53,62.29,0.00,73.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.90,63.06
2000-12-19,80.90,89.38,46.52,83.14,46.52,46.52,0.00,0.00,0.00,0.00,0.00,0.00,97.19,75.05
2000-12-20,54.08,53.06,39.46,55.03,0.00,0.00,0.00,0.00,0.00,0.00,39.46,0.00,45.33,63.65
2000-12-21,41.05,49.89,23.61,42.19,0.00,23.61,0.00,0.00,0.00,0.00,23.61,0.00,41.92,42.95
2000-12-22,45.70,30.22,0.00,48.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.30,47.52
2000-12-23,51.99,25.04,65.17,51.13,65.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.23,60.39
2000-12-24,47.48,53.60,25.36,48.92,0.00,0.00,0.00,0.00,25.36,0.00,0.00,0.00,49.90,40.48
2000-12-25,100.03,36.60,0.00,106.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.65,98.08
2000-12-26,80.46,38.42,66.67,81.36,0.00,0.00,0.00,0.00,0.00,66.67,0.00,0.00,78.92,80.09
2000-12-27,53.59,56.98,0.00,57.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.52,47.51
2000-12-28,25.51,15.97,0.00,27.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.69,10.46
2000-12-29,55.18,43.79,37.99,56.30,37.99,37.99,0.00,0.00,0.00,0.00,0.00,0.00,78.04,36.51
2000-12-30,77.63,68.78,0.00,82.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.86,103.22
2000-12-31,41.84,34.82,0.00,44.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.36,42.66
2001-01-01,73.73,35.81,0.00,78.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.23,85.32
2001-01-02,76.80,68.69,0.00,81.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.31,104.31
2001-01-03,44.82,8.25,0.00,47.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.35,33.92
2001-01-04,34.99,46.21,26.73,35.53,0.00,0.00,0.00,0.00,26.73,0.00,0.00,0.00,42.81,22.02
2001-01-05,50.96,42.22,0.00,54.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.22,32.69
2001-01-06,46.04,63.27,0.00,49.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.71,18.84
2001-01-07,51.60,41.42,0.00,54.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.31,43.66
2001-01-08,89.27,42.99,242.45,79.26,0.00,55.95,0.00,0.00,111.90,74.60,55.95,0.00,103.24,65.29
2001-01-09,68.20,52.64,137.01,63.70,45.67,45.67,0.00,0.00,45.67,0.00,0.00,0.00,77.91,65.83
2001-01-10,49.65,35.87,0.00,52.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.00,41.01
2001-01-11,48.56,37.61,0.00,51.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.68,39.48
2001-01-12,42.34,23.05,30.00,43.15,30.00,30.00,0.00,0.00,0.00,0.00,30.00,0.00,49.09,38.10
2001-01-13,64.28,55.90,77.59,63.41,0.00,0.00,0.00,0.00,77.59,0.00,0.00,0.00,54.70,59.92
2001-01-14,45.06,59.84,0.00,48.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.35,32.84
2001-01-15,55.15,35.31,61.27,54.75,0.00,0.00,0.00,0.00,0.00,61.27,0.00,0.00,66.13,54.67
2001-01-16,47.53,62.29,54.04,47.11,54.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.20,33.38
2001-01-17,54.93,56.54,36.79,56.12,0.00,0.00,0.00,0.00,36.79,0.00,0.00,0.00,43.55,59.34
2001-01-18,40.44,22.08,68.96,38.57,0.00,0.00,0.00,0.00,68.96,0.00,0.00,0.00,47.22,41.81
2001-01-19,51.03,41.41,30.80,52.35,0.00,0.00,0.00,0.00,30.80,0.00,0.00,0.00,45.03,51.79
2001-01-20,59.48,154.68,178.92,51.67,134.19,44.73,0.00,44.73,89.46,44.73,0.00,0.00,51.39,78.30
2001-01-21,30.62,15.97,0.00,32.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.40,28.54
2001-01-22,48.59,22.82,118.77,44.00,59.39,0.00,0.00,0.00,0.00,59.39,0.00,0.00,51.69,50.96
2001-01-23,74.35,43.64,45.43,76.24,45.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83.83,74.85
2001-01-24,61.42,41.70,36.17,63.07,36.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.34,80.70
2001-01-25,32.22,13.76,0.00,34.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.07,35.23
2001-01-26,41.05,28.77,0.00,43.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.88,38.03
2001-01-27,65.95,78.65,0.00,70.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.71,54.45
2001-01-28,28.55,17.30,22.51,28.94,22.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.05,19.31
2001-01-29,82.89,57.24,139.04,79.22,79.45,59.59,0.00,0.00,0.00,0.00,0.00,0.00,97.51,87.95
2001-01-30,40.89,26.18,45.43,40.59,45.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.29,48.34
2001-01-31,46.26,44.18,0.00,49.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.37,44.73
2001-02-01,38.04,13.23,0.00,40.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.17,38.61
2001-02-02,46.99,18.13,62.93,45.94,0.00,0.00,0.00,0.00,31.46,31.46,0.00,0.00,50.39,45.36
2001-02-03,56.37,9.80,51.03,56.71,0.00,0.00,0.00,0.00,51.03,0.00,0.00,0.00,78.17,56.04
2001-02-04,49.23,27.74,24.07,50.88,24.07,24.07,0.00,0.00,0.00,0.00,24.07,0.00,59.49,38.00
2001-02-05,81.85,46.59,121.26,79.28,121.26,0.00,0.00,0.00,0.00,60.63,0.00,0.00,97.10,62.43
2001-02-06,63.81,37.45,0.00,67.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.39,65.24
2001-02-07,62.68,7.27,75.65,61.83,75.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84.29,38.95
2001-02-08,48.67,13.85,0.00,51.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.45,32.17
2001-02-09,53.16,18.96,65.79,52.33,32.89,0.00,0.00,0.00,0.00,32.89,0.00,0.00,57.26,46.29
2001-02-10,62.04,81.78,0.00,66.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79.66,45.66
2001-02-11,38.62,43.70,22.75,39.66,22.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.10,24.98
2001-02-12,71.19,55.71,0.00,75.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.46,81.62
2001-02-13,73.17,46.43,96.67,71.63,0.00,0.00,0.00,48.33,0.00,96.67,0.00,0.00,79.09,71.33
2001-02-14,63.21,21.20,36.79,64.94,0.00,0.00,0.00,0.00,0.00,36.79,0.00,0.00,46.11,84.59
2001-02-15,40.72,35.99,70.26,38.79,23.42,0.00,46.84,0.00,0.00,46.84,0.00,0.00,24.46,51.44
2001-02-16,40.45,23.38,0.00,43.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.66,42.81
2001-02-17,108.73,134.87,250.72,99.45,200.58,0.00,50.14,0.00,0.00,50.14,0.00,0.00,94.28,120.48
2001-02-18,46.22,48.68,63.35,45.10,42.23,0.00,0.00,0.00,0.00,21.12,0.00,0.00,41.91,51.46
2001-02-19,73.47,71.38,61.92,74.22,61.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.52,91.39
2001-02-20,70.75,30.67,0.00,75.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.40,82.19
2001-02-21,75.14,29.71,38.67,77.53,38.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.77,80.96
2001-02-22,30.50,17.90,0.00,32.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.57,33.58
2001-02-23,63.47,24.58,0.00,67.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.68,60.38
2001-02-24,70.09,102.85,53.54,71.17,53.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.46,84.53
2001-02-25,52.14,28.33,42.13,52.80,0.00,0.00,0.00,0.00,0.00,42.13,0.00,0.00,52.07,54.95
2001-02-26,92.91,33.99,0.00,98.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,106.79,80.98
2001-02-27,69.13,35.09,0.00,73.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.42,75.24
2001-02-28,67.26,42.58,0.00,71.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.46,57.06
2001-03-01,30.68,22.86,23.80,31.13,23.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.66,31.86
2001-03-02,54.47,40.69,90.78,52.10,30.26,30.26,30.26,0.00,0.00,30.26,30.26,0.00,44.25,62.32
2001-03-03,68.86,69.64,0.00,73.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68.51,63.99
2001-03-04,48.39,29.73,0.00,51.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.72,54.64
2001-03-05,75.92,35.06,0.00,80.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.31,89.79
2001-03-06,59.32,17.69,0.00,63.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.31,66.36
2001-03-07,50.53,56.66,0.00,53.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73.16,20.24
2001-03-08,43.92,23.71,49.36,43.57,49.36,0.00,0.00,0.00,0.00,0.00,24.68,0.00,46.40,44.90
2001-03-09,57.22,31.24,32.52,58.83,0.00,0.00,0.00,0.00,0.00,0.00,32.52,0.00,64.54,55.81
2001-03-10,83.49,41.27,53.70,85.44,53.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86.01,75.57
2001-03-11,53.64,38.42,22.22,55.70,0.00,0.00,0.00,22.22,0.00,22.22,0.00,0.00,67.31,40.42
2001-03-12,62.26,33.10,0.00,66.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.98,49.28
2001-03-13,86.72,66.29,197.17,79.49,197.17,197.17,0.00,0.00,0.00,0.00,0.00,0.00,87.52,94.74
2001-03-14,60.40,52.94,39.37,61.77,0.00,0.00,0.00,0.00,0.00,0.00,39.37,0.00,52.08,77.02
2001-03-15,36.82,41.50,24.00,37.66,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.45,32.95
2001-03-16,46.48,62.36,32.46,47.40,0.00,0.00,0.00,0.00,32.46,0.00,0.00,0.00,33.91,52.37
2001-03-17,81.64,71.56,159.63,76.54,106.42,53.21,0.00,0.00,0.00,53.21,0.00,0.00,64.84,93.14
2001-03-18,36.48,29.25,0.00,38.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.02,41.81
2001-03-19,71.67,44.87,58.39,72.53,58.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.95,74.15
2001-03-20,81.20,17.73,46.15,83.49,0.00,0.00,0.00,46.15,0.00,46.15,0.00,0.00,89.99,69.70
2001-03-21,49.73,40.03,0.00,52.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.55,33.38
2001-03-22,37.08,34.82,22.66,38.02,0.00,0.00,0.00,0.00,22.66,0.00,0.00,0.00,36.29,44.32
2001-03-23,67.07,37.42,0.00,71.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73.47,76.88
2001-03-24,85.80,76.22,132.25,82.76,0.00,0.00,0.00,0.00,0.00,0.00,132.25,0.00,100.64,89.48
2001-03-25,45.17,59.39,44.16,45.24,0.00,22.08,0.00,0.00,0.00,0.00,22.08,0.00,48.43,42.44
2001-03-26,93.28,92.21,0.00,99.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,112.81,70.02
2001-03-27,68.16,62.23,0.00,72.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.50,58.77
2001-03-28,66.79,38.25,39.82,68.55,39.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76.25,83.36
2001-03-29,50.71,27.47,0.00,54.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.13,48.27
2001-03-30,59.00,54.21,125.41,54.66,94.05,0.00,0.00,0.00,31.35,0.00,0.00,0.00,65.49,53.80
2001-03-31,94.85,82.65,0.00,101.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.91,119.77
2001-04-01,54.28,37.61,21.75,56.41,0.00,0.00,0.00,0.00,21.75,21.75,0.00,0.00,44.68,61.96
2001-04-02,72.68,20.08,52.25,74.02,52.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.31,69.94
2001-04-03,109.14,36.94,0.00,116.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,102.08,135.28
2001-04-04,99.06,47.30,123.11,97.49,41.04,0.00,0.00,0.00,0.00,0.00,82.08,0.00,108.59,105.64
2001-04-05,54.45,42.61,24.65,56.40,0.00,0.00,0.00,0.00,0.00,0.00,24.65,0.00,55.78,58.37
2001-04-06,63.18,24.85,0.00,67.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.62,65.49
2001-04-07,81.36,42.45,0.00,86.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.08,109.96
2001-04-08,60.57,26.25,22.78,63.04,0.00,0.00,0.00,0.00,0.00,0.00,22.78,0.00,67.40,59.41
2001-04-09,88.34,36.60,0.00,94.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.65,76.29
2001-04-10,83.39,47.75,99.43,82.34,99.43,99.43,0.00,0.00,0.00,0.00,99.43,0.00,96.93,68.25
2001-04-11,90.70,16.07,0.00,96.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,96.11,81.83
2001-04-12,64.17,36.05,0.00,68.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.94,77.30
2001-04-13,73.90,44.57,0.00,78.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.54,97.83
2001-04-14,98.28,74.84,0.00,104.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108.50,102.51
2001-04-15,61.54,46.23,0.00,65.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.44,75.99
2001-04-16,128.96,72.67,189.13,125.03,126.09,0.00,0.00,0.00,0.00,0.00,126.09,0.00,136.09,125.50
2001-04-17,91.24,56.50,98.03,90.80,0.00,0.00,0.00,0.00,49.01,49.01,0.00,0.00,97.27,99.26
2001-04-18,71.66,51.77,153.98,66.28,76.99,0.00,0.00,0.00,0.00,115.49,0.00,0.00,69.69,84.56
2001-04-19,47.59,37.24,0.00,50.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.91,60.72
2001-04-20,53.29,37.07,32.16,54.67,32.16,0.00,0.00,0.00,0.00,32.16,0.00,0.00,68.31,44.16
2001-04-21,87.93,39.79,0.00,93.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.16,65.76
2001-04-22,47.37,29.66,44.11,47.58,22.05,0.00,0.00,0.00,22.05,0.00,0.00,0.00,41.46,47.69
2001-04-23,98.19,69.16,0.00,104.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75.20,102.97
2001-04-24,74.63,17.97,0.00,79.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.88,78.67
2001-04-25,61.20,68.06,0.00,65.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71.27,52.70
2001-04-26,37.55,34.77,0.00,40.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,39.05
2001-04-27,42.95,36.67,0.00,45.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.62,34.94
2001-04-28,104.88,69.64,0.00,111.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,106.38,99.54
2001-04-29,50.24,52.92,45.91,50.53,0.00,0.00,22.96,0.00,22.96,0.00,22.96,0.00,47.15,45.70
2001-04-30,87.09,47.41,61.70,88.75,0.00,61.70,0.00,0.00,0.00,0.00,0.00,0.00,105.26,84.71
2001-05-01,75.99,46.95,97.75,74.56,97.75,0.00,0.00,0.00,0.00,97.75,0.00,0.00,51.05,83.88
2001-05-02,85.69,89.41,35.80,88.95,0.00,35.80,35.80,0.00,35.80,0.00,0.00,0.00,84.76,77.42
2001-05-03,49.41,47.35,24.65,51.03,24.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.77,43.99
2001-05-04,56.13,53.92,31.18,57.77,31.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.11,58.87
2001-05-05,71.19,30.86,0.00,75.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74.56,67.99
2001-05-06,48.00,42.53,44.28,48.25,0.00,22.14,0.00,0.00,22.14,0.00,22.14,0.00,55.49,47.11
2001-05-07,114.50,81.82,0.00,121.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,105.91,131.55
2001-05-08,87.49,65.36,48.60,90.04,0.00,0.00,48.60,0.00,48.60,0.00,0.00,0.00,76.15,86.75
2001-05-09,78.01,61.05,0.00,83.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85.75,57.27
2001-05-10,43.55,70.69,26.28,44.68,26.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.43,47.81
