Date,GPR_AI,GPR_AER,GPR_OIL,GPR_NONOIL
2013-02-01,86.96,91.98,83.04,87.21
2013-03-01,83.03,67.79,83.79,82.98
2013-04-01,109.99,92.51,75.69,112.23
2013-05-01,93.34,92.31,63.15,95.32
2013-06-01,88.76,87.57,71.89,89.87
2013-07-01,81.37,73.78,89.49,80.84
2013-08-01,106.65,92.57,107.64,106.59
2013-09-01,118.48,103.6,112.09,118.89
2013-10-01,88.12,84.08,79.19,88.71
2013-11-01,89.34,90.0,63.54,91.02
2013-12-01,92.9,86.93,160.59,88.47
2014-01-01,99.21,86.61,94.73,99.51
2014-02-01,98.96,79.35,101.43,98.8
2014-03-01,127.36,117.85,179.85,123.93
2014-04-01,100.67,97.37,131.21,98.67
2014-05-01,105.86,90.29,188.9,100.43
2014-06-01,124.05,101.66,162.76,121.52
2014-07-01,143.14,124.84,217.67,138.27
2014-08-01,131.36,118.29,164.52,129.19
2014-09-01,138.7,127.2,216.97,133.58
2014-10-01,105.47,85.65,121.78,104.41
2014-11-01,94.14,84.13,104.31,93.48
2014-12-01,115.05,83.34,159.25,112.16
2015-01-01,127.56,115.04,142.01,126.62
2015-02-01,117.94,117.55,202.91,112.38
2015-03-01,112.11,110.33,147.23,109.81
2015-04-01,111.91,115.33,130.2,110.71
2015-05-01,103.42,85.84,105.31,103.29
2015-06-01,105.4,91.05,94.61,106.11
2015-07-01,119.21,114.5,77.91,121.91
2015-08-01,104.05,95.03,100.23,104.3
2015-09-01,114.93,115.62,81.02,117.15
2015-10-01,103.79,105.93,84.83,105.03
2015-11-01,154.83,146.88,120.83,157.05
2015-12-01,139.17,159.86,130.62,139.72
2016-01-01,117.86,116.2,136.52,116.64
2016-02-01,96.14,94.25,92.43,96.39
2016-03-01,109.98,115.15,71.62,112.49
2016-04-01,88.85,100.52,92.46,88.62
2016-05-01,82.07,92.86,80.02,82.2
2016-06-01,102.62,84.58,38.31,106.82
2016-07-01,119.38,108.06,68.78,122.69
2016-08-01,94.89,94.69,55.87,97.45
2016-09-01,106.37,112.4,88.97,107.51
2016-10-01,90.12,92.99,37.66,93.55
2016-11-01,91.33,91.22,40.93,94.62
2016-12-01,133.27,101.78,93.99,135.84
2017-01-01,114.25,107.21,76.26,116.74
2017-02-01,126.44,125.88,62.27,130.64
2017-03-01,109.7,98.87,43.21,114.05
2017-04-01,133.37,116.58,81.54,136.76
2017-05-01,121.85,98.39,52.63,126.37
2017-06-01,120.42,135.6,65.4,124.01
2017-07-01,110.93,107.93,119.19,110.39
2017-08-01,127.5,142.45,107.55,128.8
2017-09-01,98.62,117.71,153.23,95.05
2017-10-01,107.23,95.2,88.26,108.47
2017-11-01,98.14,76.01,84.37,99.04
2017-12-01,96.78,81.61,80.39,97.85
2018-01-01,98.07,87.62,59.24,100.61
2018-02-01,91.56,74.97,57.93,93.76
2018-03-01,121.87,96.12,103.18,123.09
2018-04-01,115.59,94.01,63.46,119.0
2018-05-01,117.29,103.17,98.64,118.51
2018-06-01,107.09,97.13,43.39,111.25
2018-07-01,120.03,87.54,83.91,122.39
2018-08-01,97.8,93.64,106.0,97.26
2018-09-01,82.77,64.15,67.67,83.75
2018-10-01,114.17,74.35,107.11,114.63
2018-11-01,94.73,64.78,77.45,95.86
2018-12-01,105.94,76.18,78.61,107.73
2019-01-01,107.0,83.53,126.68,105.71
2019-02-01,98.23,94.83,97.29,98.29
2019-03-01,99.74,81.71,97.48,99.89
2019-04-01,96.67,73.39,125.08,94.82
2019-05-01,108.75,94.34,147.48,106.22
2019-06-01,113.23,93.91,218.14,106.37
2019-07-01,101.63,87.84,145.86,98.74
2019-08-01,139.81,121.52,128.29,140.56
2019-09-01,105.07,86.3,248.47,95.69
2019-10-01,124.81,90.59,145.62,123.45
2019-11-01,98.24,80.63,86.78,98.99
2019-12-01,96.49,64.8,88.66,97.0
2020-01-01,146.39,127.37,298.92,136.42
2020-02-01,87.73,79.9,82.47,88.07
2020-03-01,61.93,101.26,44.85,63.05
2020-04-01,42.36,83.85,30.06,43.17
2020-05-01,63.57,89.14,61.5,63.71
2020-06-01,63.83,66.68,43.13,65.18
2020-07-01,73.02,66.61,61.61,73.76
2020-08-01,79.64,60.37,63.56,80.69
2020-09-01,78.64,70.23,43.91,80.91
2020-10-01,68.29,68.61,45.45,69.78
2020-11-01,65.07,62.54,49.62,66.08
2020-12-01,72.59,70.67,30.88,75.31
2021-01-01,80.75,78.22,25.76,84.35
2021-02-01,74.85,67.36,15.32,78.74
2021-03-01,79.37,69.35,63.47,80.41
2021-04-01,78.84,78.42,33.27,81.82
2021-05-01,91.65,94.32,47.19,94.56
2021-06-01,75.52,75.15,33.52,78.27
2021-07-01,81.83,60.73,42.8,84.38
2021-08-01,131.44,76.01,27.93,138.2
2021-09-01,96.74,81.23,20.05,101.76
2021-10-01,78.64,66.86,36.86,81.38
2021-11-01,80.22,65.86,40.16,82.84
2021-12-01,82.46,87.32,51.49,84.49
2022-01-01,99.78,113.37,126.94,98.0
2022-02-01,187.43,158.66,411.31,172.79
2022-03-01,318.93,218.38,736.13,291.65
2022-04-01,211.9,164.0,366.61,201.78
2022-05-01,153.44,127.43,258.88,146.55
2022-06-01,142.16,122.37,243.27,135.55
2022-07-01,144.37,122.4,205.54,140.37
2022-08-01,162.19,148.07,132.29,164.15
2022-09-01,141.02,142.1,195.38,137.47
2022-10-01,153.47,154.69,229.81,148.48
2022-11-01,137.04,120.0,136.17,137.1
2022-12-01,144.59,119.95,129.52,145.57
2023-01-01,119.94,102.66,55.0,124.19
2023-02-01,157.36,122.7,156.91,157.39
2023-03-01,132.63,120.66,93.95,135.16
2023-04-01,134.28,112.46,123.22,135.0
2023-05-01,119.75,109.13,99.81,121.05
2023-06-01,123.59,122.81,92.09,125.65
2023-07-01,124.44,119.48,72.53,127.83
2023-08-01,112.79,96.07,146.71,110.58
2023-09-01,117.35,88.54,87.43,119.3
2023-10-01,242.19,184.25,321.19,237.03
2023-11-01,193.7,179.63,115.88,198.78
2023-12-01,173.86,163.99,184.15,173.18
2024-01-01,161.94,169.48,216.14,158.4
2024-02-01,174.52,155.1,147.24,176.31
2024-03-01,142.41,139.35,101.9,145.06
2024-04-01,172.93,158.51,193.15,171.6
2024-05-01,174.4,151.02,143.65,176.41
2024-06-01,128.28,123.71,76.76,131.65
2024-07-01,138.87,99.2,130.28,139.44
2024-08-01,163.36,153.68,240.59,158.31
2024-09-01,163.06,135.44,170.45,162.58
2024-10-01,163.78,128.45,278.7,156.26
2024-11-01,141.74,141.1,155.51,140.83
2024-12-01,170.84,167.07,187.66,169.74
2025-01-01,168.78,133.97,166.6,168.92
2025-02-01,181.79,124.49,151.98,183.74
2025-03-01,187.92,163.34,177.96,188.57
2025-04-01,179.63,158.22,124.06,183.27
2025-05-01,172.98,184.58,117.82,176.59
2025-06-01,212.69,205.37,444.64,197.52
2025-07-01,151.5,139.66,177.73,149.79
2025-08-01,154.08,151.32,168.78,153.12
2025-09-01,164.41,145.21,163.08,164.5
2025-10-01,174.93,173.66,197.29,173.46
2025-11-01,132.3,112.8,162.59,130.31
2025-12-01,163.92,152.8,202.27,161.41
2026-01-01,198.68,182.01,662.67,168.34
2026-02-01,145.92,140.81,255.03,138.79
2026-03-01,282.18,343.43,1812.43,182.13
