Date,GPR_AI,GPR_AER,GPR_OIL,GPR_NONOIL,GPR_OIL_MiddleEast,GPR_OIL_Russia,GPR_OIL_USA,GPR_OIL_Venezuela,GPR_OIL_Africa,GPR_OIL_Americas,GPR_OIL_Asia,GPR_OIL_NorthSea
1991-06-01,78.55,85.42,35.06,81.39,25.31,2.08,0.0,0.0,2.32,0.0,1.64,0.0
1991-07-01,93.95,106.81,90.82,94.16,79.16,7.51,0.0,0.0,1.41,1.61,0.0,0.0
1991-08-01,110.44,105.98,77.91,112.56,23.2,48.97,0.0,0.0,2.7,1.15,6.74,0.0
1991-09-01,103.19,109.88,66.15,105.61,30.98,24.61,0.85,0.0,1.28,5.7,4.99,0.0
1991-10-01,88.74,101.84,79.2,89.36,34.18,12.65,0.0,3.48,5.44,4.8,3.19,0.0
1991-11-01,93.67,90.22,146.36,90.23,44.55,19.62,2.28,0.0,25.65,0.89,9.97,0.89
1991-12-01,98.14,110.9,88.67,98.76,18.04,40.68,1.11,2.0,15.51,5.32,12.87,0.0
1992-01-01,98.34,103.73,75.58,99.82,32.44,31.3,0.9,0.0,15.75,4.69,25.57,0.0
1992-02-01,87.25,90.91,84.69,87.42,46.8,24.92,7.59,17.08,2.09,5.11,16.35,0.0
1992-03-01,83.72,83.66,67.33,84.79,26.33,16.34,1.09,0.0,10.94,6.62,20.73,0.0
1992-04-01,81.9,102.04,77.44,82.19,22.86,9.95,3.15,7.18,43.96,5.39,5.66,0.0
1992-05-01,88.84,89.55,152.22,84.7,33.23,26.46,0.0,0.0,11.83,5.57,33.92,0.0
1992-06-01,93.72,105.5,33.35,97.66,7.94,0.0,0.0,0.0,0.0,1.26,12.33,0.0
1992-07-01,95.97,86.78,89.74,96.38,67.55,13.99,0.0,0.0,8.77,1.33,5.89,0.0
1992-08-01,102.93,89.71,124.55,101.51,82.04,12.59,0.0,0.0,1.42,0.96,3.67,0.0
1992-09-01,87.87,85.51,31.48,91.56,15.95,1.72,0.0,0.0,0.0,0.0,7.37,0.0
1992-10-01,79.55,75.14,50.69,81.43,36.17,2.92,1.99,0.0,1.71,1.99,6.36,0.0
1992-11-01,99.22,111.49,194.39,92.99,56.88,46.12,1.79,10.75,48.25,38.69,5.82,0.0
1992-12-01,131.65,90.33,79.96,135.03,36.34,9.26,0.0,4.09,2.19,4.84,32.36,0.0
1993-01-01,110.43,133.41,170.8,106.49,115.58,13.55,0.0,0.0,35.72,0.0,12.49,8.77
1993-02-01,93.84,96.64,103.96,93.17,39.3,18.28,0.0,0.0,34.31,7.24,7.93,0.0
1993-03-01,116.68,99.47,142.73,114.98,59.84,22.09,4.05,0.0,43.92,1.81,5.85,0.0
1993-04-01,101.58,116.09,118.29,100.49,63.67,12.54,2.78,0.0,15.96,3.54,23.74,0.0
1993-05-01,103.53,108.19,129.81,101.82,62.88,18.6,0.0,1.22,30.43,8.04,10.77,0.0
1993-06-01,99.56,108.13,199.99,92.99,55.52,18.14,0.0,0.0,56.13,27.68,53.13,0.0
1993-07-01,110.0,129.25,157.24,106.91,100.21,5.0,4.85,0.0,20.06,0.0,34.16,0.0
1993-08-01,103.52,89.1,96.31,104.0,43.33,18.95,0.0,0.0,45.44,2.6,13.68,0.0
1993-09-01,101.28,94.86,133.54,99.17,57.71,39.68,0.0,0.0,32.77,0.0,5.77,0.0
1993-10-01,107.65,112.15,221.19,100.22,15.95,58.1,1.72,1.03,15.28,37.71,23.6,0.0
1993-11-01,86.08,88.6,255.15,75.03,95.64,23.81,0.0,0.0,82.96,14.62,19.39,0.0
1993-12-01,90.48,84.93,100.05,89.85,33.64,14.57,3.37,12.31,36.18,8.47,27.58,0.0
1994-01-01,91.45,86.65,90.44,91.52,26.35,10.85,0.0,5.43,34.97,20.12,15.14,0.0
1994-02-01,107.13,136.34,69.41,109.6,7.43,13.86,0.0,0.0,20.33,7.59,9.84,0.0
1994-03-01,106.68,103.92,50.08,110.39,17.49,3.52,1.94,0.0,13.64,8.2,6.94,0.0
1994-04-01,113.75,106.31,68.63,116.7,25.73,6.44,0.0,1.31,9.55,2.85,9.54,0.0
1994-05-01,101.08,120.7,259.15,90.75,128.91,5.6,0.0,1.31,15.23,72.76,11.63,0.0
1994-06-01,92.59,128.86,122.73,90.62,69.97,3.22,0.0,0.0,39.39,15.99,25.21,0.0
1994-07-01,109.62,116.78,129.94,108.29,33.12,16.63,10.67,1.39,66.57,7.6,2.64,1.47
1994-08-01,102.6,94.5,102.28,102.62,16.61,10.7,4.44,0.0,70.64,13.19,4.72,0.0
1994-09-01,102.69,95.62,67.35,105.0,5.98,24.92,1.33,0.0,11.17,8.3,13.9,0.0
1994-10-01,89.16,100.19,205.13,81.57,154.49,26.23,0.0,0.0,43.76,1.63,1.73,0.0
1994-11-01,78.38,92.68,75.33,78.58,32.25,8.95,0.88,0.0,45.16,0.0,5.9,0.0
1994-12-01,101.61,110.55,253.38,91.68,19.68,209.21,8.06,0.0,25.37,7.11,4.45,0.0
1995-01-01,86.91,77.96,164.54,81.83,34.24,100.92,1.53,0.0,5.72,23.18,4.31,0.0
1995-02-01,86.42,78.29,126.89,83.77,41.44,23.9,1.72,0.0,8.13,49.16,10.04,0.0
1995-03-01,79.63,78.65,123.29,76.78,73.71,11.75,21.74,1.3,18.96,3.7,18.46,0.0
1995-04-01,100.37,108.92,108.32,99.85,69.08,29.92,0.0,0.0,2.27,27.09,15.95,0.0
1995-05-01,87.93,84.96,82.42,88.29,43.05,25.51,15.42,0.0,21.33,0.0,4.91,0.0
1995-06-01,93.55,103.1,89.81,93.79,15.42,39.38,0.0,0.0,12.59,0.86,24.43,0.0
1995-07-01,88.17,100.98,71.7,89.25,26.78,26.36,1.34,0.0,2.5,13.98,2.9,0.0
1995-08-01,95.02,105.15,104.14,94.43,72.44,1.75,4.34,0.0,5.3,1.33,0.0,0.0
1995-09-01,79.09,66.7,48.68,81.07,2.81,22.31,1.93,0.0,4.3,2.49,16.25,0.0
1995-10-01,60.97,56.54,73.76,60.13,22.3,16.28,0.0,1.44,3.82,10.5,2.83,0.0
1995-11-01,80.19,63.47,117.92,77.72,55.06,2.84,0.0,0.0,60.22,0.0,1.41,0.0
1995-12-01,81.64,65.69,62.89,82.87,15.06,28.74,2.36,0.0,5.13,0.0,16.13,0.0
1996-01-01,72.13,71.75,84.16,71.35,38.35,28.16,5.32,0.0,13.96,1.55,0.0,0.0
1996-02-01,80.54,72.22,99.87,79.28,39.97,15.39,0.0,0.0,8.38,0.88,46.93,0.0
1996-03-01,82.53,71.46,64.5,83.7,36.56,22.5,0.0,0.0,5.2,0.0,6.6,0.0
1996-04-01,93.98,69.96,92.81,94.05,40.1,4.91,0.0,0.0,32.27,11.22,11.32,0.0
1996-05-01,74.66,58.98,68.2,75.09,2.99,25.87,0.0,0.0,27.61,0.0,13.0,0.0
1996-06-01,79.42,62.08,81.52,79.28,78.48,1.2,0.0,0.0,14.41,2.08,0.97,0.0
1996-07-01,95.28,70.88,105.96,94.58,75.1,3.82,4.91,0.0,15.13,16.05,5.59,0.0
1996-08-01,80.41,72.44,137.63,76.67,55.95,40.2,1.68,0.0,16.82,4.0,12.26,0.0
1996-09-01,91.72,81.75,241.94,81.9,230.35,3.12,1.47,0.0,0.0,3.5,6.28,1.72
1996-10-01,68.06,47.6,62.02,68.45,34.7,16.06,0.0,0.0,4.16,0.0,12.59,0.0
1996-11-01,76.27,56.27,75.39,76.33,40.42,4.13,0.0,0.0,16.06,11.28,11.68,0.0
1996-12-01,86.75,69.27,49.62,89.18,35.78,2.0,0.0,0.0,13.21,3.89,0.83,0.0
1997-01-01,77.43,51.51,9.94,81.84,5.12,0.0,1.88,0.0,4.82,0.0,0.0,0.0
1997-02-01,75.25,49.74,26.91,78.41,6.83,2.54,2.17,0.0,8.23,1.6,6.8,0.0
1997-03-01,90.82,60.96,27.63,94.95,11.46,7.61,0.0,0.0,5.55,1.22,4.21,0.0
1997-04-01,83.08,61.38,31.34,86.46,21.8,1.34,1.41,0.0,8.21,0.0,0.0,0.0
1997-05-01,76.53,55.66,36.72,79.13,16.47,5.99,0.0,0.0,18.8,0.0,9.53,0.0
1997-06-01,69.02,38.23,26.01,71.83,12.29,2.28,0.0,0.0,12.03,0.0,2.58,0.0
1997-07-01,74.38,39.7,13.68,78.35,3.63,0.0,0.0,0.0,7.44,1.79,1.66,0.0
1997-08-01,71.46,44.8,14.46,75.19,4.77,1.83,0.0,1.34,5.69,1.34,1.83,0.0
1997-09-01,60.29,40.32,27.7,62.43,23.33,8.67,0.0,0.0,4.92,0.0,7.35,0.0
1997-10-01,61.78,46.45,69.0,61.3,50.08,12.42,1.72,0.0,20.49,4.97,8.6,0.0
1997-11-01,72.42,62.26,122.43,69.15,106.46,13.98,13.99,0.0,6.19,1.24,8.22,0.0
1997-12-01,70.33,42.01,39.1,72.37,26.38,6.97,1.77,0.0,8.77,3.83,2.95,0.0
1998-01-01,75.52,43.51,58.88,76.61,36.69,6.56,2.06,0.0,10.22,0.0,12.65,0.0
1998-02-01,95.13,65.43,116.68,93.72,92.29,9.9,2.37,0.0,7.72,0.0,16.26,0.0
1998-03-01,67.63,56.04,33.6,69.86,16.49,3.42,0.0,0.0,3.99,0.0,14.59,0.0
1998-04-01,64.91,40.69,20.49,67.81,7.83,4.32,0.0,0.0,2.87,0.73,7.28,0.0
1998-05-01,90.54,75.19,70.28,91.87,19.92,12.51,1.16,1.12,9.52,6.07,30.26,0.0
1998-06-01,91.11,70.92,52.8,93.61,19.83,8.75,1.59,1.62,15.04,6.23,7.1,0.0
1998-07-01,73.24,56.41,48.75,74.85,23.29,7.9,0.0,1.23,16.23,6.91,5.37,0.0
1998-08-01,120.18,89.15,125.18,119.85,65.64,8.56,3.09,0.0,59.84,14.22,9.32,0.0
1998-09-01,75.95,65.54,47.56,77.81,31.45,4.26,3.05,0.0,10.09,3.87,10.04,0.0
1998-10-01,78.44,47.18,56.28,79.89,25.78,6.51,1.38,1.16,16.59,10.52,9.99,0.0
1998-11-01,81.35,65.83,63.76,82.5,53.76,2.3,0.0,0.0,3.78,1.87,8.1,0.0
1998-12-01,93.24,66.85,108.86,92.22,96.36,5.14,0.0,0.0,15.71,0.0,0.74,0.0
1999-01-01,76.8,56.67,60.75,77.85,37.64,6.49,0.78,0.0,19.6,5.17,6.72,0.0
1999-02-01,78.43,47.82,49.43,80.33,31.91,8.14,0.0,1.4,4.64,3.28,7.71,0.0
1999-03-01,112.96,90.98,62.71,116.24,31.73,8.09,2.54,5.6,11.61,9.0,9.87,0.0
1999-04-01,162.66,106.21,197.25,160.39,21.99,40.53,0.0,2.07,2.06,2.07,1.55,0.0
1999-05-01,124.43,93.41,56.56,128.87,2.06,5.7,1.25,0.0,4.01,3.22,4.39,0.0
1999-06-01,111.86,86.26,30.8,117.16,6.6,6.71,0.0,0.0,6.25,0.0,1.3,0.0
1999-07-01,90.36,56.54,31.37,94.22,12.27,0.0,0.0,2.53,11.56,2.52,5.02,0.0
1999-08-01,79.68,57.93,23.83,83.33,2.76,12.14,0.0,2.13,5.47,2.13,5.2,0.0
1999-09-01,83.14,68.34,85.24,83.0,12.09,39.19,1.51,2.67,1.37,2.14,32.98,0.0
1999-10-01,72.53,65.25,44.87,74.34,8.93,17.62,0.0,0.0,8.68,2.8,4.01,0.0
1999-11-01,71.17,56.13,54.4,72.26,19.9,20.85,2.04,0.0,12.7,0.0,11.16,0.0
1999-12-01,90.5,88.79,64.24,92.21,18.26,29.43,0.0,1.57,12.91,5.07,6.31,1.82
2000-01-01,71.79,63.75,33.87,74.27,7.85,15.9,0.0,0.81,13.93,2.85,3.68,0.0
2000-02-01,79.49,66.01,62.16,80.62,43.17,20.82,1.61,0.84,12.23,3.56,5.87,0.0
2000-03-01,64.15,48.0,24.89,66.72,14.65,5.92,0.0,0.0,2.52,1.11,4.24,0.0
2000-04-01,65.3,46.31,28.52,67.71,17.14,6.33,1.65,2.14,5.04,2.14,4.46,1.4
2000-05-01,76.38,69.73,34.63,79.11,10.29,3.24,0.0,0.0,17.79,1.03,4.06,0.0
2000-06-01,71.29,56.42,17.51,74.81,8.23,1.19,0.0,0.0,6.81,1.23,3.35,0.0
2000-07-01,61.16,42.59,9.22,64.56,4.94,4.53,0.0,0.0,0.0,0.72,1.57,0.0
2000-08-01,54.74,40.24,15.64,57.3,6.43,0.0,0.0,0.0,5.82,0.0,4.16,0.0
2000-09-01,56.8,51.05,36.13,58.15,19.77,10.04,0.0,1.82,2.4,0.72,6.79,0.0
2000-10-01,85.32,66.97,102.1,84.22,80.68,0.0,6.28,1.33,8.91,13.1,5.37,0.0
2000-11-01,50.65,41.16,30.62,51.96,16.93,1.53,1.76,0.76,1.72,1.59,8.11,0.0
2000-12-01,55.69,42.47,31.11,57.29,18.98,8.27,0.0,0.72,2.26,11.13,2.03,0.0
2001-01-01,53.15,44.4,43.61,53.77,17.82,7.61,0.0,1.44,15.74,7.74,2.77,0.0
2001-02-01,61.07,39.35,40.63,62.41,24.89,0.86,3.46,1.73,2.95,14.95,0.86,0.0
2001-03-01,61.54,46.18,38.51,63.05,21.84,9.77,0.98,2.21,2.79,4.9,9.07,0.0
2001-04-01,74.66,43.38,32.3,77.43,15.0,5.37,0.77,0.0,3.86,7.28,12.6,0.0
2001-05-01,70.8,55.46,32.67,73.29,14.58,3.77,2.72,0.0,8.07,7.72,2.61,0.0
2001-06-01,76.1,62.56,44.06,78.2,17.28,5.09,0.0,0.0,5.98,4.7,9.31,0.0
2001-07-01,77.52,56.45,23.91,81.03,12.16,10.16,0.0,0.8,1.64,1.12,3.21,0.0
2001-08-01,70.26,53.12,23.52,73.32,13.78,0.0,0.0,0.0,2.15,2.39,5.21,0.0
2001-09-01,262.59,331.45,163.78,269.05,136.62,10.24,65.49,0.0,3.38,5.07,26.25,0.0
2001-10-01,243.16,336.94,127.21,250.75,109.21,2.32,14.13,0.0,10.07,0.7,25.09,0.0
2001-11-01,187.45,231.73,63.01,195.59,46.15,11.85,4.42,0.0,3.39,0.71,21.18,0.0
2001-12-01,156.47,187.58,54.21,163.16,44.67,3.9,2.14,0.98,2.88,2.72,13.47,0.0
2002-01-01,112.13,142.61,30.98,117.44,22.61,2.88,1.22,0.0,0.72,3.04,7.98,0.0
2002-02-01,110.92,116.77,62.33,114.09,31.05,0.76,3.95,2.6,15.43,11.0,5.25,0.0
2002-03-01,122.56,129.7,53.08,127.1,39.4,1.38,3.8,1.02,4.74,1.02,6.66,0.0
2002-04-01,134.07,122.62,124.11,134.72,85.72,0.0,5.25,34.59,11.47,17.21,2.52,0.0
2002-05-01,117.75,131.69,40.02,122.83,25.73,2.37,4.49,1.69,4.29,0.69,0.0,0.0
2002-06-01,116.33,118.76,34.54,121.68,23.86,4.5,5.18,0.71,0.0,2.47,0.0,0.0
2002-07-01,97.58,102.05,34.62,101.69,16.76,0.0,3.16,3.82,8.82,1.22,4.17,0.0
2002-08-01,106.32,96.24,93.95,107.13,78.65,8.5,5.88,3.54,1.61,6.26,2.48,0.0
2002-09-01,135.03,125.87,114.83,136.35,98.83,12.88,7.66,1.81,11.94,2.16,6.67,0.0
2002-10-01,142.94,135.15,202.58,139.04,147.85,28.36,15.4,4.2,15.88,7.43,23.34,0.0
2002-11-01,121.9,133.67,122.98,121.83,78.0,1.23,17.16,13.61,16.18,5.06,2.35,0.0
2002-12-01,126.92,130.1,212.24,121.34,130.99,15.01,19.74,66.0,27.96,6.68,12.35,0.0
2003-01-01,138.18,154.83,210.85,133.43,163.98,6.14,15.51,50.89,16.04,8.05,0.69,1.05
2003-02-01,166.03,163.35,257.53,160.05,231.56,5.33,16.46,31.32,13.15,5.49,5.63,0.0
2003-03-01,245.09,277.55,515.34,227.42,493.1,9.72,11.06,9.51,24.3,6.84,2.24,0.0
2003-04-01,199.99,239.28,264.02,195.8,234.84,2.52,3.24,3.45,20.19,2.06,10.89,0.0
2003-05-01,111.87,148.67,90.26,113.28,70.62,1.69,4.61,0.0,11.13,0.76,14.85,0.0
2003-06-01,108.87,141.21,80.7,110.71,62.55,7.19,0.68,1.85,11.21,2.51,6.77,0.0
2003-07-01,109.48,138.11,67.95,112.2,41.15,4.13,1.28,0.0,20.29,0.0,8.67,0.0
2003-08-01,105.33,128.48,122.14,104.23,90.53,1.46,2.98,1.25,26.24,6.02,7.23,0.0
2003-09-01,102.33,118.04,58.41,105.2,51.61,0.63,1.39,0.0,2.63,0.0,4.17,0.0
2003-10-01,89.2,106.37,56.41,91.34,49.9,0.66,0.72,0.95,2.7,1.3,3.58,0.0
2003-11-01,101.71,111.86,95.92,102.09,80.68,12.17,1.53,0.0,6.75,0.0,5.81,0.0
2003-12-01,109.31,127.92,80.77,111.18,61.04,10.73,2.07,1.83,6.12,1.43,12.57,0.0
2004-01-01,85.5,105.97,73.17,86.31,58.56,4.22,1.7,0.0,5.12,5.72,7.58,0.0
2004-02-01,92.3,119.24,46.38,95.3,34.29,5.07,1.82,0.0,8.92,2.76,1.06,0.0
2004-03-01,103.7,119.96,65.19,106.22,42.45,3.17,4.84,3.61,8.31,2.88,9.07,0.0
2004-04-01,116.01,133.49,98.34,117.16,83.52,0.0,5.68,0.0,4.91,0.0,7.64,0.0
2004-05-01,120.21,121.78,116.77,120.44,104.52,4.24,7.49,1.0,10.12,2.14,3.22,0.0
2004-06-01,110.56,135.92,150.61,107.94,134.15,3.52,0.66,0.0,16.59,0.0,7.56,0.0
2004-07-01,97.74,133.2,84.11,98.63,64.53,10.85,0.91,0.0,11.7,2.6,1.93,0.0
2004-08-01,110.78,139.84,107.12,111.02,84.03,15.59,12.0,17.49,14.14,4.43,0.92,0.0
2004-09-01,107.09,146.85,114.28,106.62,63.21,18.53,2.85,0.64,40.04,0.0,9.05,0.0
2004-10-01,91.02,115.26,52.78,93.52,39.23,1.55,2.96,0.0,10.15,2.83,2.34,0.0
2004-11-01,101.95,127.0,80.33,103.37,62.79,3.53,0.0,1.96,14.59,2.7,2.46,0.0
2004-12-01,90.35,94.75,65.83,91.96,48.32,9.35,2.31,0.0,8.76,0.64,4.56,0.0
2005-01-01,82.01,93.85,48.24,84.21,33.68,1.25,1.21,5.87,6.86,5.87,3.58,0.0
2005-02-01,77.8,132.86,76.96,77.85,52.62,2.46,4.68,8.56,11.69,6.46,1.39,0.0
2005-03-01,75.08,106.62,61.87,75.94,49.44,3.66,6.32,4.06,3.11,1.14,5.32,0.0
2005-04-01,62.75,104.14,76.8,61.83,39.63,4.8,3.63,5.94,13.3,1.14,25.88,0.0
2005-05-01,78.13,116.24,72.07,78.53,48.82,3.16,3.0,0.0,3.65,1.0,23.77,0.0
2005-06-01,72.47,101.24,81.57,71.88,63.81,1.72,5.17,0.0,6.19,11.1,13.24,0.0
2005-07-01,99.25,165.81,63.96,101.56,42.2,1.31,12.98,4.68,11.31,6.27,9.95,0.0
2005-08-01,87.08,120.0,141.22,83.54,130.27,7.35,12.96,8.98,3.16,11.23,5.56,0.0
2005-09-01,59.23,120.34,89.79,57.23,77.28,6.83,5.48,0.0,9.8,0.9,7.49,0.0
2005-10-01,64.8,107.11,77.09,63.99,59.79,2.73,1.72,4.79,1.19,3.99,12.73,0.0
2005-11-01,71.81,95.06,68.2,72.04,58.91,8.16,0.0,0.75,2.69,3.14,7.44,0.0
2005-12-01,81.18,115.23,79.86,81.27,54.67,11.58,1.45,3.89,3.57,3.89,14.82,0.0
2006-01-01,73.17,112.34,128.45,69.55,93.62,37.75,0.0,4.85,21.83,3.29,12.97,0.0
2006-02-01,81.69,101.14,141.25,77.79,105.02,13.36,11.77,8.66,35.95,6.28,7.21,0.0
2006-03-01,75.78,121.57,117.51,73.05,104.2,25.14,7.03,2.62,11.36,0.0,1.83,0.0
2006-04-01,76.69,99.4,153.25,71.68,111.37,13.13,11.1,10.89,44.67,3.95,11.14,0.0
2006-05-01,79.25,111.25,109.0,77.31,89.22,15.18,0.0,7.35,13.36,4.67,9.24,0.0
2006-06-01,85.79,121.73,95.37,85.16,68.88,5.57,9.21,4.97,13.98,0.68,6.31,0.0
2006-07-01,118.35,151.22,172.64,114.8,147.76,7.98,2.98,4.6,9.96,3.45,7.36,0.0
2006-08-01,122.28,153.18,182.4,118.34,144.97,11.41,8.34,5.03,26.41,7.08,8.43,0.0
2006-09-01,97.05,142.36,112.01,96.07,99.6,2.79,0.0,8.05,10.36,1.19,7.08,0.0
2006-10-01,90.43,129.98,132.65,87.67,85.77,4.75,0.0,0.0,21.89,2.07,30.09,0.0
2006-11-01,90.63,107.42,98.45,90.12,83.92,4.45,1.14,3.58,10.06,2.79,3.6,0.0
2006-12-01,99.78,112.14,122.71,98.28,89.51,11.56,1.0,2.41,21.14,3.24,12.14,0.0
2007-01-01,93.93,121.9,112.58,92.71,81.09,19.64,3.17,2.27,9.14,1.18,13.23,0.0
2007-02-01,88.82,123.55,129.35,86.17,86.83,17.58,5.94,4.79,25.57,2.93,11.84,0.0
2007-03-01,78.28,101.97,59.37,79.52,40.99,9.62,0.67,0.0,11.52,0.65,4.28,0.65
2007-04-01,85.3,100.85,122.88,82.85,85.86,4.44,0.0,2.17,24.82,3.46,16.93,0.0
2007-05-01,98.17,120.77,140.17,95.42,80.41,15.69,1.78,0.0,46.59,0.0,17.33,0.0
2007-06-01,91.0,126.9,130.66,88.41,90.31,16.69,15.73,5.81,18.31,3.93,10.13,0.0
2007-07-01,95.08,118.04,107.85,94.25,84.19,5.89,3.11,1.71,4.12,10.82,0.76,0.0
2007-08-01,73.13,90.03,111.14,70.64,83.15,17.38,12.1,1.09,8.09,11.47,6.59,0.0
2007-09-01,83.58,121.99,79.11,83.87,62.02,2.72,3.7,0.0,1.9,3.68,8.29,0.0
2007-10-01,77.13,122.87,135.21,73.34,110.54,9.49,4.59,4.9,7.86,2.99,14.12,0.0
2007-11-01,77.63,103.91,87.41,76.99,60.39,12.72,1.33,7.51,8.45,0.0,16.41,0.0
2007-12-01,80.53,102.74,125.39,77.6,99.35,9.34,1.9,3.78,9.16,5.58,0.77,0.0
2008-01-01,81.59,97.08,86.66,81.25,61.93,6.43,0.8,6.82,12.23,8.33,1.16,0.0
2008-02-01,87.03,105.3,104.4,85.89,45.39,20.87,9.94,11.41,22.79,5.45,2.6,0.0
2008-03-01,84.04,92.75,68.1,85.08,47.64,6.18,0.94,6.32,8.9,6.43,3.94,0.0
2008-04-01,80.14,89.59,44.82,82.45,34.1,0.0,0.0,2.66,8.33,6.09,9.0,0.0
2008-05-01,75.71,81.87,82.04,75.29,52.7,0.0,0.0,5.37,23.47,12.34,2.8,0.0
2008-06-01,80.42,89.94,90.15,79.78,61.75,7.65,3.35,8.06,20.12,4.54,7.13,0.0
2008-07-01,88.09,92.78,67.37,89.45,48.95,9.44,7.03,4.65,6.89,3.53,4.0,0.0
2008-08-01,98.92,88.09,154.72,95.28,37.1,111.95,3.84,4.62,9.23,1.38,46.57,0.0
2008-09-01,80.21,92.65,113.98,78.0,36.9,32.37,4.3,24.44,12.85,28.0,8.83,0.0
2008-10-01,64.95,68.91,74.91,64.3,40.29,17.14,0.0,10.76,14.53,9.12,15.96,0.0
2008-11-01,76.68,78.96,85.72,76.09,60.69,14.51,0.0,4.09,11.43,4.01,0.0,0.0
2008-12-01,92.53,100.61,96.04,92.3,60.2,13.75,0.0,3.99,27.39,1.77,1.02,0.0
2009-01-01,85.32,79.25,72.47,86.16,51.48,13.54,1.97,3.96,13.69,0.0,1.11,0.0
2009-02-01,77.27,81.82,43.72,79.47,26.93,0.0,1.21,0.0,12.08,2.41,3.32,0.0
2009-03-01,80.42,69.96,36.82,83.27,19.7,5.39,0.0,2.13,9.49,4.47,0.0,0.0
2009-04-01,81.18,81.96,39.82,83.88,28.47,6.0,0.0,0.0,9.58,0.0,3.34,0.0
2009-05-01,84.84,89.61,50.93,87.06,37.28,2.0,0.0,4.68,10.16,0.0,6.07,0.0
2009-06-01,96.27,76.26,63.63,98.41,39.59,5.96,1.08,9.8,4.0,13.67,2.08,0.0
2009-07-01,88.88,74.84,72.6,89.94,37.63,1.15,0.0,6.21,10.86,6.21,20.09,0.0
2009-08-01,86.3,67.11,48.6,88.77,25.26,2.49,0.0,8.83,6.9,10.26,2.37,0.0
2009-09-01,91.3,83.29,59.52,93.38,42.77,4.67,1.02,4.63,5.11,4.06,16.58,0.0
2009-10-01,88.44,88.46,44.05,91.34,30.85,2.2,0.0,0.0,9.99,2.34,1.01,2.2
2009-11-01,86.8,73.2,47.93,89.34,43.97,2.24,0.0,0.0,7.25,2.66,5.21,0.0
2009-12-01,100.79,93.71,94.01,101.23,81.96,4.36,5.84,0.0,6.42,10.91,7.86,0.0
2010-01-01,104.68,98.33,88.39,105.75,63.3,7.36,0.0,0.0,18.8,0.0,9.76,0.0
2010-02-01,95.17,91.63,80.96,96.1,51.84,10.63,4.76,0.0,14.34,9.97,11.34,4.61
2010-03-01,93.46,74.67,53.0,96.11,45.32,1.77,0.0,2.82,4.85,2.82,4.24,0.0
2010-04-01,91.49,91.6,64.46,93.25,40.46,9.49,5.22,3.37,3.69,5.11,15.12,0.0
2010-05-01,109.31,111.21,71.14,111.8,45.53,6.81,6.35,1.54,5.17,6.81,12.4,0.0
2010-06-01,106.34,122.46,65.95,108.98,51.05,3.71,6.23,0.0,0.0,1.38,15.9,0.0
2010-07-01,97.73,82.25,84.17,98.62,44.98,1.88,3.77,13.77,16.77,13.38,13.94,0.0
2010-08-01,96.3,92.56,54.42,99.04,37.98,7.74,0.0,0.0,5.93,5.82,11.19,0.0
2010-09-01,91.95,80.5,57.11,94.23,26.64,0.0,1.8,1.8,13.55,7.18,9.81,0.0
2010-10-01,85.75,71.03,83.32,85.9,38.96,4.67,2.55,2.66,24.19,3.67,10.36,0.0
2010-11-01,105.44,105.2,56.24,108.66,29.63,5.34,1.94,1.94,12.09,6.28,2.04,2.16
2010-12-01,102.88,101.55,52.69,106.16,27.96,6.53,0.0,1.37,23.96,4.12,6.8,0.0
2011-01-01,104.25,87.25,95.81,104.8,41.81,10.55,5.82,0.0,52.83,3.88,1.85,0.0
2011-02-01,132.47,89.49,213.59,127.16,113.94,2.0,5.27,0.0,165.77,0.0,0.0,0.0
2011-03-01,143.18,124.51,319.11,131.68,114.2,0.0,2.53,0.0,266.4,0.0,4.96,0.0
2011-04-01,123.0,94.69,173.67,119.69,97.34,0.0,1.52,0.0,106.28,0.0,0.0,0.0
2011-05-01,125.6,116.35,159.46,123.39,77.05,6.4,2.71,1.98,68.87,2.56,0.0,0.0
2011-06-01,117.71,99.01,192.45,112.82,94.13,5.6,0.0,2.21,73.8,4.78,26.96,0.0
2011-07-01,100.63,86.27,104.18,100.4,42.86,0.0,2.89,0.0,43.74,4.75,4.35,0.0
2011-08-01,101.45,92.12,150.26,98.26,64.54,0.0,3.21,2.06,86.81,0.0,5.88,0.0
2011-09-01,111.15,95.41,122.79,110.39,84.92,11.23,8.45,0.0,29.04,1.65,2.89,0.0
2011-10-01,99.51,87.3,87.6,100.29,71.72,0.0,11.02,0.0,14.84,2.26,4.06,0.0
2011-11-01,100.94,89.33,104.19,100.72,80.71,1.91,0.0,0.0,20.33,0.0,13.51,0.0
2011-12-01,107.82,95.35,170.67,103.71,133.6,7.66,1.66,0.0,27.17,5.72,12.27,0.0
2012-01-01,96.3,85.2,213.08,88.67,186.62,2.67,0.0,7.1,29.12,7.22,19.18,0.0
2012-02-01,105.68,100.53,183.29,100.6,150.14,15.3,4.99,0.0,21.22,7.75,6.59,1.44
2012-03-01,104.79,94.73,135.18,102.8,103.71,1.74,2.89,4.56,14.48,5.94,19.14,0.0
2012-04-01,91.57,97.81,125.07,89.38,54.32,0.0,2.78,0.0,42.47,9.38,10.18,1.39
2012-05-01,104.46,84.68,103.26,104.54,75.88,6.77,0.0,3.61,17.56,4.51,4.51,0.0
