Date,GPR_AI,military_conflict,diplomatic_tension,terrorism,civil_war,nuclear_threat,coup,sanctions,other
2005-09-01,59.23,14.0147,15.5507,11.6365,3.6382,4.3035,0.0142,0.184,9.8882
2005-10-01,64.8,14.0952,17.743,14.3141,3.6478,1.3424,0.2043,1.0943,12.3588
2005-11-01,71.81,16.0393,20.931,16.4862,6.2242,2.5376,0.0,0.4628,9.1289
2005-12-01,81.18,20.7535,23.4108,14.4095,6.082,1.5532,0.0187,0.3181,14.6341
2006-01-01,73.17,14.3403,25.2427,11.9919,3.5185,7.9247,0.1453,0.694,9.3127
2006-02-01,81.69,12.054,33.2904,11.7535,7.8468,5.6263,0.6511,1.3356,9.1323
2006-03-01,75.78,14.2939,25.1871,13.2638,7.5279,5.0515,0.4798,1.1571,8.819
2006-04-01,76.69,16.005,20.083,13.0495,9.125,8.1075,0.4845,1.3405,8.4951
2006-05-01,79.25,18.493,22.3026,10.7026,10.8821,5.6939,0.6689,1.3052,9.2016
2006-06-01,85.79,29.5064,19.8997,13.2872,7.3298,6.8931,0.0,0.3587,8.5151
2006-07-01,118.35,63.656,19.0898,13.6518,5.9775,5.6208,0.2784,0.7483,9.3274
2006-08-01,122.28,53.664,15.7595,30.0154,6.8403,5.2346,0.0742,1.188,9.504
2006-09-01,97.05,29.6654,28.6329,16.9097,5.9093,3.9872,1.6203,1.382,8.9433
2006-10-01,90.43,26.5371,18.6536,12.1123,8.3848,13.2928,0.5013,3.8326,7.1154
2006-11-01,90.63,27.5436,26.0917,11.0879,9.9439,4.7343,1.0032,0.6688,9.5567
2006-12-01,99.78,32.4511,28.0989,10.5496,9.6872,3.55,1.9053,1.6246,11.9134
2007-01-01,93.93,39.591,21.259,12.6091,6.0231,3.9216,0.5066,0.5629,9.4568
2007-02-01,88.82,28.0901,24.8831,13.6007,5.0037,5.7185,0.3284,1.0336,10.1619
2007-03-01,78.28,21.3428,27.5191,11.2202,5.462,3.049,0.1568,1.9688,7.5614
2007-04-01,85.3,29.0701,25.8186,14.2353,3.9018,3.0279,0.2439,1.4428,7.5596
2007-05-01,98.17,35.6697,26.4978,14.5459,5.7851,1.9773,0.5286,2.2514,10.9143
2007-06-01,91.0,30.4106,23.803,14.9348,7.7862,3.072,1.0626,1.1786,8.7522
2007-07-01,95.08,31.0078,21.4945,23.9519,3.6492,3.6914,0.3375,0.8859,10.0617
2007-08-01,73.13,21.7352,21.9205,12.8641,4.5693,1.8524,0.3911,1.3379,8.4595
2007-09-01,83.58,27.5893,22.2511,13.2678,5.7528,3.5761,0.1037,2.0213,9.0179
2007-10-01,77.13,22.8973,27.1774,8.6984,3.3036,4.1498,0.1302,2.4574,8.3159
2007-11-01,77.63,16.1222,31.2879,9.5099,5.405,3.5105,3.1019,1.3559,7.3367
2007-12-01,80.53,15.6878,22.7565,18.8702,4.4677,7.5685,0.612,1.428,9.1393
2008-01-01,81.59,17.7197,23.2296,14.4358,10.6671,2.8872,0.3967,1.8734,10.3806
2008-02-01,87.03,21.3923,27.3058,16.0678,6.0078,3.6989,1.5078,1.0838,9.9658
2008-03-01,84.04,23.4141,28.8097,12.384,6.5504,2.9865,0.1593,0.5575,9.1785
2008-04-01,80.14,23.1661,26.5422,8.597,5.4777,3.6518,0.5706,0.3994,11.7352
2008-05-01,75.71,16.7646,22.8949,9.951,7.1023,3.1758,0.8276,0.1925,14.8013
2008-06-01,80.42,20.0726,27.2902,9.9773,4.2928,5.0005,0.2359,1.8162,11.7346
2008-07-01,88.09,20.0322,29.6982,15.496,3.5924,4.5971,0.6089,2.0093,12.0559
2008-08-01,98.92,43.0135,20.7866,16.6736,4.8747,2.7974,1.4679,0.8309,8.4753
2008-09-01,80.21,29.2709,16.902,14.5318,2.9012,5.4656,0.6476,0.6994,9.7915
2008-10-01,64.95,19.4406,18.2333,9.6341,2.8089,1.8972,0.1971,0.616,12.1227
2008-11-01,76.68,20.9679,21.6426,16.2319,4.1558,2.0779,0.1619,0.3508,11.0911
2008-12-01,92.53,23.3741,22.4968,25.0989,4.4012,3.0035,2.3196,0.7435,11.0923
2009-01-01,85.32,42.1166,18.7386,9.7803,2.257,1.7833,0.3065,0.5016,9.836
2009-02-01,77.27,19.0718,26.1222,10.597,4.8142,5.1561,0.3703,0.3134,10.8249
2009-03-01,80.42,17.4725,31.1383,11.0552,3.967,2.5377,1.8668,0.7146,11.6678
2009-04-01,81.18,17.1276,24.7416,12.6542,4.9636,6.3424,0.5822,0.7047,14.0636
2009-05-01,84.84,25.3269,24.1434,10.4824,5.8499,8.6226,0.3043,0.1014,10.009
2009-06-01,96.27,18.0344,32.0156,13.6838,10.4116,7.2509,2.1567,2.4913,10.2257
2009-07-01,88.88,21.35,23.7424,12.868,10.1132,3.0086,6.1984,1.0874,10.5119
2009-08-01,86.3,22.0434,26.4521,16.2019,4.8496,2.0206,1.4696,0.7348,12.528
2009-09-01,91.3,25.6534,26.7343,15.1326,2.6662,7.8185,2.2339,2.1618,8.8994
2009-10-01,88.44,26.2142,23.4479,16.565,2.2065,7.0475,2.0747,1.5149,9.3693
2009-11-01,86.8,18.4197,26.7405,21.5133,2.3113,4.4093,1.778,0.7467,10.8811
2009-12-01,100.79,25.7776,23.5298,26.3214,4.7495,5.0395,1.2689,1.6315,12.4719
2010-01-01,104.68,16.7758,27.5829,35.6931,3.609,1.9036,0.7139,1.9433,16.4585
2010-02-01,95.17,20.8411,31.0272,16.7922,3.4096,6.9044,1.6622,1.6622,12.8712
2010-03-01,93.46,14.9488,35.2904,20.1829,3.8463,2.6963,0.3172,2.6963,13.4817
2010-04-01,91.49,15.4538,26.8798,17.2623,4.2745,7.5625,4.3567,2.3016,13.3988
2010-05-01,109.31,21.3689,28.1005,28.1396,7.2012,3.8354,0.7827,1.6829,18.1988
2010-06-01,106.34,30.6655,30.4182,14.4672,7.0893,2.1021,0.1649,4.946,16.4868
2010-07-01,97.73,24.6219,31.1457,19.4239,3.5355,2.7358,0.1684,2.4411,13.6578
2010-08-01,96.3,26.7692,28.2348,15.5184,2.5002,3.2761,0.0,2.2846,17.7168
2010-09-01,91.95,18.6799,35.0404,17.2303,2.8579,3.1893,0.1657,1.8224,12.9641
2010-10-01,85.75,14.8878,31.1484,20.2629,1.7015,3.2869,1.5468,1.5081,11.4076
2010-11-01,105.44,19.3337,36.7429,23.4958,3.0433,6.4446,0.358,0.537,15.4848
2010-12-01,102.88,23.5179,36.8823,16.5754,4.6862,4.5561,0.0868,1.6489,14.9265
2011-01-01,104.25,10.8278,38.5036,19.2302,12.8634,2.7719,1.949,1.5592,16.5449
2011-02-01,132.47,12.1623,37.4259,13.1484,38.0364,2.0192,3.5219,2.301,23.8549
2011-03-01,143.18,46.7617,18.5225,11.0933,34.7778,12.9961,0.4858,1.6195,16.9233
2011-04-01,123.0,34.2993,22.7287,15.1091,31.7594,4.3417,0.6947,0.9552,13.1119
2011-05-01,125.6,38.5437,32.3131,19.5941,17.3167,2.3204,0.6445,1.9336,12.9338
2011-06-01,117.71,37.2763,26.1626,14.357,18.2922,1.6433,0.4757,1.6865,17.8165
2011-07-01,100.63,16.6446,27.5812,18.0389,14.8799,1.4379,0.61,1.4379,19.9996
2011-08-01,101.45,26.2635,21.3081,11.4875,21.8487,0.9911,0.4505,1.802,17.2988
2011-09-01,111.15,17.7525,37.0354,20.4198,16.3096,2.5798,0.1312,1.2243,15.6974
2011-10-01,99.51,22.5355,31.7741,13.4695,13.599,1.3383,0.259,1.6837,14.851
2011-11-01,100.94,15.8312,33.6467,8.843,13.89,7.247,0.4314,3.4941,17.5567
2011-12-01,107.82,13.8849,42.4583,10.849,14.7778,5.8486,0.8483,3.9288,15.2243
2012-01-01,96.3,12.7189,33.4411,11.6806,13.4111,4.8453,1.0383,5.1914,13.9735
2012-02-01,105.68,12.7465,36.6635,12.9782,17.3816,8.1114,1.4832,3.3836,12.9319
2012-03-01,104.79,20.5868,30.1208,13.4573,14.5542,10.0403,1.6453,3.1218,11.2637
2012-04-01,91.57,16.0149,26.8523,9.4773,12.8558,7.7661,3.203,2.1938,13.2068
2012-05-01,104.46,18.3164,36.5458,13.0956,9.7455,6.1345,0.8266,3.0455,16.7501
2012-06-01,91.42,14.1355,28.9846,10.4059,14.9642,3.8677,1.8878,1.8878,15.2865
2012-07-01,90.63,12.3565,26.183,11.7135,17.9147,2.8939,1.3781,3.4451,14.7452
2012-08-01,87.34,16.2043,21.792,13.8403,15.8175,5.5017,0.7737,2.6219,10.7886
2012-09-01,101.94,12.7636,38.3332,19.0187,10.7772,7.7765,0.2958,1.4792,11.4957
2012-10-01,92.63,16.8647,24.6678,23.0316,10.8656,3.7337,0.0839,3.2723,10.1104
2012-11-01,79.74,27.0854,19.3378,10.0532,9.5131,2.451,0.2908,1.6201,9.3885
2012-12-01,84.33,15.4382,22.7557,11.0209,18.9631,3.4357,0.2677,2.0525,10.3962
2013-01-01,89.21,24.955,21.1354,14.4722,13.199,3.4377,0.5093,1.5279,9.9735
2013-02-01,86.96,19.098,23.8844,11.9422,11.9422,8.388,0.2369,0.7108,10.7574
2013-03-01,83.03,12.5313,28.0501,8.0084,11.2864,6.2656,1.1618,2.2822,13.4441
2013-04-01,109.99,13.9446,20.8286,42.3632,10.0171,11.2969,0.8384,1.4783,9.2228
2013-05-01,93.34,19.8322,24.8629,23.3246,9.6042,2.7025,0.2079,1.2473,11.5584
2013-06-01,88.76,14.2817,31.7222,11.8792,15.3495,3.2034,0.1335,2.0911,10.0995
2013-07-01,81.37,8.9005,25.9336,10.9337,10.0752,1.8976,12.0632,1.2199,10.3463
2013-08-01,106.65,28.0559,22.5759,19.2504,12.131,2.4356,9.3676,1.4988,11.3348
2013-09-01,118.48,42.2804,34.9966,18.6189,8.5768,3.4479,1.6378,0.9051,8.0165
2013-10-01,88.12,9.9448,32.9477,15.4794,9.426,6.0101,1.3404,1.2107,11.7609
2013-11-01,89.34,9.3101,35.9791,11.8784,10.4108,9.4477,2.2243,1.6969,8.3928
2013-12-01,92.9,10.0184,36.0525,12.2243,17.5552,3.5386,3.3088,1.8842,8.318
2014-01-01,99.21,13.4249,31.5485,16.7811,22.4643,3.222,2.0585,1.1635,8.5472
2014-02-01,98.96,9.5482,36.6519,13.1667,20.497,3.5951,3.5951,1.1206,10.7854
2014-03-01,127.36,49.9131,32.8172,11.7695,11.8984,1.6752,1.0739,6.572,11.6407
2014-04-01,100.67,23.0949,32.4786,14.3033,14.5311,2.2776,0.5466,4.4641,8.9738
2014-05-01,105.86,19.8649,29.2383,18.5319,19.4779,2.0209,3.0528,4.0418,9.6315
2014-06-01,124.05,47.4123,33.3876,17.5082,11.6269,1.0858,0.7691,1.7644,10.4958
2014-07-01,143.14,68.3716,23.594,15.8066,11.5884,3.5229,0.788,6.2577,13.2108
2014-08-01,131.36,70.2192,22.1404,12.7377,8.8006,0.9264,0.8801,4.3076,11.3481
2014-09-01,138.7,67.8571,25.9667,16.1048,6.7857,1.6286,0.3619,4.2071,15.7881
2014-10-01,105.47,34.4263,25.156,17.4449,7.7954,2.2333,0.3371,1.854,16.2229
2014-11-01,94.14,26.3022,25.6457,13.898,6.8811,6.0662,0.996,1.4487,12.9021
2014-12-01,115.05,24.877,37.2914,24.1071,6.2553,0.8661,0.2887,4.1863,17.1781
2015-01-01,127.56,19.9479,32.4092,46.9958,6.5205,2.7048,2.4633,2.898,13.6206
2015-02-01,117.94,38.3769,27.2985,25.3902,6.3078,3.4984,2.5973,1.4842,12.9867
2015-03-01,112.11,28.6071,28.5143,23.7851,5.7029,10.4321,0.0927,1.901,13.0749
2015-04-01,111.91,32.1413,30.1933,17.3368,3.7985,11.7364,0.4383,1.9967,14.2688
2015-05-01,103.42,26.9268,34.9711,14.0655,6.0694,3.9017,1.7341,0.6744,15.0771
2015-06-01,105.4,27.3798,32.3625,16.7239,5.032,5.624,0.444,2.4667,15.3672
2015-07-01,119.21,21.002,42.153,21.002,6.3056,13.2566,0.2483,1.0923,14.1503
2015-08-01,104.05,21.5439,26.1566,19.7092,5.0321,9.3828,0.4718,1.7822,19.9713
2015-09-01,114.93,23.6333,36.604,9.4332,9.082,6.6735,1.7562,1.1541,26.5937
2015-10-01,103.79,41.5389,23.2123,14.7256,3.9452,2.8901,0.5046,0.8716,16.1018
2015-11-01,154.83,25.1331,27.3727,73.0603,5.2257,1.1944,0.2986,1.4433,21.1019
2015-12-01,139.17,26.6265,29.929,51.447,6.3986,3.6637,0.516,2.1673,18.4218
2016-01-01,117.86,13.7735,37.6494,28.2054,8.8617,8.4059,0.5064,3.7472,16.7105
2016-02-01,96.14,24.6975,27.8244,15.4227,7.9498,3.4449,0.848,2.385,13.5677
2016-03-01,109.98,17.852,30.1654,33.7753,5.0935,4.8957,0.3956,3.2638,14.5387
2016-04-01,88.85,19.0282,29.1869,16.8109,4.7442,5.6724,0.0516,1.0313,12.3245
2016-05-01,82.07,18.4857,26.6661,12.2707,4.8339,3.7715,0.6374,0.8499,14.5548
2016-06-01,102.62,13.7016,27.8012,38.4896,2.8427,1.7056,0.1137,1.1939,16.7717
2016-07-01,119.38,13.6675,30.8044,43.4205,4.2054,0.8411,9.357,1.2616,15.8227
2016-08-01,94.89,24.8883,22.8278,18.5442,7.9165,2.7111,3.2534,0.0542,14.6944
2016-09-01,106.37,24.4443,29.6747,21.242,9.2867,7.5788,0.7472,0.9607,12.4356
2016-10-01,90.12,31.5848,25.8421,9.5208,6.0953,1.1082,0.8564,0.4534,14.659
2016-11-01,91.33,22.0951,41.0261,8.7951,3.8077,1.448,0.6972,1.3944,12.0665
2016-12-01,133.27,22.2473,52.8374,22.4078,5.8292,5.7223,0.7487,5.0805,18.3968
2017-01-01,114.25,14.4449,61.3322,15.0526,4.5812,3.5995,0.8882,2.5243,11.827
2017-02-01,126.44,17.3642,65.6103,15.8256,3.1871,5.0554,0.1099,2.9673,16.3202
2017-03-01,109.7,23.1757,45.0292,13.7996,3.1254,7.4528,0.7212,1.5867,14.8094
2017-04-01,133.37,40.7407,40.4366,16.6206,6.1314,13.8336,1.0641,2.483,12.0601
2017-05-01,121.85,18.7037,53.8547,19.2553,3.8109,5.917,0.5014,1.3037,18.5031
2017-06-01,120.42,19.9037,47.3399,28.1346,4.0406,1.7958,0.9977,4.4397,13.768
2017-07-01,110.93,17.6585,48.0988,7.4432,3.9526,10.2152,1.5913,8.5212,13.4492
2017-08-01,127.5,22.3628,32.4844,15.7388,7.048,25.9663,1.3778,8.2668,14.255
2017-09-01,98.62,17.6327,36.4443,5.8434,2.8704,19.7855,0.205,4.1006,11.738
2017-10-01,107.23,17.5924,42.4288,14.1429,4.4843,9.8064,0.4928,3.5973,14.685
2017-11-01,98.14,12.5894,40.8635,16.6471,2.7052,8.2195,4.2138,2.4971,10.4045
2017-12-01,96.78,13.1125,44.6044,10.2596,5.1023,7.1872,0.2195,3.3467,12.9479
2018-01-01,98.07,14.6522,40.4601,7.3816,4.6066,12.0992,0.0,6.4381,12.4322
2018-02-01,91.56,19.1716,41.0012,7.5216,2.5449,5.0898,0.2828,3.7325,12.2155
2018-03-01,121.87,16.0213,55.9589,14.3497,2.4173,5.349,0.1029,14.5555,13.1154
2018-04-01,115.59,35.388,46.9709,5.7515,3.4616,2.1835,0.5858,10.7043,10.5445
2018-05-01,117.29,15.3169,62.6316,6.6094,1.4163,5.5603,0.3672,11.1205,14.2678
2018-06-01,107.09,10.3301,59.1253,4.7757,3.0108,4.3085,0.1038,12.9256,12.5103
2018-07-01,120.03,8.5158,69.5818,8.2463,4.4735,2.9105,0.6468,12.5042,13.151
2018-08-01,97.8,15.1023,37.2785,7.5792,3.7054,1.8527,0.4491,13.6426,18.1901
2018-09-01,82.77,11.3959,38.4951,7.2519,3.7077,1.3631,0.7088,8.9422,10.9051
2018-10-01,114.17,6.5557,63.5482,19.9315,2.0619,1.401,0.3701,4.441,15.8606
2018-11-01,94.73,14.7455,44.1275,9.9028,1.85,1.4147,0.4897,7.1279,15.0719
2018-12-01,105.94,17.9854,58.8298,6.498,3.7711,0.9863,0.116,1.9726,15.7808
2019-01-01,107.0,9.1683,60.335,8.1252,3.9528,1.8117,4.3371,5.8743,13.3956
2019-02-01,98.23,11.0425,55.8801,4.8539,2.0629,4.7932,2.6696,4.1258,12.8021
2019-03-01,99.74,14.3056,45.9745,21.0595,2.1804,1.3827,1.1168,3.2972,10.4234
2019-04-01,96.67,8.7934,43.1624,18.8512,3.161,0.2299,2.8737,5.9197,13.6786
2019-05-01,108.75,12.897,46.2324,9.8913,4.3172,1.5575,4.0986,15.9846,13.7714
2019-06-01,113.23,17.4724,56.0477,6.0699,4.0277,3.1201,1.7586,12.3101,12.4235
2019-07-01,101.63,10.3999,47.2617,8.7243,9.4755,4.9111,0.6933,7.6266,12.5376
2019-08-01,139.81,12.4124,67.1578,18.9602,10.9889,3.7579,1.3096,11.843,13.3803
2019-09-01,105.07,15.9889,52.535,8.4295,7.4506,1.9034,0.1632,5.384,13.2153
2019-10-01,124.81,38.6228,48.6754,6.4548,10.8991,1.4814,0.8465,4.8675,12.9625
2019-11-01,98.24,10.1723,46.6046,7.1317,13.6552,2.3772,3.2618,3.5382,11.4991
2019-12-01,96.49,11.2049,38.8398,16.6042,7.0829,2.1481,0.6386,6.2701,13.7013
2020-01-01,146.39,67.7455,41.2439,5.5642,5.5068,2.1798,1.0325,4.4169,18.7003
2020-02-01,87.73,16.5779,33.3374,6.2924,3.7512,1.1496,0.5445,3.5697,22.5073
2020-03-01,61.93,11.22,23.925,3.96,2.145,0.715,0.77,1.925,17.27
2020-04-01,42.36,4.6384,19.1123,2.2912,1.7324,0.0,0.2235,1.9001,12.4621
2020-05-01,63.57,8.5754,33.5294,3.7284,2.6099,1.012,1.3316,3.7817,9.0015
2020-06-01,63.83,6.2475,33.1452,4.2572,4.2019,0.9399,0.6635,3.2067,11.1682
2020-07-01,73.02,5.4188,40.3998,5.4188,3.9166,1.0194,0.4829,6.3846,9.9792
2020-08-01,79.64,3.8176,35.154,3.7646,8.6957,1.4316,1.6967,8.0594,17.0203
2020-09-01,78.64,7.9843,39.1559,6.2343,7.8203,0.2187,0.1094,4.2109,12.9061
2020-10-01,68.29,10.0336,24.6233,8.3955,4.6073,2.0477,1.2798,3.3787,13.9242
2020-11-01,65.07,9.917,23.9615,9.1968,6.9253,1.3297,1.1634,2.4377,10.1386
2020-12-01,72.59,6.9026,31.0615,11.2025,2.6026,1.7539,0.1132,4.5828,14.3709
2021-01-01,80.75,4.6587,32.7659,10.4561,4.1928,3.0022,0.88,3.8822,20.9122
2021-02-01,74.85,6.0163,33.2667,7.7268,2.7132,1.1207,10.3811,1.9465,11.6787
2021-03-01,79.37,9.3282,33.1552,7.0895,4.0511,0.6397,7.3027,4.6908,13.1128
2021-04-01,78.84,15.7457,28.2529,5.5836,4.746,2.6243,5.081,3.8527,12.9539
2021-05-01,91.65,38.2648,23.472,5.677,4.2577,1.583,2.9476,2.0197,13.4282
2021-06-01,75.52,11.2853,35.5656,3.2488,5.3576,1.8239,2.1089,3.1918,12.9381
2021-07-01,81.83,12.9324,27.8979,5.365,7.6804,1.2424,8.1886,1.4683,17.055
2021-08-01,131.44,46.5202,26.9725,14.0373,7.0766,1.3921,2.3202,1.9722,31.1488
2021-09-01,96.74,16.8268,36.962,7.6434,4.221,3.0802,2.5098,2.852,22.6449
2021-10-01,78.64,6.219,29.8837,11.0381,3.8768,4.4691,2.6384,1.6692,18.8456
2021-11-01,80.22,8.801,34.7283,5.0546,7.7306,2.3787,2.4381,2.6165,16.4722
2021-12-01,82.46,16.3996,35.2823,3.7534,4.1576,2.6563,2.1943,3.6957,14.3208
2022-01-01,99.78,27.4808,36.1496,7.9022,5.2485,1.2974,4.5998,2.2409,14.8609
2022-02-01,187.43,110.9743,41.7533,4.1079,1.8394,4.1079,1.778,10.7909,12.0784
2022-03-01,318.93,235.783,20.6641,4.9616,2.3445,8.9962,0.5452,32.1138,13.5216
2022-04-01,211.9,143.833,20.6476,8.9823,2.7997,4.0245,2.3914,13.4734,15.7481
2022-05-01,153.44,86.5312,22.1421,9.8648,1.2331,3.2704,0.4289,11.6876,18.282
2022-06-01,142.16,77.1217,23.4984,6.1809,2.0603,3.7865,0.6125,8.5753,20.3245
2022-07-01,144.37,62.8865,41.0851,5.436,2.1172,2.06,1.7739,5.436,23.5753
2022-08-01,162.19,73.2415,35.5564,14.0384,3.6247,12.3124,1.1507,3.6247,18.6412
2022-09-01,141.02,68.5673,24.5699,5.3711,3.7141,9.1423,1.2571,7.771,20.6273
2022-10-01,153.47,71.8974,28.8034,6.1166,7.7291,8.3408,1.6682,4.8376,24.077
2022-11-01,137.04,61.9092,30.075,10.5546,6.0718,5.6745,0.6242,2.5535,19.5771
2022-12-01,144.59,68.5829,30.6098,10.1018,5.2335,2.1299,2.7993,4.3815,20.7513
2023-01-01,119.94,61.1721,21.6689,10.1649,4.6868,2.2521,1.9478,2.313,15.7343
2023-02-01,157.36,77.6093,39.8429,6.8784,3.7637,3.569,1.2329,4.153,20.3108
2023-03-01,132.63,55.5407,43.1579,6.9805,2.7922,4.3704,0.3035,2.428,17.0568
2023-04-01,134.28,42.1022,43.8704,6.8057,14.1453,4.0701,0.8674,3.4029,19.016
2023-05-01,119.75,52.1343,28.1843,5.4251,10.5856,2.3818,0.5293,2.051,18.4587
2023-06-01,123.59,45.9458,35.5841,5.658,7.9076,2.7949,8.2484,1.4997,15.9515
2023-07-01,124.44,50.326,40.4258,3.6438,3.9188,2.5438,5.2939,1.925,16.3628
2023-08-01,112.79,42.4794,25.8085,7.1148,2.6506,1.7438,7.6728,3.5574,21.7628
2023-09-01,117.35,44.5923,42.196,2.2227,3.4035,0.9724,2.2227,1.7365,20.004
2023-10-01,242.19,175.9485,27.461,16.8938,0.6156,1.4363,1.0259,3.967,14.8419
2023-11-01,193.7,135.2786,30.0699,8.7346,1.8615,1.0023,0.8591,0.9307,14.9633
2023-12-01,173.86,104.5414,36.6318,7.5377,2.0429,1.4089,0.634,3.8745,17.1888
2024-01-01,161.94,98.2247,34.5821,9.0088,2.2522,1.1624,0.7992,2.0342,13.8764
2024-02-01,174.52,95.0205,44.304,3.2791,2.3318,3.4977,0.3643,5.9023,19.8202
2024-03-01,142.41,67.2116,36.0086,9.8144,3.7904,3.5873,1.3537,3.5196,17.1244
2024-04-01,172.93,104.2083,34.8433,8.005,4.4314,1.7154,0.7862,2.7875,16.153
2024-05-01,174.4,92.2115,41.6127,8.5714,3.6636,3.7327,1.2442,5.1152,18.2488
2024-06-01,128.28,64.773,30.1711,5.4857,3.9384,3.7274,0.633,2.8132,16.7383
2024-07-01,138.87,55.0495,32.1181,22.8601,5.9821,0.4985,0.5697,1.9228,19.8691
2024-08-01,163.36,78.851,39.894,15.208,6.4868,2.0181,2.883,2.6668,15.3522
2024-09-01,163.06,82.9501,31.4613,18.134,4.0783,3.2772,0.7283,6.4816,15.9491
2024-10-01,163.78,106.5447,26.8641,9.0482,1.7535,4.2085,0.491,2.7355,12.1344
2024-11-01,141.74,68.8837,39.8688,7.7326,3.4052,2.1282,1.2769,4.1855,14.2591
2024-12-01,170.84,59.4876,38.0392,14.3488,23.9893,1.9431,12.032,5.6797,15.3203
2025-01-01,168.78,59.7852,50.2887,18.5615,6.7627,2.2303,2.3741,11.1513,17.6262
2025-02-01,181.79,48.4773,85.8763,9.8144,2.3049,1.7101,1.6357,14.9447,17.0265
2025-03-01,187.92,57.9353,75.8132,3.2261,9.4767,2.6212,1.277,20.9696,16.6009
2025-04-01,179.63,47.5339,53.2173,7.0956,4.2712,3.3756,1.9289,48.4295,13.7779
2025-05-01,172.98,62.4822,57.7289,12.5378,3.3756,1.4467,0.2067,17.2911,17.9111
2025-06-01,212.69,118.1611,42.6392,14.8876,6.2875,5.4925,0.2891,8.8169,16.1162
2025-07-01,151.5,61.8326,41.3797,7.1111,4.6053,1.5577,0.0,13.9513,21.0624
2025-08-01,154.08,60.8801,48.6351,6.5537,3.3113,3.3113,0.8968,14.1421,16.3497
2025-09-01,164.41,64.0326,49.9482,18.138,6.4582,2.2673,3.2978,7.214,13.0539
2025-10-01,174.93,71.529,48.1074,8.9162,4.8573,4.1919,2.1958,14.3723,20.76
2025-11-01,132.3,38.0858,47.6966,13.2193,7.1456,4.7875,1.0718,4.9304,15.3629
2025-12-01,163.92,60.8618,46.0002,26.3617,3.3616,1.8577,0.7962,7.9616,16.7193
2026-01-01,198.68,98.6968,49.9331,2.8065,12.6295,1.6372,16.1376,11.577,5.2623
2026-02-01,145.92,72.4953,37.5754,6.3732,4.2488,13.2775,1.5933,3.9833,6.3732
2026-03-01,280.63,243.5036,10.301,13.9492,1.073,2.146,0.4292,6.7958,2.4322
