Date,GPR_AI,military_conflict,diplomatic_tension,terrorism,civil_war,nuclear_threat,coup,sanctions,other
1982-08-01,146.66,58.1361,40.4535,13.1029,9.0321,7.6009,4.9295,7.0762,6.3288
1982-09-01,123.0,40.4982,42.3873,12.1317,6.8481,5.1361,1.9482,6.2577,7.7927
1982-10-01,111.43,28.0928,41.9566,10.5629,9.2425,7.8941,1.7418,5.4219,6.5175
1982-11-01,103.74,22.5575,45.5429,8.0388,5.4713,11.3399,1.7117,3.24,5.838
1982-12-01,105.11,21.9984,45.1279,11.2522,5.5963,11.7583,1.1609,1.9349,6.281
1983-01-01,88.89,15.1902,42.0795,8.0939,7.6664,8.8776,1.368,1.026,4.5884
1983-02-01,97.19,22.3009,38.015,6.3282,12.9303,6.4195,1.3387,0.3651,9.4923
1983-03-01,94.13,18.5608,43.1824,5.0325,10.7685,9.9839,0.8388,0.7576,5.0055
1983-04-01,113.05,26.5241,48.2972,9.628,7.1738,15.1656,0.5349,1.0383,4.6881
1983-05-01,99.26,22.9961,44.0236,6.2198,7.732,12.0116,0.3138,1.3124,4.6506
1983-06-01,100.14,23.4527,43.4679,6.2326,11.0517,7.9354,1.3493,0.7389,5.9114
1983-07-01,108.67,28.3854,43.0933,11.273,11.148,6.7763,0.9056,1.1866,5.9019
1983-08-01,101.8,34.5821,32.2127,8.6314,11.565,4.4003,3.3567,1.1847,5.8671
1983-09-01,137.83,62.5916,41.7091,5.9465,12.3397,6.449,0.7259,2.5126,5.5556
1983-10-01,131.94,54.2395,34.7766,16.8225,9.1279,8.4238,2.1877,0.9052,5.4566
1983-11-01,129.9,48.9959,38.9724,12.6726,7.2551,13.5079,1.2171,1.3842,5.8948
1983-12-01,112.76,40.9099,33.7887,20.2094,5.1813,5.967,0.8595,0.9086,4.9357
1984-01-01,96.8,28.4792,38.5437,9.7461,6.7341,4.4078,3.061,1.2489,4.5792
1984-02-01,100.07,39.0022,33.4724,8.0676,9.4033,3.7399,0.5343,0.6144,5.2359
1984-03-01,91.28,27.6914,31.8534,8.9861,12.1313,3.7127,0.473,1.3243,5.1079
1984-04-01,100.35,29.9737,36.3371,12.348,8.232,3.7625,3.0554,1.2878,5.3533
1984-05-01,94.08,27.106,35.5015,9.0283,9.0494,5.7587,1.0336,0.443,6.1595
1984-06-01,86.66,29.7801,31.8647,7.8704,7.3174,4.5096,0.3616,0.3829,4.5734
1984-07-01,69.93,14.8305,33.1112,5.9991,6.0506,2.3173,1.5448,0.9269,5.1495
1984-08-01,90.49,22.3056,30.1835,12.0432,12.8582,5.0406,1.5092,1.2073,5.3425
1984-09-01,102.97,21.6762,41.6665,17.2125,9.8587,4.9775,0.9955,0.8349,5.7482
1984-10-01,101.92,16.2177,41.4298,17.8022,10.6875,6.2758,0.466,0.4971,8.5438
1984-11-01,112.49,17.1431,47.9384,16.9249,16.9561,3.0234,1.2779,0.4987,8.7274
1984-12-01,101.68,18.9301,39.1027,16.6742,9.9064,4.4792,1.3078,1.3405,9.9391
1985-01-01,97.78,20.183,42.195,12.5736,6.891,4.2783,0.1306,0.8165,10.712
1985-02-01,98.26,16.8904,49.7625,10.8683,7.3405,6.129,0.5701,1.2115,5.4876
1985-03-01,112.17,27.0861,45.878,10.3753,10.1611,8.7838,0.857,1.4385,7.5902
1985-04-01,102.68,18.1579,45.2295,9.9554,13.3621,2.8775,3.7044,1.7199,7.6733
1985-05-01,109.76,19.7172,40.7499,14.5818,11.6655,5.4523,0.317,6.5618,10.7145
1985-06-01,145.08,24.1053,46.8981,50.0993,6.9147,4.2897,0.2241,2.3049,10.244
1985-07-01,120.03,14.9174,42.3696,29.5586,13.6052,4.3164,3.0387,3.902,8.322
1985-08-01,112.95,16.1405,41.8371,14.8912,17.8964,4.5585,3.0728,4.6936,9.8599
1985-09-01,118.92,19.0418,47.1574,17.684,14.1075,4.5038,3.3116,5.2655,7.8485
1985-10-01,134.72,18.5745,57.1017,30.9784,11.7461,6.2019,0.971,2.0673,7.079
1985-11-01,123.56,14.1558,63.5663,21.3348,9.0665,4.786,2.73,1.2134,6.7072
1985-12-01,124.31,18.7546,51.2984,25.1907,12.457,4.1523,0.9343,0.8997,10.623
1986-01-01,117.77,15.9688,39.5837,17.4574,19.4874,3.3832,4.635,9.8113,7.4431
1986-02-01,119.61,20.8488,48.4109,13.6505,13.6132,2.6108,9.9955,1.641,8.8393
1986-03-01,119.87,37.069,39.6545,14.4381,11.5841,4.2307,3.7942,0.6044,8.495
1986-04-01,160.5,55.2302,40.5406,32.7039,8.3795,9.5669,2.5105,2.1712,9.3973
1986-05-01,124.66,20.4133,44.8316,20.7175,10.0715,15.986,0.7435,3.2107,8.6858
1986-06-01,126.33,15.9793,52.6764,16.7057,18.2621,5.7069,0.4842,6.9693,9.5461
1986-07-01,121.84,14.555,51.8187,18.7749,12.5166,3.8623,2.4318,7.1881,10.6927
1986-08-01,110.98,17.1248,43.3178,13.7068,11.7886,4.5341,1.4649,9.2774,9.7657
1986-09-01,128.31,14.8544,53.6643,33.9018,9.5562,3.9655,1.1701,5.4769,5.7207
1986-10-01,110.25,17.947,54.1952,13.4012,5.3133,4.9886,0.8265,4.6639,8.9145
1986-11-01,114.84,16.1347,56.6946,12.0532,9.853,4.783,4.6236,2.6625,8.0355
1986-12-01,114.98,24.6409,48.8932,10.5234,11.6567,4.9865,1.1657,1.619,11.4948
1987-01-01,111.39,29.9318,41.7883,15.7176,8.6789,2.5285,3.6219,2.6652,6.4579
1987-02-01,104.77,22.0224,44.7353,10.5388,11.4836,5.0877,0.8722,1.708,8.322
1987-03-01,95.62,18.0463,44.4144,9.5333,6.4724,4.7826,0.2551,4.113,8.0029
1987-04-01,102.13,20.1983,47.227,7.7736,7.8386,4.7487,1.5287,6.0823,6.7328
1987-05-01,101.83,28.588,41.5278,7.1554,7.1554,2.8755,4.2464,1.7721,8.5095
1987-06-01,107.32,26.9625,49.2251,9.2231,9.9298,2.7917,1.1308,2.0142,6.0427
1987-07-01,108.53,28.1708,41.8144,10.7805,11.4521,4.7364,1.3431,3.1635,7.0692
1987-08-01,114.95,31.4894,47.5068,8.0768,10.6669,4.4303,3.3398,1.5336,7.9064
1987-09-01,105.72,31.3798,44.1491,4.9583,6.8261,3.3282,6.5544,2.581,5.9431
1987-10-01,107.61,36.0503,39.0094,6.7137,8.8773,4.2319,3.5318,2.9591,6.2364
1987-11-01,100.44,18.5879,41.2848,13.6638,12.9137,3.3263,1.4675,1.924,7.2721
1987-12-01,116.81,26.0207,54.2737,8.3293,12.5606,4.5645,1.366,2.5321,7.1632
1988-01-01,105.0,23.9436,49.0055,8.1566,10.5576,2.8943,0.9867,2.0392,7.4166
1988-02-01,97.55,19.1568,43.7776,10.0615,11.2276,3.0984,2.3988,1.6325,6.1968
1988-03-01,115.39,31.0025,41.7443,9.0473,17.9473,2.6818,2.2987,4.7741,5.894
1988-04-01,116.31,34.3734,38.2371,16.1209,10.5252,3.0643,2.2982,4.6631,7.0279
1988-05-01,98.36,24.5823,37.564,8.1634,14.5775,3.5907,0.8593,1.5345,7.4882
1988-06-01,80.44,12.7781,37.867,6.9501,9.5369,2.3998,3.2725,1.3713,6.2644
1988-07-01,96.2,33.4381,37.1917,8.2284,7.3105,1.4096,1.9997,1.0163,5.6058
1988-08-01,95.76,23.0143,35.3993,8.9376,14.2682,2.1067,1.7237,1.8833,8.4269
1988-09-01,84.26,16.6851,30.7186,7.3593,11.5008,2.2048,6.4059,2.3836,7.0018
1988-10-01,69.4,8.7413,31.2509,5.7252,11.0872,3.4072,1.536,0.6982,6.954
1988-11-01,73.04,10.2304,35.836,5.9181,8.3865,3.4498,1.9033,0.6543,6.6616
1988-12-01,89.26,11.0067,43.5746,10.0719,9.4085,2.141,1.5078,2.2918,9.2577
1989-01-01,84.99,15.8902,37.7607,8.0448,8.9988,2.6484,0.598,2.1643,8.8849
1989-02-01,83.12,10.2406,38.2397,6.7464,13.1903,3.6909,3.1463,1.5126,6.3531
1989-03-01,82.99,12.7832,34.7013,8.1582,15.6558,1.9534,0.5171,1.149,8.0721
1989-04-01,83.82,17.8538,29.737,8.8689,13.4193,3.2172,2.3766,1.1304,7.2169
1989-05-01,95.87,12.0163,49.8026,6.3701,13.3772,3.1271,2.8665,1.8821,6.428
1989-06-01,98.69,16.7179,44.1377,5.8346,16.7179,3.1743,0.7558,3.4312,7.9206
1989-07-01,71.44,8.7655,35.2413,5.4148,7.9577,2.6027,1.3163,2.2437,7.8979
1989-08-01,91.44,12.6174,41.0577,12.2386,11.1022,1.5444,0.4954,0.9616,11.4227
1989-09-01,82.62,8.2762,35.4939,12.1726,12.4286,1.1945,0.3697,1.1092,11.5753
1989-10-01,70.46,5.3761,32.1614,4.71,9.3963,2.5215,6.7796,1.3559,8.1593
1989-11-01,79.55,7.7562,32.5104,7.6032,16.0149,1.0706,1.2235,0.8521,12.5191
1989-12-01,109.23,27.6828,35.034,11.0157,16.2697,1.2583,9.2938,0.883,7.7927
1990-01-01,105.44,20.3665,39.7607,9.7483,21.7993,0.6652,2.5842,0.5117,10.0041
1990-02-01,96.62,7.808,47.7013,5.793,20.7373,1.8191,1.2314,1.8191,9.711
1990-03-01,93.28,6.0244,48.7924,6.0975,15.8292,3.1219,3.9512,0.6098,8.8536
1990-04-01,97.01,8.7451,45.1435,9.6905,12.6318,5.2786,1.2606,5.8826,8.3774
1990-05-01,98.76,8.0769,49.9461,10.3667,13.7887,3.2459,1.2329,2.0129,10.0899
1990-06-01,89.86,2.9179,41.6506,11.8522,17.0166,2.8404,0.9296,2.1174,10.5353
1990-07-01,86.86,7.3162,38.8898,7.1086,18.2904,1.9977,2.5684,1.2453,9.4436
1990-08-01,204.1,120.6208,31.2772,5.479,21.5306,1.0187,3.2213,11.4536,9.4988
1990-09-01,150.69,74.4212,34.9147,4.5375,15.4874,1.5759,1.2227,7.8524,10.6782
1990-10-01,111.25,43.5576,34.6356,7.726,10.5725,2.679,1.4113,2.4637,8.2044
1990-11-01,124.26,60.2973,29.8214,7.6452,12.8816,2.5658,0.6546,1.728,8.6663
1990-12-01,137.67,54.7453,44.1243,5.0282,11.5084,3.1191,4.9206,3.0922,11.1319
1991-01-01,259.57,204.2443,25.0813,8.6051,9.9465,0.9364,2.05,1.5185,7.1878
1991-02-01,207.53,154.1908,25.3922,7.7689,7.4299,0.9646,2.3463,1.486,7.9513
1991-03-01,116.74,54.5812,26.6554,4.8586,18.8995,0.3789,1.5378,1.627,8.2017
1991-04-01,94.08,29.3639,28.4621,4.1387,14.4276,1.7572,0.8092,2.6358,12.4854
1991-05-01,88.52,19.0609,31.4575,5.572,17.3172,2.345,1.0823,2.0243,9.6607
1991-06-01,78.55,15.701,29.0967,6.3565,12.0863,4.6331,0.4029,2.6859,7.5875
1991-07-01,93.95,20.804,32.6136,3.5017,15.1052,10.2761,0.7324,3.3415,7.5755
1991-08-01,110.44,12.1993,30.564,5.585,16.5359,5.2345,27.1583,1.8179,11.3452
1991-09-01,103.19,13.4625,40.2758,3.4828,24.1342,6.5861,5.4252,1.1833,8.6401
1991-10-01,88.74,14.2538,33.0245,3.5794,12.3362,8.9486,6.3705,3.0042,7.2228
1991-11-01,93.67,16.4675,34.3374,5.6324,14.3185,6.1979,3.4383,3.6192,9.6588
1991-12-01,98.14,9.2781,39.6812,8.1045,17.3826,10.2303,3.4987,1.7272,8.2374
1992-01-01,98.34,11.6011,37.395,6.7991,18.3553,7.8986,6.0137,1.9298,8.3474
1992-02-01,87.25,15.9737,34.2061,4.0284,12.4111,4.3311,4.8666,3.4928,7.9403
1992-03-01,83.72,16.2651,31.0849,6.3205,12.4469,5.2204,1.4669,3.1063,7.809
1992-04-01,81.9,16.3235,20.1339,4.3514,18.8638,3.5281,5.4804,5.3628,7.856
1992-05-01,88.84,19.916,17.9442,3.8334,24.5866,4.4723,3.6351,5.5738,8.8785
1992-06-01,93.72,22.8909,35.011,3.518,16.5778,2.53,1.6746,3.5421,7.9757
1992-07-01,95.97,24.0677,32.3195,7.1558,16.654,1.8481,3.3738,2.7936,7.7575
1992-08-01,102.93,41.1352,23.1922,2.7778,21.9565,1.2868,0.9804,1.7974,9.8038
1992-09-01,87.87,19.8884,30.8385,4.3137,15.1393,3.4426,1.6591,2.2398,10.3486
1992-10-01,79.55,21.8762,21.6832,3.9582,16.9333,3.881,0.9268,2.0081,8.2832
1992-11-01,99.22,22.0674,24.5401,9.496,17.4544,4.5298,3.4909,8.2908,9.3506
1992-12-01,131.65,53.8918,29.17,8.875,19.2257,2.2455,1.3901,1.9675,14.8844
1993-01-01,110.43,45.5542,29.463,4.8662,17.2771,2.6171,1.145,1.4721,8.0354
1993-02-01,93.84,25.3975,28.9837,8.0662,15.6309,4.1203,0.6976,2.2672,8.6766
1993-03-01,116.68,29.1551,24.7094,28.1628,14.6867,7.006,1.29,2.6396,9.0303
1993-04-01,101.58,32.0463,22.2241,12.8523,15.2351,5.0471,0.9944,3.6305,9.5501
1993-05-01,103.53,31.8883,22.0258,13.1084,20.1531,3.5848,1.4803,3.7809,7.5084
1993-06-01,99.56,27.8558,23.3204,11.8125,15.9249,3.8924,4.8739,4.4847,7.3955
1993-07-01,110.0,29.5986,30.8342,14.5722,17.5702,5.2329,1.3809,2.9798,7.8312
1993-08-01,103.52,36.0417,19.7941,13.0166,17.863,1.7454,1.3741,4.1222,9.5628
1993-09-01,101.28,21.2626,39.5556,6.5492,17.979,3.3554,2.8709,1.7225,7.9847
1993-10-01,107.65,29.3407,26.5344,8.9607,21.2858,4.9656,3.5099,6.9712,6.0816
1993-11-01,86.08,13.8808,27.3429,8.7524,12.1201,6.7011,3.4018,5.5899,8.2909
1993-12-01,90.48,13.5427,31.5885,12.3207,11.9189,8.822,0.8872,3.1806,8.2194
1994-01-01,91.45,17.4399,30.3665,7.1162,18.5266,7.7998,1.1042,2.5064,6.5904
1994-02-01,107.13,29.4895,30.942,10.8582,15.3258,7.6929,0.6811,4.4074,7.733
1994-03-01,106.68,21.3035,31.998,14.5103,20.2768,7.1012,1.0267,2.8234,7.6402
1994-04-01,113.75,35.9928,24.5057,10.0489,25.0661,5.7902,0.2615,2.8764,9.2083
1994-05-01,101.08,19.2271,28.7031,4.0415,27.0349,7.2317,0.7911,5.6925,8.3581
1994-06-01,92.59,16.0389,22.9153,5.1082,20.6291,12.0739,0.2679,7.6801,7.8766
1994-07-01,109.62,21.5373,31.168,11.3422,21.8333,5.8469,1.6468,3.09,13.1555
1994-08-01,102.6,19.2932,30.0838,10.5563,16.3929,9.7997,0.7926,4.2964,11.385
1994-09-01,102.69,36.2177,31.9439,7.3145,9.8653,2.9224,2.0102,3.9022,8.5139
1994-10-01,89.16,25.8896,25.8462,11.4911,5.7455,4.2527,3.6452,3.4369,8.8526
1994-11-01,78.38,25.553,20.1469,7.7702,11.6466,4.2588,0.6779,0.9213,7.4052
1994-12-01,101.61,39.9192,25.3404,11.7918,11.939,3.6056,0.3679,0.9198,7.7263
1995-01-01,86.91,35.0737,19.5684,11.1325,5.5389,3.6076,0.3826,2.4051,9.2012
1995-02-01,86.42,23.5363,28.1637,9.1768,9.9172,2.4549,0.3702,4.0916,8.7092
1995-03-01,79.63,16.3259,27.5706,12.2352,7.5943,3.5403,1.0089,4.1457,7.2091
1995-04-01,100.37,17.8587,24.7838,30.6711,8.4641,5.8694,0.0716,4.8494,7.802
1995-05-01,87.93,21.8952,28.1462,13.7988,3.6409,4.9709,0.0831,7.5977,7.7972
1995-06-01,93.55,33.1001,26.3587,12.8333,5.1265,4.5113,1.0595,4.5626,5.998
1995-07-01,88.17,35.7654,24.0282,10.6025,6.4995,2.7051,0.817,1.5432,6.209
1995-08-01,95.02,33.9134,26.6056,14.2668,4.6454,6.0409,1.3955,1.322,6.8304
1995-09-01,79.09,25.3257,23.8178,10.3929,5.9828,4.9614,0.9728,0.989,6.6476
1995-10-01,60.97,15.3274,21.6846,9.5667,4.4953,2.5717,0.8538,1.7488,4.7217
1995-11-01,80.19,15.8852,28.8017,16.8748,8.2464,1.6319,0.2257,2.8125,5.7117
1995-12-01,81.64,29.8462,25.0625,7.8509,5.3558,3.7347,0.1271,1.176,8.4866
1996-01-01,72.13,21.7524,23.5651,9.0712,7.2971,3.0237,0.5708,0.8948,5.9549
1996-02-01,80.54,14.0369,31.8073,15.0026,8.4153,1.8452,0.5001,3.2247,5.7079
1996-03-01,82.53,17.86,28.4844,16.2538,7.9181,1.7185,0.1767,4.5774,5.5411
1996-04-01,93.98,28.3624,31.2088,10.0043,12.9349,2.6611,1.179,1.7684,5.8611
1996-05-01,74.66,11.7428,26.956,6.552,12.6627,2.4682,1.1369,6.5445,6.5969
1996-06-01,79.42,8.3009,36.0466,14.4783,5.9142,1.4391,0.8424,5.6948,6.7039
1996-07-01,95.28,11.9556,23.3516,32.9794,9.8468,1.3464,2.8064,5.0126,7.9812
1996-08-01,80.41,15.2859,22.2845,15.7753,12.5126,1.1583,0.9462,5.563,6.8844
1996-09-01,91.72,35.6157,25.2725,8.8256,12.2403,1.4352,0.8908,1.0228,6.4171
1996-10-01,68.06,15.0706,29.0885,5.7556,8.8303,0.6513,1.0299,1.5146,6.1191
1996-11-01,76.27,18.894,26.5743,6.454,8.8258,1.3553,1.3553,1.3876,11.4236
1996-12-01,86.75,10.1993,33.6976,16.048,13.9763,2.518,0.1912,1.5299,8.5897
1997-01-01,77.43,6.2656,33.5046,19.3905,8.9368,1.8797,0.2968,0.8904,6.2656
1997-02-01,75.25,7.5018,32.9281,12.514,10.7215,0.7635,2.0912,1.8588,6.8711
1997-03-01,90.82,6.9152,40.1544,12.3859,19.5931,0.6454,1.5367,1.5675,8.0217
1997-04-01,83.08,10.1842,34.2793,12.915,15.9028,1.51,0.4176,1.9597,5.9113
1997-05-01,76.53,7.4051,32.7111,5.6916,13.8923,1.4688,5.967,2.0808,7.3133
1997-06-01,69.02,8.1763,28.5089,8.2071,11.0148,1.4501,4.3195,1.1416,6.2016
1997-07-01,74.38,10.1427,27.8392,9.0462,9.9904,2.0407,7.9802,1.1574,6.1831
1997-08-01,71.46,8.8968,27.0661,12.0828,9.8286,1.4728,2.645,2.4647,7.0032
1997-09-01,60.29,7.4267,28.3106,8.9715,5.4661,1.4853,0.7427,1.5893,6.2978
1997-10-01,61.78,6.5661,28.4443,6.3003,6.2471,1.7279,1.4621,3.9609,7.0712
1997-11-01,72.42,6.1305,35.4938,11.6021,2.6928,1.7475,1.1172,3.5809,10.0552
1997-12-01,70.33,7.0143,31.4351,7.1293,5.7494,1.6386,1.2936,1.5236,14.5461
1998-01-01,75.52,8.5851,34.2532,9.691,7.2755,0.9604,1.0186,1.6588,12.0774
1998-02-01,95.13,32.6203,34.8658,9.0123,4.8855,1.0924,0.789,2.0634,9.8013
1998-03-01,67.63,11.6449,32.7373,5.6825,4.2409,1.9035,1.2597,3.0232,7.1381
1998-04-01,64.91,6.352,33.0624,5.7665,4.5664,2.9564,1.0538,2.8979,8.2546
1998-05-01,90.54,8.8838,28.5195,6.3377,10.3229,20.0093,1.8266,3.8746,10.7657
1998-06-01,91.11,21.4186,30.4092,5.2004,6.8164,9.7838,1.8216,3.7901,11.8699
1998-07-01,73.24,11.8542,25.4359,9.114,8.4588,5.391,0.8637,2.5317,9.5906
1998-08-01,120.18,33.2647,26.1234,32.5933,10.0404,2.5635,0.6714,1.3428,13.5805
1998-09-01,75.95,16.0374,24.7954,10.3788,7.8196,4.2937,0.7393,0.9099,10.9759
1998-10-01,78.44,20.5623,32.2362,9.3118,3.0584,1.8296,0.5188,0.6554,10.2675
1998-11-01,81.35,17.2037,35.7736,8.6769,5.0741,3.2126,0.9007,1.9816,8.5268
1998-12-01,93.24,35.6602,31.6371,6.922,5.9458,2.544,0.355,2.0707,8.1053
1999-01-01,76.8,23.6634,20.6383,8.7642,9.2166,2.3183,0.7068,2.2335,9.259
1999-02-01,78.43,25.3987,32.2839,4.4065,5.3245,2.6623,0.3672,0.8568,7.13
1999-03-01,112.96,52.8867,29.3013,11.3487,5.2165,4.0789,0.7492,1.6926,7.6861
1999-04-01,162.66,116.4071,20.6732,5.3512,4.6769,4.4187,1.9798,2.2094,6.9437
1999-05-01,124.43,75.8479,25.2074,5.0753,3.4963,5.5829,1.2688,1.1278,6.8235
1999-06-01,111.86,71.7305,20.7467,5.14,5.1974,1.6081,0.0287,1.4358,5.9728
1999-07-01,90.36,26.0215,34.1171,6.9086,9.2825,3.4695,0.3043,1.8261,8.4304
1999-08-01,79.68,25.7727,23.022,8.3716,7.5046,2.9301,0.8073,1.8537,9.4181
1999-09-01,83.14,32.2803,24.5389,8.501,5.5797,2.8629,0.4674,2.1325,6.7774
1999-10-01,72.53,20.8882,21.5722,6.0507,4.5775,5.472,5.5772,1.2628,7.1294
1999-11-01,71.17,17.3394,28.6976,4.7124,5.2864,2.1448,1.7219,2.8396,8.428
1999-12-01,90.5,21.8027,30.2337,18.1546,3.7918,4.1652,2.4991,1.465,8.3879
2000-01-01,71.79,16.9618,26.079,11.2617,4.8146,2.2966,2.7947,0.6918,6.8898
2000-02-01,79.49,23.7068,30.2406,7.4879,5.493,2.1394,0.8384,2.3418,7.2421
2000-03-01,64.15,15.6261,28.5442,5.0273,3.2392,2.4618,0.5183,1.7881,6.9449
2000-04-01,65.3,9.9311,31.19,3.9499,7.7869,1.6928,0.79,1.0721,8.8872
2000-05-01,76.38,27.5904,22.5951,4.3794,9.1421,2.9835,2.7919,0.8759,6.0217
2000-06-01,71.29,11.884,31.3958,5.6656,5.9973,4.2285,2.3768,1.3819,8.3602
2000-07-01,61.16,5.2772,31.2298,5.6447,5.8023,1.8378,2.6517,1.8903,6.8262
2000-08-01,54.74,8.7391,19.4794,7.4979,4.3316,2.8371,0.8612,1.1906,9.803
2000-09-01,56.8,7.0677,25.1063,6.452,3.6693,2.1178,1.1821,2.044,9.1609
2000-10-01,85.32,24.9897,25.8081,17.1401,5.5558,0.6685,3.3658,1.8673,5.9247
2000-11-01,50.65,14.2188,16.5607,7.8861,3.3814,0.7408,0.4779,1.4099,5.9743
2000-12-01,55.69,11.1957,20.6594,8.4345,4.2172,1.2802,0.3514,2.7362,6.8153
2001-01-01,53.15,6.8541,21.7499,7.3984,4.3797,2.0785,2.9198,1.5836,6.186
2001-02-01,61.07,12.8683,22.2197,8.4244,6.2706,1.3632,0.1908,1.8539,7.8791
2001-03-01,61.54,16.0072,23.2056,6.9056,4.3678,1.1225,0.366,1.8057,7.7596
2001-04-01,74.66,17.5717,37.8356,5.1481,4.7278,1.1032,0.7354,0.8405,6.6977
2001-05-01,70.8,16.9951,25.9948,9.9911,6.5663,2.163,1.4163,1.8798,5.7938
2001-06-01,76.1,14.8757,29.9992,10.4405,7.851,1.8595,1.4325,2.2313,7.4103
2001-07-01,77.52,14.2176,34.515,6.0662,8.0973,2.0582,0.7583,1.9228,9.8846
2001-08-01,70.26,21.0582,25.0033,7.3097,7.0986,1.0819,0.1847,1.0819,7.4416
2001-09-01,262.59,36.8507,24.6685,182.2275,4.3309,1.6209,0.2533,2.1781,10.46
2001-10-01,243.16,86.2907,21.5641,111.0541,3.4156,1.5029,0.2277,1.7306,17.3743
2001-11-01,187.45,66.2025,27.864,58.0531,6.6514,6.0162,0.2876,1.582,20.7932
2001-12-01,156.47,59.0681,25.2562,44.1662,4.7275,3.0318,1.1048,2.9033,16.2122
2002-01-01,112.13,31.4716,26.836,28.2643,5.1116,4.6105,0.3007,1.7289,13.8064
2002-02-01,110.92,30.4623,28.4314,27.0286,6.8674,2.4851,0.7215,1.2425,13.6813
2002-03-01,122.56,41.9419,28.2977,24.1059,8.2886,4.8449,0.3087,2.4937,12.2786
2002-04-01,134.07,52.4673,28.9923,23.6831,5.9338,1.6396,5.5044,1.9779,13.8716
2002-05-01,117.75,29.3547,28.1643,34.0426,5.9887,4.7125,1.1536,2.8962,11.4375
2002-06-01,116.33,25.1489,28.5439,35.9606,3.6561,7.3645,1.0446,0.679,13.9324
2002-07-01,97.58,27.209,22.7066,26.4586,4.0577,2.4735,0.9172,1.0005,12.7568
2002-08-01,106.32,33.9917,27.7921,23.871,3.4442,3.1528,0.7418,1.5896,11.7368
2002-09-01,135.03,48.2593,31.2921,36.0839,4.0964,3.793,1.5931,0.9103,9.002
2002-10-01,142.94,40.0966,27.6939,48.1205,5.4792,8.4595,0.9629,1.215,10.9125
2002-11-01,121.9,29.3762,32.1435,34.6604,6.2108,4.3826,0.6762,1.0268,13.4234
2002-12-01,126.92,36.8691,31.3552,22.3349,7.2925,13.5178,0.8639,1.1942,13.4924
2003-01-01,138.18,55.8603,29.1736,16.8346,7.3412,15.5553,0.4304,0.6935,12.2912
2003-02-01,166.03,75.2019,33.9553,27.9084,5.6823,9.8308,0.2011,0.704,12.5462
2003-03-01,245.09,177.3327,23.2749,21.7403,3.2824,5.3498,0.3837,0.7673,12.9589
2003-04-01,199.99,131.6321,24.42,15.6597,3.722,5.5149,0.4312,1.7702,16.8398
2003-05-01,111.87,31.5352,25.1539,27.66,3.7592,5.5459,0.1392,1.9028,16.1737
2003-06-01,108.87,37.2821,25.3895,17.7347,7.7896,6.7118,0.8328,1.4207,11.7088
2003-07-01,109.48,42.1796,24.5066,15.0239,8.6509,5.7587,1.2029,1.3053,10.852
2003-08-01,105.33,30.7228,18.2285,28.5724,8.8238,5.3141,0.5685,1.3841,11.7157
2003-09-01,102.33,35.4946,25.3959,20.7943,3.3331,3.7559,0.5223,1.0198,12.0139
2003-10-01,89.2,29.5538,20.3622,17.4816,5.0356,3.9801,1.0555,1.6382,10.0931
2003-11-01,101.71,35.6249,22.0938,22.4986,3.1159,4.2936,1.7911,2.0609,10.2311
2003-12-01,109.31,32.2049,27.2303,27.4117,2.6427,5.0782,0.5441,1.2436,12.9545
2004-01-01,85.5,23.2735,24.6375,17.6825,3.1457,5.5296,0.4669,0.7127,10.0516
2004-02-01,92.3,19.2657,22.0679,19.9912,8.8322,9.7829,0.9758,0.8007,10.5836
2004-03-01,103.7,26.2473,20.8227,31.0638,5.0354,4.9138,4.9624,1.0217,9.6329
2004-04-01,116.01,51.445,19.9328,26.0475,3.6832,3.1295,0.6741,0.7222,10.3757
2004-05-01,120.21,48.6927,22.0393,24.2236,4.8717,3.0924,0.7363,1.1044,15.4496
2004-06-01,110.56,33.3343,23.3567,28.4211,3.1495,5.2156,0.8063,0.3275,15.9491
2004-07-01,97.74,24.4039,20.7931,26.9688,4.7563,2.7392,0.3237,1.6684,16.0866
2004-08-01,110.78,30.3634,16.5055,36.9704,5.3667,3.5062,1.0018,0.5247,16.5413
2004-09-01,107.09,33.1294,16.7236,30.8801,3.2274,8.753,0.7579,1.6626,11.9559
2004-10-01,91.02,31.9612,16.197,20.457,4.8978,4.5789,0.2961,0.7745,11.8573
2004-11-01,101.95,36.3153,23.2095,17.1658,6.4802,7.1678,0.5554,1.0051,10.0508
2004-12-01,90.35,27.9687,23.1389,18.0133,4.0659,2.686,0.5914,0.5914,13.2944
2005-01-01,82.01,23.2838,17.4689,15.7148,4.8057,2.6912,0.2643,0.6968,17.0844
2005-02-01,77.8,15.0264,22.8222,13.7798,3.3909,7.1143,2.2939,0.9641,12.4084
2005-03-01,75.08,14.6591,26.8325,13.2569,3.1797,4.0366,1.7563,0.5665,10.7925
2005-04-01,62.75,11.5955,21.9359,12.0844,3.313,3.2108,0.9778,0.5692,9.0633
2005-05-01,78.13,16.0161,25.9595,13.4941,4.6022,7.0404,0.3657,0.4724,10.1796
2005-06-01,72.47,19.5569,22.299,13.6884,3.3851,3.3851,0.34,0.1626,9.6528
2005-07-01,99.25,16.0503,21.65,44.2827,2.9792,2.6829,0.1248,0.4835,10.9966
2005-08-01,87.08,21.7397,22.2892,19.5253,5.843,5.4147,0.6304,0.194,11.4436
