Date,GPR_AI,GPR_AER,GPR_OIL
2023-12-01,173.86,163.99,296.37
2024-01-01,161.94,169.48,420.39
2024-02-01,174.52,155.1,388.18
2024-03-01,142.41,139.35,211.64
2024-04-01,172.93,158.51,471.37
2024-05-01,174.4,151.02,220.75
2024-06-01,128.28,123.71,112.85
2024-07-01,138.87,99.2,277.64
2024-08-01,163.36,153.68,464.57
2024-09-01,163.06,135.44,244.83
2024-10-01,163.78,128.45,505.41
2024-11-01,141.74,141.1,212.63
2024-12-01,170.84,167.07,124.79
2025-01-01,168.78,133.97,141.63
2025-02-01,181.79,124.49,414.9
2025-03-01,187.92,163.34,224.55
2025-04-01,179.63,158.22,116.92
2025-05-01,172.98,184.58,203.02
2025-06-01,212.69,205.37,958.63
2025-07-01,151.5,139.66,240.08
2025-08-01,154.08,151.32,330.34
2025-09-01,164.41,145.21,170.82
2025-10-01,174.93,173.66,193.2
2025-11-01,132.3,112.8,283.85
2025-12-01,163.92,152.8,431.56
