Date,GPR_AI,GPR_AER,GPR_OIL,GPR_NONOIL,THREATS_GPR_AI,ACTS_GPR_AI,GPR_OIL_MiddleEast,GPR_OIL_Russia,GPR_OIL_USA,GPR_OIL_Venezuela,GPR_OIL_Africa,GPR_OIL_Americas,GPR_OIL_Asia,GPR_OIL_NorthSea
1963-02-10,85.07,105.12,109.43,83.47,99.06,57.59,109.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-02-11,262.58,383.59,316.94,259.02,340.97,133.8,95.08,0.0,126.78,126.78,0.0,95.08,0.0,0.0
1963-02-12,219.9,175.01,273.3,216.41,291.8,96.93,273.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-02-13,204.62,193.78,0.0,218.0,263.39,109.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-02-14,130.84,145.79,162.62,128.77,162.3,65.12,0.0,0.0,0.0,108.41,0.0,0.0,54.21,0.0
1963-02-15,172.84,123.8,0.0,184.14,209.41,95.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-02-16,151.97,87.64,0.0,161.91,161.09,120.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-02-17,86.68,79.25,225.0,77.64,84.86,70.79,75.0,0.0,37.5,150.0,75.0,37.5,0.0,0.0
1963-02-18,229.09,160.02,370.22,219.86,293.24,146.13,0.0,0.0,0.0,370.22,0.0,370.22,0.0,0.0
1963-02-19,194.48,206.77,179.38,195.47,274.8,80.04,0.0,0.0,0.0,179.38,0.0,179.38,0.0,0.0
1963-02-20,169.16,215.13,258.42,163.32,227.93,94.61,172.28,0.0,0.0,86.14,0.0,86.14,0.0,0.0
1963-02-21,163.92,219.92,228.95,159.67,207.25,80.55,0.0,0.0,0.0,228.95,0.0,171.71,0.0,0.0
1963-02-22,245.07,200.93,95.08,254.88,337.66,117.48,0.0,0.0,0.0,95.08,0.0,95.08,0.0,0.0
1963-02-23,196.74,182.33,126.55,201.33,292.99,91.21,0.0,0.0,0.0,126.55,0.0,126.55,0.0,0.0
1963-02-24,93.99,72.35,37.66,97.68,144.24,24.56,0.0,0.0,0.0,37.66,0.0,37.66,0.0,0.0
1963-02-25,290.17,290.67,252.18,292.65,372.04,165.53,252.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-02-26,129.1,138.56,0.0,137.54,169.5,64.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-02-27,167.29,200.56,87.0,172.54,230.21,80.62,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-02-28,166.81,172.69,128.41,169.32,225.78,79.33,0.0,0.0,0.0,0.0,128.41,0.0,0.0,0.0
1963-03-01,139.83,119.38,0.0,148.98,186.61,66.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-03-02,160.03,116.61,0.0,170.5,223.07,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-03-03,92.87,84.53,0.0,98.94,135.09,47.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-03-04,191.15,263.09,241.67,187.85,280.47,88.48,161.11,80.56,0.0,80.56,80.56,0.0,0.0,0.0
1963-03-05,163.77,141.24,245.07,158.45,182.03,98.13,245.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-03-06,147.05,94.16,0.0,156.67,199.09,67.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-03-07,194.98,221.21,255.88,191.0,258.36,111.98,0.0,0.0,63.97,0.0,0.0,191.91,0.0,0.0
1963-03-08,200.74,205.95,0.0,213.87,292.85,84.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-03-09,159.04,128.02,222.13,154.91,208.81,101.65,222.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-03-10,64.38,41.7,0.0,68.59,81.87,37.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-03-11,209.18,190.11,329.86,201.29,281.37,116.05,82.47,0.0,164.93,0.0,0.0,247.4,0.0,0.0
1963-03-12,216.57,161.1,209.64,217.02,281.01,129.52,0.0,0.0,0.0,104.82,0.0,104.82,0.0,0.0
1963-03-13,150.79,82.33,114.29,153.18,217.85,85.32,0.0,114.29,0.0,0.0,0.0,114.29,0.0,0.0
1963-03-14,120.7,138.8,180.62,116.78,157.22,72.33,180.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-03-15,170.79,179.88,0.0,181.95,236.35,61.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-03-16,236.78,243.89,0.0,252.26,280.8,135.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-03-17,91.69,70.46,203.75,84.37,127.69,34.97,122.25,0.0,40.75,0.0,122.25,40.75,40.75,0.0
1963-03-18,264.84,238.77,414.29,255.06,353.39,135.08,103.57,0.0,0.0,0.0,103.57,207.14,0.0,0.0
1963-03-19,218.9,167.14,174.0,221.84,278.67,92.57,0.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0
1963-03-20,226.51,118.18,87.88,235.57,263.13,180.97,0.0,0.0,0.0,0.0,87.88,0.0,0.0,0.0
1963-03-21,149.93,137.37,297.95,140.26,211.62,92.04,0.0,119.18,0.0,119.18,59.59,119.18,0.0,0.0
1963-03-22,146.28,91.58,238.36,140.26,193.64,59.99,0.0,0.0,0.0,0.0,0.0,158.91,79.45,0.0
1963-03-23,155.19,187.19,69.6,160.79,215.67,66.89,0.0,0.0,0.0,0.0,0.0,69.6,0.0,0.0
1963-03-24,56.66,102.33,71.02,55.72,84.07,17.06,71.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-03-25,189.58,90.84,0.0,201.97,276.56,58.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-03-26,181.46,180.25,0.0,193.32,184.12,122.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-03-27,133.7,101.81,176.65,130.9,193.73,48.5,0.0,88.33,176.65,0.0,0.0,0.0,0.0,0.0
1963-03-28,88.98,100.28,58.0,91.01,121.16,41.81,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0
1963-03-29,141.67,216.2,346.27,128.29,168.78,109.94,0.0,173.14,0.0,0.0,0.0,346.27,86.57,0.0
1963-03-30,150.59,179.99,0.0,160.44,177.08,124.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-03-31,72.6,74.84,0.0,77.35,93.43,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-04-01,171.48,94.73,140.89,173.49,203.57,142.65,0.0,0.0,0.0,0.0,140.89,0.0,0.0,0.0
1963-04-02,148.75,99.78,129.85,149.99,155.97,138.16,64.93,0.0,64.93,0.0,0.0,64.93,0.0,0.0
1963-04-03,150.14,121.55,0.0,159.96,165.22,128.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-04-04,110.28,205.08,0.0,117.49,156.1,56.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-04-05,155.86,155.72,162.11,155.45,193.78,113.14,0.0,54.04,0.0,54.04,0.0,54.04,54.04,0.0
1963-04-06,117.92,164.06,53.37,122.14,157.96,53.13,0.0,0.0,0.0,53.37,0.0,0.0,0.0,0.0
1963-04-07,68.02,90.13,40.8,69.8,83.09,50.41,0.0,0.0,0.0,0.0,0.0,40.8,0.0,0.0
1963-04-08,160.71,178.88,58.19,167.41,226.92,95.87,0.0,0.0,0.0,58.19,0.0,0.0,0.0,0.0
1963-04-09,151.08,204.41,0.0,160.96,193.94,94.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-04-10,154.46,189.21,0.0,164.56,203.46,85.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-04-11,137.71,159.18,0.0,146.72,174.89,99.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-04-12,141.37,201.51,0.0,150.61,163.27,97.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-04-13,169.3,162.75,0.0,180.37,204.2,114.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-04-14,88.3,103.12,22.37,92.61,112.13,58.34,0.0,0.0,0.0,0.0,0.0,0.0,22.37,0.0
1963-04-15,99.93,52.72,0.0,106.47,128.04,69.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-04-16,129.69,108.27,0.0,138.17,171.69,91.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-04-17,170.68,150.7,0.0,181.83,206.07,124.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-04-18,115.89,111.05,0.0,123.46,130.82,93.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-04-19,124.28,147.31,58.98,128.55,135.54,113.37,58.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-04-20,118.36,207.92,0.0,126.1,143.48,88.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-04-21,74.65,75.12,0.0,79.53,102.1,49.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-04-22,184.73,183.36,73.42,192.01,253.06,125.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-04-23,160.38,145.34,0.0,170.87,208.32,118.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-04-24,206.53,192.59,214.82,205.99,284.2,142.55,71.61,0.0,0.0,0.0,0.0,0.0,143.21,0.0
1963-04-25,159.6,177.49,256.64,153.25,218.02,103.94,51.33,51.33,0.0,0.0,0.0,0.0,205.31,0.0
1963-04-26,138.84,130.39,0.0,147.92,199.79,59.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-04-27,141.34,87.2,100.87,143.99,173.84,90.01,0.0,0.0,50.44,0.0,0.0,100.87,0.0,0.0
1963-04-28,78.6,41.78,48.33,80.58,105.17,40.64,0.0,24.17,0.0,0.0,0.0,24.17,24.17,0.0
1963-04-29,204.83,141.91,82.08,212.86,237.18,191.56,0.0,0.0,0.0,0.0,0.0,82.08,0.0,0.0
1963-04-30,227.98,193.38,143.8,233.48,315.42,157.94,0.0,0.0,71.9,0.0,0.0,71.9,0.0,0.0
1963-05-01,184.28,165.95,123.41,188.26,227.71,135.54,61.7,0.0,0.0,61.7,0.0,61.7,61.7,0.0
1963-05-02,110.5,109.76,0.0,117.73,141.05,82.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-05-03,133.14,76.55,0.0,141.84,198.85,66.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-05-04,123.73,126.3,0.0,131.82,129.71,106.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-05-05,79.1,82.54,58.59,80.44,104.71,51.61,39.06,0.0,0.0,0.0,19.53,19.53,0.0,0.0
1963-05-06,185.45,126.41,0.0,197.57,257.09,100.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-05-07,174.42,119.86,69.32,181.3,214.81,118.97,0.0,0.0,0.0,0.0,0.0,69.32,0.0,0.0
1963-05-08,147.04,175.36,0.0,156.66,192.67,80.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-05-09,149.92,114.94,149.57,149.95,196.15,77.0,149.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-05-10,151.07,204.22,0.0,160.95,188.95,96.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-05-11,149.93,171.97,0.0,159.73,155.83,132.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-05-12,83.3,84.46,0.0,88.75,109.56,53.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-05-13,177.2,101.29,0.0,188.78,154.73,160.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-05-14,171.47,158.6,0.0,182.69,210.04,135.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-05-15,132.06,188.99,0.0,140.7,173.39,80.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-05-16,73.76,56.38,0.0,78.58,81.75,51.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-05-17,162.1,117.1,0.0,172.7,214.15,91.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-05-18,144.86,145.76,101.16,147.72,169.06,95.48,0.0,50.58,0.0,0.0,0.0,101.16,0.0,0.0
1963-05-19,89.63,100.2,0.0,95.48,119.85,43.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-05-20,165.78,259.48,0.0,176.62,171.51,136.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-05-21,148.08,140.34,0.0,157.76,157.23,107.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-05-22,152.74,124.73,0.0,162.72,162.75,124.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-05-23,104.62,70.91,0.0,111.47,134.01,66.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-05-24,131.87,120.56,0.0,140.49,143.01,99.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-05-25,108.57,105.12,109.43,108.52,150.5,50.71,0.0,0.0,0.0,0.0,0.0,109.43,0.0,0.0
1963-05-26,78.44,83.92,72.8,78.8,98.86,43.31,24.27,24.27,0.0,0.0,0.0,48.54,0.0,0.0
1963-05-27,122.69,128.02,74.04,125.87,167.56,58.45,74.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-05-28,102.94,128.12,0.0,109.67,132.98,66.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-05-29,127.9,79.32,58.98,132.4,162.23,78.95,0.0,0.0,58.98,0.0,0.0,0.0,58.98,0.0
1963-05-30,133.06,135.38,162.62,131.13,169.85,81.86,0.0,0.0,0.0,0.0,0.0,0.0,162.62,0.0
1963-05-31,154.83,164.89,78.03,159.85,211.9,72.31,0.0,0.0,78.03,0.0,0.0,0.0,78.03,0.0
1963-06-01,108.67,104.13,54.21,112.23,145.32,55.81,54.21,0.0,0.0,0.0,54.21,0.0,0.0,0.0
1963-06-02,70.72,61.98,23.05,73.83,93.08,46.67,0.0,0.0,0.0,23.05,0.0,0.0,0.0,0.0
1963-06-03,144.03,77.74,0.0,153.45,157.79,97.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-06-04,92.52,84.47,0.0,98.57,120.29,68.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-06-05,144.26,151.94,0.0,153.7,197.35,85.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-06-06,147.09,105.45,54.89,153.12,172.0,94.2,54.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-06-07,139.22,222.03,64.21,144.13,143.07,116.8,64.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-06-08,140.77,64.49,0.0,149.98,161.68,96.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-06-09,76.42,48.17,0.0,81.42,95.15,49.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-06-10,180.26,71.73,0.0,192.05,195.0,135.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-06-11,186.83,140.88,133.33,190.33,259.96,96.1,133.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-06-12,159.86,93.83,244.21,154.35,165.8,138.3,183.16,0.0,0.0,0.0,0.0,61.05,0.0,0.0
1963-06-13,118.29,151.48,52.57,122.58,93.34,120.89,52.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-06-14,134.71,116.07,0.0,143.52,126.21,122.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-06-15,142.62,186.35,80.84,146.66,139.31,124.85,80.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-06-16,94.88,57.8,100.29,94.53,107.37,80.89,0.0,25.07,25.07,50.14,0.0,75.22,0.0,0.0
1963-06-17,140.22,130.24,326.41,128.05,154.73,100.83,150.65,0.0,0.0,100.43,0.0,175.76,0.0,0.0
1963-06-18,99.66,60.78,0.0,106.18,103.54,104.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-06-19,122.32,57.44,59.79,126.4,143.64,80.04,0.0,0.0,0.0,0.0,0.0,59.79,0.0,0.0
1963-06-20,71.39,83.8,96.94,69.72,92.81,43.25,96.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-06-21,132.77,159.18,0.0,141.45,134.62,106.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-06-22,111.02,139.73,0.0,118.27,144.15,67.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-06-23,78.92,107.99,25.55,82.41,88.07,55.25,0.0,0.0,25.55,0.0,0.0,25.55,0.0,0.0
1963-06-24,136.42,88.35,76.65,140.32,178.81,65.77,0.0,0.0,0.0,0.0,0.0,76.65,0.0,0.0
1963-06-25,175.88,157.31,0.0,187.37,223.32,84.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-06-26,141.17,113.31,0.0,150.4,172.5,74.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-06-27,100.72,101.02,47.8,104.18,126.49,47.58,0.0,0.0,0.0,47.8,0.0,47.8,0.0,0.0
1963-06-28,125.48,90.65,0.0,133.69,164.29,60.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-06-29,126.27,173.78,0.0,134.52,140.8,82.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-06-30,65.54,56.82,24.65,68.22,86.67,38.91,0.0,0.0,0.0,24.65,0.0,0.0,0.0,0.0
1963-07-01,150.29,118.85,0.0,160.11,210.01,55.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-07-02,116.28,106.54,0.0,123.89,152.05,76.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-07-03,133.97,185.02,0.0,142.73,167.66,66.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-07-04,133.9,125.75,0.0,142.65,167.12,78.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-07-05,208.04,198.43,0.0,221.64,273.86,87.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-07-06,112.23,50.19,52.25,116.15,130.98,75.32,52.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-07-07,87.89,92.28,0.0,93.64,112.43,54.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-07-08,139.83,104.46,0.0,148.98,173.09,82.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-07-09,146.9,106.12,0.0,156.5,149.05,137.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-07-10,144.4,71.38,0.0,153.84,168.16,87.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-07-11,138.85,113.84,0.0,147.93,193.18,57.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-07-12,167.87,118.54,0.0,178.85,184.75,122.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-07-13,135.54,99.62,0.0,144.4,140.42,100.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-07-14,101.54,114.02,0.0,108.18,131.49,55.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-07-15,177.14,124.38,0.0,188.72,228.23,136.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-07-16,170.68,164.4,0.0,181.83,211.04,93.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-07-17,148.85,97.24,126.55,150.31,204.87,80.35,126.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-07-18,131.99,152.4,52.89,137.16,156.51,78.06,0.0,0.0,0.0,0.0,0.0,0.0,52.89,0.0
1963-07-19,135.23,107.83,62.37,140.0,136.79,117.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-07-20,128.1,256.37,51.33,133.12,164.41,63.42,0.0,0.0,0.0,0.0,0.0,0.0,51.33,0.0
1963-07-21,93.4,117.66,0.0,99.5,119.22,56.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-07-22,231.18,275.69,89.69,240.43,271.68,138.53,0.0,0.0,0.0,0.0,89.69,0.0,0.0,0.0
1963-07-23,148.77,182.81,67.97,154.05,189.31,100.31,0.0,0.0,0.0,0.0,67.97,0.0,0.0,0.0
1963-07-24,171.12,102.85,66.92,177.94,219.02,94.18,0.0,0.0,0.0,0.0,66.92,0.0,0.0,0.0
1963-07-25,130.47,128.98,0.0,139.0,155.83,76.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-07-26,191.27,309.29,0.0,203.78,256.55,91.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-07-27,138.16,230.91,0.0,147.19,191.31,68.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-07-28,89.64,99.04,25.78,93.82,125.65,38.04,0.0,0.0,0.0,25.78,0.0,0.0,0.0,0.0
1963-07-29,172.38,194.87,78.03,178.55,222.76,96.41,78.03,0.0,0.0,0.0,78.03,0.0,0.0,0.0
1963-07-30,180.89,328.79,0.0,192.71,225.94,105.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-07-31,179.37,171.08,0.0,191.1,233.74,110.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-08-01,146.0,203.96,58.98,151.68,188.93,64.78,0.0,0.0,0.0,0.0,58.98,0.0,0.0,0.0
1963-08-02,168.05,173.97,129.37,170.57,240.97,55.5,64.68,0.0,0.0,0.0,64.68,0.0,0.0,0.0
1963-08-03,122.7,159.72,0.0,130.72,177.81,46.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-08-04,91.75,114.19,54.04,94.21,145.81,34.31,0.0,0.0,0.0,27.02,0.0,0.0,27.02,0.0
1963-08-05,205.98,271.49,0.0,219.44,252.16,118.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-08-06,153.84,155.81,147.46,154.26,197.66,108.81,0.0,0.0,0.0,73.73,0.0,147.46,0.0,0.0
1963-08-07,171.33,299.35,0.0,182.53,212.48,124.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-08-08,136.16,201.91,0.0,145.07,180.93,66.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-08-09,135.85,140.34,0.0,144.74,131.8,111.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-08-10,126.12,144.76,0.0,134.37,147.87,91.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-08-11,79.5,96.33,0.0,84.69,104.75,41.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-08-12,171.89,342.43,0.0,183.13,230.5,81.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-08-13,165.31,181.82,72.8,171.36,220.52,79.96,0.0,0.0,0.0,0.0,0.0,0.0,72.8,0.0
1963-08-14,149.18,147.47,0.0,158.93,158.13,125.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-08-15,145.67,130.85,0.0,155.19,176.78,87.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-08-16,165.62,163.73,0.0,176.45,175.56,138.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-08-17,156.09,199.9,57.81,162.52,191.2,107.14,0.0,0.0,57.81,0.0,0.0,57.81,0.0,0.0
1963-08-18,89.84,144.18,0.0,95.71,106.45,59.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-08-19,162.61,135.75,0.0,173.24,144.53,184.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-08-20,153.84,155.81,0.0,163.9,177.12,136.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-08-21,199.52,254.46,120.42,204.7,241.06,126.06,0.0,0.0,0.0,0.0,0.0,120.42,0.0,0.0
1963-08-22,128.58,117.81,76.65,131.97,154.79,115.76,76.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-08-23,145.5,112.93,0.0,155.02,167.82,121.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-08-24,183.2,86.03,191.91,182.63,220.5,147.11,127.94,0.0,0.0,63.97,0.0,0.0,0.0,0.0
1963-08-25,92.81,86.2,24.93,97.25,113.7,73.58,24.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-08-26,187.18,244.94,75.0,194.51,198.45,149.3,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-08-27,148.31,119.38,69.05,153.49,216.36,94.8,69.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-08-28,180.08,118.91,68.78,187.36,225.08,129.83,0.0,0.0,0.0,68.78,0.0,68.78,0.0,0.0
1963-08-29,93.09,82.28,0.0,99.18,100.66,71.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-08-30,142.89,95.85,124.73,144.07,193.25,100.61,0.0,0.0,0.0,0.0,0.0,124.73,0.0,0.0
1963-08-31,178.62,133.71,63.27,186.16,213.68,121.61,0.0,0.0,0.0,0.0,0.0,63.27,0.0,0.0
1963-09-01,73.09,100.45,58.1,74.07,96.08,42.87,0.0,0.0,0.0,29.05,0.0,29.05,29.05,0.0
1963-09-02,130.18,92.85,0.0,138.69,168.28,69.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-09-03,176.41,117.29,76.32,182.95,263.05,104.77,0.0,0.0,0.0,0.0,0.0,0.0,76.32,0.0
1963-09-04,156.72,62.36,64.93,162.72,192.14,102.51,0.0,0.0,0.0,64.93,0.0,0.0,0.0,0.0
1963-09-05,129.24,129.33,155.36,127.53,146.04,119.09,0.0,0.0,0.0,155.36,0.0,0.0,0.0,0.0
1963-09-06,160.75,155.75,0.0,171.26,221.48,83.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-09-07,156.66,119.0,56.31,163.22,182.33,106.3,0.0,0.0,0.0,0.0,0.0,56.31,0.0,0.0
1963-09-08,63.76,90.46,0.0,67.93,81.97,39.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-09-09,213.56,202.12,0.0,227.53,233.87,141.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-09-10,200.31,216.53,0.0,213.4,218.29,142.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-09-11,202.63,175.27,195.51,203.1,247.31,167.76,0.0,0.0,0.0,0.0,0.0,195.51,0.0,0.0
1963-09-12,137.05,125.13,0.0,146.01,171.7,83.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-09-13,163.54,135.52,0.0,174.23,249.69,64.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963-09-14,121.52,116.82,46.77,126.4,159.59,67.43,0.0,0.0,0.0,0.0,0.0,0.0,46.77,0.0
1963-09-15,82.18,92.61,45.91,84.55,116.69,51.21,22.96,0.0,0.0,22.96,0.0,0.0,0.0,0.0
1963-09-16,231.36,125.35,72.5,241.75,222.13,214.0,72.5,0.0,0.0,0.0,72.5,0.0,0.0,0.0
