Date,GPR_AI,GPR_AER,GPR_OIL
2021-11-01,80.22,65.86,40.16
2021-12-01,82.46,87.32,51.49
2022-01-01,99.78,113.37,126.94
2022-02-01,187.43,158.66,411.31
2022-03-01,318.93,218.38,736.13
2022-04-01,211.9,164.0,366.61
2022-05-01,153.44,127.43,258.88
2022-06-01,142.16,122.37,243.27
2022-07-01,144.37,122.4,205.54
2022-08-01,162.19,148.07,132.29
2022-09-01,141.02,142.1,195.38
2022-10-01,153.47,154.69,229.81
2022-11-01,137.04,120.0,136.17
2022-12-01,144.59,119.95,129.52
2023-01-01,119.94,102.66,55.0
2023-02-01,157.36,122.7,156.91
2023-03-01,132.63,120.66,93.95
2023-04-01,134.28,112.46,123.22
2023-05-01,119.75,109.13,99.81
2023-06-01,123.59,122.81,92.09
2023-07-01,124.44,119.48,72.53
2023-08-01,112.79,96.07,146.71
2023-09-01,117.35,88.54,87.43
2023-10-01,242.19,184.25,321.19
2023-11-01,193.7,179.63,115.88
2023-12-01,173.86,163.99,184.15
2024-01-01,161.94,169.48,216.14
2024-02-01,174.52,155.1,147.24
2024-03-01,142.41,139.35,101.9
2024-04-01,172.93,158.51,193.15
2024-05-01,174.4,151.02,143.65
2024-06-01,128.28,123.71,76.76
2024-07-01,138.87,99.2,130.28
2024-08-01,163.36,153.68,240.59
2024-09-01,163.06,135.44,170.45
2024-10-01,163.78,128.45,278.7
2024-11-01,141.74,141.1,155.51
2024-12-01,170.84,167.07,187.66
2025-01-01,168.78,133.97,166.6
2025-02-01,181.79,124.49,151.98
2025-03-01,187.92,163.34,177.96
2025-04-01,179.63,158.22,124.06
2025-05-01,172.98,184.58,117.82
2025-06-01,212.69,205.37,444.64
2025-07-01,151.5,139.66,177.73
2025-08-01,154.08,151.32,168.78
2025-09-01,164.41,145.21,163.08
2025-10-01,174.93,173.66,197.29
2025-11-01,132.3,112.8,162.59
2025-12-01,163.92,152.8,202.27
2026-01-01,198.68,182.01,662.67
2026-02-01,145.85,140.76,255.0
2026-03-01,347.85,324.87,1607.51
